;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ind;start_date;end_date;final_balance;return_%;return_ann_%;sharpe_ratio;sortino_ratio;volatility;max_drawdown_%;trades;win_rate_%;profit_factor;avg_trade_return
0;14;5;50;2;3;3;6;0,02;0,05;1;2008-01-15;2013-10-29;10718966,690570483;7,189666905704829;1,1997973707949416;0,18119288841090064;0,284571424812618;6,621658174983656;-12,779521276337025;11;45,45454545454545;1,4280734866640565;0,6331759601272635
