;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;return_ann;sharpe_ratio;max_drawdown;trades;cenario
0;42;1;50;2;2;3;6;0,01;0,05;GE;29,926375872245025;1,3552292408958069;-15,205773524719946;71,0;Media_dos_resultados_por_ativo
