;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;cenario;return_ann;sharpe_ratio;max_drawdown;trades;min_return_ann;min_sharpe_ratio;min_max_drawdown;min_trades;max_return_ann;max_sharpe_ratio;max_max_drawdown;max_trades;Pontos_return_ann;Pontos_sharpe_ratio;Pontos_max_drawdown;Pontos_trades;Pontos_ponderados
0;49;3;50;2;3;4;6;0,01;0,05;BEN;in_sample_1_2x;26,817724064572058;1,6768813730604186;-11,918113827826115;56,0;17,300069670128092;0,8472792616115002;-21,721928501029808;46,0;29,786101524850817;1,6768813730604186;-9,17740236675958;57,0;7,62264144860723;10,0;7,815213239837556;9,090909090909092;8,53914952522405
27;49;3;50;2;3;4;6;0,01;0,05;BEN;in_sample_2_2x;36,317891946684064;1,6589042984103999;-8,249142600015091;69,0;25,766754143892356;1,2157068034076293;-13,002100535957695;49,0;38,915065741624375;1,6589042984103999;-8,249142600015091;69,0;8,024709274924469;10,000000000000002;10,0;10,0;9,153446832110488
54;49;3;50;2;3;4;6;0,01;0,05;BEN;in_sample_3_2x;15,452998961567888;1,1076684011286426;-15,773540329866675;29,0;12,061455287533285;0,8404814553590748;-18,640299702156003;25,0;25,225732236180832;1,4670971693307207;-11,359724473523869;33,0;2,57632355142987;4,263968167604203;3,9375451557938668;5,0;3,599207449327412
81;49;3;50;2;3;4;6;0,01;0,05;BEN;out_of_sample_val_1;14,527543911225681;1,3996492550718367;-5,179622290175889;10,0;5,466284462263449;0,4832585743991025;-19,81762877766755;8,0;16,375039890414378;1,3996492550718367;-5,179622290175889;13,0;8,306409937084956;10,0;10,0;4,0;8,417032830179267
108;49;3;50;2;3;4;6;0,01;0,05;BEN;out_of_sample_val_2;37,36052031768513;1,731422335600475;-6,9384923819183815;28,0;28,701988559912305;1,332973089975273;-12,30029892656901;21,0;45,49668694366766;1,8485002620173696;-6,354676080933464;28,0;5,15551488923896;7,728966914525034;9,018073772685607;10,0;7,134650324207508
1;49;3;50;2;3;4;6;0,01;0,06;BEN;in_sample_1_2x;26,264270906259533;1,5068677275111702;-11,91811037095346;52,0;17,300069670128092;0,8472792616115002;-21,721928501029808;46,0;29,786101524850817;1,6768813730604186;-9,17740236675958;57,0;7,179383602758322;7,95066040451228;7,815215995519691;5,454545454545454;7,244176152480668
28;49;3;50;2;3;4;6;0,01;0,06;BEN;in_sample_2_2x;37,57607272742742;1,5779061877751503;-9,12215244642457;65,0;25,766754143892356;1,2157068034076293;-13,002100535957695;49,0;38,915065741624375;1,6589042984103999;-8,249142600015091;69,0;8,981623606769467;8,172414971913522;8,163228334491151;8,0;8,493275585518086
55;49;3;50;2;3;4;6;0,01;0,06;BEN;in_sample_3_2x;13,694289744581312;0,9644777839121065;-15,773539592116315;29,0;12,061455287533285;0,8404814553590748;-18,640299702156003;25,0;25,225732236180832;1,4670971693307207;-11,359724473523869;33,0;1,2403525567089948;1,978825710691361;3,937546169107152;5,0;2,3737507515166945
82;49;3;50;2;3;4;6;0,01;0,06;BEN;out_of_sample_val_1;11,103553031016888;0,990319614232614;-11,96342662947668;10,0;5,466284462263449;0,4832585743991025;-19,81762877766755;8,0;16,375039890414378;1,3996492550718367;-5,179622290175889;13,0;5,167655105921626;5,533240903991643;5,36562280861289;4,0;5,133581419194436
109;49;3;50;2;3;4;6;0,01;0,06;BEN;out_of_sample_val_2;44,15107544503074;1,8485002620173696;-6,9384923819183815;27,0;28,701988559912305;1,332973089975273;-12,30029892656901;21,0;45,49668694366766;1,8485002620173696;-6,354676080933464;28,0;9,198787934209964;10,0;9,018073772685607;8,571428571428571;9,31226659239201
2;49;3;50;2;3;4;6;0,01;0,07;BEN;in_sample_1_2x;22,728208722375378;1,2260957574528712;-12,230603234390225;49,0;17,300069670128092;0,8472792616115002;-21,721928501029808;46,0;29,786101524850817;1,6768813730604186;-9,17740236675958;57,0;4,347369216581121;4,5662431497402975;7,566109046327669;2,727272727272727;4,638282246117764
