;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ind;start_date;end_date;final_balance;return_%;return_ann_%;sharpe_ratio;sortino_ratio;volatility;max_drawdown_%;trades;win_rate_%;profit_factor;avg_trade_return
0;21;3;50;2;3;3;6;0,02;0,05;4;2007-03-03;2015-09-03;14273825,772517096;42,73825772517096;4,27524586529171;0,3937249589788484;0,5833384821312226;10,85845783406732;-17,853546722113546;55;52,72727272727272;1,4508492016713592;0,6490843894950693
1;21;3;50;2;3;3;6;0,02;0,1;4;2007-03-03;2015-09-03;14553341,840084616;45,53341840084616;4,513426382414831;0,2649994444803689;0,40010843026304244;17,031833373330656;-37,86747792734122;48;35,41666666666667;1,4107011246874268;0,784804528737526
2;21;3;50;2;3;3;6;0,05;0,05;4;2007-03-03;2015-09-03;13352633,36277562;33,5263336277562;3,460025074406148;0,26242400595479826;0,3825427581597431;13,184864935725912;-33,56344381468743;53;62,264150943396224;1,3146168267996783;0,5470163250758553
3;21;3;50;2;3;3;6;0,05;0,1;4;2007-03-03;2015-09-03;14148051,036563205;41,48051036563204;4,166725885489764;0,21757912888170378;0,32568300075017736;19,150393270280915;-45,5336586969739;43;44,18604651162791;1,3598203391387311;0,8102227500440984
4;21;3;100;2;3;3;6;0,02;0,05;4;2007-03-03;2015-09-03;29540846,991420217;195,4084699142022;13,590987652288188;1,1046091531088573;2,369236262426377;12,303888315642828;-13,282469733006796;49;63,26530612244898;2,8224504550335685;2,2352049190728085
5;21;3;100;2;3;3;6;0,02;0,1;4;2007-03-03;2015-09-03;27721497,376847133;177,21497376847134;12,744685785809073;0,7830745460260592;1,4035178055690485;16,27518842297417;-24,970970248683255;42;52,38095238095239;2,59774685346929;2,4573824598187244
6;21;3;100;2;3;3;6;0,05;0,05;4;2007-03-03;2015-09-03;26116424,934949696;161,16424934949697;11,956335183115163;0,8740562681375281;1,6631678197516226;13,679136708889658;-21,741353673721353;47;70,2127659574468;2,2672153572476654;2,063511845383559
7;21;3;100;2;3;3;6;0,05;0,1;4;2007-03-03;2015-09-03;23340495,109175332;133,40495109175333;10,485953083817101;0,5951795023026935;1,0042270144843015;17,618135441909434;-34,91744948024934;39;56,41025641025641;2,061922661966787;2,1971348823992543
8;21;4;50;2;3;3;6;0,02;0,05;4;2007-03-03;2015-09-03;14553254,906236203;45,53254906236203;4,513352934324466;0,48385651886678166;0,7151891825967231;9,327874604014811;-22,76666107053672;35;57,14285714285714;1,7121346379072493;1,077852574948257
9;21;4;50;2;3;3;6;0,02;0,1;4;2007-03-03;2015-09-03;12964064,21391184;29,640642139118405;3,1011875093071684;0,21495128008450975;0,3102815769171195;14,427397259918212;-34,80141406735575;33;33,33333333333333;1,4007604705081438;0,789758544769259
10;21;4;50;2;3;3;6;0,05;0,05;4;2007-03-03;2015-09-03;11923394,34282532;19,2339434282532;2,091180206516796;0,19958950790120705;0,28318206367791654;10,477405493438512;-26,892734691505492;34;61,76470588235294;1,2813494459656212;0,5187444728650181
11;21;4;50;2;3;3;6;0,05;0,1;4;2007-03-03;2015-09-03;10948377,721762253;9,48377721762253;1,071656826645917;0,06681211963187865;0,09483526729528485;16,039856728846964;-41,615707463205965;30;40,0;1,1815631493611105;0,3024794005189735
12;21;4;100;2;3;3;6;0,02;0,05;4;2007-03-03;2015-09-03;27553636,756031163;175,53636756031165;12,664153068614837;1,2440573999131392;2,7650296937938377;10,179717647673696;-10,388534466345089;37;64,86486486486487;3,6419439459700196;2,777188583242163
13;21;4;100;2;3;3;6;0,02;0,1;4;2007-03-03;2015-09-03;23282567,563607726;132,82567563607725;10,453657792380412;0,7304750266844908;1,2446961034235087;14,310766844183423;-21,983914775207914;33;51,515151515151516;2,7311878838706134;2,5940448546972528
14;21;4;100;2;3;3;6;0,05;0,05;4;2007-03-03;2015-09-03;21374162,882793497;113,74162882793497;9,347909351402507;0,8379619370540715;1,615455410580329;11,155529789653572;-17,612863127273293;37;67,56756756756756;2,186502068068645;2,074185828320596
15;21;4;100;2;3;3;6;0,05;0,1;4;2007-03-03;2015-09-03;21491505,2763569;114,915052763569;9,418363708685762;0,578771945272637;0,9652551723092485;16,273013551562414;-31,73165944457077;32;56,25;2,198685788162063;2,4196628660666963
16;21;5;50;2;3;3;6;0,02;0,05;4;2007-03-03;2015-09-03;14740602,917227576;47,40602917227575;4,67074690853817;0,6735647965127085;1,0710793120093678;6,93436909517887;-14,452033203250059;21;66,66666666666666;2,450978607188749;1,8648950701194211
