;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;cenario;return_ann;sharpe_ratio;max_drawdown;trades;;;
215;21;5;100;2;3;3;6;0,05;0,1;AAPL;in_sample_3_1x;-0,290372821;-0,029150262;-24,33935616;9;;;
216;28;3;50;2;3;3;6;0,02;0,05;AAPL;in_sample_3_1x;5,835269;0,524132646;-13,55632714;27;;;
217;28;3;50;2;3;3;6;0,02;0,1;AAPL;in_sample_3_1x;0,360870194;0,029245697;-22,30669929;23;;;
218;28;3;50;2;3;3;6;0,05;0,05;AAPL;in_sample_3_1x;3,16736419;0,256555508;-20,08726072;23;;;
219;28;3;50;2;3;3;6;0,05;0,1;AAPL;in_sample_3_1x;0,479777054;0,033560549;-25,36742944;20;;;
220;28;3;100;2;3;3;6;0,02;0,05;AAPL;in_sample_3_1x;5,432908533;0,531143107;-14,50604191;23;;;
221;28;3;100;2;3;3;6;0,02;0,1;AAPL;in_sample_3_1x;1,165180048;0,093631077;-20,71925276;22;;;
222;28;3;100;2;3;3;6;0,05;0,05;AAPL;in_sample_3_1x;9,80005136;0,740844271;-17,63042352;21;;;
223;28;3;100;2;3;3;6;0,05;0,1;AAPL;in_sample_3_1x;4,79455612;0,31387796;-23,76773301;17;;;
224;28;4;50;2;3;3;6;0,02;0,05;AAPL;in_sample_3_1x;5,318710893;0,555423283;-14,847496;13;;;
225;28;4;50;2;3;3;6;0,02;0,1;AAPL;in_sample_3_1x;1,020642046;0,095668082;-22,35332892;11;;;
226;28;4;50;2;3;3;6;0,05;0,05;AAPL;in_sample_3_1x;3,401006116;0,334096983;-17,33945495;12;;;
227;28;4;50;2;3;3;6;0,05;0,1;AAPL;in_sample_3_1x;-0,883822266;-0,079594462;-24,42006652;10;;;
228;28;4;100;2;3;3;6;0,02;0,05;AAPL;in_sample_3_1x;6,965898329;0,905802979;-8,246159005;13;;;
229;28;4;100;2;3;3;6;0,02;0,1;AAPL;in_sample_3_1x;6,631705498;0,649490157;-10,36940257;11;;;
230;28;4;100;2;3;3;6;0,05;0,05;AAPL;in_sample_3_1x;10,50096904;1,036131898;-9,105362397;12;;;
231;28;4;100;2;3;3;6;0,05;0,1;AAPL;in_sample_3_1x;10,78523478;0,733477238;-13,57391476;10;;;
232;28;5;50;2;3;3;6;0,02;0,05;AAPL;in_sample_3_1x;4,631263154;0,948916963;-2,093932436;4;;;
233;28;5;50;2;3;3;6;0,02;0,1;AAPL;in_sample_3_1x;1,822133476;0,231430622;-10,72393499;4;;;
234;28;5;50;2;3;3;6;0,05;0,05;AAPL;in_sample_3_1x;4,631263154;0,948916963;-2,093932436;4;;;
235;28;5;50;2;3;3;6;0,05;0,1;AAPL;in_sample_3_1x;0,573897342;0,066450169;-14,50446628;4;;;
236;28;5;100;2;3;3;6;0,02;0,05;AAPL;in_sample_3_1x;6,046512593;0,993550349;-4,200064489;8;;;
237;28;5;100;2;3;3;6;0,02;0,1;AAPL;in_sample_3_1x;3,228957534;0,37251064;-12,30656317;7;;;
238;28;5;100;2;3;3;6;0,05;0,05;AAPL;in_sample_3_1x;8,578517849;1,194486998;-6,338442302;7;;;
239;28;5;100;2;3;3;6;0,05;0,1;AAPL;in_sample_3_1x;2,607153878;0,239474689;-18,03218218;6;;;
240;21;3;50;2;3;4;6;0,02;0,05;AAPL;in_sample_3_1x;1,206086584;0,120660654;-19,02291925;19;;;
241;21;3;50;2;3;4;6;0,02;0,1;AAPL;in_sample_3_1x;-1,593342899;-0,125989809;-17,4208866;17;;;
242;21;3;50;2;3;4;6;0,05;0,05;AAPL;in_sample_3_1x;-0,498395339;-0,043996961;-29,06273555;18;;;
243;21;3;50;2;3;4;6;0,05;0,1;AAPL;in_sample_3_1x;-2,564284184;-0,183571215;-27,78575072;14;;;
244;21;3;100;2;3;4;6;0,02;0,05;AAPL;in_sample_3_1x;1,244349829;0,142352662;-14,85170958;19;;;
245;21;3;100;2;3;4;6;0,02;0,1;AAPL;in_sample_3_1x;0,071408613;0,006294331;-21,4560267;16;;;
246;21;3;100;2;3;4;6;0,05;0,05;AAPL;in_sample_3_1x;2,561450568;0,242376228;-16,95865942;18;;;
247;21;3;100;2;3;4;6;0,05;0,1;AAPL;in_sample_3_1x;1,53579101;0,11407229;-22,75589831;14;;;
248;21;4;50;2;3;4;6;0,02;0,05;AAPL;in_sample_3_1x;-1,812856132;-0,245091966;-19,25449681;12;;;
249;21;4;50;2;3;4;6;0,02;0,1;AAPL;in_sample_3_1x;-4,547822591;-0,519753158;-24,38231171;10;;;
250;21;4;50;2;3;4;6;0,05;0,05;AAPL;in_sample_3_1x;-6,611138536;-0,974895132;-33,26692237;10;;;
251;21;4;50;2;3;4;6;0,05;0,1;AAPL;in_sample_3_1x;-9,490899733;-1,355897192;-41,11175539;9;;;
252;21;4;100;2;3;4;6;0,02;0,05;AAPL;in_sample_3_1x;2,383431563;0,289710284;-14,34422915;13;;;
253;21;4;100;2;3;4;6;0,02;0,1;AAPL;in_sample_3_1x;2,273092944;0,213715358;-19,62886769;11;;;
254;21;4;100;2;3;4;6;0,05;0,05;AAPL;in_sample_3_1x;-0,35548368;-0,041046424;-22,67866547;13;;;
255;21;4;100;2;3;4;6;0,05;0,1;AAPL;in_sample_3_1x;-0,289447811;-0,027115867;-24,06968015;10;;;
256;21;5;50;2;3;4;6;0,02;0,05;AAPL;in_sample_3_1x;0,116010507;0,019549344;-13,38754922;6;;;
257;21;5;50;2;3;4;6;0,02;0,1;AAPL;in_sample_3_1x;-1,64236922;-0,182627885;-14,30393909;6;;;
258;21;5;50;2;3;4;6;0,05;0,05;AAPL;in_sample_3_1x;-2,026589192;-0,37182267;-17,69333417;5;;;
259;21;5;50;2;3;4;6;0,05;0,1;AAPL;in_sample_3_1x;-3,028401506;-0,344020284;-21,24190435;5;;;
260;21;5;100;2;3;4;6;0,02;0,05;AAPL;in_sample_3_1x;3,781797495;0,507510514;-13,3875675;10;;;
261;21;5;100;2;3;4;6;0,02;0,1;AAPL;in_sample_3_1x;2,51729149;0,246444452;-19,62887163;10;;;
262;21;5;100;2;3;4;6;0,05;0,05;AAPL;in_sample_3_1x;0,982580463;0,13143608;-18,04342374;10;;;
263;21;5;100;2;3;4;6;0,05;0,1;AAPL;in_sample_3_1x;-0,290372821;-0,029150262;-24,33935616;9;;;
264;28;3;50;2;3;4;6;0,02;0,05;AAPL;in_sample_3_1x;6,147481664;0,549961806;-13,55632714;27;;;
265;28;3;50;2;3;4;6;0,02;0,1;AAPL;in_sample_3_1x;0,656927714;0,053038428;-21,22304635;23;;;
266;28;3;50;2;3;4;6;0,05;0,05;AAPL;in_sample_3_1x;4,491123517;0,3596119;-20,08726072;22;;;
267;28;3;50;2;3;4;6;0,05;0,1;AAPL;in_sample_3_1x;2,414582239;0,164278055;-21,09378729;19;;;
268;28;3;100;2;3;4;6;0,02;0,05;AAPL;in_sample_3_1x;7,068786237;0,675611302;-14,50602241;22;;;
269;28;3;100;2;3;4;6;0,02;0,1;AAPL;in_sample_3_1x;1,712243213;0,136663397;-20,71929856;21;;;
270;28;3;100;2;3;4;6;0,05;0,05;AAPL;in_sample_3_1x;11,50369279;0,852484901;-17,63042352;20;;;
271;28;3;100;2;3;4;6;0,05;0,1;AAPL;in_sample_3_1x;5,340324772;0,347402077;-23,76773233;16;;;
272;28;4;50;2;3;4;6;0,02;0,05;AAPL;in_sample_3_1x;5,318710893;0,555423283;-14,847496;13;;;
273;28;4;50;2;3;4;6;0,02;0,1;AAPL;in_sample_3_1x;1,020642046;0,095668082;-22,35332892;11;;;
274;28;4;50;2;3;4;6;0,05;0,05;AAPL;in_sample_3_1x;3,401006116;0,334096983;-17,33945495;12;;;
275;28;4;50;2;3;4;6;0,05;0,1;AAPL;in_sample_3_1x;-0,883822266;-0,079594462;-24,42006652;10;;;
276;28;4;100;2;3;4;6;0,02;0,05;AAPL;in_sample_3_1x;7,531866983;0,985245718;-8,246151543;12;;;
277;28;4;100;2;3;4;6;0,02;0,1;AAPL;in_sample_3_1x;7,195909346;0,705489789;-10,36939547;10;;;
278;28;4;100;2;3;4;6;0,05;0,05;AAPL;in_sample_3_1x;10,96888561;1,101742356;-9,105362397;12;;;
279;28;4;100;2;3;4;6;0,05;0,1;AAPL;in_sample_3_1x;14,77834926;1,025991255;-12,85453671;10;;;
280;28;5;50;2;3;4;6;0,02;0,05;AAPL;in_sample_3_1x;4,631263154;0,948916963;-2,093932436;4;;;
281;28;5;50;2;3;4;6;0,02;0,1;AAPL;in_sample_3_1x;1,822133476;0,231430622;-10,72393499;4;;;
282;28;5;50;2;3;4;6;0,05;0,05;AAPL;in_sample_3_1x;4,631263154;0,948916963;-2,093932436;4;;;
283;28;5;50;2;3;4;6;0,05;0,1;AAPL;in_sample_3_1x;0,573897342;0,066450169;-14,50446628;4;;;
284;28;5;100;2;3;4;6;0,02;0,05;AAPL;in_sample_3_1x;6,607614438;1,099246603;-4,200071998;7;;;
285;28;5;100;2;3;4;6;0,02;0,1;AAPL;in_sample_3_1x;3,775143715;0,436764632;-10,73706708;6;;;
286;28;5;100;2;3;4;6;0,05;0,05;AAPL;in_sample_3_1x;9,038297471;1,308243376;-4,185185484;7;;;
287;28;5;100;2;3;4;6;0,05;0,1;AAPL;in_sample_3_1x;6,305494447;0,610993315;-12,85452397;6;;;
