Date;Equity;DrawdownPct;DrawdownDuration
2006-01-03;10000000,0;0,0;
2006-01-04;10000000,0;0,0;
2006-01-05;10000000,0;0,0;
2006-01-06;10000000,0;0,0;
2006-01-09;10000000,0;0,0;
2006-01-10;10000000,0;0,0;
2006-01-11;10000000,0;0,0;
2006-01-12;10000000,0;0,0;
2006-01-13;10000000,0;0,0;
2006-01-17;10000000,0;0,0;
2006-01-18;10000000,0;0,0;
2006-01-19;10000000,0;0,0;
2006-01-20;10000000,0;0,0;
2006-01-23;10000000,0;0,0;
2006-01-24;10000000,0;0,0;
2006-01-25;10000000,0;0,0;
2006-01-26;10000000,0;0,0;
2006-01-27;10000000,0;0,0;
2006-01-30;10000000,0;0,0;
2006-01-31;10000000,0;0,0;
2006-02-01;10000000,0;0,0;
2006-02-02;10000000,0;0,0;
2006-02-03;10000000,0;0,0;
2006-02-06;10000000,0;0,0;
2006-02-07;10000000,0;0,0;
2006-02-08;10000000,0;0,0;
2006-02-09;10000000,0;0,0;
2006-02-10;10000000,0;0,0;
2006-02-13;10000000,0;0,0;
2006-02-14;10000000,0;0,0;
2006-02-15;10000000,0;0,0;
2006-02-16;10000000,0;0,0;
2006-02-17;10000000,0;0,0;
2006-02-21;10000000,0;0,0;
2006-02-22;10000000,0;0,0;
2006-02-23;10000000,0;0,0;
2006-02-24;10000000,0;0,0;
2006-02-27;10000000,0;0,0;
2006-02-28;10000000,0;0,0;
2006-03-01;10000000,0;0,0;
2006-03-02;10000000,0;0,0;
2006-03-03;10000000,0;0,0;
2006-03-06;10000000,0;0,0;
2006-03-07;10000000,0;0,0;
2006-03-08;10000000,0;0,0;
2006-03-09;10000000,0;0,0;
2006-03-10;10000000,0;0,0;
2006-03-13;10000000,0;0,0;
2006-03-14;10000000,0;0,0;
2006-03-15;10000000,0;0,0;
2006-03-16;10000000,0;0,0;
2006-03-17;10000000,0;0,0;
2006-03-20;10000000,0;0,0;
2006-03-21;10000000,0;0,0;
2006-03-22;10000000,0;0,0;
2006-03-23;10000000,0;0,0;
2006-03-24;10000000,0;0,0;
2006-03-27;10000000,0;0,0;
2006-03-28;10000000,0;0,0;
2006-03-29;10000000,0;0,0;
2006-03-30;10000000,0;0,0;
2006-03-31;10000000,0;0,0;
2006-04-03;10000000,0;0,0;
2006-04-04;10000000,0;0,0;
2006-04-05;10000000,0;0,0;
2006-04-06;10000000,0;0,0;
2006-04-07;10000000,0;0,0;
2006-04-10;10000000,0;0,0;
2006-04-11;10000000,0;0,0;
2006-04-12;10000000,0;0,0;
2006-04-13;10000000,0;0,0;
2006-04-17;10000000,0;0,0;
2006-04-18;10000000,0;0,0;
2006-04-19;10000000,0;0,0;
2006-04-20;10000000,0;0,0;
2006-04-21;10000000,0;0,0;
2006-04-24;10000000,0;0,0;
2006-04-25;10000000,0;0,0;
2006-04-26;10000000,0;0,0;
2006-04-27;10000000,0;0,0;
2006-04-28;10000000,0;0,0;
2006-05-01;10000000,0;0,0;
2006-05-02;10000000,0;0,0;
2006-05-03;10000000,0;0,0;
2006-05-04;10000000,0;0,0;
2006-05-05;10000000,0;0,0;
2006-05-08;10000000,0;0,0;
2006-05-09;10000000,0;0,0;
2006-05-10;10000000,0;0,0;
2006-05-11;10000000,0;0,0;
2006-05-12;10000000,0;0,0;
2006-05-15;10000000,0;0,0;
2006-05-16;10000000,0;0,0;
2006-05-17;10000000,0;0,0;
2006-05-18;10000000,0;0,0;
2006-05-19;10000000,0;0,0;
2006-05-22;10000000,0;0,0;
2006-05-23;10000000,0;0,0;
2006-05-24;10000000,0;0,0;
2006-05-25;10000000,0;0,0;
2006-05-26;10000000,0;0,0;
2006-05-30;10000000,0;0,0;
2006-05-31;10000000,0;0,0;
2006-06-01;10000000,0;0,0;
2006-06-02;10000000,0;0,0;
2006-06-05;10000000,0;0,0;
2006-06-06;10000000,0;0,0;
2006-06-07;10000000,0;0,0;
2006-06-08;10000000,0;0,0;
2006-06-09;10000000,0;0,0;
2006-06-12;10000000,0;0,0;
2006-06-13;10000000,0;0,0;
2006-06-14;10000000,0;0,0;
2006-06-15;10000000,0;0,0;
2006-06-16;10000000,0;0,0;
2006-06-19;10000000,0;0,0;
2006-06-20;10000000,0;0,0;
2006-06-21;10000000,0;0,0;
2006-06-22;10000000,0;0,0;
2006-06-23;10000000,0;0,0;
2006-06-26;10000000,0;0,0;
2006-06-27;10000000,0;0,0;
2006-06-28;10000000,0;0,0;
2006-06-29;10000000,0;0,0;
2006-06-30;10000000,0;0,0;
2006-07-03;10000000,0;0,0;
2006-07-05;10000000,0;0,0;
2006-07-06;10000000,0;0,0;
2006-07-07;10000000,0;0,0;
2006-07-10;10000000,0;0,0;
2006-07-11;10000000,0;0,0;
2006-07-12;10000000,0;0,0;
2006-07-13;10000000,0;0,0;
2006-07-14;10000000,0;0,0;
2006-07-17;10000000,0;0,0;
2006-07-18;10000000,0;0,0;
2006-07-19;10000000,0;0,0;
2006-07-20;10000000,0;0,0;
2006-07-21;10000000,0;0,0;
2006-07-24;10000000,0;0,0;
2006-07-25;10000000,0;0,0;
2006-07-26;10000000,0;0,0;
