;ativo;cenario;variavel;melhor_valor;media_de_pontos
0;AAPL;cenario_in_sample_1x;janela_rsi;21;4,953690696507175
1;AAPL;cenario_in_sample_1x;ordem;2;5,905339694712168
2;AAPL;cenario_in_sample_1x;lookback;50;7,861951970640912
3;AAPL;cenario_in_sample_1x;break_min;3;5,084072829772343
