;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;media_pontos_ponderados
0;28;3;50;2;2;3;6;0,01;0,05;ITW;7,4141314912723955
1;28;3;50;2;2;3;6;0,01;0,06;ITW;5,292245477093212
2;28;3;50;2;2;3;6;0,01;0,07;ITW;4,539747889926886
3;28;3;50;2;2;3;6;0,02;0,05;ITW;8,41358709881786
4;28;3;50;2;2;3;6;0,02;0,06;ITW;6,139877303967269
5;28;3;50;2;2;3;6;0,02;0,07;ITW;5,093818643746774
6;28;3;50;2;2;3;6;0,03;0,05;ITW;7,461078877492402
7;28;3;50;2;2;3;6;0,03;0,06;ITW;5,2403950799184305
8;28;3;50;2;2;3;6;0,03;0,07;ITW;4,240813298928295
9;28;3;60;2;2;3;6;0,01;0,05;ITW;5,146520802745857
10;28;3;60;2;2;3;6;0,01;0,06;ITW;4,283326334567808
11;28;3;60;2;2;3;6;0,01;0,07;ITW;3,630630840134198
12;28;3;60;2;2;3;6;0,02;0,05;ITW;7,199375475726505
13;28;3;60;2;2;3;6;0,02;0,06;ITW;6,222826058967469
14;28;3;60;2;2;3;6;0,02;0,07;ITW;4,6453024278701465
15;28;3;60;2;2;3;6;0,03;0,05;ITW;6,0811723671022575
16;28;3;60;2;2;3;6;0,03;0,06;ITW;5,394346209514794
17;28;3;60;2;2;3;6;0,03;0,07;ITW;3,9211856308792634
18;28;3;70;2;2;3;6;0,01;0,05;ITW;5,5185326847155665
19;28;3;70;2;2;3;6;0,01;0,06;ITW;3,2456340749548565
20;28;3;70;2;2;3;6;0,01;0,07;ITW;2,89536464742091
21;28;3;70;2;2;3;6;0,02;0,05;ITW;6,049577813733305
22;28;3;70;2;2;3;6;0,02;0,06;ITW;3,9946156190597897
23;28;3;70;2;2;3;6;0,02;0,07;ITW;3,452986795447366
24;28;3;70;2;2;3;6;0,03;0,05;ITW;5,654724963439284
25;28;3;70;2;2;3;6;0,03;0,06;ITW;3,077144530165294
26;28;3;70;2;2;3;6;0,03;0,07;ITW;3,249286493387584
