;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;media_pontos_ponderados
0;49;4;80;2;3;3;6;0,01;0,05;WM;5,228082631056647
1;49;4;80;2;3;3;6;0,01;0,06;WM;4,484236485073796
2;49;4;80;2;3;3;6;0,01;0,07;WM;3,8079281111171484
3;49;4;80;2;3;3;6;0,02;0,05;WM;5,079806142193938
4;49;4;80;2;3;3;6;0,02;0,06;WM;4,092414916672338
5;49;4;80;2;3;3;6;0,02;0,07;WM;2,9878552295628706
6;49;4;80;2;3;3;6;0,03;0,05;WM;3,4650622202400014
7;49;4;80;2;3;3;6;0,03;0,06;WM;2,683233158596143
8;49;4;80;2;3;3;6;0,03;0,07;WM;1,7243245145063675
9;49;4;90;2;3;3;6;0,01;0,05;WM;7,466177952138908
10;49;4;90;2;3;3;6;0,01;0,06;WM;6,497853297762523
11;49;4;90;2;3;3;6;0,01;0,07;WM;5,836467868238193
12;49;4;90;2;3;3;6;0,02;0,05;WM;7,6001374253802325
13;49;4;90;2;3;3;6;0,02;0,06;WM;6,996243267376376
14;49;4;90;2;3;3;6;0,02;0,07;WM;6,429070564245995
15;49;4;90;2;3;3;6;0,03;0,05;WM;5,36206927890373
16;49;4;90;2;3;3;6;0,03;0,06;WM;4,770715356163713
17;49;4;90;2;3;3;6;0,03;0,07;WM;4,635770321300554
18;49;4;100;2;3;3;6;0,01;0,05;WM;7,405176778904519
19;49;4;100;2;3;3;6;0,01;0,06;WM;5,350233350657687
20;49;4;100;2;3;3;6;0,01;0,07;WM;4,552707219263929
21;49;4;100;2;3;3;6;0,02;0,05;WM;7,07619847717979
22;49;4;100;2;3;3;6;0,02;0,06;WM;4,896931665860587
23;49;4;100;2;3;3;6;0,02;0,07;WM;4,173179949188904
24;49;4;100;2;3;3;6;0,03;0,05;WM;5,292213007160804
25;49;4;100;2;3;3;6;0,03;0,06;WM;3,492532711232971
26;49;4;100;2;3;3;6;0,03;0,07;WM;3,2012277353250456
