;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;return_ann;sharpe_ratio;max_drawdown;trades;cenario
0;42;1;110;2;2;4;6;0,01;0,06;COST;7,405299011618583;0,418212846979049;-17,920985821028154;43,0;Media_dos_resultados_por_ativo
