indice;indice_original_lower_pivot;valor_rsi;support_slope;support_intercept;inicio_janela;fim_janela;mapeado;x_min;x_max;num_zeros
0,0;90,0;43,914081145584724;0,7887720656217077;-27,07540476036896;55,0;104,0;0,0;0,0;0,0;0,0
1,0;90,0;43,914081145584724;-0,057107239364265316;49,053732688368605;55,0;104,0;1,0;58,0;100,0;3,0
2,0;90,0;43,914081145584724;0,7887720656217077;-27,07540476036896;56,0;105,0;0,0;0,0;0,0;0,0
3,0;90,0;43,914081145584724;-0,057107239364265316;49,053732688368605;56,0;105,0;1,0;58,0;100,0;3,0
4,0;90,0;43,914081145584724;0,7887720656217077;-27,07540476036896;58,0;107,0;1,0;90,0;106,0;3,0
5,0;90,0;43,914081145584724;-0,057107239364265316;49,053732688368605;58,0;107,0;1,0;58,0;106,0;3,0
6,0;90,0;43,914081145584724;0,7620493177139323;-24,670357448669172;63,0;112,0;1,0;90,0;106,0;3,0
7,0;90,0;43,914081145584724;-0,12478573596109221;55,14479738208303;63,0;112,0;0,0;0,0;0,0;0,0
8,0;90,0;43,914081145584724;0,536832744627585;-4,400865870897924;70,0;119,0;0,0;0,0;0,0;0,0
9,0;90,0;43,914081145584724;-0,12478573596109221;55,14479738208303;70,0;119,0;0,0;0,0;0,0;0,0
10,0;90,0;43,914081145584724;0,28187493039536304;18,545337410002052;74,0;123,0;0,0;0,0;0,0;0,0
11,0;90,0;43,914081145584724;-0,12478573596109221;55,14479738208303;74,0;123,0;0,0;0,0;0,0;0,0
12,0;90,0;43,914081145584724;0,28187493039536304;18,545337410002052;75,0;124,0;0,0;0,0;0,0;0,0
13,0;90,0;43,914081145584724;-0,4109634269435034;80,90078957050002;75,0;124,0;0,0;0,0;0,0;0,0
14,0;90,0;43,914081145584724;0,23676200944368792;22,605500295652813;80,0;129,0;1,0;90,0;125,0;3,0
15,0;90,0;43,914081145584724;-0,4109634269435034;80,90078957050002;80,0;129,0;0,0;0,0;0,0;0,0
16,0;90,0;43,914081145584724;0,23676200944368792;22,605500295652813;90,0;139,0;1,0;90,0;125,0;3,0
17,0;125,0;52,2007514761138;0,01595798697248;50,2060031045538;94,0;143,0;1,0;100,0;125,0;3,0
18,0;125,0;52,2007514761138;0,28076284352874425;17,105396035020767;99,0;148,0;1,0;90,0;144,0;4,0
19,0;125,0;52,2007514761138;0,01595798697248;50,2060031045538;99,0;148,0;1,0;100,0;144,0;3,0
20,0;125,0;52,2007514761138;0,28076284352874425;17,105396035020767;100,0;149,0;1,0;90,0;149,0;5,0
21,0;125,0;52,2007514761138;0,01595798697248;50,2060031045538;100,0;149,0;1,0;100,0;149,0;3,0
22,0;125,0;52,2007514761138;0,23641537007616797;22,648830216592806;104,0;153,0;1,0;90,0;149,0;5,0
23,0;125,0;52,2007514761138;-0,033915516266363;56,440191009409176;104,0;153,0;1,0;100,0;149,0;3,0
24,0;125,0;52,2007514761138;0,23641537007616797;22,648830216592806;106,0;155,0;1,0;90,0;149,0;5,0
