;top_bottom_idx;top_bottom_value
0;58;45,741512805241214
1;74;45,9106529209622
2;80;48,02371541501976
3;90;43,914081145584724
4;100;51,8018018018018
5;106;56,10687022900764
6;113;56,26123427201918
7;120;52,370329057445616
8;125;52,2007514761138
9;144;57,53524550315994
10;149;57,87472035794183
11;154;55,77202072538859
12;161;55,50931430836306
13;172;59,418857481715754
14;182;55,477308294209706
15;192;58,18434644417958
16;207;45,28411287205257
17;219;45,888846593071946
18;226;42,96786389413989
19;227;42,96786389413989
20;236;35,87962962962963
21;244;40,0
22;252;46,205170975813175
23;253;46,205170975813175
24;264;41,98542805100182
25;272;49,034940165736714
26;288;52,81481636974877
27;292;51,78233483854092
28;300;45,280177961096804
29;307;42,955312912710966
30;318;38,974415045328286
31;328;41,38962971760172
32;334;39,399233483255664
33;345;38,13652554768406
34;354;46,96783449586974
35;360;41,111324397537906
36;374;39,643095246035095
37;386;38,06495832120755
38;399;38,908634729847854
39;404;37,53807676213281
40;411;37,51825345953944
41;433;21,582280844441968
42;449;21,634398109346037
43;464;23,78594680448019
44;480;36,87881469685965
45;489;52,06463206449851
46;494;48,20936698224471
47;524;33,424536115632094
48;533;26,25048903995817
49;541;28,52204570666268
50;552;31,86951328235584
51;553;31,86951328235584
52;570;37,015845830666954
53;577;42,850000858306885
54;595;41,0421121060818
55;610;30,797366066011733
56;620;36,673774149793765
57;632;32,44898049546394
58;636;32,421053004947254
59;641;32,69624582376919
60;649;33,49447716900217
61;660;40,251573782072626
62;665;40,4593630719634
63;672;36,08786731139765
64;677;43,6046518558678
65;695;43,27731215201514
66;700;42,915532087459916
67;710;40,02890153246116
68;723;37,635868423070846
69;735;50,77288863952115
70;746;58,751529074253696
71;751;60,72351348756787
72;760;60,81424849941152
73;768;60,331632300081864
74;782;50,73710144595585
75;790;48,42519691198529
76;802;48,00590897610195
77;806;48,71428545640444
78;812;46,911764881190095
79;820;55,68685163903735
80;837;69,70509033793238
81;838;69,70509033793238
82;849;71,33332890051466
83;876;55,51724278260651
84;884;50,948509765255665
85;890;49,47469114655808
86;904;38,106232933524275
87;909;38,159508161520826
88;914;37,89607246957519
89;928;49,83552653507587
90;935;50,67264673074388
91;955;60,328319693571764
92;960;61,53846351847702
93;978;53,988442569289134
94;991;51,511757879519756
95;1013;55,61497176207316
96;1022;56,475298258596844
97;1027;53,99999427795683
98;1031;52,89765761930772
99;1051;40,86420724057252
100;1059;39,0498291840784
101;1065;36,34085596416672
102;1079;34,99223378800929
103;1083;37,83784726270619
104;1092;43,36870107044237
105;1114;54,331680495136204
106;1129;61,347515192131176
107;1137;57,4803063870859
108;1144;59,126984377276564
109;1155;50,231122724351856
110;1161;53,88272434698997
111;1167;50,165558809732346
112;1173;48,281505319583154
113;1180;49,92295660883293
114;1189;48,300284319319445
115;1196;55,1079140836843
116;1212;53,88349244884184
117;1226;62,48548581844145
118;1233;59,82694528881472
119;1243;61,3110516842275
120;1247;62,54927525770509
121;1259;60,95617176673407
122;1273;59,379406876462454
123;1290;72,05189159329107
124;1303;65,5771235793635
125;1315;61,587600418642324
126;1328;55,950274748984896
127;1348;34,585815555358465
128;1353;32,45097526812522
129;1368;40,86345450743291
130;1374;41,964281490600534
131;1384;46,82835827534486
132;1398;59,97794457670641
133;1407;51,42856693717122
