;Size;EntryBar;ExitBar;EntryPrice;ExitPrice;PnL;ReturnPct;EntryTime;ExitTime;Tag;Duration
0;-213192;113;114;46,906;44,5;512939,95199999976;0,05129407751673554;2000-06-14;2000-06-15;;1 days
1;-191093;153;156;55,01475;57,25;-427140,6282500001;-0,040630012860187525;2000-08-10;2000-08-15;;5 days
2;-177298;157;159;56,886;58,5;-286158,9719999995;-0,028372534542769667;2000-08-16;2000-08-18;;2 days
3;161654;167;168;60,621;61,0;61266,86599999964;0,006251958892133036;2000-08-30;2000-08-31;;1 days
4;-158090;182;184;62,375;65,0;-414986,25;-0,04208416833667328;2000-09-21;2000-09-25;;4 days
5;-144226;197;198;65,49375;60,75;684172,0875000008;0,0724305754365876;2000-10-12;2000-10-13;;1 days
6;-168997;200;202;59,942375;53,875;1025368,1728749997;0,10122013016668086;2000-10-17;2000-10-19;;2 days
7;-186296;219;220;59,88;58,5;257088,48000000048;0,023046092184368816;2000-11-13;2000-11-14;;1 days
8;-233078;234;237;48,964375;45,25;865739,0962499992;0,07585872381706082;2000-12-05;2000-12-08;;3 days
9;235649;245;247;52,104;50,5;-377980,9959999998;-0,03078458467680023;2000-12-20;2000-12-22;;2 days
10;223558;248;249;53,23125;55,75;563086,7124999993;0,04731713044499242;2000-12-26;2000-12-27;;1 days
11;222364;250;253;56,049375;51,875;-928230,7224999995;-0,07447674483435363;2000-12-28;2001-01-03;;6 days
12;-224432;260;261;51,397;52,875;-331710,49600000033;-0,02875654221063484;2001-01-12;2001-01-16;;4 days
13;197023;274;277;56,8635;55,75;-219385,1105000004;-0,019581981411626148;2001-02-02;2001-02-07;;5 days
14;191311;284;289;57,414599235534666;53,900001525878906;-672381,2024319532;-0,061214355868577264;2001-02-16;2001-02-26;;10 days
15;-190986;292;294;53,99179847717285;56,75;-526777,8760386661;-0,051085564856545584;2001-03-01;2001-03-05;;4 days
16;-175550;299;300;55,738298477172854;53,29999923706055;428043,4316017156;0,0437454911026911;2001-03-12;2001-03-13;;1 days
17;-205820;315;317;49,62056121826172;45,25;899548,9099426273;0,08807964099876475;2001-04-03;2001-04-05;;2 days
18;-253350;318;319;43,86210076141357;44,5;-161611,7720958715;-0,014543289708266904;2001-04-06;2001-04-09;;3 days
19;214294;325;329;51,102;48,849998474121094;-482590,41498669365;-0,04406875515398423;2001-04-18;2001-04-24;;6 days
20;228358;348;355;45,8415;44,54999923706055;-294924,53122332843;-0,028173178515961683;2001-05-21;2001-05-31;;10 days
21;-297628;411;415;34,1815;34,84000015258789;-195988,08341442878;-0,019264811450284247;2001-08-20;2001-08-24;;4 days
22;-325647;423;426;30,638600761413574;26,5;1347722,922152046;0,1350779950312141;2001-09-06;2001-09-17;;11 days
23;-411898;427;428;27,494899238586427;24,799999237060547;1110023,920828507;0,0980145436482942;2001-09-18;2001-09-19;;1 days
24;919282;455;456;13,527;14,399999618530273;802532,8353217475;0,0645375632830838;2001-10-26;2001-10-29;;3 days
25;892048;468;470;14,839620420455933;16,0;1035114,2831731257;0,07819469411390889;2001-11-14;2001-11-16;;2 days
26;820996;472;474;17,384700382232666;16,90999984741211;-389727,2402855373;-0,02730564947243519;2001-11-20;2001-11-23;;3 days
27;839717;482;486;16,533;14,600000381469727;-1623172,6406733866;-0,11691765671870047;2001-12-05;2001-12-11;;6 days
28;-717968;507;509;17,07578060913086;16,549999237060547;377494,2001425782;0,03079105922625658;2002-01-11;2002-01-15;;4 days
29;1572587;582;584;8,0360404586792;8,399999618530273;572357,443312721;0,04529085707352132;2002-05-01;2002-05-03;;2 days
30;-2068156;595;596;6,387200095176697;6,650000095367432;-543511,3971944696;-0,04114478899591534;2002-05-20;2002-05-21;;1 days
31;-1866412;600;605;6,786400190353394;5,869999885559082;1710380,5256717613;0,13503481655811278;2002-05-28;2002-06-04;;7 days
32;5978293;685;691;2,4048000955581665;2,109999895095825;-1762401,974822612;-0,122588235507333;2002-09-26;2002-10-04;;8 days
33;-6832150;692;693;1,8463000237941742;1,7799999713897705;452971,90303474694;0,0359096850728281;2002-10-07;2002-10-08;;1 days
34;-8728905;723;724;1,4969999999999999;1,309999942779541;1632305,7344719495;0,12491653788941814;2002-11-19;2002-11-20;;1 days
35;7523146;727;728;1,9539000477790833;2,4800000190734863;3957926,894643603;0,2692563378011066;2002-11-25;2002-11-26;;1 days
36;6442962;739;740;2,895780105113983;3,309999942779541;2668802,673725358;0,14304257320300007;2002-12-12;2002-12-13;;1 days
37;6169170;741;743;3,4569000477790834;3,5;265890,93224271183;0,012467803993524873;2002-12-16;2002-12-18;;2 days
38;-6419990;775;776;3,3632598857879636;3,0799999237060547;1818526,1239662347;0,08422184776111796;2003-02-05;2003-02-06;;1 days
39;7058578;808;809;3,3166199426651;3,680000066757202;2564946,9495537826;0,10956338994937864;2003-03-25;2003-03-26;;1 days
40;6647108;814;816;3,9078000955581667;4,199999809265137;1942283,0545793104;0,0747734547729555;2003-04-02;2003-04-04;;2 days
41;6056984;827;828;4,609199904441834;5,010000228881836;2427641,1523279026;0,08695659393157484;2003-04-22;2003-04-23;;1 days
42;-4504638;894;897;6,7365;6,349999904632568;1741043,0165957583;0,057374021430628974;2003-07-28;2003-07-31;;3 days
43;-5358473;899;906;5,9879999999999995;6,300000190734863;-1671844,5980476176;-0,05210424026968341;2003-08-04;2003-08-13;;9 days
44;4951710;911;913;6,1422601146698;6,699999809265137;2761765,223124674;0,0908036592692103;2003-08-20;2003-08-22;;2 days
45;-3685470;968;975;9,001960456848144;8,489999771118164;1886815,7484372682;0,05687213226320176;2003-11-10;2003-11-19;;9 days
46;-4413761;990;992;7,944080038070679;8,449999809265137;-2233008,9552270225;-0,06368513015603083;2003-12-11;2003-12-15;;4 days
47;-3462742;1026;1027;9,481;8,949999809265137;1838716,6624656215;0,05600677046038005;2004-02-04;2004-02-05;;1 days
48;3764938;1034;1039;9,208379579544067;8,5;-2667005,1974494797;-0,0769277127886534;2004-02-17;2004-02-24;;7 days
49;-3643875;1045;1050;8,782400190353394;8,510000228881836;992591,4096071749;0,031016573552496873;2004-03-03;2004-03-10;;7 days
50;-3898666;1065;1069;8,463039543151856;8,600000381469727;-533964,5636813786;-0,01618340994621681;2004-03-31;2004-04-06;;6 days
51;3681342;1070;1072;8,817600191116332;8,5600004196167;-948312,8580120018;-0,02921427212805172;2004-04-07;2004-04-12;;5 days
52;3931174;1084;1085;8,016;8,699999809265137;2688922,2661880646;0,0853293175230958;2004-04-28;2004-04-29;;1 days
53;-3645718;1114;1117;9,381199619293213;9,640000343322754;-943514,4580075307;-0,027587167370076715;2004-06-10;2004-06-16;;6 days
54;-3369499;1133;1136;9,870220342636108;10,199999809265137;-1111191,5830270466;-0,033411560753561886;2004-07-09;2004-07-14;;5 days
55;3151507;1140;1142;10,200360305786132;9,449999809265137;-2364766,357309393;-0,07356215604416982;2004-07-20;2004-07-22;;2 days
56;2972229;1192;1195;10,02;10,630000114440918;1813060,0301446165;0,0608782549342235;2004-10-01;2004-10-06;;5 days
57;2332229;1254;1257;13,547040458679199;13,539999961853027;-16420,050872404547;-0,0005197073742893021;2004-12-30;2005-01-04;;5 days
58;-2406210;1258;1266;13,123699619293212;13,5;-905457,7390604792;-0,028673346055070104;2005-01-05;2005-01-18;;13 days
59;-2246666;1273;1276;13,65264030456543;14,050000190734863;-892734,9460207347;-0,02910498462605471;2005-01-27;2005-02-01;;5 days
60;1968261;1281;1288;15,130200382232665;16,200000762939453;2105646,367130323;0,07070629295584552;2005-02-08;2005-02-17;;9 days
61;-1906308;1302;1305;16,726480228424073;17,299999237060547;-1093303,8743157792;-0,03428808696176655;2005-03-10;2005-03-15;;5 days
62;1741137;1306;1310;17,685299617767335;17,25;-757916,2705805639;-0,02461364111298492;2005-03-16;2005-03-22;;6 days
63;-1796704;1327;1337;16,7165;16,059999465942383;1179537,1355434568;0,03927260694868051;2005-04-15;2005-04-29;;14 days
64;-1965851;1342;1344;15,878179847717286;16,040000915527344;-318116,1079754699;-0,010191411695926966;2005-05-06;2005-05-10;;4 days
65;-2019435;1346;1347;15,299339923858643;14,5;1614215,0191374782;0,052246693506829534;2005-05-12;2005-05-13;;1 days
66;2234528;1358;1370;14,5490404586792;15,460000038146973;2035564,6871889648;0,06261303500083004;2005-05-31;2005-06-16;;16 days
67;2184845;1371;1380;15,811559732437134;16,5;1504135,27638339;0,043540313492953064;2005-06-17;2005-06-30;;13 days
68;2199143;1381;1384;16,392720611572265;15,550000190734863;-1853262,714441627;-0,05140820982714078;2005-07-01;2005-07-07;;6 days
69;2087365;1390;1398;16,382700382232667;16,049999237060547;-694468,7258922019;-0,020308077265024038;2005-07-15;2005-07-27;;12 days
70;-2130035;1406;1414;15,728480228424072;15,260000228881836;997878,7958249466;0,029785458781682705;2005-08-08;2005-08-18;;10 days
