;num_pontos;janela_rsi;ordem;lookback;break_min;d_max;ppt;sl;pt;ativo;cenario;return_ann;sharpe_ratio;max_drawdown;trades
0;3;14;2;50;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;16,473140503729546;0,8460636761966686;-19,93445006325821;53,0
1;3;14;2;100;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;8,62183386415143;0,4844789866572832;-18,182884867220128;46,0
2;3;56;2;50;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;69,84666956647385;1,500403743899857;-14,85949552213337;102,0
3;3;56;2;100;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;51,80502299728609;1,361635857640857;-17,270263660669727;79,0
4;3;63;2;50;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;41,3447715458978;1,2429566558616962;-19,08633741530689;86,0
5;3;63;2;100;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;14,874388605814204;0,6201554819564195;-19,82042091041891;70,0
6;3;14;2;50;4;2;6;0,02;0,05;CSCO;in_sample_1_1x;17,673726578011117;0,8713348228282295;-19,93445006325821;54,0
7;3;14;2;100;4;2;6;0,02;0,05;CSCO;in_sample_1_1x;11,010353162398644;0,6365288407867095;-13,492104315428357;45,0
8;3;56;2;50;4;2;6;0,02;0,05;CSCO;in_sample_1_1x;61,12661047412018;1,3095507867684208;-17,83407777888195;98,0
9;3;56;2;100;4;2;6;0,02;0,05;CSCO;in_sample_1_1x;32,601747195051445;1,0895985548158449;-16,576542220480604;71,0
10;3;63;2;50;4;2;6;0,02;0,05;CSCO;in_sample_1_1x;27,2380326497534;1,007096875902842;-20,93571654592057;77,0
11;3;63;2;100;4;2;6;0,02;0,05;CSCO;in_sample_1_1x;27,227101884313253;1,064721199934046;-14,987537773654402;60,0
12;3;14;2;50;3;2;6;0,02;0,05;CSCO;in_sample_2_1x;12,960443639386;0,7920176218745921;-14,190053490516664;47,0
13;3;14;2;100;3;2;6;0,02;0,05;CSCO;in_sample_2_1x;10,576895321126068;0,7319203068058168;-10,899448602678277;43,0
14;3;56;2;50;3;2;6;0,02;0,05;CSCO;in_sample_2_1x;13,19354015343668;0,6934028608274342;-26,43169925605073;70,0
15;3;56;2;100;3;2;6;0,02;0,05;CSCO;in_sample_2_1x;12,685317316665245;0,7329934792619671;-15,518777065872136;57,0
16;3;63;2;50;3;2;6;0,02;0,05;CSCO;in_sample_2_1x;6,143008196089594;0,2986735665511895;-26,60204492764271;70,0
17;3;63;2;100;3;2;6;0,02;0,05;CSCO;in_sample_2_1x;6,3490791369302135;0,3664634014712041;-22,46881557596213;54,0
18;3;14;2;50;4;2;6;0,02;0,05;CSCO;in_sample_2_1x;12,488127807006876;0,8100364083588927;-14,8724570397058;44,0
19;3;14;2;100;4;2;6;0,02;0,05;CSCO;in_sample_2_1x;9,749596548700934;0,6856148193356563;-12,512524630927537;39,0
20;3;56;2;50;4;2;6;0,02;0,05;CSCO;in_sample_2_1x;9,223872297185045;0,4931460167844417;-31,8457030910126;62,0
21;3;56;2;100;4;2;6;0,02;0,05;CSCO;in_sample_2_1x;17,485375104890586;0,9897884053322188;-15,824587954229374;52,0
22;3;63;2;50;4;2;6;0,02;0,05;CSCO;in_sample_2_1x;3,437411576715621;0,2058548538171196;-29,17145863539065;61,0
23;3;63;2;100;4;2;6;0,02;0,05;CSCO;in_sample_2_1x;-0,7514925876835887;-0,0515168384345364;-26,39743902563294;56,0
24;3;14;2;50;3;2;6;0,02;0,05;CSCO;in_sample_3_1x;5,884778832764748;0,5135030852083742;-12,272339641295892;21,0
25;3;14;2;100;3;2;6;0,02;0,05;CSCO;in_sample_3_1x;8,398437925139856;0,7225186570685435;-12,647354639468356;21,0
26;3;56;2;50;3;2;6;0,02;0,05;CSCO;in_sample_3_1x;14,988676910536402;0,8943466016146693;-15,7754738077844;33,0
27;3;56;2;100;3;2;6;0,02;0,05;CSCO;in_sample_3_1x;12,928095328967435;0,9179711329225624;-15,704488463430057;29,0
28;3;63;2;50;3;2;6;0,02;0,05;CSCO;in_sample_3_1x;0,2769612847021596;0,0188406207870322;-24,248765579810676;36,0
29;3;63;2;100;3;2;6;0,02;0,05;CSCO;in_sample_3_1x;2,201615730592943;0,1592134984955673;-20,41135953726195;32,0
30;3;14;2;50;4;2;6;0,02;0,05;CSCO;in_sample_3_1x;4,272629478148793;0,3832025094003707;-12,299058577135646;21,0
31;3;14;2;100;4;2;6;0,02;0,05;CSCO;in_sample_3_1x;7,966150563302876;0,7669125350502229;-10,23866203756536;21,0
32;3;56;2;50;4;2;6;0,02;0,05;CSCO;in_sample_3_1x;8,536500650181654;0,6811137632474119;-14,051244717980229;30,0
33;3;56;2;100;4;2;6;0,02;0,05;CSCO;in_sample_3_1x;17,573133762764236;1,1666160345700207;-8,82984880149863;28,0
34;3;63;2;50;4;2;6;0,02;0,05;CSCO;in_sample_3_1x;1,4009814996832182;0,1002540847660038;-29,58095065778178;30,0
35;3;63;2;100;4;2;6;0,02;0,05;CSCO;in_sample_3_1x;-4,389550416196153;-0,3636945104065986;-22,457519024117843;25,0
36;3;14;2;50;3;2;6;0,02;0,05;MSFT;in_sample_1_1x;11,9247752891519;0,6845187544082706;-18,532743680484632;47,0
37;3;14;2;100;3;2;6;0,02;0,05;MSFT;in_sample_1_1x;17,581356050109843;1,1497994608217497;-12,046741190573664;39,0
38;3;56;2;50;3;2;6;0,02;0,05;MSFT;in_sample_1_1x;27,580400231498857;1,15846542306436;-17,549512027758563;80,0
39;3;56;2;100;3;2;6;0,02;0,05;MSFT;in_sample_1_1x;15,227994776114851;0,8160505497961134;-21,269651510524167;60,0
40;3;63;2;50;3;2;6;0,02;0,05;MSFT;in_sample_1_1x;24,317429378582656;1,0635094495843291;-16,931884980966583;74,0
41;3;63;2;100;3;2;6;0,02;0,05;MSFT;in_sample_1_1x;7,495943193368282;0,4430815233027739;-27,332215582886636;59,0
42;3;14;2;50;4;2;6;0,02;0,05;MSFT;in_sample_1_1x;14,616382413838425;0,830709835800375;-18,532740419027792;44,0
43;3;14;2;100;4;2;6;0,02;0,05;MSFT;in_sample_1_1x;15,435613455336238;1,025224770337281;-9,92757805810055;39,0
44;3;56;2;50;4;2;6;0,02;0,05;MSFT;in_sample_1_1x;7,477410338277624;0,3815290925139174;-21,82016066725772;70,0
45;3;56;2;100;4;2;6;0,02;0,05;MSFT;in_sample_1_1x;6,391063431593591;0,375765713092785;-21,207773512982;54,0
46;3;63;2;50;4;2;6;0,02;0,05;MSFT;in_sample_1_1x;16,047693943806607;0,8513124504960684;-20,719645484027023;59,0
47;3;63;2;100;4;2;6;0,02;0,05;MSFT;in_sample_1_1x;6,936338931910302;0,4421879418013429;-27,84628158238033;47,0
48;3;14;2;50;3;2;6;0,02;0,05;MSFT;in_sample_2_1x;4,405067448323319;0,3604594230696902;-17,384308194501642;40,0
49;3;14;2;100;3;2;6;0,02;0,05;MSFT;in_sample_2_1x;11,68858629195415;0,8444623838359246;-17,98991788720571;40,0
50;3;56;2;50;3;2;6;0,02;0,05;MSFT;in_sample_2_1x;12,448201126451131;0,6979525730172992;-19,200910592163712;68,0
51;3;56;2;100;3;2;6;0,02;0,05;MSFT;in_sample_2_1x;16,451886329195673;0,8801467264516576;-19,635321610384597;57,0
52;3;63;2;50;3;2;6;0,02;0,05;MSFT;in_sample_2_1x;12,975529171541368;0,7925474265212413;-17,918307302856896;71,0
53;3;63;2;100;3;2;6;0,02;0,05;MSFT;in_sample_2_1x;18,70675918558007;1,13182955268001;-15,570315072379335;57,0
54;3;14;2;50;4;2;6;0,02;0,05;MSFT;in_sample_2_1x;4,920370177017674;0,4083747117746075;-13,14184279964784;40,0
55;3;14;2;100;4;2;6;0,02;0,05;MSFT;in_sample_2_1x;10,092131353401324;0,7538128589055128;-16,010803276949346;40,0
56;3;56;2;50;4;2;6;0,02;0,05;MSFT;in_sample_2_1x;1,859601254737453;0,1045459475870214;-47,47710559764796;60,0
57;3;56;2;100;4;2;6;0,02;0,05;MSFT;in_sample_2_1x;6,933414653720771;0,3890299035235188;-28,358698190070143;55,0
58;3;63;2;50;4;2;6;0,02;0,05;MSFT;in_sample_2_1x;9,398092140886584;0,5616234868951581;-17,874770746722966;64,0
59;3;63;2;100;4;2;6;0,02;0,05;MSFT;in_sample_2_1x;15,718878370090604;0,9750479986826548;-17,13513405268494;52,0
60;3;14;2;50;3;2;6;0,02;0,05;MSFT;in_sample_3_1x;0,39576085190276;0,0347027883320478;-13,971441812692342;22,0
61;3;14;2;100;3;2;6;0,02;0,05;MSFT;in_sample_3_1x;12,937334008502654;1,166363541194176;-8,04319842759793;19,0
62;3;56;2;50;3;2;6;0,02;0,05;MSFT;in_sample_3_1x;7,343268113776635;0,5093078558606785;-13,531242563166291;37,0
63;3;56;2;100;3;2;6;0,02;0,05;MSFT;in_sample_3_1x;3,238289424512475;0,2370526435549576;-16,011525971370755;34,0
64;3;63;2;50;3;2;6;0,02;0,05;MSFT;in_sample_3_1x;-1,591227574810783;-0,1183516172466495;-22,63503190075149;36,0
65;3;63;2;100;3;2;6;0,02;0,05;MSFT;in_sample_3_1x;8,406625554134251;0,6203617596027833;-9,226240399488097;29,0
66;3;14;2;50;4;2;6;0,02;0,05;MSFT;in_sample_3_1x;-3,1426583083985493;-0,2960503126512095;-19,647876662035337;20,0
67;3;14;2;100;4;2;6;0,02;0,05;MSFT;in_sample_3_1x;6,357982564686204;0,6050167621570112;-9,437103104712897;17,0
68;3;56;2;50;4;2;6;0,02;0,05;MSFT;in_sample_3_1x;1,0574074123723465;0,0842803094735787;-13,019909093093665;32,0
69;3;56;2;100;4;2;6;0,02;0,05;MSFT;in_sample_3_1x;2,9346288976334067;0,2339716141830652;-13,674459676665174;28,0
70;3;63;2;50;4;2;6;0,02;0,05;MSFT;in_sample_3_1x;-0,9303661612786174;-0,0684500918520127;-14,706043825449743;32,0
71;3;63;2;100;4;2;6;0,02;0,05;MSFT;in_sample_3_1x;9,870586960687833;0,7657290970303938;-10,560692955432827;27,0
72;3;14;2;50;3;2;6;0,02;0,05;PHM;in_sample_1_1x;16,50492898081779;0,7643897051712218;-25,508717052250507;62,0
73;3;14;2;100;3;2;6;0,02;0,05;PHM;in_sample_1_1x;14,290761827143662;0,703892283341335;-25,466492276994835;49,0
74;3;56;2;50;3;2;6;0,02;0,05;PHM;in_sample_1_1x;25,02864847358048;0,8848586925702466;-33,04933411045703;93,0
75;3;56;2;100;3;2;6;0,02;0,05;PHM;in_sample_1_1x;27,89209999309574;1,1013887157243438;-19,03054316011178;74,0
76;3;63;2;50;3;2;6;0,02;0,05;PHM;in_sample_1_1x;50,73654394970832;1,5047482587429126;-21,29094890734575;89,0
77;3;63;2;100;3;2;6;0,02;0,05;PHM;in_sample_1_1x;18,406082124595823;0,7462506866194152;-29,237042121126933;72,0
78;3;14;2;50;4;2;6;0,02;0,05;PHM;in_sample_1_1x;19,068961362051077;0,8762108194227429;-25,588257615472475;60,0
79;3;14;2;100;4;2;6;0,02;0,05;PHM;in_sample_1_1x;9,243281616091824;0,4995537184601435;-26,69789747402413;48,0
80;3;56;2;50;4;2;6;0,02;0,05;PHM;in_sample_1_1x;31,91100168267118;1,1447224524361408;-17,067885842728025;83,0
81;3;56;2;100;4;2;6;0,02;0,05;PHM;in_sample_1_1x;27,994487252101585;1,1595955260999655;-14,007516688400557;63,0
82;3;63;2;50;4;2;6;0,02;0,05;PHM;in_sample_1_1x;31,598429076295552;1,163122618505958;-25,388151858622464;75,0
