;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;return_ann;sharpe_ratio;max_drawdown;trades;cenario
0;56;1;lookback duplo [60, 100];2;2;3;6;0,01;0,06;CINF;13,534356229707223;0,7178400731661146;-17,84756041399924;56,0;Media_dos_resultados_por_ativo
