;Size;EntryBar;ExitBar;EntryPrice;ExitPrice;PnL;ReturnPct;EntryTime;ExitTime;Tag;Duration
0;-350701;257;263;28,514285442352296;26,927438735961914;556508,7267778134;0,05565093712758573;2000-01-10;2000-01-19;;9 days
1;419988;271;273;25,13520348358154;26,133787155151367;419393,15905526787;0,039728489654842214;2000-01-31;2000-02-02;;2 days
2;415098;279;285;26,441667091369627;27,947845458984375;625211,6280401465;0,05696230734658769;2000-02-10;2000-02-18;;8 days
3;478302;298;299;24,254761116027833;25,396825790405273;546251,8178840786;0,04708620583456291;2000-03-09;2000-03-10;;1 days
4;491613;302;303;24,7091841545105;26,162132263183594;714288,1785491061;0,05880194585088594;2000-03-15;2000-03-16;;1 days
5;437117;309;314;29,423810039520262;31,85940933227539;1064641,8560512434;0,08277647556464585;2000-03-24;2000-03-31;;7 days
6;408956;315;318;34,053230529785154;36,16780090332031;864766,2416794444;0,06209602850119067;2000-04-03;2000-04-06;;3 days
7;-402830;358;360;36,71779907226563;32,879817962646484;1546053,9303878795;0,10452644784251564;2000-06-05;2000-06-07;;2 days
8;457980;423;431;35,672108184814455;34,807254791259766;-396085,55718017666;-0,024244527098705504;2000-09-06;2000-09-18;;12 days
9;-499580;438;443;31,908844184875488;31,632652282714844;137979,95048141445;0,008655653603760305;2000-09-27;2000-10-04;;7 days
10;-515793;447;455;31,173356742858886;31,632652282714844;-236901,42438892424;-0,014733592652359295;2000-10-10;2000-10-20;;10 days
11;479616;484;487;33,03078108215332;34,75056838989258;824837,5093886729;0,05206620162756215;2000-12-01;2000-12-06;;5 days
12;-473243;512;517;35,218537673950195;32,596370697021484;1240922,1666626737;0,07445416959683215;2001-01-12;2001-01-22;;10 days
13;-535806;531;550;33,42224884033203;34,52381134033203;-590223,796875;-0,03295895812584271;2001-02-09;2001-03-09;;28 days
14;528376;561;566;32,77517063140869;34,35374069213867;834078,534408264;0,0481635954998576;2001-03-26;2001-04-02;;7 days
