indice;indice_original_upper_pivot;valor_rsi;resist_slope;resist_intercept;inicio_janela;fim_janela;mapeado;x_min;x_max;num_zeros
0,0;30,0;70,01795332136444;-0,2174228662282796;76,54063930821283;27,0;76,0;1,0;30,0;69,0;3,0
1,0;30,0;70,01795332136444;-0,2174228662282796;76,54063930821283;30,0;79,0;1,0;30,0;69,0;3,0
4,0;37,0;67,8743961352657;0,05229641957330761;65,93942861105332;37,0;86,0;1,0;37,0;86,0;3,0
5,0;42,0;61,25356125356126;0,2287660857161532;51,645385653482826;42,0;91,0;1,0;42,0;86,0;3,0
12,0;104,0;84,68208092485548;0,5550175440521685;26,96025634342996;60,0;109,0;1,0;61,0;104,0;3,0
14,0;104,0;84,68208092485548;0,5550175440521685;26,96025634342996;61,0;110,0;1,0;61,0;110,0;3,0
16,0;104,0;84,68208092485548;0,6307235794940979;19,08682865746931;69,0;118,0;1,0;69,0;110,0;3,0
18,0;104,0;84,68208092485548;0,6307235794940979;19,08682865746931;71,0;120,0;1,0;69,0;110,0;3,0
20,0;104,0;84,68208092485548;0,6307235794940979;19,08682865746931;81,0;130,0;1,0;69,0;121,0;3,0
33,0;133,0;77,20247295208655;-0,5186544736390175;146,18351794607588;110,0;159,0;1,0;133,0;158,0;3,0
39,0;133,0;77,20247295208655;-0,19102781912704764;102,60917289598389;121,0;170,0;1,0;104,0;168,0;3,0
47,0;178,0;71,484375;-0,29796040305534177;124,52132674385084;151,0;200,0;1,0;178,0;195,0;3,0
49,0;195,0;66,14814814814815;-0,328060403045457;130,11992674201227;158,0;207,0;1,0;178,0;195,0;3,0
50,0;195,0;66,14814814814815;-0,328060403045457;130,11992674201227;162,0;211,0;1,0;178,0;195,0;3,0
51,0;215,0;71,93460490463215;0,012168375800868986;69,31840410744532;165,0;214,0;1,0;30,0;97,0;4,0
52,0;215,0;71,93460490463215;0,012168375800868986;69,31840410744532;168,0;217,0;1,0;30,0;97,0;4,0
53,0;215,0;71,93460490463215;0,012168375800868986;69,31840410744532;178,0;227,0;1,0;30,0;97,0;4,0
63,0;215,0;71,93460490463215;0,08340560757024247;54,00239927703002;206,0;255,0;1,0;186,0;250,0;3,0
65,0;250,0;74,85380116959064;0,08340560757024247;54,00239927703002;210,0;259,0;1,0;186,0;256,0;3,0
67,0;250,0;74,85380116959064;0,08340560757024247;54,00239927703002;215,0;264,0;1,0;186,0;260,0;3,0
82,0;267,0;73,06122448979592;-0,6517922109449787;247,08974481210527;250,0;299,0;1,0;267,0;297,0;3,0
84,0;267,0;73,06122448979592;-0,6517922109449787;247,08974481210527;252,0;301,0;1,0;267,0;297,0;3,0
86,0;267,0;73,06122448979592;-0,6517922109449787;247,08974481210527;256,0;305,0;1,0;267,0;302,0;3,0
89,0;297,0;53,50745816144656;-0,6517922109449787;247,08974481210524;260,0;309,0;1,0;267,0;302,0;3,0
92,0;321,0;63,548235410719876;-0,04333705969148514;77,45943157168661;271,0;320,0;1,0;168,0;195,0;3,0
93,0;321,0;63,548235410719876;-0,04333705969148514;77,45943157168661;275,0;324,0;1,0;168,0;195,0;3,0
95,0;321,0;63,548235410719876;0,005013491467127078;61,938904649772084;276,0;325,0;1,0;42,0;69,0;3,0
96,0;279,0;63,33766876910054;0,005013491467127078;61,938904649772084;279,0;328,0;1,0;42,0;69,0;3,0
99,0;285,0;57,00575328550847;0,18173561458920576;5,211103127584828;285,0;334,0;1,0;285,0;331,0;3,0
116,0;375,0;62,41414590264397;-0,042535645069779644;78,36501280381134;325,0;374,0;1,0;168,0;195,0;3,0
117,0;375,0;62,41414590264397;-0,042535645069779644;78,36501280381134;326,0;375,0;1,0;275,0;375,0;4,0
118,0;331,0;64,28571428571428;-0,042535645069779644;78,36501280381134;331,0;380,0;1,0;275,0;375,0;4,0
130,0;402,0;58,53391424620795;-0,1437122835717046;116,3062522420332;368,0;417,0;1,0;375,0;408,0;3,0
132,0;402,0;58,53391424620795;-0,1437122835717046;116,3062522420332;375,0;424,0;1,0;375,0;418,0;3,0
154,0;471,0;80,6603806120971;-0,10997396323613004;132,45811729631436;455,0;504,0;1,0;471,0;504,0;3,0
157,0;504,0;77,03123982530481;-0,10997396323613004;132,45811729631436;471,0;520,0;1,0;471,0;504,0;3,0
