;ativo;cenario;variavel;melhor_valor;media_de_pontos
0;AIG;cenario_in_sample_1x;janela_rsi;56;5,879474269176924
1;AIG;cenario_in_sample_1x;ordem;2;4,6398283412971955
2;AIG;cenario_in_sample_1x;lookback;50;6,7844048752338155
3;AIG;cenario_in_sample_1x;break_min;4;4,695980938368901
