;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;return_ann;sharpe_ratio;max_drawdown;trades;Pontos_return_ann;Pontos_sharpe_ratio;Pontos_max_drawdown;Pontos_trades;Pontos_ponderados
0;28;3;50;2;3;4;6;0,02;0,05;AEE;6,49918442984327;0,6506674533468996;-12,807241216942947;22,0;4,574614301488509;7,168081589186379;6,7922973125587465;7,82608695652174;6,096912907416967
1;28;3;50;2;3;4;6;0,02;0,07;AEE;5,632408284539578;0,5148893087908413;-12,650492108646421;20,4;3,053955947925889;4,8139838660070025;6,945533102985841;6,086956521739128;4,546046457216663
2;28;3;50;2;3;4;6;0,02;0,09;AEE;5,136175966078609;0,4067431416806385;-13,883906013572874;20,0;2,1833738207366;2,9389645350454248;5,739764491609536;5,652173913043478;3,402855562421952
3;28;3;50;2;3;4;6;0,02;0,11;AEE;5,270900055773549;0,39590956052272935;-14,842821079943338;19,6;2,4197316318401234;2,7511337996859244;4,802342201016601;5,217391304347827;3,254456571465235
4;28;3;50;2;3;4;6;0,02;0,13;AEE;4,6045928709326756;0,32180070665866384;-14,60849363048735;19,0;1,2507728503175148;1,4662474527760851;5,03141751969865;4,565217391304348;2,325921195358245
5;28;3;50;2;3;4;6;0,03;0,05;AEE;6,810614708807689;0,65011166806039;-13,295963308699493;20,6;5,120982654869594;7,158445481093824;6,314529261158878;6,304347826086958;6,042673716291752
6;28;3;50;2;3;4;6;0,03;0,07;AEE;5,697781870924654;0,48823348674730527;-14,364636775524108;19,2;3,168646333416346;4,351829885428373;5,269808655236525;4,782608695652173;4,0374308745706395
7;28;3;50;2;3;4;6;0,03;0,09;AEE;4,853091927710748;0,35664341494607715;-15,901029822120218;18,8;1,6867356633107244;2,070344235192627;3,767851767185333;4,347826086956522;2,4737961877798975
8;28;3;50;2;3;4;6;0,03;0,11;AEE;5,1940845014136565;0,35380068713962554;-17,463480341737753;18,2;2,28496763879093;2,021057517667749;2,240421448896712;3,695652173913042;2,404727367788292
9;28;3;50;2;3;4;6;0,03;0,13;AEE;4,605538779637244;0,28518269850862793;-16,92774757386355;17,6;1,2524323375808675;0,8313708318352728;2,764146496107837;3,0434782608695663;1,603951919055793
10;28;3;50;2;3;4;6;0,04;0,05;AEE;5,337375366907069;0,5067045598988555;-15,581262239297393;20,2;2,536354865795696;4,67207812120237;4,0804521949601655;5,869565217391303;3,8433197503061853
11;28;3;50;2;3;4;6;0,04;0,07;AEE;5,378632164841539;0,44665002347306054;-16,05572626942094;18,4;2,6087351392494793;3,630863071985165;3,616622630152244;3,9130434782608674;3,231085381447411
12;28;3;50;2;3;4;6;0,04;0,09;AEE;4,481662253932844;0,30750533497540844;-17,936202945034086;18,4;1,0351053210918404;1,2183967987434663;1,7782942792043934;3,9130434782608674;1,6047781883182448
13;28;3;50;2;3;4;6;0,04;0,11;AEE;4,942161717295523;0,3142979258725212;-19,100246858981542;17,6;1,8429982927289543;1,3361655517166684;0,640340824897295;3,0434782608695663;1,6978778667695802
14;28;3;50;2;3;4;6;0,04;0,13;AEE;4,204087244533176;0,2372314227934614;-18,932562502875108;17,0;0,548132116913572;0,0;0,8042667644415243;2,3913043478260865;0,6914239232869038
15;28;3;50;2;3;4;6;0,05;0,05;AEE;5,95889025211825;0,5208972908147839;-15,408294533842772;19,6;3,626730745635765;4,918149207562591;4,249543064769519;5,217391304347827;4,31191786016426
16;28;3;50;2;3;4;6;0,05;0,07;AEE;5,317047679365506;0,4247613000440446;-17,428349335218265;17,8;2,5006922924355828;3,251360213435826;2,274765041731253;3,2608695652173916;2,791490273018149
17;28;3;50;2;3;4;6;0,05;0,09;AEE;4,926255659668861;0,3318806701335553;-18,552644434933544;17,8;1,815092956924221;1,6410120965525827;1,1756694860980341;3,2608695652173916;1,8805488735990363
18;28;3;50;2;3;4;6;0,05;0,11;AEE;5,43861483164837;0,34037890995823605;-19,35338349064434;17,2;2,713967780737106;1,7883530923197881;0,39287790622140434;2,6086956521739117;2,102883297892316
19;28;3;50;2;3;4;6;0,05;0,13;AEE;4,409017617667262;0,24320159261310642;-19,755269116045348;16,6;0,9076587207472142;0,10350976017070249;0,0;1,9565217391304357;0,6980739173876405
20;28;3;60;2;3;4;6;0,02;0,05;AEE;7,008032911737123;0,6634079141956025;-10,573542408111262;21,6;5,467330026167844;7,3889734711181205;8,97593080347394;7,391304347826088;6,792453167434258
21;28;3;60;2;3;4;6;0,02;0,07;AEE;6,654240643894627;0,5547838155320342;-11,856145557260085;20,6;4,846642469829918;5,505667846472885;7,722075457819902;6,304347826086958;5,653955198048913
22;28;3;60;2;3;4;6;0,02;0,09;AEE;5,833198265119239;0,4121587488114032;-13,417590705688161;19,4;3,406218712579106;3,0328593843074394;6,195627976694206;4,999999999999998;3,9257146975780577
23;28;3;60;2;3;4;6;0,02;0,11;AEE;4,728633629949617;0,339241488922453;-15,188961201256769;19,0;1,4683879951312573;1,7686326853324341;4,4639603392987315;4,565217391304348;2,4245152980945313
24;28;3;60;2;3;4;6;0,02;0,13;AEE;5,4849091357009545;0,36038587766444125;-15,318869184454774;17,8;2,795185775211637;2,1352303992596813;4,336964066691689;3,2608695652173916;2,8934073937233364
25;28;3;60;2;3;4;6;0,03;0,05;AEE;7,247360203351207;0,6543092055229015;-11,226383523694759;20,4;5,887202039490225;7,23122165148389;8,337722232740006;6,086956521739128;6,649818310845369
