,indice,indice_original_lower_pivot,valor_rsi,support_slope,support_intercept,inicio_janela,fim_janela,mapeado,x_min,x_max,num_zeros
39,39.0,186.0,16.612011902276592,-0.649394227172442,137.3993381563508,134.0,233.0,1.0,134.0,216.0,3.0
40,40.0,186.0,16.612011902276592,0.14964804640327334,-11.22252472873225,141.0,240.0,0.0,0.0,0.0,0.0
41,41.0,186.0,16.612011902276592,-0.8458783087711605,173.94537733371243,141.0,240.0,0.0,0.0,0.0,0.0
42,42.0,186.0,16.612011902276592,0.14964804640327334,-11.22252472873225,145.0,244.0,0.0,0.0,0.0,0.0
43,43.0,186.0,16.612011902276592,-0.8458783087711605,173.94537733371243,145.0,244.0,0.0,0.0,0.0,0.0
44,44.0,186.0,16.612011902276592,0.14964804640327334,-11.22252472873225,150.0,249.0,0.0,0.0,0.0,0.0
45,45.0,186.0,16.612011902276592,-0.8458783087711605,173.94537733371243,150.0,249.0,0.0,0.0,0.0,0.0
46,46.0,216.0,21.101453294374792,0.47426344087945327,-81.33944993558711,155.0,254.0,0.0,0.0,0.0,0.0
47,47.0,216.0,21.101453294374792,0.14964804640327334,-11.222524728732246,155.0,254.0,0.0,0.0,0.0,0.0
48,48.0,216.0,21.101453294374792,0.47426344087945327,-81.33944993558711,159.0,258.0,0.0,0.0,0.0,0.0
49,49.0,216.0,21.101453294374792,0.14964804640327334,-11.222524728732246,159.0,258.0,0.0,0.0,0.0,0.0
50,50.0,216.0,21.101453294374792,0.47426344087945327,-81.33944993558711,162.0,261.0,1.0,216.0,259.0,3.0
51,51.0,216.0,21.101453294374792,0.14964804640327334,-11.222524728732246,162.0,261.0,0.0,0.0,0.0,0.0
52,52.0,216.0,21.101453294374792,0.47426344087945327,-81.33944993558711,166.0,265.0,1.0,216.0,259.0,3.0
53,53.0,216.0,21.101453294374792,0.14964804640327334,-11.222524728732246,166.0,265.0,0.0,0.0,0.0,0.0
54,54.0,216.0,21.101453294374792,0.4287703184079733,-71.51293548174745,178.0,277.0,1.0,216.0,266.0,3.0
55,55.0,216.0,21.101453294374792,0.14964804640327334,-11.222524728732246,178.0,277.0,0.0,0.0,0.0,0.0
56,56.0,216.0,21.101453294374792,0.4287703184079733,-71.51293548174745,184.0,283.0,1.0,216.0,266.0,3.0
57,57.0,216.0,21.101453294374792,0.14964804640327334,-11.222524728732246,184.0,283.0,0.0,0.0,0.0,0.0
58,58.0,186.0,16.612011902276592,0.14964804640327334,-11.22252472873225,186.0,285.0,0.0,0.0,0.0,0.0
59,59.0,284.0,6.820463610011714,-0.21001455418180998,66.46459699764574,198.0,297.0,0.0,0.0,0.0,0.0
60,60.0,284.0,6.820463610011714,-0.21001455418180998,66.46459699764574,205.0,304.0,0.0,0.0,0.0,0.0
61,61.0,284.0,6.820463610011714,-0.21001455418180998,66.46459699764574,207.0,306.0,0.0,0.0,0.0,0.0
62,62.0,284.0,6.820463610011714,2.7666482082030717,-778.9076275196607,209.0,308.0,0.0,0.0,0.0,0.0
63,63.0,284.0,6.820463610011714,-0.21001455418180998,66.46459699764574,209.0,308.0,0.0,0.0,0.0,0.0
64,64.0,284.0,6.820463610011714,2.1215477620886967,-595.6991008231781,214.0,313.0,0.0,0.0,0.0,0.0
65,65.0,284.0,6.820463610011714,-0.21001455418180998,66.46459699764574,214.0,313.0,0.0,0.0,0.0,0.0
66,66.0,284.0,6.820463610011714,2.1215477620886967,-595.6991008231781,216.0,315.0,0.0,0.0,0.0,0.0
67,67.0,284.0,6.820463610011714,-0.21001455418180998,66.46459699764574,216.0,315.0,0.0,0.0,0.0,0.0
68,68.0,284.0,6.820463610011714,1.7047268378831895,-477.3219583488141,226.0,325.0,0.0,0.0,0.0,0.0
69,69.0,284.0,6.820463610011714,-0.6078505978220793,179.45003339148224,226.0,325.0,0.0,0.0,0.0,0.0
70,70.0,284.0,6.820463610011714,1.3487191930574465,-376.2157872183031,230.0,329.0,0.0,0.0,0.0,0.0
71,71.0,284.0,6.820463610011714,-0.6078505978220793,179.45003339148224,230.0,329.0,0.0,0.0,0.0,0.0
72,72.0,284.0,6.820463610011714,1.0227015972083253,-283.6267899971527,236.0,335.0,0.0,0.0,0.0,0.0
73,73.0,284.0,6.820463610011714,-0.6078505978220793,179.45003339148224,236.0,335.0,0.0,0.0,0.0,0.0
74,74.0,284.0,6.820463610011714,0.7398604348066345,-203.29989987507247,241.0,340.0,0.0,0.0,0.0,0.0
75,75.0,284.0,6.820463610011714,-0.6078505978220793,179.45003339148224,241.0,340.0,0.0,0.0,0.0,0.0
76,76.0,284.0,6.820463610011714,0.7398604348066345,-203.29989987507247,245.0,344.0,0.0,0.0,0.0,0.0
77,77.0,284.0,6.820463610011714,-1.2637461031902528,365.7243569160435,245.0,344.0,0.0,0.0,0.0,0.0
78,78.0,284.0,6.820463610011714,0.4103621441718783,-109.72238533480171,250.0,349.0,0.0,0.0,0.0,0.0
79,79.0,284.0,6.820463610011714,-1.2637461031902528,365.7243569160435,250.0,349.0,0.0,0.0,0.0,0.0
80,80.0,284.0,6.820463610011714,0.4103621441718783,-109.72238533480171,251.0,350.0,0.0,0.0,0.0,0.0
81,81.0,284.0,6.820463610011714,-1.4634709649345254,422.44621765141693,251.0,350.0,0.0,0.0,0.0,0.0
82,82.0,284.0,6.820463610011714,0.4103621441718783,-109.72238533480171,259.0,358.0,0.0,0.0,0.0,0.0
83,83.0,284.0,6.820463610011714,-1.4634709649345254,422.44621765141693,259.0,358.0,0.0,0.0,0.0,0.0
84,84.0,284.0,6.820463610011714,0.4103621441718783,-109.72238533480171,261.0,360.0,0.0,0.0,0.0,0.0
85,85.0,284.0,6.820463610011714,-1.984416978042319,570.3948853740304,261.0,360.0,0.0,0.0,0.0,0.0
86,86.0,284.0,6.820463610011714,0.2122802650290814,-53.4671316582474,266.0,365.0,0.0,0.0,0.0,0.0
87,87.0,284.0,6.820463610011714,-1.984416978042319,570.3948853740304,266.0,365.0,0.0,0.0,0.0,0.0
88,88.0,284.0,6.820463610011714,0.2122802650290814,-53.4671316582474,284.0,383.0,0.0,0.0,0.0,0.0
89,89.0,361.0,23.166044017250982,-0.5429068992028316,219.1554346294732,293.0,392.0,0.0,0.0,0.0,0.0
90,90.0,361.0,23.166044017250982,0.21356117629102433,-53.929540623808805,300.0,399.0,1.0,284.0,393.0,3.0
91,91.0,361.0,23.166044017250982,-0.5429068992028316,219.1554346294732,300.0,399.0,0.0,0.0,0.0,0.0
92,92.0,361.0,23.166044017250982,0.15763814794585237,-33.74132739120172,305.0,404.0,1.0,361.0,400.0,3.0
93,93.0,361.0,23.166044017250982,-0.5429068992028316,219.1554346294732,305.0,404.0,0.0,0.0,0.0,0.0
94,94.0,361.0,23.166044017250982,0.15763814794585237,-33.74132739120172,309.0,408.0,1.0,361.0,400.0,3.0
95,95.0,361.0,23.166044017250982,-0.5429068992028316,219.1554346294732,309.0,408.0,0.0,0.0,0.0,0.0
96,96.0,361.0,23.166044017250982,0.15763814794585237,-33.74132739120172,314.0,413.0,1.0,361.0,400.0,3.0
97,97.0,361.0,23.166044017250982,-0.5429068992028316,219.1554346294732,314.0,413.0,0.0,0.0,0.0,0.0
98,98.0,361.0,23.166044017250982,0.15763814794585237,-33.74132739120172,326.0,425.0,1.0,361.0,400.0,3.0
99,99.0,361.0,23.166044017250982,-0.5429068992028316,219.1554346294732,326.0,425.0,0.0,0.0,0.0,0.0
100,100.0,361.0,23.166044017250982,0.15763814794585237,-33.74132739120172,328.0,427.0,1.0,361.0,400.0,3.0
101,101.0,361.0,23.166044017250982,-0.5429068992028316,219.1554346294732,328.0,427.0,0.0,0.0,0.0,0.0
102,102.0,361.0,23.166044017250982,0.15763814794585237,-33.74132739120172,330.0,429.0,1.0,361.0,400.0,3.0
103,103.0,361.0,23.166044017250982,-0.5429068992028316,219.1554346294732,330.0,429.0,0.0,0.0,0.0,0.0
104,104.0,361.0,23.166044017250982,0.009470514791174908,19.74718817763684,333.0,432.0,1.0,119.0,178.0,3.0
105,105.0,361.0,23.166044017250982,-0.5429068992028316,219.1554346294732,333.0,432.0,0.0,0.0,0.0,0.0
106,106.0,361.0,23.166044017250982,0.009470514791174908,19.74718817763684,336.0,435.0,1.0,119.0,178.0,3.0
107,107.0,361.0,23.166044017250982,-0.5429068992028316,219.1554346294732,336.0,435.0,0.0,0.0,0.0,0.0
108,108.0,428.0,23.8005685082597,0.4090100758582139,-151.25574395905585,345.0,444.0,0.0,0.0,0.0,0.0
109,109.0,428.0,23.8005685082597,0.009470514791174908,19.74718817763684,345.0,444.0,1.0,119.0,178.0,3.0
110,110.0,428.0,23.8005685082597,0.4090100758582139,-151.25574395905585,351.0,450.0,0.0,0.0,0.0,0.0
111,111.0,428.0,23.8005685082597,0.009470514791174908,19.74718817763684,351.0,450.0,1.0,119.0,178.0,3.0
112,112.0,428.0,23.8005685082597,0.4090100758582139,-151.25574395905585,356.0,455.0,0.0,0.0,0.0,0.0
113,113.0,428.0,23.8005685082597,0.009470514791174908,19.74718817763684,356.0,455.0,1.0,119.0,178.0,3.0
114,114.0,428.0,23.8005685082597,0.4090100758582139,-151.25574395905585,361.0,460.0,0.0,0.0,0.0,0.0
115,115.0,428.0,23.8005685082597,0.009470514791174908,19.74718817763684,361.0,460.0,1.0,119.0,178.0,3.0
116,116.0,428.0,23.8005685082597,0.4090100758582139,-151.25574395905585,363.0,462.0,0.0,0.0,0.0,0.0
117,117.0,428.0,23.8005685082597,-0.17712666143725886,99.6107796034065,363.0,462.0,1.0,393.0,456.0,3.0
118,118.0,428.0,23.8005685082597,0.35274901353680344,-127.17600928549216,373.0,472.0,1.0,428.0,463.0,3.0
119,119.0,428.0,23.8005685082597,-0.17712666143725886,99.6107796034065,373.0,472.0,1.0,393.0,463.0,3.0
120,120.0,428.0,23.8005685082597,0.2603860911341542,-87.64467849715828,384.0,483.0,1.0,428.0,473.0,3.0
121,121.0,428.0,23.8005685082597,-0.17712666143725886,99.6107796034065,384.0,483.0,1.0,393.0,473.0,3.0
122,122.0,428.0,23.8005685082597,0.2603860911341542,-87.64467849715828,393.0,492.0,1.0,428.0,484.0,3.0
123,123.0,428.0,23.8005685082597,-0.17712666143725886,99.6107796034065,393.0,492.0,1.0,393.0,484.0,3.0
124,124.0,428.0,23.8005685082597,0.2603860911341542,-87.64467849715828,399.0,498.0,1.0,428.0,484.0,3.0
125,125.0,428.0,23.8005685082597,-0.19690583138855441,108.07626434256099,399.0,498.0,1.0,393.0,484.0,3.0
126,126.0,428.0,23.8005685082597,0.2603860911341542,-87.64467849715828,400.0,499.0,1.0,428.0,499.0,4.0
127,127.0,428.0,23.8005685082597,-0.19690583138855441,108.07626434256099,400.0,499.0,1.0,393.0,499.0,3.0
128,128.0,428.0,23.8005685082597,0.2603860911341542,-87.64467849715828,410.0,509.0,1.0,428.0,499.0,4.0
129,129.0,510.0,39.999999999999964,0.19755404258219833,-60.752561716921186,418.0,517.0,1.0,428.0,510.0,3.0
130,130.0,428.0,23.8005685082597,0.19755404258219833,-60.75256171692118,426.0,525.0,1.0,428.0,518.0,4.0
131,131.0,428.0,23.8005685082597,0.19755404258219833,-60.75256171692118,428.0,527.0,1.0,428.0,518.0,4.0
132,132.0,433.0,25.84561888755077,0.12866694190046338,-29.867166955349873,430.0,529.0,1.0,284.0,526.0,4.0
133,133.0,433.0,25.84561888755077,0.10558841830120631,-19.87416623687156,433.0,532.0,1.0,428.0,530.0,3.0
134,134.0,463.0,36.14678398204782,-0.06288413727511824,65.26213954042757,437.0,536.0,0.0,0.0,0.0,0.0
135,135.0,463.0,36.14678398204782,-1.1325807081109573,560.5316518374211,437.0,536.0,0.0,0.0,0.0,0.0
136,136.0,463.0,36.14678398204782,-0.06288413727511824,65.26213954042757,441.0,540.0,0.0,0.0,0.0,0.0
137,137.0,463.0,36.14678398204782,-1.1325807081109573,560.5316518374211,441.0,540.0,0.0,0.0,0.0,0.0
138,138.0,530.0,36.08769546276778,2.40763955470477,-1239.9612685307602,456.0,555.0,1.0,530.0,541.0,3.0
139,139.0,530.0,36.08769546276778,0.009995664095984978,30.789993491895743,456.0,555.0,1.0,463.0,541.0,4.0
140,140.0,530.0,36.08769546276778,2.40763955470477,-1239.9612685307602,463.0,562.0,1.0,530.0,541.0,3.0
141,141.0,530.0,36.08769546276778,0.009995664095984978,30.789993491895743,463.0,562.0,1.0,463.0,541.0,4.0
142,142.0,530.0,36.08769546276778,2.40763955470477,-1239.9612685307602,464.0,563.0,1.0,530.0,541.0,3.0
143,143.0,530.0,36.08769546276778,0.009995664095984978,30.789993491895743,464.0,563.0,1.0,463.0,541.0,4.0
144,144.0,564.0,21.35594907965661,-0.1556263025235168,109.12918370292009,470.0,569.0,1.0,463.0,564.0,3.0
145,145.0,570.0,19.14893987068875,-0.16875260555265867,115.33792503570419,473.0,572.0,1.0,463.0,570.0,4.0
146,146.0,570.0,19.14893987068875,-0.3385734400461206,212.13580069697753,474.0,573.0,1.0,499.0,570.0,4.0
147,147.0,570.0,19.14893987068875,0.5080148032133529,-270.4194979609224,483.0,582.0,0.0,0.0,0.0,0.0
148,148.0,570.0,19.14893987068875,-0.3385734400461206,212.13580069697753,483.0,582.0,1.0,499.0,574.0,4.0
149,149.0,570.0,19.14893987068875,0.5080148032133529,-270.4194979609224,484.0,583.0,0.0,0.0,0.0,0.0
150,150.0,570.0,19.14893987068875,-0.3385734400461206,212.13580069697753,484.0,583.0,1.0,499.0,583.0,4.0
151,151.0,570.0,19.14893987068875,0.14380621661236695,-62.82060359836041,489.0,588.0,1.0,570.0,583.0,3.0
152,152.0,570.0,19.14893987068875,-0.3385734400461206,212.13580069697753,489.0,588.0,1.0,499.0,583.0,4.0
153,153.0,570.0,19.14893987068875,-0.12301729481132827,89.26879791314586,499.0,598.0,1.0,564.0,589.0,3.0
154,154.0,570.0,19.14893987068875,-0.3385734400461206,212.13580069697753,499.0,598.0,1.0,499.0,589.0,4.0
155,155.0,510.0,39.999999999999964,-0.3475176688218536,217.2340110991453,504.0,603.0,1.0,499.0,589.0,4.0
156,156.0,510.0,39.999999999999964,-0.3475176688218536,217.2340110991453,510.0,609.0,1.0,499.0,604.0,4.0
157,157.0,570.0,19.14893987068875,-0.12301729481132827,89.26879791314586,518.0,617.0,1.0,564.0,604.0,3.0
158,158.0,570.0,19.14893987068875,-0.36783486816131017,228.81481472263556,518.0,617.0,1.0,510.0,604.0,3.0
159,159.0,570.0,19.14893987068875,-0.12301729481132827,89.26879791314586,522.0,621.0,1.0,564.0,604.0,3.0
160,160.0,570.0,19.14893987068875,-0.36783486816131017,228.81481472263556,522.0,621.0,1.0,510.0,604.0,3.0
161,161.0,570.0,19.14893987068875,-0.12301729481132827,89.26879791314586,526.0,625.0,1.0,564.0,622.0,3.0
162,162.0,570.0,19.14893987068875,-0.36783486816131017,228.81481472263556,526.0,625.0,1.0,510.0,622.0,3.0
163,163.0,570.0,19.14893987068875,-0.12301729481132827,89.26879791314586,530.0,629.0,1.0,564.0,622.0,3.0
164,164.0,570.0,19.14893987068875,-0.36783486816131017,228.81481472263556,530.0,629.0,1.0,510.0,622.0,3.0
165,165.0,589.0,16.811611269273513,0.6985556482437797,-394.63766554631275,537.0,636.0,1.0,589.0,630.0,3.0
166,166.0,589.0,16.811611269273513,-0.12301729481132827,89.26879791314586,537.0,636.0,1.0,564.0,630.0,3.0
167,167.0,589.0,16.811611269273513,0.6985556482437797,-394.63766554631275,541.0,640.0,1.0,589.0,630.0,3.0
168,168.0,589.0,16.811611269273513,-0.12301729481132827,89.26879791314586,541.0,640.0,1.0,564.0,630.0,3.0
169,169.0,589.0,16.811611269273513,0.6985556482437797,-394.63766554631275,557.0,656.0,1.0,589.0,641.0,3.0
170,170.0,589.0,16.811611269273513,-0.12301729481132827,89.26879791314586,557.0,656.0,1.0,564.0,641.0,3.0
171,171.0,657.0,17.111121283637203,0.004404559034760153,14.217325997799783,564.0,663.0,0.0,0.0,0.0,0.0
172,172.0,657.0,17.111121283637203,0.004404559034760153,14.217325997799783,570.0,669.0,0.0,0.0,0.0,0.0
173,173.0,657.0,17.111121283637203,0.004404559034760153,14.217325997799783,574.0,673.0,0.0,0.0,0.0,0.0
174,174.0,657.0,17.111121283637203,0.004404559034760153,14.217325997799783,578.0,677.0,0.0,0.0,0.0,0.0
175,175.0,657.0,17.111121283637203,2.1727909645575365,-1410.4125424306642,583.0,682.0,0.0,0.0,0.0,0.0
176,176.0,657.0,17.111121283637203,0.004404559034760153,14.217325997799783,583.0,682.0,0.0,0.0,0.0,0.0
177,177.0,657.0,17.111121283637203,2.1727909645575365,-1410.4125424306642,584.0,683.0,0.0,0.0,0.0,0.0
178,178.0,657.0,17.111121283637203,0.004404559034760153,14.217325997799783,584.0,683.0,0.0,0.0,0.0,0.0
179,179.0,657.0,17.111121283637203,1.1795261039287555,-757.8375289975552,589.0,688.0,0.0,0.0,0.0,0.0
180,180.0,657.0,17.111121283637203,0.004404559034760153,14.217325997799783,589.0,688.0,0.0,0.0,0.0,0.0
181,181.0,657.0,17.111121283637203,1.1795261039287555,-757.8375289975552,593.0,692.0,0.0,0.0,0.0,0.0
182,182.0,657.0,17.111121283637203,-0.2026236198727904,150.2348395400605,593.0,692.0,0.0,0.0,0.0,0.0
183,183.0,657.0,17.111121283637203,1.1172225220942158,-716.9040757322625,604.0,703.0,1.0,657.0,693.0,3.0
184,184.0,657.0,17.111121283637203,-0.2026236198727904,150.2348395400605,604.0,703.0,0.0,0.0,0.0,0.0
185,185.0,657.0,17.111121283637203,1.1172225220942158,-716.9040757322625,606.0,705.0,1.0,657.0,693.0,3.0
186,186.0,657.0,17.111121283637203,-0.6500807536480296,444.2141764303927,606.0,705.0,0.0,0.0,0.0,0.0
187,187.0,657.0,17.111121283637203,0.46853003022433537,-290.71310857375113,611.0,710.0,0.0,0.0,0.0,0.0
188,188.0,657.0,17.111121283637203,-0.6500807536480296,444.2141764303927,611.0,710.0,0.0,0.0,0.0,0.0
189,189.0,657.0,17.111121283637203,0.46853003022433537,-290.71310857375113,616.0,715.0,0.0,0.0,0.0,0.0
190,190.0,657.0,17.111121283637203,-0.6500807536480296,444.2141764303927,616.0,715.0,0.0,0.0,0.0,0.0
191,191.0,657.0,17.111121283637203,0.46853003022433537,-290.71310857375113,622.0,721.0,0.0,0.0,0.0,0.0
192,192.0,657.0,17.111121283637203,-0.6500807536480296,444.2141764303927,622.0,721.0,0.0,0.0,0.0,0.0
193,193.0,657.0,17.111121283637203,0.46853003022433537,-290.71310857375113,623.0,722.0,0.0,0.0,0.0,0.0
194,194.0,657.0,17.111121283637203,-1.1983159314767748,804.4046882638783,623.0,722.0,0.0,0.0,0.0,0.0
195,195.0,657.0,17.111121283637203,0.20331896075319744,-116.46943593121352,630.0,729.0,0.0,0.0,0.0,0.0
196,196.0,657.0,17.111121283637203,-1.1983159314767748,804.4046882638783,630.0,729.0,0.0,0.0,0.0,0.0
197,197.0,657.0,17.111121283637203,0.20331896075319744,-116.46943593121352,641.0,740.0,0.0,0.0,0.0,0.0
198,198.0,657.0,17.111121283637203,-2.768540616512637,1836.04230633244,641.0,740.0,0.0,0.0,0.0,0.0
199,199.0,657.0,17.111121283637203,0.20331896075319744,-116.46943593121352,647.0,746.0,1.0,657.0,741.0,3.0
200,200.0,657.0,17.111121283637203,0.10749592832718914,-53.513703627326066,657.0,756.0,0.0,0.0,0.0,0.0
201,201.0,747.0,26.785754833084226,-0.15601741084433365,143.33076073380147,666.0,765.0,0.0,0.0,0.0,0.0
202,202.0,747.0,26.785754833084226,1.013201467022698,-730.0757410328713,672.0,771.0,0.0,0.0,0.0,0.0
203,203.0,747.0,26.785754833084226,-0.15601741084433365,143.33076073380147,672.0,771.0,0.0,0.0,0.0,0.0
204,204.0,747.0,26.785754833084226,1.013201467022698,-730.0757410328713,678.0,777.0,0.0,0.0,0.0,0.0
205,205.0,747.0,26.785754833084226,-0.15601741084433365,143.33076073380147,678.0,777.0,0.0,0.0,0.0,0.0
206,206.0,747.0,26.785754833084226,1.013201467022698,-730.0757410328713,679.0,778.0,0.0,0.0,0.0,0.0
207,207.0,747.0,26.785754833084226,-0.15601741084433365,143.33076073380147,679.0,778.0,0.0,0.0,0.0,0.0
208,208.0,747.0,26.785754833084226,1.013201467022698,-730.0757410328713,684.0,783.0,0.0,0.0,0.0,0.0
209,209.0,747.0,26.785754833084226,-0.15601741084433365,143.33076073380147,684.0,783.0,0.0,0.0,0.0,0.0
210,210.0,747.0,26.785754833084226,0.615452927795425,-432.95758223009824,690.0,789.0,0.0,0.0,0.0,0.0
211,211.0,747.0,26.785754833084226,-0.15601741084433365,143.33076073380147,690.0,789.0,0.0,0.0,0.0,0.0
212,212.0,747.0,26.785754833084226,0.615452927795425,-432.95758223009824,693.0,792.0,0.0,0.0,0.0,0.0
213,213.0,747.0,26.785754833084226,-0.15601741084433365,143.33076073380147,693.0,792.0,0.0,0.0,0.0,0.0
214,214.0,747.0,26.785754833084226,0.615452927795425,-432.95758223009824,694.0,793.0,0.0,0.0,0.0,0.0
215,215.0,747.0,26.785754833084226,-0.15601741084433365,143.33076073380147,694.0,793.0,0.0,0.0,0.0,0.0
216,216.0,747.0,26.785754833084226,0.615452927795425,-432.95758223009824,699.0,798.0,0.0,0.0,0.0,0.0
217,217.0,747.0,26.785754833084226,-0.15601741084433365,143.33076073380147,699.0,798.0,0.0,0.0,0.0,0.0
218,218.0,747.0,26.785754833084226,0.48535663364796516,-335.77565050194573,706.0,805.0,0.0,0.0,0.0,0.0
219,219.0,747.0,26.785754833084226,-0.15601741084433365,143.33076073380147,706.0,805.0,0.0,0.0,0.0,0.0
220,220.0,747.0,26.785754833084226,0.48535663364796516,-335.77565050194573,711.0,810.0,0.0,0.0,0.0,0.0
221,221.0,747.0,26.785754833084226,-0.15601741084433365,143.33076073380147,711.0,810.0,0.0,0.0,0.0,0.0
222,222.0,747.0,26.785754833084226,0.48535663364796516,-335.77565050194573,715.0,814.0,0.0,0.0,0.0,0.0
223,223.0,747.0,26.785754833084226,-0.15601741084433365,143.33076073380147,715.0,814.0,0.0,0.0,0.0,0.0
224,224.0,747.0,26.785754833084226,0.48535663364796516,-335.77565050194573,716.0,815.0,0.0,0.0,0.0,0.0
225,225.0,747.0,26.785754833084226,-0.15601741084433365,143.33076073380147,716.0,815.0,0.0,0.0,0.0,0.0
226,226.0,747.0,26.785754833084226,0.48535663364796516,-335.77565050194573,722.0,821.0,0.0,0.0,0.0,0.0
227,227.0,747.0,26.785754833084226,-0.15601741084433365,143.33076073380147,722.0,821.0,0.0,0.0,0.0,0.0
228,228.0,747.0,26.785754833084226,0.48535663364796516,-335.77565050194573,723.0,822.0,0.0,0.0,0.0,0.0
229,229.0,747.0,26.785754833084226,-0.15601741084433365,143.33076073380147,723.0,822.0,0.0,0.0,0.0,0.0
230,230.0,747.0,26.785754833084226,0.42631156973562107,-291.6689877594247,726.0,825.0,0.0,0.0,0.0,0.0
