,indice,indice_original_upper_pivot,valor_rsi,resist_slope,resist_intercept,inicio_janela,fim_janela
267,558.0,849.0,80.67028863833474,-0.009257395808011423,88.52981767933643,662.0,961.0
268,559.0,849.0,80.67028863833474,-0.009272267286251369,88.54244356436215,670.0,969.0
269,560.0,849.0,80.67028863833474,-0.009273929808891607,88.5438550460837,678.0,977.0
270,561.0,849.0,80.67028863833474,-0.02970497193298937,105.88980980944271,688.0,987.0
271,562.0,849.0,80.67028863833474,-0.06534190542374348,136.14556634309295,696.0,995.0
272,563.0,849.0,80.67028863833474,-0.10027775117062163,165.80609938219249,706.0,1005.0
273,564.0,1009.0,70.49125678976257,-0.06362287498265284,134.6867376472593,712.0,1011.0
274,565.0,1011.0,76.20266475077895,-0.02758913777691305,104.09528304323804,714.0,1013.0
275,566.0,1014.0,77.18738704851904,-0.021113368194974926,98.59634239822361,720.0,1019.0
276,567.0,1014.0,77.18738704851904,-0.021123599524275307,98.6067169661342,722.0,1021.0
277,568.0,1014.0,77.18738704851904,-0.021121067026604573,98.60414901349608,730.0,1029.0
278,569.0,849.0,80.67028863833474,-0.021089893005033215,98.57560779960794,745.0,1044.0
279,570.0,849.0,80.67028863833474,-0.02110224102502994,98.58609126858516,747.0,1046.0
280,571.0,849.0,80.67028863833474,-0.02109672793541152,98.58141065549913,758.0,1057.0
281,572.0,849.0,80.67028863833474,-0.021096493738870015,98.58121182263538,771.0,1070.0
282,573.0,1014.0,77.18738704851904,-0.02113411598362609,98.6173806559159,782.0,1081.0
283,574.0,1014.0,77.18738704851904,-0.021110486780650733,98.59342064409888,795.0,1094.0
284,575.0,1014.0,77.18738704851904,-0.021114119251022332,98.5971039690557,804.0,1103.0
285,576.0,1014.0,77.18738704851904,-0.021133819714495093,98.61708023901707,816.0,1115.0
286,577.0,1014.0,77.18738704851904,-0.021117969334668217,98.60100795387261,827.0,1126.0
287,578.0,1140.0,80.30177995282851,-0.0012858990276740036,81.76770484437688,842.0,1141.0
288,579.0,1140.0,80.30177995282851,-0.001275043211665934,81.75532921412767,843.0,1142.0
289,604.0,1142.0,90.011062049153,-0.04100525007527263,136.83905763511433,999.0,1298.0
290,605.0,1142.0,90.011062049153,-0.04099828237555502,136.83110052203682,1014.0,1313.0
291,606.0,1142.0,90.011062049153,-0.04099710055101836,136.82975087841595,1015.0,1314.0
292,607.0,1142.0,90.011062049153,-0.04101274069144898,136.84761191878772,1020.0,1319.0
293,608.0,1142.0,90.011062049153,-0.04099237934431299,136.82435926035845,1025.0,1324.0
294,609.0,1142.0,90.011062049153,-0.04100856640075809,136.84284487881874,1042.0,1341.0
295,610.0,1142.0,90.011062049153,-0.04100078656896727,136.83396031091362,1047.0,1346.0
296,611.0,1142.0,90.011062049153,-0.04101570091780391,136.85099249728506,1050.0,1349.0
297,612.0,1142.0,90.011062049153,-0.041016002095120574,136.8513364417807,1056.0,1355.0
298,613.0,1142.0,90.011062049153,-0.04101163827997787,136.84635296488773,1058.0,1357.0
299,614.0,1142.0,90.011062049153,-0.04101350134634639,136.84848058668058,1079.0,1378.0
300,615.0,1142.0,90.011062049153,-0.04101800925372998,136.85362861691263,1095.0,1394.0
301,616.0,1142.0,90.011062049153,-0.04099890330013684,136.83180961790927,1118.0,1417.0
302,617.0,1142.0,90.011062049153,-0.041009087949893074,136.84344048793088,1132.0,1431.0
303,618.0,1142.0,90.011062049153,-0.04100611059073618,136.84004034377372,1142.0,1441.0
