,ponto,evento,reta,x_rompimento,y_rompimento,inicio_janela,fim_janela
0,165.0,2.0,0.0,164.0,42.35614645018327,38.0,137.0
15,194.0,2.0,1.0,193.0,41.64853983832299,66.0,165.0
29,326.0,2.0,4.0,323.0,34.040612090761584,261.0,310.0
35,354.0,2.0,7.0,352.0,28.60500197870202,286.0,335.0
37,355.0,2.0,8.0,354.0,33.64603579327681,288.0,337.0
45,422.0,2.0,5.0,422.0,64.95348690490005,195.0,394.0
54,481.0,2.0,9.0,480.0,52.739815783815146,373.0,439.0
66,531.0,2.0,12.0,530.0,29.2854876519486,423.0,472.0
89,642.0,2.0,13.0,637.0,66.81439390668777,437.0,636.0
96,739.0,2.0,22.0,739.0,48.78578360706018,637.0,711.0
120,781.0,2.0,25.0,777.0,45.51265912541987,662.0,761.0
123,795.0,2.0,24.0,794.0,48.565629741078126,684.0,783.0
133,799.0,2.0,26.0,795.0,54.145306059709604,694.0,793.0
134,800.0,2.0,17.0,799.0,59.71133247915602,586.0,785.0
140,803.0,2.0,14.0,800.0,63.92302726251444,371.0,670.0
141,803.0,2.0,15.0,801.0,66.55804340154467,374.0,672.0
162,808.0,2.0,20.0,803.0,69.74083442660627,603.0,802.0
157,806.0,2.0,21.0,804.0,71.27795163139187,569.0,768.0
284,1019.0,2.0,36.0,1018.0,57.27018519629535,879.0,978.0
340,1054.0,2.0,32.0,1052.0,61.80426045211259,781.0,980.0
346,1055.0,2.0,27.0,1054.0,67.28881565316293,693.0,910.0
417,1135.0,2.0,37.0,1132.0,41.634801820160135,1070.0,1119.0
423,1151.0,2.0,38.0,1150.0,36.0587332674441,1040.0,1139.0
493,1254.0,2.0,46.0,1253.0,36.582174802979,1181.0,1230.0
524,1263.0,2.0,39.0,1262.0,52.08260072155381,993.0,1192.0
534,1265.0,2.0,40.0,1263.0,57.05117379806063,949.0,1198.0
554,1276.0,2.0,29.0,1276.0,80.0293554429735,769.0,1068.0
588,1303.0,2.0,41.0,1300.0,54.583089856232114,966.0,1265.0
596,1304.0,2.0,42.0,1303.0,60.94385122932573,967.0,1266.0
624,1341.0,2.0,48.0,1339.0,44.406761655043276,1267.0,1316.0
634,1349.0,2.0,49.0,1348.0,45.016179469618,1281.0,1330.0
635,1349.0,2.0,50.0,1349.0,50.913905475787445,1292.0,1341.0
682,1364.0,2.0,51.0,1364.0,65.92789848042034,1305.0,1354.0
917,1645.0,2.0,57.0,1645.0,80.15451015614093,1432.0,1631.0
930,1656.0,2.0,52.0,1656.0,84.48768582829229,1250.0,1504.0
996,1744.0,2.0,55.0,1741.0,84.86630204848875,1361.0,1660.0
