,indice,indice_original_lower_pivot,valor_rsi,support_slope,support_intercept,inicio_janela,fim_janela
0,0.0,98.0,35.66011198340304,0.03156212820800839,32.56702341901822,42.0,141.0
1,1.0,162.0,31.26277594973851,-0.05755115703471389,40.58606338936216,65.0,164.0
2,2.0,165.0,30.232877131067525,-0.036263357361351126,36.216331095690464,67.0,166.0
3,3.0,90.0,35.407717617888636,-0.06946904294656679,41.659931483079646,90.0,189.0
4,4.0,98.0,35.66011198340304,-0.08170844810750533,43.66753989793857,93.0,192.0
5,5.0,98.0,35.66011198340304,-0.08169564417441384,43.6662851124956,98.0,197.0
6,6.0,165.0,30.232877131067525,0.055888966849642126,21.011197600876574,119.0,218.0
7,7.0,165.0,30.232877131067525,0.27140219002232396,-14.548484222615926,130.0,229.0
8,8.0,165.0,30.232877131067525,0.25946278105935006,-12.578481743725234,133.0,232.0
9,9.0,247.0,39.88955273200501,0.16147833801382172,0.004403242591045853,149.0,248.0
10,10.0,249.0,35.44666358601006,0.06207627164720855,19.98967194585513,165.0,264.0
11,11.0,249.0,35.44666358601006,-0.08277421290519205,56.057442599402876,185.0,284.0
12,12.0,249.0,35.44666358601006,-0.08278960110751314,56.06127426178084,193.0,292.0
13,13.0,249.0,35.44666358601006,0.03150768542523666,27.601249915126132,205.0,304.0
14,14.0,326.0,20.94272505160032,-0.1883454858580174,82.34335344131398,228.0,327.0
15,15.0,328.0,17.14892037787793,-0.23157967357745335,93.10705331128263,230.0,329.0
16,16.0,328.0,17.14892037787793,-0.23160313430058968,93.11474842847134,239.0,338.0
17,17.0,249.0,35.44666358601006,-0.2316552473241789,93.1288201697306,248.0,347.0
18,18.0,249.0,35.44666358601006,-0.23162059730243192,93.1201923143156,249.0,348.0
19,19.0,328.0,17.14892037787793,-0.22431295556334638,90.72356980265555,276.0,375.0
20,20.0,328.0,17.14892037787793,0.09759374508281009,-14.861828009283784,285.0,384.0
21,21.0,328.0,17.14892037787793,0.22938383646917088,-58.088977984010114,294.0,393.0
22,22.0,328.0,17.14892037787793,0.22935465697890633,-58.07940711120335,305.0,404.0
23,23.0,329.0,17.378309241933806,0.3484988878451396,-97.27782485911712,311.0,410.0
24,24.0,411.0,42.63996685423955,0.3081078233116421,-83.99234852684535,324.0,423.0
25,25.0,411.0,42.63996685423955,0.30811879406892767,-83.99685750808973,328.0,427.0
26,26.0,411.0,42.63996685423955,0.2937894364740951,-78.10749153661354,339.0,438.0
27,27.0,348.0,24.131971494983517,0.29376510195723404,-78.09828398613394,348.0,447.0
28,28.0,411.0,42.63996685423955,0.16047125619165675,-23.31371944053138,354.0,453.0
29,29.0,411.0,42.63996685423955,0.32171670784742123,-89.58560007105058,376.0,475.0
30,30.0,411.0,42.63996685423955,0.3217230893254177,-89.58822285850712,382.0,481.0
31,31.0,454.0,56.475530427373194,0.32178077318517545,-89.61294059869644,394.0,493.0
32,32.0,501.0,68.22961911352166,0.2843461020598247,-74.2277780184505,405.0,504.0
33,33.0,411.0,42.63996685423955,0.2544080472422839,-61.92174056233912,411.0,510.0
34,34.0,505.0,66.55544472271949,0.19765838286310633,-33.26203862314921,418.0,517.0
35,35.0,518.0,63.23014395275627,0.10557338005187764,8.54313308588366,424.0,523.0
36,36.0,454.0,56.475530427373194,0.02454468109674338,45.3322452094517,454.0,553.0
37,37.0,459.0,66.58831589703964,-0.08404808329601007,105.16638612990826,458.0,557.0
38,38.0,482.0,69.55229827799997,-0.2089417775737021,170.26223506852438,482.0,581.0
39,39.0,505.0,66.55544472271949,-0.26437449106342686,200.06456270975008,496.0,595.0
40,40.0,505.0,66.55544472271949,-0.2643677228399278,200.06114475688304,505.0,604.0
41,41.0,518.0,63.23014395275627,-0.26593958175309307,200.98684730085847,506.0,605.0
42,42.0,589.0,44.34990734374109,-0.2659109892189848,200.97147999372314,518.0,617.0
43,43.0,636.0,33.04384518225939,-0.24052237084708225,186.0160730410037,542.0,641.0
44,44.0,636.0,33.04384518225939,-0.2405363911753705,186.02498996979503,558.0,657.0
45,45.0,636.0,33.04384518225939,-0.24052670353467295,186.0188286303114,560.0,659.0
46,46.0,660.0,27.894380620079232,-0.2145425003219333,169.49243083255521,591.0,690.0
47,47.0,660.0,27.894380620079232,-0.21452750064312476,169.48253104454156,596.0,695.0
48,48.0,660.0,27.894380620079232,-0.06213356538900017,68.90253377681934,606.0,705.0
49,49.0,660.0,27.894380620079232,0.08018327622197058,-25.026581686421352,614.0,713.0
50,50.0,714.0,29.423378169914002,0.02832087529538201,9.20227320901125,642.0,741.0
51,51.0,714.0,29.423378169914002,0.028347267684896985,9.183429042897554,660.0,759.0
52,52.0,785.0,49.75785810240782,0.28640537727846854,-175.07036306119,688.0,787.0
53,53.0,788.0,47.3628247925371,0.24243551016659412,-143.67635721873904,691.0,790.0
54,54.0,798.0,40.36735190006312,0.13033521431240985,-63.640149121239936,700.0,799.0
55,55.0,800.0,25.017124882339942,-0.05118259278540515,65.96319911066406,714.0,813.0
56,56.0,800.0,25.017124882339942,-0.4467679004086237,382.4314452092389,734.0,833.0
57,57.0,800.0,25.017124882339942,0.49144535312465426,-368.1391576173835,770.0,869.0
58,58.0,800.0,25.017124882339942,0.406406126695306,-300.1077764739049,788.0,887.0
59,59.0,898.0,47.059210479900344,0.22493886706478833,-154.93589214427956,800.0,899.0
60,60.0,908.0,46.35234185026285,0.1179731544839524,-60.76728242116592,810.0,909.0
61,61.0,824.0,40.46416359819878,0.060850063739868905,-9.6762889234532,823.0,922.0
62,62.0,834.0,43.13815835464495,-0.01753808436904591,57.76492071842924,834.0,933.0
63,63.0,923.0,41.57797082705739,-0.21922797004281633,243.92538717657686,844.0,943.0
64,64.0,923.0,41.57797082705739,-0.08180508505673241,117.08406433442141,866.0,965.0
65,65.0,923.0,41.57797082705739,0.01884203703706489,24.1867706418465,870.0,969.0
66,66.0,981.0,45.256123491259714,0.06345119503984122,-16.989498842824517,884.0,983.0
67,67.0,993.0,41.66758756223713,0.0012960139847093249,40.38064567542077,900.0,999.0
68,68.0,923.0,41.57797082705739,-0.0057798641914187775,46.912785475736925,910.0,1009.0
