Date,RSI
2018-01-01,
2018-01-02,
2018-01-03,
2018-01-04,
2018-01-05,
2018-01-06,
2018-01-07,
2018-01-08,
2018-01-09,
2018-01-10,
2018-01-11,
2018-01-12,
2018-01-13,
2018-01-14,
2018-01-15,
2018-01-16,
2018-01-17,
2018-01-18,
2018-01-19,
2018-01-20,
2018-01-21,
2018-01-22,
2018-01-23,
2018-01-24,
2018-01-25,
2018-01-26,
2018-01-27,
2018-01-28,
2018-01-29,
2018-01-30,
2018-01-31,
2018-02-01,
2018-02-02,
2018-02-03,
2018-02-04,35.88913201731822
2018-02-05,32.68449592854563
2018-02-06,33.236841925276224
2018-02-07,32.452967013446596
2018-02-08,34.299612288670886
2018-02-09,32.44660612329736
2018-02-10,32.037935144716016
2018-02-11,32.08655559892655
2018-02-12,36.62648122921001
2018-02-13,36.64779911740671
2018-02-14,38.91663941463249
2018-02-15,43.12917590875709
2018-02-16,42.11209156472484
2018-02-17,43.69498995206991
2018-02-18,43.481777006243206
2018-02-19,45.05267044023014
2018-02-20,49.803825165765176
2018-02-21,48.8442878594603
2018-02-22,46.59284376733365
2018-02-23,47.05827731464799
2018-02-24,43.067748574970295
2018-02-25,45.149037830221175
2018-02-26,48.598384281342575
2018-02-27,49.6556368862845
2018-02-28,47.681400959821715
2018-03-01,49.28795818709776
2018-03-02,49.80462465025751
2018-03-03,50.10866195909815
2018-03-04,49.3940616527796
2018-03-05,50.63674316676068
2018-03-06,51.73332414058969
2018-03-07,49.343597403903644
2018-03-08,50.64347981901252
2018-03-09,51.51032133577931
2018-03-10,49.07982965155807
2018-03-11,53.97893173963898
2018-03-12,58.23752351813545
2018-03-13,55.34771964283736
2018-03-14,52.42717445508877
2018-03-15,50.13265926673972
2018-03-16,48.497382294192164
2018-03-17,47.321629148439754
2018-03-18,50.36456281762323
2018-03-19,48.89586396287903
2018-03-20,51.183039634132335
2018-03-21,47.84447734293386
2018-03-22,44.46834633283872
2018-03-23,44.890187200047365
2018-03-24,40.66510973570975
2018-03-25,41.65780008754582
2018-03-26,37.69500177987539
2018-03-27,35.5826901091594
2018-03-28,38.20716278750598
2018-03-29,37.07802421230371
2018-03-30,34.55241478585674
2018-03-31,36.49774707242517
2018-04-01,36.39751087057162
2018-04-02,34.55499591152737
2018-04-03,35.45499337136967
2018-04-04,34.00765396711547
2018-04-05,31.12008776110639
2018-04-06,29.816549381404556
2018-04-07,30.08263256386857
2018-04-08,30.849210087321538
2018-04-09,29.71845282230494
2018-04-10,31.91845497181835
2018-04-11,35.103492166340786
2018-04-12,43.101171490417165
2018-04-13,43.34927735312743
2018-04-14,45.71797177208648
2018-04-15,44.10212039996847
2018-04-16,44.355401312721895
2018-04-17,43.669534735892775
2018-04-18,49.42361176811197
2018-04-19,49.965232931730185
2018-04-20,52.471473459386765
2018-04-21,55.072139115979674
2018-04-22,53.032257543086295
2018-04-23,51.57192568779907
2018-04-24,53.70474976658934
2018-04-25,49.6172570855918
2018-04-26,52.450911127289636
2018-04-27,50.474069835653836
2018-04-28,52.94316144768976
2018-04-29,54.05812502320062
2018-04-30,54.710351745444015
2018-05-01,56.21829802667433
2018-05-02,56.12332825068118
2018-05-03,63.147919722509144
2018-05-04,65.08164044203087
2018-05-05,65.20802419493711
2018-05-06,65.08634138571962
2018-05-07,62.33059547591913
2018-05-08,59.73272360624706
2018-05-09,65.02544603700053
2018-05-10,63.51163121746169
2018-05-11,61.017212356944874
2018-05-12,59.79905754099192
2018-05-13,60.14879771280439
2018-05-14,62.236819107776796
2018-05-15,60.47256815351191
2018-05-16,58.768761872195135
