,indice,indice_original_upper_pivot,valor_rsi,resist_slope,resist_intercept,inicio_janela,fim_janela,mapeado,x_min,x_max,num_zeros
0,0.0,56.0,60.47333097845284,-0.7715612672373146,103.68076194374245,21.0,90.0,0.0,0.0,0.0,0.0
1,1.0,56.0,60.47333097845284,-0.22012921463772708,72.80056699816556,21.0,90.0,1.0,25.0,84.0,3.0
2,2.0,92.0,50.68347239481626,-0.2719405162121272,75.70199988633198,22.0,91.0,1.0,25.0,84.0,3.0
3,3.0,92.0,50.68347239481626,-0.2719405162121272,75.70199988633198,25.0,94.0,1.0,25.0,92.0,4.0
4,4.0,108.0,64.6096654275093,0.029010550011493264,61.476526026268026,38.0,107.0,0.0,0.0,0.0,0.0
5,5.0,108.0,64.6096654275093,0.029010550011493264,61.476526026268026,41.0,110.0,0.0,0.0,0.0,0.0
6,6.0,117.0,82.22886271752505,0.35664806129626564,40.501039545861964,47.0,116.0,0.0,0.0,0.0,0.0
7,7.0,56.0,60.47333097845284,0.35664806129626564,40.50103954586197,56.0,125.0,0.0,0.0,0.0,0.0
8,8.0,117.0,82.22886271752505,0.8128295264550568,-12.872191877716602,69.0,138.0,0.0,0.0,0.0,0.0
9,9.0,117.0,82.22886271752505,-1.1319382740780908,214.66564078466166,71.0,140.0,0.0,0.0,0.0,0.0
10,10.0,117.0,82.22886271752505,1.2618156129083513,-65.40356399275207,71.0,140.0,1.0,84.0,117.0,3.0
11,11.0,117.0,82.22886271752505,-0.6378239816995875,156.8542685763768,83.0,152.0,0.0,0.0,0.0,0.0
12,12.0,117.0,82.22886271752505,1.2618156129083513,-65.40356399275207,83.0,152.0,1.0,84.0,141.0,3.0
13,13.0,117.0,82.22886271752505,-0.6378239816995875,156.8542685763768,84.0,153.0,0.0,0.0,0.0,0.0
14,14.0,117.0,82.22886271752505,1.2618156129083513,-65.40356399275207,84.0,153.0,1.0,84.0,153.0,3.0
15,15.0,117.0,82.22886271752505,-0.6378239816995875,156.8542685763768,92.0,161.0,0.0,0.0,0.0,0.0
16,16.0,117.0,82.22886271752505,1.2618156129083513,-65.40356399275207,92.0,161.0,0.0,0.0,0.0,0.0
17,17.0,117.0,82.22886271752505,-0.43293009378000136,132.8816836897852,96.0,165.0,0.0,0.0,0.0,0.0
18,18.0,117.0,82.22886271752505,1.9576885877795276,-146.82070205267968,96.0,165.0,0.0,0.0,0.0,0.0
19,19.0,117.0,82.22886271752505,-0.4148943886487036,130.77150618942338,102.0,171.0,0.0,0.0,0.0,0.0
20,20.0,117.0,82.22886271752505,1.9576885877795276,-146.82070205267968,102.0,171.0,0.0,0.0,0.0,0.0
21,21.0,117.0,82.22886271752505,-0.4148943886487036,130.77150618942338,108.0,177.0,1.0,117.0,172.0,3.0
22,22.0,117.0,82.22886271752505,1.9576885877795276,-146.82070205267968,108.0,177.0,0.0,0.0,0.0,0.0
23,23.0,117.0,82.22886271752505,-0.4148943886487036,130.77150618942338,117.0,186.0,1.0,117.0,172.0,3.0
24,24.0,172.0,59.40967134184635,-1.0951533061732288,247.7760400036417,121.0,190.0,0.0,0.0,0.0,0.0
25,25.0,172.0,59.40967134184635,-0.2676027967431054,105.43735238166047,121.0,190.0,0.0,0.0,0.0,0.0
26,26.0,172.0,59.40967134184635,-0.8486081596227751,205.37027479696368,130.0,199.0,0.0,0.0,0.0,0.0
27,27.0,172.0,59.40967134184635,-0.2676027967431054,105.43735238166047,130.0,199.0,0.0,0.0,0.0,0.0
28,28.0,172.0,59.40967134184635,-0.43722658686677124,134.612644282931,139.0,208.0,0.0,0.0,0.0,0.0
29,29.0,172.0,59.40967134184635,-0.2676027967431054,105.43735238166047,139.0,208.0,0.0,0.0,0.0,0.0
30,30.0,172.0,59.40967134184635,-0.43722658686677124,134.612644282931,141.0,210.0,1.0,166.0,209.0,3.0
31,31.0,172.0,59.40967134184635,-0.2676027967431054,105.43735238166047,141.0,210.0,0.0,0.0,0.0,0.0
32,32.0,172.0,59.40967134184635,-0.43722658686677124,134.612644282931,153.0,222.0,1.0,166.0,209.0,3.0
33,33.0,172.0,59.40967134184635,-0.2676027967431054,105.43735238166047,153.0,222.0,0.0,0.0,0.0,0.0
34,34.0,224.0,56.25728268468888,-0.08203457651062239,74.63302782306829,154.0,223.0,0.0,0.0,0.0,0.0
35,35.0,166.0,61.01528812230498,-0.08203457651062239,74.63302782306829,166.0,235.0,1.0,166.0,224.0,3.0
36,36.0,172.0,59.40967134184635,-0.014551782350861778,61.91257790619457,167.0,236.0,0.0,0.0,0.0,0.0
37,37.0,172.0,59.40967134184635,-0.014551782350861778,61.91257790619457,172.0,241.0,0.0,0.0,0.0,0.0
38,38.0,249.0,75.02266545784225,0.6279466712635733,-81.3360556867875,179.0,248.0,0.0,0.0,0.0,0.0
39,39.0,249.0,75.02266545784225,0.6279466712635733,-81.3360556867875,191.0,260.0,0.0,0.0,0.0,0.0
40,40.0,249.0,75.02266545784225,0.4509116197982574,-37.254327871923834,194.0,263.0,0.0,0.0,0.0,0.0
41,41.0,249.0,75.02266545784225,0.7506153109261348,-111.88054696276531,194.0,263.0,1.0,209.0,249.0,3.0
42,42.0,249.0,75.02266545784225,0.4509116197982574,-37.254327871923834,200.0,269.0,0.0,0.0,0.0,0.0
43,43.0,249.0,75.02266545784225,0.7506153109261348,-111.88054696276531,200.0,269.0,1.0,209.0,264.0,3.0
44,44.0,264.0,81.78633975481611,0.4509116197982574,-37.254327871923834,209.0,278.0,0.0,0.0,0.0,0.0
45,45.0,264.0,81.78633975481611,-1.316167312456598,429.254510243358,222.0,291.0,0.0,0.0,0.0,0.0
46,46.0,264.0,81.78633975481611,0.4509116197982574,-37.254327871923834,222.0,291.0,0.0,0.0,0.0,0.0
47,47.0,264.0,81.78633975481611,-1.316167312456598,429.254510243358,224.0,293.0,0.0,0.0,0.0,0.0
48,48.0,264.0,81.78633975481611,0.4509116197982574,-37.254327871923834,224.0,293.0,0.0,0.0,0.0,0.0
49,49.0,264.0,81.78633975481611,-0.9979967454380899,345.2574805504719,234.0,303.0,0.0,0.0,0.0,0.0
50,50.0,264.0,81.78633975481611,0.4509116197982574,-37.254327871923834,234.0,303.0,0.0,0.0,0.0,0.0
51,51.0,264.0,81.78633975481611,-0.9979967454380899,345.2574805504719,237.0,306.0,0.0,0.0,0.0,0.0
52,52.0,264.0,81.78633975481611,0.4509116197982574,-37.254327871923834,237.0,306.0,0.0,0.0,0.0,0.0
53,53.0,264.0,81.78633975481611,-0.9979967454380899,345.2574805504719,249.0,318.0,0.0,0.0,0.0,0.0
54,54.0,264.0,81.78633975481611,0.4509116197982574,-37.254327871923834,249.0,318.0,0.0,0.0,0.0,0.0
55,55.0,320.0,50.9882079388806,-0.549966639570277,226.97753260136926,250.0,319.0,0.0,0.0,0.0,0.0
56,56.0,331.0,61.779013203613616,-0.29861681419705216,160.62117870283788,261.0,330.0,0.0,0.0,0.0,0.0
57,57.0,264.0,81.78633975481611,-0.29861681419705216,160.62117870283788,264.0,333.0,0.0,0.0,0.0,0.0
58,58.0,331.0,61.779013203613616,0.16508385233427939,7.1362580809671385,273.0,342.0,0.0,0.0,0.0,0.0
59,59.0,331.0,61.779013203613616,0.43193226147646796,-81.19056534509728,273.0,342.0,0.0,0.0,0.0,0.0
60,60.0,331.0,61.779013203613616,0.17254300451188445,4.667278710179865,289.0,358.0,0.0,0.0,0.0,0.0
61,61.0,331.0,61.779013203613616,0.43193226147646796,-81.19056534509728,289.0,358.0,0.0,0.0,0.0,0.0
62,62.0,331.0,61.779013203613616,0.17254300451188445,4.667278710179865,292.0,361.0,1.0,331.0,359.0,3.0
63,63.0,331.0,61.779013203613616,0.43193226147646796,-81.19056534509728,292.0,361.0,0.0,0.0,0.0,0.0
64,64.0,331.0,61.779013203613616,0.17254300451188445,4.667278710179865,297.0,366.0,1.0,331.0,359.0,3.0
65,65.0,331.0,61.779013203613616,0.7375016024563371,-182.33401720943397,297.0,366.0,0.0,0.0,0.0,0.0
66,66.0,331.0,61.779013203613616,0.17254300451188445,4.667278710179865,304.0,373.0,1.0,331.0,367.0,3.0
67,67.0,331.0,61.779013203613616,0.7375016024563371,-182.33401720943397,304.0,373.0,0.0,0.0,0.0,0.0
68,68.0,359.0,66.61021732994638,-0.9113795619784688,393.79548008021663,314.0,383.0,0.0,0.0,0.0,0.0
69,69.0,359.0,66.61021732994638,0.17254300451188445,4.667278710179865,314.0,383.0,1.0,331.0,367.0,3.0
70,70.0,359.0,66.61021732994638,-0.722461018716618,325.97372304921225,319.0,388.0,0.0,0.0,0.0,0.0
71,71.0,359.0,66.61021732994638,0.17254300451188445,4.667278710179865,319.0,388.0,1.0,331.0,384.0,3.0
72,72.0,359.0,66.61021732994638,-0.722461018716618,325.97372304921225,320.0,389.0,0.0,0.0,0.0,0.0
73,73.0,359.0,66.61021732994638,0.17254300451188445,4.667278710179865,320.0,389.0,1.0,331.0,389.0,3.0
74,74.0,359.0,66.61021732994638,-0.3015306675409723,174.85972697715545,327.0,396.0,0.0,0.0,0.0,0.0
75,75.0,359.0,66.61021732994638,0.17254300451188445,4.667278710179865,327.0,396.0,1.0,331.0,389.0,3.0
76,76.0,359.0,66.61021732994638,-0.3015306675409723,174.85972697715545,331.0,400.0,0.0,0.0,0.0,0.0
77,77.0,359.0,66.61021732994638,0.17254300451188445,4.667278710179865,331.0,400.0,1.0,331.0,397.0,3.0
78,78.0,359.0,66.61021732994638,-0.3015306675409723,174.85972697715545,342.0,411.0,0.0,0.0,0.0,0.0
79,79.0,359.0,66.61021732994638,0.17813736864508822,2.6589019863597088,342.0,411.0,0.0,0.0,0.0,0.0
80,80.0,359.0,66.61021732994638,-0.3015306675409723,174.85972697715545,343.0,412.0,0.0,0.0,0.0,0.0
81,81.0,359.0,66.61021732994638,0.17813736864508822,2.6589019863597088,343.0,412.0,0.0,0.0,0.0,0.0
82,82.0,397.0,55.15205196338943,-1.0678247068271869,479.07846057378265,355.0,424.0,0.0,0.0,0.0,0.0
83,83.0,397.0,55.15205196338943,-0.3015306675409723,174.85972697715545,355.0,424.0,0.0,0.0,0.0,0.0
84,84.0,397.0,55.15205196338943,-1.0678247068271869,479.07846057378265,359.0,428.0,0.0,0.0,0.0,0.0
85,85.0,397.0,55.15205196338943,-0.3015306675409723,174.85972697715545,359.0,428.0,0.0,0.0,0.0,0.0
86,86.0,397.0,55.15205196338943,-0.7761954112592387,363.3016302333072,362.0,431.0,0.0,0.0,0.0,0.0
87,87.0,397.0,55.15205196338943,0.10420400115674108,13.783063504163223,362.0,431.0,0.0,0.0,0.0,0.0
88,88.0,397.0,55.15205196338943,-0.7761954112592387,363.3016302333072,367.0,436.0,0.0,0.0,0.0,0.0
89,89.0,397.0,55.15205196338943,0.10420400115674108,13.783063504163223,367.0,436.0,0.0,0.0,0.0,0.0
90,90.0,443.0,63.83363471971067,0.18873005992002698,-19.773781824861274,373.0,442.0,0.0,0.0,0.0,0.0
91,91.0,451.0,70.7117852975496,0.2881432098918549,-59.24080236367695,381.0,450.0,0.0,0.0,0.0,0.0
92,92.0,451.0,70.7117852975496,0.2881432098918549,-59.24080236367695,384.0,453.0,0.0,0.0,0.0,0.0
93,93.0,459.0,73.39676498572788,0.29426956487642664,-61.672965292551936,389.0,458.0,0.0,0.0,0.0,0.0
94,94.0,397.0,55.15205196338943,0.29426956487642664,-61.67296529255194,397.0,466.0,1.0,397.0,459.0,3.0
95,95.0,451.0,70.7117852975496,0.335622461022286,-80.65394462350139,400.0,469.0,0.0,0.0,0.0,0.0
96,96.0,451.0,70.7117852975496,0.8597688222298654,-317.0439535281197,400.0,469.0,1.0,412.0,459.0,3.0
97,97.0,451.0,70.7117852975496,0.335622461022286,-80.65394462350139,412.0,481.0,0.0,0.0,0.0,0.0
98,98.0,451.0,70.7117852975496,0.8597688222298654,-317.0439535281197,412.0,481.0,1.0,412.0,470.0,3.0
99,99.0,451.0,70.7117852975496,0.335622461022286,-80.65394462350139,417.0,486.0,0.0,0.0,0.0,0.0
100,100.0,451.0,70.7117852975496,0.8597688222298654,-317.0439535281197,417.0,486.0,0.0,0.0,0.0,0.0
101,101.0,451.0,70.7117852975496,0.335622461022286,-80.65394462350139,424.0,493.0,0.0,0.0,0.0,0.0
102,102.0,451.0,70.7117852975496,0.8597688222298654,-317.0439535281197,424.0,493.0,0.0,0.0,0.0,0.0
103,103.0,451.0,70.7117852975496,0.335622461022286,-80.65394462350139,425.0,494.0,0.0,0.0,0.0,0.0
104,104.0,451.0,70.7117852975496,0.8597688222298654,-317.0439535281197,425.0,494.0,0.0,0.0,0.0,0.0
105,105.0,459.0,73.39676498572788,-0.10009501285180988,119.34037588470862,432.0,501.0,0.0,0.0,0.0,0.0
106,106.0,459.0,73.39676498572788,0.335622461022286,-80.65394462350139,432.0,501.0,0.0,0.0,0.0,0.0
107,107.0,459.0,73.39676498572788,-0.10009501285180988,119.34037588470862,435.0,504.0,0.0,0.0,0.0,0.0
108,108.0,459.0,73.39676498572788,0.335622461022286,-80.65394462350139,435.0,504.0,0.0,0.0,0.0,0.0
109,109.0,470.0,72.29571984435798,-0.31887212944034476,222.16562068132004,443.0,512.0,0.0,0.0,0.0,0.0
110,110.0,470.0,72.29571984435798,-0.10009501285180988,119.34037588470862,443.0,512.0,0.0,0.0,0.0,0.0
111,111.0,494.0,64.6427887377897,-0.9233129849107791,520.7594032837145,451.0,520.0,0.0,0.0,0.0,0.0
112,112.0,494.0,64.6427887377897,-0.31887212944034476,222.16562068132004,451.0,520.0,0.0,0.0,0.0,0.0
113,113.0,522.0,52.67910897049969,-0.42727427740321466,275.71628177497774,452.0,521.0,0.0,0.0,0.0,0.0
114,114.0,522.0,52.67910897049969,-0.42727427740321466,275.71628177497774,459.0,528.0,0.0,0.0,0.0,0.0
115,115.0,533.0,76.46737646737647,0.06621677179394432,41.17383710120414,463.0,532.0,0.0,0.0,0.0,0.0
116,116.0,533.0,76.46737646737647,-1.2634643041495284,749.8938505790751,470.0,539.0,0.0,0.0,0.0,0.0
117,117.0,533.0,76.46737646737647,0.06621677179394432,41.17383710120414,470.0,539.0,0.0,0.0,0.0,0.0
118,118.0,533.0,76.46737646737647,-1.2634643041495284,749.8938505790751,487.0,556.0,0.0,0.0,0.0,0.0
119,119.0,533.0,76.46737646737647,0.3031945571688915,-85.13532250364268,487.0,556.0,0.0,0.0,0.0,0.0
120,120.0,533.0,76.46737646737647,-1.1545720449830041,691.8542764433176,489.0,558.0,0.0,0.0,0.0,0.0
121,121.0,533.0,76.46737646737647,0.3031945571688915,-85.13532250364268,489.0,558.0,0.0,0.0,0.0,0.0
122,122.0,533.0,76.46737646737647,-1.1545720449830041,691.8542764433176,494.0,563.0,1.0,533.0,559.0,3.0
123,123.0,533.0,76.46737646737647,0.3031945571688915,-85.13532250364268,494.0,563.0,0.0,0.0,0.0,0.0
124,124.0,533.0,76.46737646737647,-0.694941587614446,446.8712426658762,499.0,568.0,0.0,0.0,0.0,0.0
125,125.0,533.0,76.46737646737647,0.7850368058430478,-341.957241046968,499.0,568.0,0.0,0.0,0.0,0.0
126,126.0,533.0,76.46737646737647,-0.694941587614446,446.8712426658762,505.0,574.0,0.0,0.0,0.0,0.0
127,127.0,533.0,76.46737646737647,0.7850368058430478,-341.957241046968,505.0,574.0,0.0,0.0,0.0,0.0
128,128.0,533.0,76.46737646737647,-0.694941587614446,446.8712426658762,522.0,591.0,0.0,0.0,0.0,0.0
