,indice,indice_original_lower_pivot,valor_rsi,support_slope,support_intercept,inicio_janela,fim_janela
55,117.0,1591.0,28.1658884174211,0.024210371722071435,-10.352812992394554,1574.0,1643.0
56,118.0,1591.0,28.1658884174211,0.02423067454519217,-10.385114783979638,1583.0,1652.0
57,119.0,1591.0,28.1658884174211,0.024228031184869592,-10.380909197706423,1591.0,1660.0
58,120.0,1653.0,30.194958921076463,0.046164712962062274,-46.11531160521247,1608.0,1677.0
59,121.0,1653.0,30.194958921076463,0.5282085098273938,-842.9337078236055,1621.0,1690.0
60,122.0,1653.0,30.194958921076463,0.46513112606379253,-738.6667924623725,1629.0,1698.0
61,123.0,1700.0,46.68061040785978,0.3507761064024654,-549.6387704763314,1632.0,1701.0
62,124.0,1702.0,39.68077416214616,0.19359401836288917,-289.81624509149117,1641.0,1710.0
63,125.0,1711.0,35.16328592509011,0.0857180628444248,-111.50031960172073,1644.0,1713.0
64,126.0,1653.0,30.194958921076463,0.08565931772697459,-111.39989328161253,1653.0,1722.0
65,127.0,1655.0,34.0638355790436,0.019628433501349317,1.5787781343104754,1654.0,1723.0
66,129.0,1711.0,35.16328592509011,0.05444670614210566,-57.99502828405268,1687.0,1756.0
67,130.0,1711.0,35.16328592509011,0.05444400724975821,-57.990410479246194,1691.0,1760.0
68,131.0,1757.0,38.93342190295604,0.09283036028026355,-124.16952110946701,1702.0,1771.0
69,132.0,1757.0,38.93342190295604,0.09279366587401287,-124.10504903768458,1703.0,1772.0
70,133.0,1773.0,37.261847535245835,0.03388204782040823,-22.81102325033796,1711.0,1780.0
71,134.0,1773.0,37.261847535245835,0.028385302372649662,-13.065293571462014,1715.0,1784.0
72,135.0,1724.0,35.87141827003718,0.02837506363905474,-13.047191443693187,1724.0,1793.0
73,139.0,1813.0,37.63425942028577,0.22564222411384066,-371.45509289810735,1773.0,1842.0
74,140.0,1813.0,37.63425942028577,0.720075367293242,-1267.8623814823618,1785.0,1854.0
75,141.0,1813.0,37.63425942028577,0.7428173786448808,-1309.0936480628832,1796.0,1865.0
76,142.0,1869.0,69.56061438453384,0.5701794160979499,-996.1047143025344,1801.0,1870.0
77,143.0,1878.0,67.67306965244808,0.4621656847482412,-800.2740863047488,1810.0,1879.0
78,146.0,1894.0,41.244090703293395,0.21538779152443946,-366.70038644399494,1866.0,1935.0
79,147.0,1894.0,41.244090703293395,0.27473568998932324,-479.10530613648484,1876.0,1945.0
80,148.0,1894.0,41.244090703293395,0.10914936386076801,-165.48480444900122,1887.0,1956.0
81,149.0,1894.0,41.244090703293395,0.061718961489193674,-75.65162235723942,1894.0,1963.0
82,155.0,1990.0,38.03618924407621,0.33515894155796866,-628.9301044562814,1957.0,2026.0
83,156.0,1990.0,38.03618924407621,0.36120611119892465,-680.7639720417839,1970.0,2039.0
84,157.0,2039.0,46.226175670096175,0.16714446701989716,-294.58139258347416,1971.0,2040.0
85,163.0,2061.0,25.14391147421304,0.4249250042393007,-850.6265222629856,2039.0,2108.0
86,164.0,2061.0,25.14391147421304,0.42490998780041744,-850.5955733824474,2041.0,2110.0
87,165.0,2109.0,48.21161393240552,0.6029441426878985,-1223.3975829963724,2061.0,2130.0
88,166.0,2147.0,70.92979856277731,0.5993545272542684,-1215.884371452137,2079.0,2148.0
89,167.0,2147.0,70.92979856277731,0.5993495436387508,-1215.8736716296207,2080.0,2149.0
90,168.0,2094.0,39.167631020254866,0.46331102061719626,-931.0056461521541,2093.0,2162.0
91,174.0,166.0,29.34126472928078,0.045613741809971346,21.769383588825537,99.0,238.0
92,175.0,166.0,29.34126472928078,0.12417939228006705,8.72748561078965,110.0,249.0
93,176.0,166.0,29.34126472928078,0.07550943434217501,16.80669862847973,120.0,259.0
94,177.0,166.0,29.34126472928078,0.07550627014622362,16.80722388500766,134.0,273.0
95,178.0,250.0,35.68524960495172,0.0755437584342071,16.799309996399945,146.0,285.0
96,179.0,166.0,29.34126472928078,0.06425110402833814,18.67558146057665,166.0,305.0
97,187.0,329.0,15.849594506961523,0.18479823752830954,-44.949025639852316,272.0,411.0
98,188.0,329.0,15.849594506961523,0.29730164099234196,-81.96264537951899,285.0,424.0
99,189.0,329.0,15.849594506961523,0.29729846280364175,-81.96159975543661,286.0,425.0
100,190.0,329.0,15.849594506961523,0.29730320094083895,-81.9631586025745,306.0,445.0
101,191.0,329.0,15.849594506961523,0.29730843498182663,-81.96488060205944,315.0,454.0
102,192.0,412.0,40.52834015510224,0.2973505253445376,-81.98007628684725,329.0,468.0
103,193.0,412.0,40.52834015510224,0.2899208128979301,-78.91903475884496,340.0,479.0
104,194.0,412.0,40.52834015510224,0.30432270227949837,-84.85261318405108,343.0,482.0
105,195.0,412.0,40.52834015510224,0.2997032436926414,-82.94939624626602,366.0,505.0
106,196.0,412.0,40.52834015510224,0.2725131174326289,-71.74706422714087,377.0,516.0
107,197.0,412.0,40.52834015510224,0.27252875088336415,-71.75350520884379,379.0,518.0
108,198.0,412.0,40.52834015510224,0.19189301671142345,-38.53158273000422,399.0,538.0
109,199.0,412.0,40.52834015510224,0.13887843183069684,-16.689573759144857,412.0,551.0
110,200.0,425.0,53.203513787458284,0.043120651090743645,34.87723707389223,419.0,558.0
111,201.0,425.0,53.203513787458284,0.008240282531676794,49.70139371149565,425.0,564.0
112,213.0,661.0,26.601188955525345,0.023756405842215545,10.898204693820869,597.0,736.0
113,214.0,661.0,26.601188955525345,0.02799979772386438,8.093322660050987,605.0,744.0
114,215.0,715.0,28.114287163699743,0.10498640790392186,-46.95099448760439,637.0,776.0
115,216.0,715.0,28.114287163699743,0.25108853474504084,-151.41401517900445,649.0,788.0
116,217.0,715.0,28.114287163699743,0.14227539137293074,-73.61261766794574,661.0,800.0
117,222.0,801.0,24.795504390144217,0.19837871225480458,-134.10584412595426,771.0,910.0
118,223.0,801.0,24.795504390144217,0.17512529640033445,-115.47985802652367,784.0,923.0
119,224.0,801.0,24.795504390144217,0.12991639123362766,-79.26752498799155,789.0,928.0
120,225.0,801.0,24.795504390144217,0.1299330405885832,-79.28086112131093,801.0,940.0
121,226.0,807.0,30.15150903816412,0.09079878080596204,-43.12310707224725,806.0,945.0
122,230.0,924.0,40.7778117731924,0.01260396520287853,29.131747925732636,861.0,1000.0
123,231.0,924.0,40.7778117731924,0.004792571739420813,36.34947548596757,871.0,1010.0
124,232.0,1001.0,41.1484157040652,0.00483722737298773,36.306351103704486,891.0,1030.0
125,233.0,1001.0,41.1484157040652,0.00484321433634901,36.30035815337984,911.0,1050.0
126,234.0,1001.0,41.1484157040652,0.03060204184169085,10.51577182053266,924.0,1063.0
127,235.0,1001.0,41.1484157040652,0.1346977867634646,-93.68406884616289,935.0,1074.0
128,236.0,1001.0,41.1484157040652,0.2638380127768545,-222.95343508556613,946.0,1085.0
129,237.0,1001.0,41.1484157040652,0.2835744220950975,-242.7095808131274,948.0,1087.0
130,238.0,1001.0,41.1484157040652,0.29233891450340954,-251.48283771384774,967.0,1106.0
131,239.0,1122.0,60.828756526996216,0.16267440853149417,-121.69192984534024,985.0,1124.0
132,240.0,1122.0,60.828756526996216,0.16267057450012679,-121.68762806214605,986.0,1125.0
133,241.0,1001.0,41.1484157040652,0.14367722585592038,-102.6724873777111,1001.0,1140.0
134,242.0,1016.0,46.75352462324333,0.09044923615855091,-45.1428993138444,1011.0,1150.0
135,254.0,1238.0,32.87237657993148,0.052337461578784106,-31.921400854603235,1179.0,1318.0
136,255.0,1238.0,32.87237657993148,0.07834012538354203,-64.11269864489354,1189.0,1328.0
137,256.0,1267.0,35.14477267353753,0.2670753057451447,-303.2396397055608,1208.0,1347.0
138,257.0,1267.0,35.14477267353753,0.26719723872530526,-303.39412879142424,1209.0,1348.0
139,258.0,1357.0,53.72706054999975,0.2065017296214306,-226.49578654628158,1219.0,1358.0
140,259.0,1362.0,45.210584173992345,0.12919536115786995,-130.75349772302653,1238.0,1377.0
141,260.0,1362.0,45.210584173992345,0.12916973532324638,-130.71859533626923,1254.0,1393.0
142,261.0,1362.0,45.210584173992345,0.12916922980928194,-130.71790682624967,1255.0,1394.0
143,262.0,1359.0,44.82308243420958,0.10522473429287398,-98.17733146980616,1267.0,1406.0
144,263.0,1425.0,43.08588849363153,0.0036664150878535566,37.86124699344021,1291.0,1430.0
145,273.0,1494.0,30.419624004999733,0.09707518468196161,-114.6107019098509,1422.0,1561.0
146,274.0,1587.0,37.918612076840446,0.08064664513213408,-90.06761374785634,1449.0,1588.0
147,283.0,1591.0,28.1658884174211,0.024226422473900673,-10.378349738554867,1538.0,1677.0
148,284.0,1591.0,28.1658884174211,0.02422090516776246,-10.369571704488976,1540.0,1679.0
149,285.0,1591.0,28.1658884174211,0.024221458489433325,-10.37045203926732,1551.0,1690.0
150,286.0,1653.0,30.194958921076463,0.046165995950051726,-46.117432384359034,1562.0,1701.0
151,287.0,1653.0,30.194958921076463,0.04617322270163871,-46.12937820473233,1571.0,1710.0
152,288.0,1711.0,35.16328592509011,0.08569044187072601,-111.4530601157221,1584.0,1723.0
153,289.0,1724.0,35.87141827003718,0.07995796252119088,-101.97610911649589,1591.0,1730.0
154,290.0,1653.0,30.194958921076463,0.0799277881077335,-101.92567482100701,1617.0,1756.0
155,291.0,1653.0,30.194958921076463,0.07992874471707276,-101.92725609624482,1629.0,1768.0
156,292.0,1653.0,30.194958921076463,0.07994611513371043,-101.95596939494688,1633.0,1772.0
157,293.0,1653.0,30.194958921076463,0.058871774603351856,-67.12008449826416,1644.0,1783.0
158,294.0,1653.0,30.194958921076463,0.05888774106867379,-67.14647706544132,1645.0,1784.0
159,295.0,1653.0,30.194958921076463,0.05887896383549704,-67.13196829900015,1653.0,1792.0
160,296.0,1711.0,35.16328592509011,0.03383970029747666,-22.73644128389246,1661.0,1800.0
161,297.0,1711.0,35.16328592509011,0.03382663155349034,-22.714080662931863,1670.0,1809.0
162,298.0,1711.0,35.16328592509011,0.018714516654167245,3.14274792980995,1678.0,1817.0
163,299.0,1711.0,35.16328592509011,0.018701197033225335,3.165537801241559,1691.0,1830.0
164,300.0,1810.0,37.01645683313712,0.018736738462133546,3.102960216675399,1702.0,1841.0
165,301.0,1810.0,37.01645683313712,0.01873231904048368,3.1109593698616607,1711.0,1850.0
166,302.0,1811.0,37.18297588127471,0.16652399646692842,-264.39198172033264,1724.0,1863.0
167,303.0,1811.0,37.18297588127471,0.16652032380062423,-264.38533052165576,1726.0,1865.0
168,304.0,1892.0,45.519256418789105,0.10371898660642055,-150.71706624055858,1754.0,1893.0
169,305.0,1894.0,41.244090703293395,0.0503585240057553,-54.13495376360714,1757.0,1896.0
170,306.0,1894.0,41.244090703293395,0.050362221171216755,-54.14195619499114,1773.0,1912.0
171,307.0,1894.0,41.244090703293395,0.05034997648975939,-54.118764768310896,1778.0,1917.0
172,308.0,1894.0,41.244090703293395,0.05034313765431808,-54.10581201398506,1785.0,1924.0
173,309.0,1894.0,41.244090703293395,0.05034657641233851,-54.112325021675744,1801.0,1940.0
174,310.0,1810.0,37.01645683313712,0.05031296086624256,-54.05000233476192,1806.0,1945.0
175,311.0,1810.0,37.01645683313712,0.05030463127143472,-54.03492576815972,1810.0,1949.0
176,328.0,2061.0,25.14391147421304,0.39307284676237714,-784.9792257030463,2010.0,2149.0
177,329.0,2061.0,25.14391147421304,0.4249190829675625,-850.6143185219332,2015.0,2154.0
178,331.0,166.0,29.34126472928078,0.051430819998242915,20.80374860957246,66.0,285.0
179,332.0,166.0,29.34126472928078,0.05678034675536172,19.915727167890736,68.0,287.0
180,333.0,166.0,29.34126472928078,0.0642470039865745,18.676262067509413,86.0,305.0
181,334.0,166.0,29.34126472928078,0.06424640600748915,18.67636133203758,91.0,310.0
182,335.0,166.0,29.34126472928078,0.03028676399217571,24.31366190657961,99.0,318.0
183,345.0,329.0,15.849594506961523,0.10451320078616494,-18.535248551686742,229.0,448.0
184,346.0,329.0,15.849594506961523,0.1575836263732249,-35.99541856982947,235.0,454.0
185,347.0,329.0,15.849594506961523,0.27622696054544904,-75.02907551249122,250.0,469.0
186,348.0,329.0,15.849594506961523,0.2973155133712615,-81.9672093921835,263.0,482.0
187,349.0,329.0,15.849594506961523,0.2973141489566255,-81.96676049976827,286.0,505.0
188,350.0,329.0,15.849594506961523,0.28415476264163847,-77.63732240213753,299.0,518.0
189,351.0,329.0,15.849594506961523,0.24477512336821136,-64.68142108118002,306.0,525.0
190,352.0,546.0,59.357378898867104,0.2058776927155893,-53.05184132384466,329.0,548.0
191,353.0,556.0,59.033559887052725,0.15926936352484747,-29.52020623276247,339.0,558.0
192,354.0,558.0,58.07040444199267,0.1534110539146073,-27.532963642358204,340.0,559.0
193,355.0,590.0,44.22323430310028,0.021886528771695182,31.31018232780012,377.0,596.0
194,356.0,399.0,40.04560302985402,0.018288862372066627,32.74834694339944,385.0,604.0
195,357.0,399.0,40.04560302985402,0.018292847480683404,32.746756885061345,399.0,618.0
196,368.0,715.0,28.114287163699743,0.028033203292739953,8.070546809390677,559.0,778.0
197,369.0,715.0,28.114287163699743,0.028044747115615106,8.062292976034943,569.0,788.0
198,370.0,715.0,28.114287163699743,0.028039275173851054,8.06620541439624,581.0,800.0
199,377.0,801.0,24.795504390144217,0.0522760308153528,-17.077596292953373,691.0,910.0
200,378.0,801.0,24.795504390144217,0.057300591020398826,-21.10226901719524,692.0,911.0
201,379.0,801.0,24.795504390144217,0.12190115605550587,-72.84732161031599,704.0,923.0
202,380.0,801.0,24.795504390144217,0.1299337401592173,-79.28142147738883,715.0,934.0
203,381.0,801.0,24.795504390144217,0.129912215180653,-79.26417996955882,726.0,945.0
204,382.0,801.0,24.795504390144217,0.12992562325270965,-79.27491983527621,747.0,966.0
205,383.0,801.0,24.795504390144217,0.11298874951606666,-65.70848397222518,765.0,984.0
206,384.0,801.0,24.795504390144217,0.08729625092792707,-45.128792603125376,781.0,1000.0
207,385.0,801.0,24.795504390144217,0.08176404761844967,-40.69749775223397,789.0,1008.0
208,386.0,801.0,24.795504390144217,0.08174824614297027,-40.684840770374976,801.0,1020.0
209,387.0,811.0,33.8666171181398,0.03831709597393613,2.7914522832776,811.0,1030.0
210,388.0,1001.0,41.1484157040652,0.0048200105286397244,36.32358516489683,835.0,1054.0
211,389.0,1001.0,41.1484157040652,0.004834375499799449,36.309205828765954,855.0,1074.0
212,390.0,1001.0,41.1484157040652,0.0048177595747577,36.32583836973274,868.0,1087.0
213,391.0,1001.0,41.1484157040652,0.004831143999438378,36.31244056062739,871.0,1090.0
214,392.0,1001.0,41.1484157040652,0.1626440202913429,-121.65824860756905,906.0,1125.0
215,393.0,1001.0,41.1484157040652,0.15313871958607908,-112.14344260159996,911.0,1130.0
216,394.0,1001.0,41.1484157040652,0.13935892686867724,-98.34987009148071,924.0,1143.0
217,395.0,1001.0,41.1484157040652,0.12016007593202031,-79.13182030388714,931.0,1150.0
218,396.0,1001.0,41.1484157040652,0.09701807385789,-55.9666762276827,946.0,1165.0
219,397.0,1001.0,41.1484157040652,0.0850240694580272,-43.96067782342001,959.0,1178.0
220,398.0,1001.0,41.1484157040652,0.06623812876497336,-25.155951189673132,967.0,1186.0
221,399.0,1001.0,41.1484157040652,0.061211960561138846,-20.124756817634783,969.0,1188.0
222,400.0,1001.0,41.1484157040652,0.05164181702806514,-10.545043141028003,985.0,1204.0
223,401.0,1001.0,41.1484157040652,0.015981478796462667,25.15095542880607,989.0,1208.0
224,412.0,1238.0,32.87237657993148,0.04142566962100088,-18.412602410867606,1139.0,1358.0
225,413.0,1238.0,32.87237657993148,0.07835163124761604,-64.12694290461718,1151.0,1370.0
226,414.0,1238.0,32.87237657993148,0.07834253205630612,-64.11567810577549,1175.0,1394.0
227,415.0,1238.0,32.87237657993148,0.07834678295537333,-64.12094071882069,1179.0,1398.0
228,416.0,1267.0,35.14477267353753,0.10518230945428446,-98.12121340504088,1189.0,1408.0
229,417.0,1425.0,43.08588849363153,0.05463401821111431,-34.76758745720636,1209.0,1428.0
230,418.0,1443.0,35.68115359559758,0.01370720159665269,15.901661691627748,1229.0,1448.0
231,440.0,1591.0,28.1658884174211,0.0043036215676395375,21.318826503306596,1482.0,1701.0
232,441.0,1591.0,28.1658884174211,0.0242409004543802,-10.401384205497799,1491.0,1710.0
233,442.0,1591.0,28.1658884174211,0.024234110817702277,-10.39058189354322,1494.0,1713.0
234,443.0,1591.0,28.1658884174211,0.02423410647107636,-10.390574978061387,1504.0,1723.0
235,444.0,1591.0,28.1658884174211,0.024238182757450683,-10.397060349682938,1514.0,1733.0
236,445.0,1591.0,28.1658884174211,0.02423077008593515,-10.385266789301724,1537.0,1756.0
237,446.0,1591.0,28.1658884174211,0.024225650543952277,-10.377121598006973,1540.0,1759.0
238,447.0,1629.0,29.087043287354263,0.04614698084160749,-46.086388503624335,1553.0,1772.0
239,448.0,1629.0,29.087043287354263,0.04615439226411706,-46.09846171089242,1562.0,1781.0
240,449.0,1629.0,29.087043287354263,0.046156154998867195,-46.1013332058004,1565.0,1784.0
241,450.0,1653.0,30.194958921076463,0.05888411080297984,-67.14047623624921,1581.0,1800.0
242,451.0,1653.0,30.194958921076463,0.05630210149839838,-62.87241485577606,1590.0,1809.0
243,452.0,1653.0,30.194958921076463,0.05629677090849332,-62.86360339066299,1591.0,1810.0
244,453.0,1810.0,37.01645683313712,0.04381916228684413,-42.296226906050755,1629.0,1848.0
245,454.0,1810.0,37.01645683313712,0.043474230956789754,-41.67190119865233,1644.0,1863.0
246,455.0,1810.0,37.01645683313712,0.04346636973248099,-41.657672382653466,1646.0,1865.0
247,456.0,1810.0,37.01645683313712,0.043450679247818966,-41.6292726054152,1653.0,1872.0
248,457.0,1810.0,37.01645683313712,0.018740563156286,3.0960375202594577,1674.0,1893.0
249,458.0,1894.0,41.244090703293395,0.05035287702722598,-54.124258386272615,1678.0,1897.0
250,459.0,1894.0,41.244090703293395,0.05032989896972253,-54.08073794536108,1691.0,1910.0
251,460.0,1894.0,41.244090703293395,0.0503323419134024,-54.08536488069075,1698.0,1917.0
252,461.0,1894.0,41.244090703293395,0.05033243786087486,-54.08554660520359,1702.0,1921.0
253,462.0,1894.0,41.244090703293395,0.05033808235995277,-54.09623728645715,1711.0,1930.0
254,463.0,1894.0,41.244090703293395,0.050351240317071035,-54.12115845723915,1724.0,1943.0
255,464.0,1894.0,41.244090703293395,0.050347564454902,-54.114196374291,1726.0,1945.0
256,465.0,1894.0,41.244090703293395,0.050352695764547095,-54.1239150747588,1737.0,1956.0
257,466.0,1968.0,41.17294875459612,0.026331039266091524,-10.646536521072,1750.0,1969.0
258,467.0,1970.0,38.87036322336259,0.011610079849251153,15.998505920337816,1757.0,1976.0
259,468.0,1970.0,38.87036322336259,0.011588602169078336,16.040816950278266,1770.0,1989.0
260,469.0,1990.0,38.03618924407621,0.005672309850558656,26.748292641464488,1773.0,1992.0
261,470.0,1810.0,37.01645683313712,0.00565396827813485,26.782774249713043,1785.0,2004.0
262,471.0,1810.0,37.01645683313712,0.005653157638072948,26.784241508225087,1795.0,2014.0
263,472.0,1810.0,37.01645683313712,0.005661943062794868,26.76833988947841,1801.0,2020.0
264,473.0,1810.0,37.01645683313712,0.0056408563825404755,26.806506780738857,1810.0,2029.0
265,483.0,2061.0,25.14391147421304,0.06164741109198665,-101.91140278637144,1946.0,2165.0
266,495.0,329.0,15.849594506961523,0.06753285621919566,-6.36871518915385,183.0,482.0
267,496.0,329.0,15.849594506961523,0.12713640648540617,-25.978283226737105,194.0,493.0
268,497.0,329.0,15.849594506961523,0.19013128422523706,-46.70359800314147,206.0,505.0
269,498.0,329.0,15.849594506961523,0.2442843897334482,-64.51996971534294,219.0,518.0
270,499.0,329.0,15.849594506961523,0.24477911283349385,-64.68273361525796,229.0,528.0
271,500.0,329.0,15.849594506961523,0.20046386682361836,-50.10301767800891,250.0,549.0
272,501.0,329.0,15.849594506961523,0.190236858988353,-46.73833210020661,259.0,558.0
273,502.0,329.0,15.849594506961523,0.1252127592949482,-25.345403301076438,286.0,585.0
274,503.0,329.0,15.849594506961523,0.108698638143262,-19.912257442171672,297.0,596.0
275,504.0,329.0,15.849594506961523,0.10379924150593656,-18.300355948491607,305.0,604.0
276,505.0,329.0,15.849594506961523,0.10380410939572074,-18.3019574842306,306.0,605.0
277,506.0,329.0,15.849594506961523,0.0817760567350177,-11.054728158859302,329.0,628.0
278,507.0,340.0,24.632742896544386,0.03642305507729278,12.24890417026484,337.0,636.0
279,508.0,340.0,24.632742896544386,0.02658391342777807,15.594212331099842,340.0,639.0
280,530.0,801.0,24.795504390144217,0.025170811251888855,4.633684577381246,646.0,945.0
281,531.0,801.0,24.795504390144217,0.07853853247699784,-38.113860123931055,661.0,960.0
282,532.0,801.0,24.795504390144217,0.10091514101610514,-56.03752356375601,667.0,966.0
283,533.0,801.0,24.795504390144217,0.11298291391346718,-65.703809654543,685.0,984.0
284,534.0,801.0,24.795504390144217,0.09701150421429673,-52.910710485507465,692.0,991.0
285,535.0,801.0,24.795504390144217,0.08731433149269104,-45.1432751355013,701.0,1000.0
286,536.0,801.0,24.795504390144217,0.08176137808388845,-40.695359455050436,715.0,1014.0
287,537.0,801.0,24.795504390144217,0.08175872899346111,-40.69323753361813,731.0,1030.0
288,538.0,801.0,24.795504390144217,0.08174196479013376,-40.67980940675292,775.0,1074.0
289,539.0,801.0,24.795504390144217,0.08176316464348392,-40.6967904892864,788.0,1087.0
290,540.0,801.0,24.795504390144217,0.08175232500888967,-40.68810794197641,789.0,1088.0
291,541.0,801.0,24.795504390144217,0.08174865746937786,-40.68517024282745,801.0,1100.0
292,542.0,1001.0,41.1484157040652,0.004824559976269955,36.31903116781898,826.0,1125.0
293,543.0,1001.0,41.1484157040652,0.004825243392303157,36.31834706836974,835.0,1134.0
294,544.0,1001.0,41.1484157040652,0.04035072384991031,0.7573411303049866,851.0,1150.0
295,545.0,1001.0,41.1484157040652,0.09702180617601903,-55.97041227812986,871.0,1170.0
296,546.0,1001.0,41.1484157040652,0.08501666281487355,-43.95326377362322,879.0,1178.0
297,547.0,1001.0,41.1484157040652,0.061212538545263415,-20.125335379743476,889.0,1188.0
298,548.0,1207.0,44.44481259690048,0.01601562341913134,25.113955130008957,909.0,1208.0
299,564.0,1238.0,32.87237657993148,0.07834566068615628,-64.11955134953,1126.0,1425.0
300,565.0,1238.0,32.87237657993148,0.013699053059153348,15.912948892699639,1149.0,1448.0
301,591.0,1591.0,28.1658884174211,0.02423448850717661,-10.391182797496889,1449.0,1748.0
302,592.0,1591.0,28.1658884174211,0.02422940220494164,-10.383090490641052,1457.0,1756.0
303,593.0,1591.0,28.1658884174211,0.024233842570631194,-10.39015511245313,1470.0,1769.0
304,594.0,1591.0,28.1658884174211,0.02423841586433997,-10.39743122274379,1473.0,1772.0
