,indice,indice_original_lower_pivot,valor_rsi,support_slope,support_intercept,inicio_janela,fim_janela
0,0.0,98.0,35.66011198340304,0.03156212820800839,32.56702341901822,42.0,141.0
1,1.0,165.0,30.232877131067525,0.055888966849642126,21.011197600876574,119.0,218.0
2,2.0,165.0,30.232877131067525,0.27140219002232396,-14.548484222615926,130.0,229.0
3,3.0,165.0,30.232877131067525,0.25946278105935006,-12.578481743725234,133.0,232.0
4,4.0,247.0,39.88955273200501,0.16147833801382172,0.004403242591045853,149.0,248.0
5,5.0,249.0,35.44666358601006,0.06207627164720855,19.98967194585513,165.0,264.0
6,6.0,249.0,35.44666358601006,0.03150768542523666,27.601249915126132,205.0,304.0
7,7.0,328.0,17.14892037787793,0.09759374508281009,-14.861828009283784,285.0,384.0
8,8.0,328.0,17.14892037787793,0.22935465697890633,-58.07940711120335,305.0,404.0
9,9.0,329.0,17.378309241933806,0.3484988878451396,-97.27782485911712,311.0,410.0
10,10.0,411.0,42.63996685423955,0.30811879406892767,-83.99685750808973,328.0,427.0
11,11.0,411.0,42.63996685423955,0.2937894364740951,-78.10749153661354,339.0,438.0
12,12.0,348.0,24.131971494983517,0.29376510195723404,-78.09828398613394,348.0,447.0
13,13.0,411.0,42.63996685423955,0.16047125619165675,-23.31371944053138,354.0,453.0
14,14.0,411.0,42.63996685423955,0.3217230893254177,-89.58822285850712,382.0,481.0
15,15.0,454.0,56.475530427373194,0.32178077318517545,-89.61294059869644,394.0,493.0
16,16.0,501.0,68.22961911352166,0.2843461020598247,-74.2277780184505,405.0,504.0
17,17.0,411.0,42.63996685423955,0.2544080472422839,-61.92174056233912,411.0,510.0
18,18.0,505.0,66.55544472271949,0.19765838286310633,-33.26203862314921,418.0,517.0
19,19.0,518.0,63.23014395275627,0.10557338005187764,8.54313308588366,424.0,523.0
20,20.0,454.0,56.475530427373194,0.02454468109674338,45.3322452094517,454.0,553.0
21,21.0,660.0,27.894380620079232,0.08018327622197058,-25.026581686421352,614.0,713.0
22,22.0,714.0,29.423378169914002,0.028347267684896985,9.183429042897554,660.0,759.0
23,23.0,785.0,49.75785810240782,0.28640537727846854,-175.07036306119,688.0,787.0
24,24.0,788.0,47.3628247925371,0.24243551016659412,-143.67635721873904,691.0,790.0
25,25.0,798.0,40.36735190006312,0.13033521431240985,-63.640149121239936,700.0,799.0
26,26.0,800.0,25.017124882339942,0.49144535312465426,-368.1391576173835,770.0,869.0
27,27.0,800.0,25.017124882339942,0.406406126695306,-300.1077764739049,788.0,887.0
28,28.0,898.0,47.059210479900344,0.22493886706478833,-154.93589214427956,800.0,899.0
29,29.0,908.0,46.35234185026285,0.1179731544839524,-60.76728242116592,810.0,909.0
30,30.0,824.0,40.46416359819878,0.060850063739868905,-9.6762889234532,823.0,922.0
31,31.0,923.0,41.57797082705739,0.01884203703706489,24.1867706418465,870.0,969.0
32,32.0,981.0,45.256123491259714,0.06345119503984122,-16.989498842824517,884.0,983.0
33,33.0,993.0,41.66758756223713,0.0012960139847093249,40.38064567542077,900.0,999.0
34,34.0,1000.0,41.133603933951655,0.38803645968317035,-346.9028557492187,966.0,1065.0
35,35.0,1071.0,63.40122647098584,0.3136516326103805,-272.5196720547317,974.0,1073.0
36,36.0,1074.0,63.05602397415828,0.2962540516516369,-255.12082749969971,987.0,1086.0
37,37.0,1000.0,41.133603933951655,0.2870434902694314,-245.90988633547974,1000.0,1099.0
38,38.0,1237.0,32.773594921598104,0.08296645957876303,-69.85591557733177,1208.0,1307.0
39,39.0,1296.0,44.304240666041444,0.30415919311218403,-349.8860736073491,1237.0,1336.0
40,40.0,1345.0,56.18867058624372,0.26594943089740924,-301.5133139707717,1247.0,1346.0
41,41.0,1347.0,52.70894572850151,0.21644138733508173,-238.8376030118536,1253.0,1352.0
42,42.0,1356.0,53.68362323776973,0.20562393982307722,-225.142439162323,1258.0,1357.0
43,43.0,1361.0,45.210378099266926,0.10560348223449363,-98.51596122187891,1266.0,1365.0
44,44.0,1290.0,42.82541675304777,0.03078847959703073,3.1082780728781287,1290.0,1389.0
45,45.0,1296.0,44.304240666041444,0.00992067644681603,31.44704399096787,1294.0,1393.0
46,46.0,1493.0,30.700067295689607,0.082658756600101,-92.70945630826118,1438.0,1537.0
47,47.0,1493.0,30.700067295689607,0.09816189793213724,-115.8556463169913,1439.0,1538.0
48,48.0,1493.0,30.700067295689607,0.24996884494401556,-342.5034182057256,1448.0,1547.0
49,49.0,1493.0,30.700067295689607,0.35490380773596,-499.1713176540986,1461.0,1560.0
50,50.0,1561.0,44.80302900513222,0.2074274035830633,-278.99114798802964,1469.0,1568.0
51,51.0,1579.0,43.19603219302543,0.14532645174985925,-186.27443512000235,1481.0,1580.0
52,52.0,1493.0,30.700067295689607,0.07752683416932353,-85.04749611911042,1488.0,1587.0
53,53.0,1588.0,28.553391084209863,0.016803139552427328,1.870005474955267,1561.0,1660.0
54,54.0,1652.0,30.19837594344223,0.04054848191611626,-36.78771618198182,1577.0,1676.0
55,55.0,1652.0,30.19837594344223,0.050545890496988904,-53.303435157583436,1588.0,1687.0
56,56.0,1652.0,30.19837594344223,0.07281698272761883,-90.09527952258408,1590.0,1689.0
57,57.0,1652.0,30.19837594344223,0.21838120690531268,-330.56737786413436,1601.0,1700.0
58,58.0,1701.0,39.840236720666596,0.19678357227162835,-294.8886197133732,1610.0,1709.0
59,59.0,1710.0,35.50847707690974,0.09158895133609773,-121.10862970781739,1623.0,1722.0
60,60.0,1723.0,35.98002381715301,0.08143473595389977,-104.33202623141631,1628.0,1727.0
61,61.0,1652.0,30.19837594344223,0.08142147346109851,-104.30989821429252,1652.0,1751.0
62,62.0,1657.0,35.45146887850555,0.001055469883207279,33.70255528203109,1656.0,1755.0
63,63.0,1710.0,35.50847707690974,0.03162723741064227,-18.574098895288543,1690.0,1789.0
64,64.0,1772.0,37.470058310977805,0.03165752071160974,-18.627068389994648,1700.0,1799.0
65,65.0,1710.0,35.50847707690974,0.03163146719695828,-18.581331829888917,1710.0,1809.0
66,66.0,1723.0,35.98002381715301,0.012062477992318878,15.196374236387584,1723.0,1822.0
