,indice,indice_original_upper_pivot,valor_rsi,resist_slope,resist_intercept,inicio_janela,fim_janela,mapeado,x_min,x_max,num_zeros
28,51.0,858.0,72.42089043775421,-0.28040416513340777,313.0076641222181,839.0,908.0,0.0,0.0,0.0,0.0
29,52.0,911.0,52.82889722503397,-0.3958157014424811,413.41700123913427,853.0,922.0,0.0,0.0,0.0,0.0
30,53.0,938.0,65.25805999584946,-0.05585035311191631,117.64569121482697,870.0,939.0,0.0,0.0,0.0,0.0
31,58.0,943.0,79.5458638123821,-0.35881486369469345,417.908280276478,919.0,988.0,0.0,0.0,0.0,0.0
32,59.0,1011.0,56.42484102395415,-0.34002209551017465,400.18717958474076,943.0,1012.0,0.0,0.0,0.0,0.0
33,60.0,959.0,73.80469224243596,-0.11030436797894093,179.5865811342403,959.0,1028.0,0.0,0.0,0.0,0.0
34,64.0,1040.0,82.79528273298831,-0.04317311923029733,127.69532673249753,1013.0,1082.0,0.0,0.0,0.0,0.0
35,65.0,1101.0,79.80806008299584,-0.05076621174509143,135.7016592143415,1033.0,1102.0,0.0,0.0,0.0,0.0
36,68.0,1103.0,84.12474517983476,-0.3556117072523846,476.364458279215,1083.0,1152.0,0.0,0.0,0.0,0.0
37,69.0,1103.0,84.12474517983476,-0.35310164967858804,473.59586477531735,1087.0,1156.0,0.0,0.0,0.0,0.0
38,70.0,1103.0,84.12474517983476,-0.2628249022479109,374.02061235928045,1103.0,1172.0,0.0,0.0,0.0,0.0
39,72.0,1189.0,64.03082761234742,-0.14955290198436186,241.84922807175369,1145.0,1214.0,0.0,0.0,0.0,0.0
40,73.0,1189.0,64.03082761234742,-0.3207964586831659,445.4578169866317,1157.0,1226.0,0.0,0.0,0.0,0.0
41,74.0,1189.0,64.03082761234742,-0.3754392004243987,510.42803691695747,1172.0,1241.0,0.0,0.0,0.0,0.0
42,75.0,1223.0,51.07129709838751,-0.39598005789760776,535.3549079071619,1189.0,1258.0,0.0,0.0,0.0,0.0
43,76.0,1273.0,49.87911224062397,-0.050085288855707295,113.63768495393936,1209.0,1278.0,0.0,0.0,0.0,0.0
44,77.0,1215.0,52.78362329290223,-0.042595456869247095,104.53710338903744,1215.0,1284.0,0.0,0.0,0.0,0.0
45,81.0,1330.0,73.35451437556843,-0.062132020961003905,155.99010225370364,1330.0,1399.0,0.0,0.0,0.0,0.0
46,82.0,1331.0,73.0307644379294,-0.0581501254527096,150.4285814154859,1331.0,1400.0,0.0,0.0,0.0,0.0
47,84.0,1401.0,72.46098268058606,-0.6791916028776526,1024.0084183121774,1382.0,1451.0,0.0,0.0,0.0,0.0
48,85.0,1401.0,72.46098268058606,-0.48839457468200387,756.7017818100735,1401.0,1470.0,0.0,0.0,0.0,0.0
49,86.0,1407.0,67.72795264288808,-0.40934319476913733,643.6738276830644,1404.0,1473.0,0.0,0.0,0.0,0.0
50,87.0,1498.0,46.23752085556121,-0.03543515559657187,99.31938393922587,1430.0,1499.0,0.0,0.0,0.0,0.0
51,92.0,1549.0,62.37644596598353,-0.26401424719036953,471.33451486386593,1520.0,1589.0,0.0,0.0,0.0,0.0
52,93.0,1609.0,36.570370486689065,-0.4419928570681001,747.7368775092622,1541.0,1610.0,0.0,0.0,0.0,0.0
53,94.0,1617.0,40.92817364324641,-0.3186574269425594,556.1972330093649,1549.0,1618.0,0.0,0.0,0.0,0.0
54,99.0,1688.0,65.3707555174874,-0.48964628432684465,891.8936834612011,1664.0,1733.0,0.0,0.0,0.0,0.0
55,100.0,1688.0,65.3707555174874,-0.3702592491666262,690.3683681107525,1667.0,1736.0,0.0,0.0,0.0,0.0
56,101.0,1688.0,65.3707555174874,-0.21395176407092267,426.5213332692049,1688.0,1757.0,0.0,0.0,0.0,0.0
57,102.0,1689.0,60.76802797986852,-0.14843800488382494,311.4798182286488,1689.0,1758.0,0.0,0.0,0.0,0.0
58,104.0,1769.0,60.17671051524507,-0.2784452987519455,552.7464440074367,1737.0,1806.0,0.0,0.0,0.0,0.0
59,105.0,1769.0,60.17671051524507,-0.31327655057918763,614.3629284898279,1738.0,1807.0,0.0,0.0,0.0,0.0
60,106.0,1808.0,60.369220343919864,-0.026871747325680182,108.95333950874964,1750.0,1819.0,0.0,0.0,0.0,0.0
61,107.0,1808.0,60.369220343919864,-0.026875734743086747,108.9605487594207,1759.0,1828.0,1.0,1759.0,1820.0,3.0
62,110.0,1848.0,85.5911426415746,-0.20906686909439376,471.9467167280143,1820.0,1889.0,0.0,0.0,0.0,0.0
63,111.0,1854.0,84.33637309010663,-0.43605156808373086,892.7759803173437,1833.0,1902.0,0.0,0.0,0.0,0.0
64,112.0,1916.0,61.86976930044766,-0.36241727595673245,756.261270033547,1848.0,1917.0,0.0,0.0,0.0,0.0
65,113.0,1859.0,80.97579291729859,-0.16781519016715987,392.9442314380488,1859.0,1928.0,0.0,0.0,0.0,0.0
66,114.0,1929.0,76.5618275155646,-0.6854673560937937,1398.8283574204927,1903.0,1972.0,0.0,0.0,0.0,0.0
67,115.0,1929.0,76.5618275155646,-0.2838460565312288,624.100870564305,1929.0,1998.0,0.0,0.0,0.0,0.0
68,120.0,2025.0,68.30794959857147,-0.7441151295517542,1575.1410869408737,1996.0,2065.0,0.0,0.0,0.0,0.0
69,121.0,2025.0,68.30794959857147,-0.6401915452846025,1364.6958287998916,2005.0,2074.0,0.0,0.0,0.0,0.0
70,122.0,2025.0,68.30794959857147,-0.2388658544321708,552.0113048237173,2025.0,2094.0,0.0,0.0,0.0,0.0
71,130.0,207.0,67.96671395491407,-0.044842187281883564,77.24904672226397,148.0,287.0,0.0,0.0,0.0,0.0
72,131.0,207.0,67.96671395491407,-0.15430469941004205,99.90778673279277,170.0,309.0,0.0,0.0,0.0,0.0
73,132.0,207.0,67.96671395491407,-0.15428013641472246,99.90270219276162,182.0,321.0,1.0,207.0,310.0,3.0
74,133.0,294.0,54.54194571625288,-0.15431717432276398,99.91119496714549,194.0,333.0,1.0,207.0,310.0,3.0
75,134.0,294.0,54.54194571625288,-0.1543370059364274,99.91702546156253,207.0,346.0,1.0,207.0,334.0,3.0
76,135.0,365.0,50.22464092575062,-0.06510274279183946,73.98714204477203,228.0,367.0,0.0,0.0,0.0,0.0
77,136.0,381.0,55.100697902216446,-0.0014796484948852353,55.66444397876772,243.0,382.0,0.0,0.0,0.0,0.0
78,149.0,462.0,85.07033825386513,-0.1279782622616032,144.1962954187258,414.0,553.0,0.0,0.0,0.0,0.0
79,150.0,462.0,85.07033825386513,-0.12796653930597437,144.19087941322528,418.0,557.0,0.0,0.0,0.0,0.0
80,151.0,462.0,85.07033825386513,-0.12796734746620758,144.19125278325305,437.0,576.0,0.0,0.0,0.0,0.0
81,152.0,541.0,74.9597865293963,-0.12801313427587316,144.21489217264366,441.0,580.0,0.0,0.0,0.0,0.0
82,153.0,541.0,74.9597865293963,-0.127999954611261,144.2077619740885,456.0,595.0,0.0,0.0,0.0,0.0
83,154.0,541.0,74.9597865293963,-0.15355402543044572,158.03251428726742,462.0,601.0,0.0,0.0,0.0,0.0
84,155.0,541.0,74.9597865293963,-0.2128773141682942,190.12641349444345,470.0,609.0,0.0,0.0,0.0,0.0
85,156.0,541.0,74.9597865293963,-0.2614313072227436,216.39412373690058,477.0,616.0,0.0,0.0,0.0,0.0
86,157.0,541.0,74.9597865293963,-0.284035281997645,228.62287409012225,485.0,624.0,0.0,0.0,0.0,0.0
87,158.0,541.0,74.9597865293963,-0.2824715744603095,227.77690831242376,500.0,639.0,1.0,541.0,625.0,3.0
88,159.0,541.0,74.9597865293963,-0.2824387108217789,227.75912908397868,517.0,656.0,1.0,541.0,625.0,3.0
89,160.0,668.0,58.35859804030724,-0.13074327618957973,145.6951065349465,531.0,670.0,0.0,0.0,0.0,0.0
90,161.0,678.0,58.14808175031253,-0.12271631551057241,141.3497436664806,541.0,680.0,0.0,0.0,0.0,0.0
91,162.0,671.0,58.87243804882687,-0.06905805695031489,105.21039426248817,554.0,693.0,0.0,0.0,0.0,0.0
92,169.0,766.0,72.99938383078444,-0.07227201891166622,128.35975031712076,713.0,852.0,0.0,0.0,0.0,0.0
93,175.0,853.0,73.39860947323112,-0.014844309757897932,86.06080569671805,803.0,942.0,0.0,0.0,0.0,0.0
94,180.0,943.0,79.5458638123821,-0.03919081209950709,116.50279962221728,896.0,1035.0,0.0,0.0,0.0,0.0
95,181.0,943.0,79.5458638123821,-0.03213701302246953,109.85106709257087,900.0,1039.0,0.0,0.0,0.0,0.0
96,189.0,1103.0,84.12474517983476,-0.1803191551571533,283.01677331817484,1040.0,1179.0,0.0,0.0,0.0,0.0
97,190.0,1103.0,84.12474517983476,-0.24501589782587702,354.3772804817771,1049.0,1188.0,0.0,0.0,0.0,0.0
98,191.0,1103.0,84.12474517983476,-0.2336343024710804,341.82338080543644,1054.0,1193.0,0.0,0.0,0.0,0.0
99,192.0,1103.0,84.12474517983476,-0.23363446790480816,341.82356327883815,1075.0,1214.0,0.0,0.0,0.0,0.0
100,193.0,1103.0,84.12474517983476,-0.2336296080764358,341.81820288814345,1083.0,1222.0,0.0,0.0,0.0,0.0
101,194.0,1103.0,84.12474517983476,-0.23360390445565904,341.7898517944267,1102.0,1241.0,0.0,0.0,0.0,0.0
102,195.0,1103.0,84.12474517983476,-0.2336405174693891,341.83023594857093,1103.0,1242.0,0.0,0.0,0.0,0.0
103,196.0,1273.0,49.87911224062397,-0.16847657256653825,264.3497891178272,1139.0,1278.0,0.0,0.0,0.0,0.0
104,197.0,1288.0,49.49242380703397,-0.1473975428673577,239.34045902019068,1157.0,1296.0,1.0,1157.0,1279.0,3.0
105,203.0,1330.0,73.35451437556843,-0.012579614887623231,90.08540217610732,1279.0,1418.0,0.0,0.0,0.0,0.0
106,204.0,1330.0,73.35451437556843,-0.012564854581071361,90.06577096839334,1290.0,1429.0,0.0,0.0,0.0,0.0
107,205.0,1401.0,72.46098268058606,-0.012593959533441858,90.10511998693809,1312.0,1451.0,0.0,0.0,0.0,0.0
108,206.0,1401.0,72.46098268058606,-0.15885470805885515,295.01642867104215,1330.0,1469.0,0.0,0.0,0.0,0.0
109,207.0,1401.0,72.46098268058606,-0.2011972865253866,354.33838110265265,1334.0,1473.0,0.0,0.0,0.0,0.0
110,208.0,1517.0,57.29136657193567,-0.1307746116461835,255.67645243919605,1380.0,1519.0,0.0,0.0,0.0,0.0
111,209.0,1401.0,72.46098268058606,-0.10349418523581415,217.45633619596168,1401.0,1540.0,0.0,0.0,0.0,0.0
112,215.0,1549.0,62.37644596598353,-0.22482464295206703,410.6298178987353,1520.0,1659.0,0.0,0.0,0.0,0.0
113,216.0,1662.0,57.39054485276381,-0.04414161312295297,130.75390586311164,1524.0,1663.0,0.0,0.0,0.0,0.0
114,217.0,1549.0,62.37644596598353,-0.001832261050498508,65.21461833320572,1548.0,1687.0,0.0,0.0,0.0,0.0
115,223.0,1759.0,61.68422007005804,-0.051926847491928,153.0235448083594,1664.0,1803.0,0.0,0.0,0.0,0.0
116,224.0,1759.0,61.68422007005804,-0.051938968359963596,153.044865415234,1668.0,1807.0,0.0,0.0,0.0,0.0
117,225.0,1688.0,65.3707555174874,-0.04167161187487493,135.71243636227626,1680.0,1819.0,1.0,1688.0,1808.0,3.0
118,226.0,1688.0,65.3707555174874,-0.04165590159760914,135.6859174142516,1688.0,1827.0,1.0,1688.0,1820.0,4.0
119,232.0,1848.0,85.5911426415746,-0.05287802019660211,183.30972396489528,1789.0,1928.0,0.0,0.0,0.0,0.0
120,233.0,1848.0,85.5911426415746,-0.11146313617708505,291.5750182968278,1808.0,1947.0,0.0,0.0,0.0,0.0
121,234.0,1848.0,85.5911426415746,-0.11145811810775003,291.56574490469666,1820.0,1959.0,0.0,0.0,0.0,0.0
122,235.0,1929.0,76.5618275155646,-0.11151121415218676,291.6669596151329,1833.0,1972.0,0.0,0.0,0.0,0.0
123,236.0,1929.0,76.5618275155646,-0.11151282281077719,291.67006271755383,1848.0,1987.0,0.0,0.0,0.0,0.0
124,237.0,1929.0,76.5618275155646,-0.18433481329617515,432.14368236388646,1865.0,2004.0,0.0,0.0,0.0,0.0
125,238.0,1929.0,76.5618275155646,-0.09774249686872574,265.1071039753366,1885.0,2024.0,0.0,0.0,0.0,0.0
126,239.0,1929.0,76.5618275155646,-0.08594501672692506,242.34976478180303,1903.0,2042.0,0.0,0.0,0.0,0.0
127,240.0,1929.0,76.5618275155646,-0.08596620082313454,242.39062890339113,1907.0,2046.0,0.0,0.0,0.0,0.0
128,241.0,2025.0,68.30794959857147,-0.08600769538740703,242.47353275807072,1926.0,2065.0,0.0,0.0,0.0,0.0
129,242.0,2025.0,68.30794959857147,-0.0859974374414523,242.45276041751237,1929.0,2068.0,0.0,0.0,0.0,0.0
130,243.0,2025.0,68.30794959857147,-0.0832344732651433,236.85775796048665,1973.0,2112.0,0.0,0.0,0.0,0.0
131,249.0,207.0,67.96671395491407,-0.13382341999362485,95.66816189359442,114.0,333.0,0.0,0.0,0.0,0.0
132,250.0,207.0,67.96671395491407,-0.15429789658467088,99.90637854794095,124.0,343.0,1.0,207.0,334.0,3.0
133,251.0,207.0,67.96671395491407,-0.07393401832702624,83.2710557486085,163.0,382.0,0.0,0.0,0.0,0.0
134,252.0,207.0,67.96671395491407,-0.0628614025896808,80.979024290978,182.0,401.0,0.0,0.0,0.0,0.0
135,253.0,415.0,60.79076171363462,-0.03452063886044377,75.11682684071879,198.0,417.0,0.0,0.0,0.0,0.0
136,254.0,207.0,67.96671395491407,-0.029006188993474815,73.97099507656336,207.0,426.0,0.0,0.0,0.0,0.0
137,267.0,462.0,85.07033825386513,-0.10767569846302477,134.8165109437826,376.0,595.0,0.0,0.0,0.0,0.0
138,268.0,462.0,85.07033825386513,-0.12796027616397174,144.18798584162008,383.0,602.0,0.0,0.0,0.0,0.0
139,269.0,462.0,85.07033825386513,-0.12795571980397805,144.18588080330298,390.0,609.0,0.0,0.0,0.0,0.0
140,270.0,462.0,85.07033825386513,-0.12798050731037494,144.19733263125835,405.0,624.0,0.0,0.0,0.0,0.0
141,271.0,462.0,85.07033825386513,-0.12795679551161585,144.18637778023165,418.0,637.0,0.0,0.0,0.0,0.0
142,272.0,541.0,74.9597865293963,-0.20609220230797484,186.4556679780107,437.0,656.0,0.0,0.0,0.0,0.0
143,273.0,668.0,58.35859804030724,-0.130747594931452,145.6979914545172,451.0,670.0,0.0,0.0,0.0,0.0
144,274.0,678.0,58.14808175031253,-0.12465007313342025,142.66083133477144,462.0,681.0,1.0,462.0,671.0,3.0
145,275.0,678.0,58.14808175031253,-0.12273884440586035,141.36501825748584,477.0,696.0,0.0,0.0,0.0,0.0
146,276.0,678.0,58.14808175031253,-0.12271388003989268,141.34809241735977,500.0,719.0,0.0,0.0,0.0,0.0
147,277.0,735.0,55.05479678984982,-0.10261116357493448,130.47400201742664,517.0,736.0,0.0,0.0,0.0,0.0
148,278.0,747.0,65.36958320771265,-0.04657922751063933,100.16426615816023,530.0,749.0,0.0,0.0,0.0,0.0
149,279.0,541.0,74.9597865293963,-0.02581149781168241,88.92380684551648,541.0,760.0,0.0,0.0,0.0,0.0
150,291.0,941.0,72.09050849024291,-0.014881097224419663,86.09362097842181,723.0,942.0,0.0,0.0,0.0,0.0
151,309.0,1103.0,84.12474517983476,-0.040567792957701514,128.87102081217952,995.0,1214.0,0.0,0.0,0.0,0.0
152,310.0,1103.0,84.12474517983476,-0.2336335217962956,341.8225197211488,1022.0,1241.0,0.0,0.0,0.0,0.0
153,311.0,1103.0,84.12474517983476,-0.2336483665868949,341.8388935251798,1040.0,1259.0,0.0,0.0,0.0,0.0
154,312.0,1103.0,84.12474517983476,-0.2241950136889898,331.4118452787905,1054.0,1273.0,0.0,0.0,0.0,0.0
155,313.0,1103.0,84.12474517983476,-0.2014223424128882,306.29358886125044,1059.0,1278.0,0.0,0.0,0.0,0.0
156,314.0,1103.0,84.12474517983476,-0.17468337626252292,276.80050919739756,1083.0,1302.0,0.0,0.0,0.0,0.0
157,315.0,1320.0,67.41643383114128,-0.07699831918927579,169.0542151609853,1103.0,1322.0,0.0,0.0,0.0,0.0
158,316.0,1327.0,71.73884130909613,-0.016611049882958674,93.7817045037823,1110.0,1329.0,0.0,0.0,0.0,0.0
159,322.0,1330.0,73.35451437556843,-0.012560665970106754,90.0602001158104,1232.0,1451.0,0.0,0.0,0.0,0.0
160,323.0,1330.0,73.35451437556843,-0.012568612573957218,90.07076909893152,1242.0,1461.0,0.0,0.0,0.0,0.0
161,324.0,1401.0,72.46098268058606,-0.012607957088781754,90.1247305619693,1254.0,1473.0,0.0,0.0,0.0,0.0
162,325.0,1401.0,72.46098268058606,-0.033751345350037355,119.74661751598839,1279.0,1498.0,0.0,0.0,0.0,0.0
163,326.0,1401.0,72.46098268058606,-0.13075648197583764,255.65081392873458,1300.0,1519.0,0.0,0.0,0.0,0.0
164,327.0,1547.0,62.21260258412941,-0.07020382864334858,170.81792549538966,1329.0,1548.0,0.0,0.0,0.0,0.0
165,328.0,1547.0,62.21260258412941,-0.0702105069572989,170.8282568470708,1330.0,1549.0,0.0,0.0,0.0,0.0
166,329.0,1401.0,72.46098268058606,-0.06811958696463098,167.89652401803406,1391.0,1610.0,0.0,0.0,0.0,0.0
167,330.0,1401.0,72.46098268058606,-0.06811749994110589,167.8936000980754,1401.0,1620.0,0.0,0.0,0.0,0.0
168,332.0,1549.0,62.37644596598353,-0.04412211996724154,130.72160979524068,1444.0,1663.0,0.0,0.0,0.0,0.0
169,333.0,1664.0,60.17796971740966,-0.019126178461584598,92.00393067748644,1452.0,1671.0,0.0,0.0,0.0,0.0
170,334.0,1549.0,62.37644596598353,-0.001827096813621215,65.20661893028279,1468.0,1687.0,0.0,0.0,0.0,0.0
171,341.0,1688.0,65.3707555174874,-0.0053516432249439555,74.40432928119279,1588.0,1807.0,0.0,0.0,0.0,0.0
172,342.0,1688.0,65.3707555174874,-0.04166126033349534,135.69496296042752,1600.0,1819.0,1.0,1688.0,1808.0,3.0
173,343.0,1688.0,65.3707555174874,-0.04167236516842451,135.71370792178797,1611.0,1830.0,1.0,1688.0,1820.0,4.0
174,351.0,1848.0,85.5911426415746,-0.07317093842212072,220.8110368456537,1753.0,1972.0,0.0,0.0,0.0,0.0
175,352.0,1848.0,85.5911426415746,-0.11146556503238703,291.57950682142587,1759.0,1978.0,0.0,0.0,0.0,0.0
176,353.0,1848.0,85.5911426415746,-0.11146351316799964,291.57571497603794,1785.0,2004.0,0.0,0.0,0.0,0.0
177,354.0,1848.0,85.5911426415746,-0.1042275907985501,278.2037304372952,1805.0,2024.0,0.0,0.0,0.0,0.0
178,355.0,1848.0,85.5911426415746,-0.09764007714118311,266.03000519848104,1808.0,2027.0,1.0,1848.0,2025.0,3.0
179,356.0,1848.0,85.5911426415746,-0.09762833568346356,266.0083069846153,1820.0,2039.0,1.0,1848.0,2025.0,3.0
180,357.0,1848.0,85.5911426415746,-0.09762352592191194,265.9994185452679,1827.0,2046.0,1.0,1848.0,2025.0,3.0
181,358.0,2025.0,68.30794959857147,-0.09765712042295276,266.0636184550508,1846.0,2065.0,1.0,1848.0,2047.0,3.0
182,359.0,2025.0,68.30794959857147,-0.09766690475408485,266.0834317255933,1848.0,2067.0,1.0,1848.0,2066.0,3.0
183,360.0,2121.0,72.65061019703066,-0.0203719732196288,115.85956539586334,1903.0,2122.0,0.0,0.0,0.0,0.0
184,363.0,207.0,67.96671395491407,-0.07271356667529692,83.01842225670053,70.0,369.0,0.0,0.0,0.0,0.0
185,364.0,207.0,67.96671395491407,-0.07393578910798455,83.27142230026688,83.0,382.0,0.0,0.0,0.0,0.0
186,365.0,207.0,67.96671395491407,-0.03447955055488389,75.10398091977504,118.0,417.0,0.0,0.0,0.0,0.0
187,366.0,207.0,67.96671395491407,-0.02901355433063145,73.97251970135478,124.0,423.0,0.0,0.0,0.0,0.0
188,367.0,207.0,67.96671395491407,-0.019786054893610325,72.0624273178914,137.0,436.0,0.0,0.0,0.0,0.0
189,383.0,462.0,85.07033825386513,-0.04604561011170599,106.3434101254733,334.0,633.0,0.0,0.0,0.0,0.0
190,384.0,462.0,85.07033825386513,-0.12796847877251002,144.19177544676478,371.0,670.0,0.0,0.0,0.0,0.0
191,385.0,462.0,85.07033825386513,-0.12463911564800567,142.65360968324376,383.0,682.0,1.0,462.0,671.0,3.0
192,386.0,462.0,85.07033825386513,-0.12462027845805008,142.64490690148426,418.0,717.0,1.0,462.0,671.0,3.0
193,387.0,735.0,55.05479678984982,-0.10996526622540465,135.87926746552222,437.0,736.0,0.0,0.0,0.0,0.0
194,388.0,747.0,65.36958320771265,-0.06914645016607357,117.02198148176961,450.0,749.0,0.0,0.0,0.0,0.0
195,389.0,759.0,69.3239531672796,-0.053033028031256986,109.57602144300364,462.0,761.0,0.0,0.0,0.0,0.0
196,390.0,759.0,69.3239531672796,-0.029892283461542792,92.01219631459057,466.0,765.0,1.0,477.0,750.0,4.0
197,391.0,766.0,72.99938383078444,-0.015278844747861727,84.70297890764652,477.0,776.0,1.0,477.0,766.0,4.0
198,392.0,766.0,72.99938383078444,-0.015270404088096507,84.69651336226636,500.0,799.0,1.0,500.0,766.0,3.0
199,393.0,766.0,72.99938383078444,-0.008714935542657684,79.67502445646022,517.0,816.0,0.0,0.0,0.0,0.0
200,394.0,541.0,74.9597865293963,-0.008696545525451427,79.66461765866552,541.0,840.0,0.0,0.0,0.0,0.0
201,420.0,1103.0,84.12474517983476,-0.0031467304500687435,87.59558886626058,942.0,1241.0,0.0,0.0,0.0,0.0
202,421.0,1103.0,84.12474517983476,-0.006527301353953473,91.32435857324545,943.0,1242.0,0.0,0.0,0.0,0.0
203,422.0,1103.0,84.12474517983476,-0.06978666067965382,161.09943190949292,959.0,1258.0,0.0,0.0,0.0,0.0
204,423.0,1103.0,84.12474517983476,-0.145596460583883,244.71764120385774,979.0,1278.0,0.0,0.0,0.0,0.0
205,424.0,1103.0,84.12474517983476,-0.1803625441431031,283.0646313696775,989.0,1288.0,0.0,0.0,0.0,0.0
206,425.0,1327.0,71.73884130909613,-0.055304962308385115,145.12852629232316,1030.0,1329.0,0.0,0.0,0.0,0.0
207,426.0,1330.0,73.35451437556843,-0.04745150965325688,136.46502221440008,1040.0,1339.0,0.0,0.0,0.0,0.0
208,427.0,1330.0,73.35451437556843,-0.047467770528137616,136.48664917799147,1054.0,1353.0,0.0,0.0,0.0,0.0
209,428.0,1330.0,73.35451437556843,-0.04746801301312924,136.4869716830303,1083.0,1382.0,0.0,0.0,0.0,0.0
210,429.0,1103.0,84.12474517983476,-0.04742788704873773,136.43770459459247,1101.0,1400.0,0.0,0.0,0.0,0.0
211,430.0,1103.0,84.12474517983476,-0.039129589610236194,127.28468251992528,1103.0,1402.0,1.0,1103.0,1401.0,3.0
212,435.0,1330.0,73.35451437556843,-0.012583265985026085,90.09025813565312,1189.0,1488.0,0.0,0.0,0.0,0.0
213,436.0,1401.0,72.46098268058606,-0.012598039063076702,90.11083540795651,1215.0,1514.0,0.0,0.0,0.0,0.0
214,437.0,1330.0,73.35451437556843,-0.012566387725710781,90.06781005076377,1220.0,1519.0,0.0,0.0,0.0,0.0
215,438.0,1401.0,72.46098268058606,-0.012588313816249662,90.09721033715184,1242.0,1541.0,0.0,0.0,0.0,0.0
216,439.0,1401.0,72.46098268058606,-0.014256169268279446,92.43387582544557,1249.0,1548.0,0.0,0.0,0.0,0.0
217,440.0,1401.0,72.46098268058606,-0.06813744496847554,167.92154308142028,1279.0,1578.0,0.0,0.0,0.0,0.0
218,441.0,1549.0,62.37644596598353,-0.06815368066965974,167.94649732328645,1311.0,1610.0,0.0,0.0,0.0,0.0
219,442.0,1401.0,72.46098268058606,-0.06812535420845564,167.9046039266324,1330.0,1629.0,0.0,0.0,0.0,0.0
220,443.0,1662.0,57.39054485276381,-0.057756515876559444,153.38187423960562,1364.0,1663.0,0.0,0.0,0.0,0.0
221,444.0,1401.0,72.46098268058606,-0.03738615176587957,124.83898130458333,1388.0,1687.0,0.0,0.0,0.0,0.0
222,445.0,1401.0,72.46098268058606,-0.024696634882196596,107.06096815054349,1401.0,1700.0,0.0,0.0,0.0,0.0
223,463.0,1848.0,85.5911426415746,-0.03198155732655385,144.69306058104613,1713.0,2012.0,0.0,0.0,0.0,0.0
