,indice,indice_original_upper_pivot,valor_rsi,resist_slope,resist_intercept,inicio_janela,fim_janela,mapeado,x_min,x_max,num_zeros
0,1.0,180.0,41.80012266291519,-0.44664549275604604,122.19631135900349,112.0,181.0,0.0,0.0,0.0,0.0
1,2.0,128.0,65.02544603700053,-0.3568230632401332,110.69879813173759,124.0,193.0,0.0,0.0,0.0,0.0
2,5.0,207.0,67.96671395491407,-0.15970275705070355,101.02518466440971,182.0,251.0,0.0,0.0,0.0,0.0
3,6.0,207.0,67.96671395491407,-0.15969540577139318,101.02366294959245,186.0,255.0,0.0,0.0,0.0,0.0
4,7.0,207.0,67.96671395491407,-0.15970268284689149,101.02516930422061,207.0,276.0,0.0,0.0,0.0,0.0
5,11.0,310.0,50.84089930886662,-0.2313726905473349,122.56643337854044,256.0,325.0,0.0,0.0,0.0,0.0
6,12.0,310.0,50.84089930886662,-0.23133488829098423,122.55471467907174,264.0,333.0,0.0,0.0,0.0,0.0
7,13.0,355.0,39.54713598466304,-0.25104256364824584,128.66724607979032,288.0,357.0,0.0,0.0,0.0,0.0
8,24.0,462.0,85.07033825386513,-0.11851780015331366,139.82556192469605,437.0,506.0,0.0,0.0,0.0,0.0
9,25.0,462.0,85.07033825386513,-0.21073317853951734,182.42906673912216,447.0,516.0,0.0,0.0,0.0,0.0
10,26.0,462.0,85.07033825386513,-0.21074981011757654,182.43675052818548,462.0,531.0,1.0,462.0,517.0,3.0
11,27.0,500.0,77.06095228685044,-0.23215001015200504,193.13595736285293,471.0,540.0,0.0,0.0,0.0,0.0
12,28.0,541.0,74.9597865293963,-0.051267445102580134,102.69547432989215,477.0,546.0,1.0,477.0,541.0,3.0
13,29.0,541.0,74.9597865293963,-0.051254858745410935,102.6886651106636,484.0,553.0,0.0,0.0,0.0,0.0
14,30.0,541.0,74.9597865293963,-0.05127420082593003,102.69912917622445,500.0,569.0,0.0,0.0,0.0,0.0
15,31.0,541.0,74.9597865293963,-0.45537809815581104,321.3193376316901,511.0,580.0,0.0,0.0,0.0,0.0
16,32.0,541.0,74.9597865293963,-0.49532974892243575,342.933180696434,517.0,586.0,1.0,541.0,581.0,3.0
17,33.0,541.0,74.9597865293963,-0.46311143680817146,325.503073842617,526.0,595.0,0.0,0.0,0.0,0.0
18,34.0,541.0,74.9597865293963,-0.32890090676291867,252.89517708813528,540.0,609.0,0.0,0.0,0.0,0.0
19,35.0,541.0,74.9597865293963,-0.3004287626828508,237.49174714081857,541.0,610.0,1.0,541.0,610.0,3.0
20,36.0,554.0,66.94882812251234,-0.20689967018217578,181.57124540343773,554.0,623.0,1.0,554.0,610.0,3.0
21,37.0,555.0,65.06485974486051,-0.1764072425870921,162.9708793806966,555.0,624.0,0.0,0.0,0.0,0.0
22,38.0,625.0,51.231607938265036,-0.27527416347743083,223.2779601116593,581.0,650.0,0.0,0.0,0.0,0.0
23,39.0,664.0,47.02450501861152,-0.1544072674444192,149.5509306017059,596.0,665.0,1.0,596.0,625.0,3.0
24,43.0,737.0,58.48853086013578,-0.08960916198046494,124.53048323973844,671.0,740.0,0.0,0.0,0.0,0.0
25,46.0,773.0,69.9236073124582,-0.7404774134461841,642.3126479063585,750.0,819.0,0.0,0.0,0.0,0.0
26,47.0,834.0,45.719107354562304,-0.40776601327620177,385.79596242691457,766.0,835.0,0.0,0.0,0.0,0.0
27,50.0,853.0,73.39860947323112,-0.14459810586236274,196.74079377382654,826.0,895.0,0.0,0.0,0.0,0.0
