;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;media_pontos_ponderados
0;49;3;50;2;3;4;6;0,01;0,05;WM;6,297090927687687
1;49;3;50;2;3;4;6;0,01;0,06;WM;6,097741815156682
2;49;3;50;2;3;4;6;0,01;0,07;WM;6,546802974200576
3;49;3;50;2;3;4;6;0,02;0,05;WM;4,846203795132776
4;49;3;50;2;3;4;6;0,02;0,06;WM;4,769432767213486
5;49;3;50;2;3;4;6;0,02;0,07;WM;4,90595078255002
6;49;3;50;2;3;4;6;0,03;0,05;WM;4,240562849866981
7;49;3;50;2;3;4;6;0,03;0,06;WM;4,362428676373999
8;49;3;50;2;3;4;6;0,03;0,07;WM;4,079442732372435
9;49;3;60;2;3;4;6;0,01;0,05;WM;6,513166850949848
10;49;3;60;2;3;4;6;0,01;0,06;WM;6,705387288796857
11;49;3;60;2;3;4;6;0,01;0,07;WM;5,97956281311584
12;49;3;60;2;3;4;6;0,02;0,05;WM;5,089862792933303
13;49;3;60;2;3;4;6;0,02;0,06;WM;5,419605758424573
14;49;3;60;2;3;4;6;0,02;0,07;WM;4,401043004813396
15;49;3;60;2;3;4;6;0,03;0,05;WM;4,264144527103864
16;49;3;60;2;3;4;6;0,03;0,06;WM;4,841685331368313
17;49;3;60;2;3;4;6;0,03;0,07;WM;3,656513014067579
18;49;3;70;2;3;4;6;0,01;0,05;WM;6,698782407318286
19;49;3;70;2;3;4;6;0,01;0,06;WM;6,379929237090503
20;49;3;70;2;3;4;6;0,01;0,07;WM;5,782865440820833
21;49;3;70;2;3;4;6;0,02;0,05;WM;5,9089480852652665
22;49;3;70;2;3;4;6;0,02;0,06;WM;5,597332698590255
23;49;3;70;2;3;4;6;0,02;0,07;WM;4,888849928630451
24;49;3;70;2;3;4;6;0,03;0,05;WM;4,7075176423256915
25;49;3;70;2;3;4;6;0,03;0,06;WM;4,550819428556681
26;49;3;70;2;3;4;6;0,03;0,07;WM;3,9870490947622796
