;Size;EntryBar;ExitBar;EntryPrice;ExitPrice;PnL;ReturnPct;EntryTime;ExitTime;Tag;Duration
0;-213192;113;114;46,906;44,5;512939,95199999976;0,05129407751673554;2000-06-14;2000-06-15;;1 days
1;-234414;118;120;44,847625;42,3125;594268,7917500002;0,05652751957322155;2000-06-21;2000-06-23;;2 days
2;-192718;152;154;57,6345;53,875;724523,3210000006;0,06523002715387494;2000-08-09;2000-08-11;;2 days
3;212280;155;156;55,73625;57,25;321338,8500000004;0,027159164816434656;2000-08-14;2000-08-15;;1 days
4;-193292;171;172;62,874;61,75;217260,20800000045;0,017877023889047994;2000-09-06;2000-09-07;;1 days
5;-182281;192;196;67,864;70,75;-526062,9659999992;-0,04252622892844515;2000-10-05;2000-10-11;;6 days
6;-180845;197;198;65,49375;60,75;857883,468750001;0,0724305754365876;2000-10-12;2000-10-13;;1 days
7;-221349;201;202;57,385;53,875;776934,9899999995;0,061165809880630806;2000-10-18;2000-10-19;;1 days
8;-230873;220;226;58,383;49,0;2166281,3590000006;0,16071459157631507;2000-11-14;2000-11-22;;8 days
9;-279317;228;232;56,01275;52,75;911341,5417499992;0,05825013055063355;2000-11-27;2000-12-01;;4 days
10;330473;240;244;50,1;52,5;793135,1999999995;0,0479041916167664;2000-12-13;2000-12-19;;6 days
11;325933;248;249;53,23125;55,75;820943,7437499991;0,04731713044499242;2000-12-26;2000-12-27;;1 days
12;311322;275;276;58,3665;57,75;-191930,01300000065;-0,010562565855413708;2001-02-05;2001-02-06;;1 days
13;-302364;280;288;59,46084182739258;55,95000076293945;1061551,9476123047;0,05904459063402867;2001-02-12;2001-02-23;;11 days
14;-357946;300;301;53,19339923858642;48,5;1679983,4838550556;0,08823273762850325;2001-03-13;2001-03-14;;1 days
15;472663;342;345;43,8375;42,900001525878906;-443120,84127349785;-0,021385765021296632;2001-05-11;2001-05-16;;5 days
16;476720;346;347;42,534900764465334;45,75;1532702,1075640859;0,07558732188745654;2001-05-17;2001-05-18;;1 days
17;-511197;368;376;42,6645;44,5;-938302,0935000017;-0,04302171594651294;2001-06-19;2001-06-29;;10 days
18;-581415;391;396;35,89806121826172;37,29999923706055;-815107,793199922;-0,039053307371531565;2001-07-23;2001-07-30;;7 days
19;-654617;423;426;30,638600761413574;26,5;2709198,4146342697;0,1350779950312141;2001-09-06;2001-09-17;;11 days
20;-1907306;437;438;11,93608003807068;12,25;-598741,4269075645;-0,026300088549009226;2001-10-02;2001-10-03;;1 days
21;1638724;455;456;13,527;14,399999618530273;1430605,426876405;0,0645375632830838;2001-10-26;2001-10-29;;3 days
22;1764084;465;466;13,376700382232666;13,800000190734863;746736,4193817894;0,03164456079650524;2001-11-09;2001-11-12;;3 days
23;1619718;469;470;15,03;16,0;1571126,4600000011;0,06453759148369942;2001-11-15;2001-11-16;;1 days
24;1504581;475;477;17,224380535125732;16,549999237060547;-1014661,2878242146;-0,039152717085524036;2001-11-26;2001-11-28;;2 days
25;-2320998;524;525;10,7285;9,949999809265137;1806897,385695237;0,07256374989372827;2002-02-06;2002-02-07;;1 days
26;-9071609;639;640;2,9441000475883485;2,2100000381469727;6659468,25254847;0,24934614910342867;2002-07-23;2002-07-24;;1 days
27;20182178;643;644;1,6532999761104583;2,299999952316284;13051814,032381743;0,3911570710399741;2002-07-29;2002-07-30;;1 days
28;22165721;649;650;2,09417991399765;2,009999990463257;-1865908,6988646933;-0,0401970828636683;2002-08-06;2002-08-07;;1 days
29;20681009;652;653;2,1543000955581664;2,25;1979170,5850607012;0,04442273601489033;2002-08-09;2002-08-12;;3 days
30;-22744157;655;660;2,0458999524116517;2,3499999046325684;-6916497,057005027;-0,14863872100023845;2002-08-14;2002-08-21;;7 days
31;13539965;676;678;2,925840076446533;3,049999952316284;1681120,3736807741;0,04243563305775222;2002-09-13;2002-09-17;;4 days
32;-15325797;690;691;2,6946000475883483;2,109999895095825;8959463,263269452;0,21695247612562651;2002-10-03;2002-10-04;;1 days
33;-28290490;693;694;1,776439971446991;1,350000023841858;12064195,07332354;0,24005311435194643;2002-10-08;2002-10-09;;1 days
34;-45915766;703;706;1,3572800142765045;1,2000000476837158;7221630,142562301;0,11587879062422235;2002-10-22;2002-10-25;;3 days
35;-36292472;716;717;1,9161599571704864;1,9900000095367432;-2679838,032980908;-0,0385354323317002;2002-11-08;2002-11-11;;3 days
36;23662726;737;738;2,8256399331092834;2,990000009536743;3889207,453842039;0,05816738166161217;2002-12-10;2002-12-11;;1 days
37;21332426;740;742;3,3166199426651;3,5899999141693115;5831858,011995702;0,08242728326735405;2002-12-13;2002-12-17;;4 days
38;15316743;829;830;4,9999797706604;5,489999771118164;7505510,411871453;0,09800439660439708;2003-04-24;2003-04-25;;1 days
39;14594970;832;833;5,7615;5,989999771118164;3334947,304476473;0,03965977108707186;2003-04-29;2003-04-30;;1 days
40;-13751815;837;842;6,357259885787964;6,849999904632568;-6776069,582247515;-0,07750823903646831;2003-05-06;2003-05-13;;7 days
41;-11054639;846;849;7,295379942893982;6,730000019073486;6250070,955683081;0,07749835214150846;2003-05-19;2003-05-22;;3 days
42;13700540;908;910;6,342659923553467;6,159999847412109;-2502541,679577714;-0,028798655192445288;2003-08-15;2003-08-19;;4 days
43;12977947;912;915;6,5029797706604;6,230000019073486;-3542716,7481681346;-0,04197764120665437;2003-08-21;2003-08-26;;5 days
44;10948606;924;926;7,3847398853302;6,949999809265137;-4759797,805246408;-0,058870059449037004;2003-09-09;2003-09-11;;2 days
45;10125457;938;943;7,515;7,949999809265137;4404571,863722347;0,05788420615637224;2003-09-29;2003-10-06;;7 days
46;-9957863;960;962;8,083800380706787;8,970000267028809;-8824657,058610264;-0,10962664150355228;2003-10-29;2003-10-31;;2 days
47;-7935509;965;975;9,031900190353394;8,489999771118164;4300255,653944938;0,05999849509121147;2003-11-05;2003-11-19;;14 days
48;-8640775;984;985;8,792380418777466;8,130000114440918;5723479,174203633;0,07533571942837392;2003-12-03;2003-12-04;;1 days
49;9171360;1001;1003;8,9077803440094;9,470000267028809;5156321,313183288;0,0631156024629087;2003-12-29;2003-12-31;;2 days
50;8890197;1007;1016;9,7695;10,449999809265137;6049777,362829484;0,06965554115002148;2004-01-07;2004-01-21;;14 days
51;10895079;1055;1060;8,5270202293396;8,149999618530273;-4107669,339395867;-0,04421481369448166;2004-03-17;2004-03-24;;7 days
52;10754570;1064;1070;8,2564797706604;8,800000190734863;5845328,40412022;0,06582955874316743;2004-03-30;2004-04-07;;8 days
53;10123399;1116;1119;9,348659923553466;9,9399995803833;5986367,290611491;0,06325394887239244;2004-06-15;2004-06-18;;3 days
54;10300075;1121;1137;9,7695;10,289999961853027;5361188,644583313;0,053278055361382526;2004-06-22;2004-07-15;;23 days
55;-11108804;1145;1160;9,540880418777466;9,850000381469727;-3433953,078035639;-0,03239952175523331;2004-07-27;2004-08-17;;21 days
56;-10255422;1178;1180;9,999960456848145;10,199999809265137;-2051487,9756429717;-0,020004014343876886;2004-09-13;2004-09-15;;2 days
57;-8833661;1211;1212;11,377199619293213;10,850000381469727;4657099,3463910585;0,04633822517532993;2004-10-28;2004-10-29;;1 days
58;8760395;1222;1229;12,003959541320802;12,609999656677246;5309150,79636802;0,0504866842703271;2004-11-12;2004-11-23;;11 days
59;8749848;1230;1233;12,625200382232666;12,199999809265137;-3720440,3829787937;-0,033678718760449144;2004-11-24;2004-11-30;;6 days
60;-8667914;1240;1245;12,315320152282714;12,609999656677246;-2554256,601654424;-0,023927880132284862;2004-12-09;2004-12-16;;7 days
61;8207254;1248;1253;12,695340076446533;13,5;6604048,37622389;0,0633823055316447;2004-12-21;2004-12-29;;8 days
62;-8442584;1258;1266;13,123699619293212;13,5;-3176947,573349033;-0,028673346055070104;2005-01-05;2005-01-18;;13 days
63;-6846772;1311;1312;15,7185;15,800000190734863;-558013,2239181173;-0,005184985255263674;2005-03-23;2005-03-24;;1 days
64;-6291937;1323;1325;17,015899238586425;17,389999389648438;-2353814,582172669;-0,021985329474311754;2005-04-11;2005-04-13;;2 days
65;-6263820;1327;1337;16,7165;16,059999465942383;4112201,175240783;0,03927260694868051;2005-04-15;2005-04-29;;14 days
66;-6776845;1340;1347;16,057820152282716;14,5;10557105,709896361;0,09701317722513303;2005-05-04;2005-05-13;;9 days
67;8132436;1356;1369;14,679299617767334;15,270000457763672;4803836,7764164535;0,040240396706759274;2005-05-26;2005-06-15;;20 days
68;7741063;1378;1404;16,0420202293396;16,170000076293945;990700,0580039544;0,007977788652845597;2005-06-28;2005-08-04;;37 days
69;-8251569;1413;1414;15,169599809646606;15,260000228881836;-745945,2969484305;-0,0059593147063605745;2005-08-17;2005-08-18;;1 days
