indice;indice_original_upper_pivot;valor_rsi;resist_slope;resist_intercept;inicio_janela;fim_janela;mapeado;x_min;x_max;num_zeros
0,0;97,0;56,63003663003663;0,1428771462404964;42,770953444708475;49,0;98,0;1,0;52,0;97,0;7,0
1,0;101,0;57,72058823529412;0,15494791415434547;42,07084890570523;51,0;100,0;1,0;52,0;97,0;6,0
2,0;58,0;51,05782792665727;0,15494791415434547;42,07084890570523;52,0;101,0;1,0;52,0;101,0;7,0
3,0;58,0;51,05782792665727;0,18216082684859458;40,49249996943878;52,0;101,0;1,0;52,0;101,0;5,0
4,0;58,0;51,05782792665727;0,15494791415434547;42,07084890570523;58,0;107,0;1,0;52,0;101,0;7,0
5,0;65,0;50,17844396859386;0,25848571826976297;33,37687228105926;62,0;111,0;1,0;65,0;101,0;5,0
6,0;65,0;50,17844396859386;0,25848571826976297;33,37687228105926;65,0;114,0;1,0;65,0;112,0;6,0
8,0;112,0;62,32727272727272;0,2901270772238509;29,83304007820142;72,0;121,0;1,0;65,0;112,0;6,0
10,0;112,0;62,32727272727272;0,2901270772238509;29,83304007820142;81,0;130,0;1,0;65,0;122,0;6,0
12,0;112,0;62,32727272727272;0,3283949334469391;25,547040181215543;83,0;132,0;1,0;81,0;122,0;6,0
14,0;112,0;62,32727272727272;0,3283949334469391;25,547040181215543;86,0;135,0;1,0;81,0;133,0;6,0
16,0;112,0;62,32727272727272;0,3798157398157395;19,787909867909896;91,0;140,0;1,0;86,0;133,0;5,0
18,0;112,0;62,32727272727272;0,3798157398157395;19,787909867909896;92,0;141,0;1,0;86,0;141,0;5,0
21,0;133,0;64,22278162366268;-0,42696631718597683;121,0093018093976;97,0;146,0;1,0;133,0;146,0;3,0
23,0;133,0;64,22278162366268;-0,339848113118484;109,42258066842106;101,0;150,0;1,0;133,0;146,0;3,0
29,0;133,0;64,22278162366268;0,009490185791583942;62,960586913382016;119,0;168,0;1,0;112,0;162,0;3,0
31,0;133,0;64,22278162366268;0,009490185791583942;62,960586913382016;122,0;171,0;1,0;112,0;169,0;4,0
33,0;133,0;64,22278162366268;0,009490185791583942;62,960586913382016;128,0;177,0;1,0;112,0;169,0;4,0
34,0;133,0;64,22278162366268;0,009490185791583942;62,960586913382016;133,0;182,0;1,0;112,0;178,0;4,0
36,0;169,0;64,5644283121597;0,13832535657805092;41,1874430504691;136,0;185,0;1,0;52,0;92,0;6,0
37,0;169,0;64,5644283121597;-0,04366793623203234;71,94430953537316;140,0;189,0;1,0;133,0;186,0;4,0
38,0;169,0;64,5644283121597;0,13832535657805092;41,1874430504691;140,0;189,0;1,0;52,0;92,0;6,0
39,0;169,0;64,5644283121597;-0,04366793623203234;71,94430953537316;141,0;190,0;1,0;133,0;190,0;5,0
40,0;169,0;64,5644283121597;0,13832535657805092;41,1874430504691;141,0;190,0;1,0;52,0;92,0;6,0
41,0;169,0;64,5644283121597;-0,04366793623203234;71,94430953537316;145,0;194,0;1,0;133,0;190,0;5,0
42,0;169,0;64,5644283121597;0,1431367630601709;40,37431535499083;145,0;194,0;1,0;65,0;92,0;4,0
43,0;169,0;64,5644283121597;-0,04366793623203234;71,94430953537316;146,0;195,0;1,0;133,0;195,0;6,0
44,0;169,0;64,5644283121597;0,1431367630601709;40,37431535499083;146,0;195,0;1,0;65,0;92,0;4,0
45,0;190,0;63,647401651287026;-0,3626305571501689;132,54720750981912;151,0;200,0;1,0;186,0;195,0;3,0
46,0;190,0;63,647401651287026;-0,04366793623203234;71,94430953537318;151,0;200,0;1,0;133,0;195,0;6,0
47,0;190,0;63,647401651287026;-0,3626305571501689;132,54720750981912;155,0;204,0;1,0;186,0;195,0;3,0
48,0;190,0;63,647401651287026;-0,04366793623203234;71,94430953537318;155,0;204,0;1,0;133,0;195,0;6,0
49,0;190,0;63,647401651287026;-0,3626305571501689;132,54720750981912;162,0;211,0;1,0;186,0;195,0;3,0
50,0;190,0;63,647401651287026;-0,04366793623203234;71,94430953537318;162,0;211,0;1,0;133,0;195,0;6,0
51,0;190,0;63,647401651287026;-0,3626305571501689;132,54720750981912;165,0;214,0;1,0;186,0;195,0;3,0
52,0;190,0;63,647401651287026;-0,04366793623203234;71,94430953537318;165,0;214,0;1,0;133,0;195,0;6,0
53,0;190,0;63,647401651287026;-0,3626305571501689;132,54720750981912;169,0;218,0;1,0;186,0;215,0;3,0
54,0;190,0;63,647401651287026;-0,04366793623203234;71,94430953537318;169,0;218,0;1,0;133,0;215,0;6,0
55,0;195,0;61,83424886553618;-0,48240508396945003;155,90324023957893;173,0;222,0;1,0;190,0;215,0;3,0
56,0;195,0;61,83424886553618;-0,3626305571501689;132,54720750981912;173,0;222,0;1,0;186,0;215,0;3,0
57,0;195,0;61,83424886553618;-0,48240508396945003;155,90324023957893;178,0;227,0;1,0;190,0;223,0;4,0
58,0;195,0;61,83424886553618;-0,3626305571501689;132,54720750981912;178,0;227,0;1,0;186,0;223,0;3,0
59,0;195,0;61,83424886553618;-0,48240508396945003;155,90324023957893;184,0;233,0;1,0;190,0;223,0;4,0
60,0;195,0;61,83424886553618;-0,3626305571501689;132,54720750981912;184,0;233,0;1,0;186,0;223,0;3,0
