top_bottom_idx;top_bottom_value
52;49,9648629655657
58;51,05782792665727
65;50,17844396859386
81;53,33333333333334
86;53,789004457652304
92;54,08970976253298
97;56,63003663003663
101;57,72058823529412
112;62,32727272727272
122;53,33333333333333
133;64,22278162366268
141;60,69131832797428
146;58,672219500244985
151;58,10551558752997
155;61,28277153558053
162;63,56247097073851
169;64,5644283121597
178;61,35721017907635
186;63,223609534619754
190;63,647401651287026
195;61,83424886553618
215;52,18614718614718
223;47,51000444642063
234;37,93103448275862
243;48,70565675934804
249;53,861192570869996
267;52,86343612334802
278;60,31739184873303
284;57,251047627328134
296;57,26927939317321
310;44,55296542053837
325;44,954290284539304
330;44,79940523577303
342;45,15688999221819
349;54,1658096478981
359;49,35381754414948
376;47,112860064597534
382;47,98167809746993
387;44,27501986931464
402;46,30557957157648
407;40,29014825115158
415;39,48701297781696
426;29,221474968304648
432;31,753102581601794
446;23,764878632180995
455;26,179413373406774
470;40,37806224150389
475;62,576686428591344
483;59,41558550466683
491;52,38588987386321
505;60,924154744662744
528;39,08776124583745
536;28,260874503701842
566;46,79415257136439
576;64,14670494117486
582;61,71548317503049
592;45,69256753015139
597;40,723981998082984
603;39,25501460068965
612;39,968404830970464
616;40,27441611024443
623;39,59999887084965
631;37,19806889405919
636;36,016598206569974
652;44,36741821473625
662;46,16935389866509
667;43,4666673702663
684;57,73026190667217
696;44,87577781744016
714;46,412213561237714
741;67,9882514618694
748;62,61937170984214
763;68,86227309817127
781;51,31578988645873
788;53,16847004315228
792;53,27245059900573
800;48,722046091257326
810;54,24028189662863
817;64,88812078830756
822;65,10318420622974
835;79,2880167383684
841;76,38325857952753
847;76,463100408633
851;74,94278841300019
855;73,41227340867532
863;69,66527426218423
879;55,65749361823149
890;49,66139980365715
903;38,75861990040746
913;51,578949834060694
918;51,754383763448686
931;58,608690806284095
944;67,6369839105852
951;66,56051216572797
957;64,76923827448
961;65,73816666564835
967;64,08912670342
982;59,557869617956065
1002;59,025030868761995
1010;61,32230560780619
1019;71,33220007526464
1031;61,75182534595395
1042;50,94851106099802
1055;42,85714811734093
1069;48,06723160491294
1074;40,83485745173173
1087;52,52855149942336
1105;56,186313260223855
1124;65,70301313363242
1140;69,8019663305937
1151;53,73406069676942
1156;52,602237270661675
1163;52,73069720436851
1170;53,543314477607794
1179;51,93370291889462
1183;58,81294637022258
1194;61,12000444336005
1199;61,20300644052872
1204;58,56515677963498
1210;60,11730758877601
1222;65,0417896669777
1231;69,98535419351929
1238;65,59296666176564
1242;63,91436474964602
1249;66,66666197800417
1253;73,52444662376044
1269;62,22911249654736
1288;77,26028080885197
1293;72,41379142348273
1299;79,4117657819405
1305;73,7650935223933
1319;62,93775118620281
1324;61,283862511271685
1343;46,76674382699055
1358;41,48572011519515
1372;45,8737853964715
1381;52,603610420319804
1390;65,90084074371805
1395;64,99401874282964
1402;61,336820888534135
1403;61,336820888534135
1409;54,08805204972108
