indice;indice_original_upper_pivot;valor_rsi;resist_slope;resist_intercept;inicio_janela;fim_janela
0,0;97,0;56,63003663003663;0,1428771462404964;42,770953444708475;49,0;98,0
1,0;101,0;57,72058823529412;0,15494791415434547;42,07084890570523;51,0;100,0
2,0;58,0;51,05782792665727;0,15494791415434547;42,07084890570523;52,0;101,0
3,0;58,0;51,05782792665727;0,18216082684859458;40,49249996943878;52,0;101,0
4,0;58,0;51,05782792665727;0,15494791415434547;42,07084890570523;58,0;107,0
5,0;65,0;50,17844396859386;0,25848571826976297;33,37687228105926;62,0;111,0
6,0;65,0;50,17844396859386;0,25848571826976297;33,37687228105926;65,0;114,0
7,0;112,0;62,32727272727272;-0,8993939393939392;163,0593939393939;72,0;121,0
8,0;112,0;62,32727272727272;0,2901270772238509;29,83304007820142;72,0;121,0
9,0;112,0;62,32727272727272;-0,8993939393939392;163,0593939393939;81,0;130,0
10,0;112,0;62,32727272727272;0,2901270772238509;29,83304007820142;81,0;130,0
11,0;112,0;62,32727272727272;0,09026232839952203;52,21789194652625;83,0;132,0
12,0;112,0;62,32727272727272;0,3283949334469391;25,547040181215543;83,0;132,0
13,0;112,0;62,32727272727272;0,09026232839952203;52,21789194652625;86,0;135,0
14,0;112,0;62,32727272727272;0,3283949334469391;25,547040181215543;86,0;135,0
15,0;112,0;62,32727272727272;0,09026232839952203;52,21789194652625;91,0;140,0
16,0;112,0;62,32727272727272;0,3798157398157395;19,787909867909896;91,0;140,0
17,0;112,0;62,32727272727272;0,09026232839952203;52,21789194652625;92,0;141,0
18,0;112,0;62,32727272727272;0,3798157398157395;19,787909867909896;92,0;141,0
19,0;133,0;64,22278162366268;-0,42696631718597683;121,0093018093976;96,0;145,0
20,0;133,0;64,22278162366268;0,09026232839952203;52,21789194652625;96,0;145,0
21,0;133,0;64,22278162366268;-0,42696631718597683;121,0093018093976;97,0;146,0
22,0;133,0;64,22278162366268;0,09026232839952203;52,21789194652625;97,0;146,0
23,0;133,0;64,22278162366268;-0,339848113118484;109,42258066842106;101,0;150,0
24,0;133,0;64,22278162366268;0,09026232839952203;52,21789194652625;101,0;150,0
25,0;133,0;64,22278162366268;-0,13363682218555245;81,99647897434116;105,0;154,0
26,0;133,0;64,22278162366268;0,09026232839952203;52,21789194652625;105,0;154,0
27,0;133,0;64,22278162366268;-0,022769332859454285;67,2511028939701;112,0;161,0
28,0;133,0;64,22278162366268;0,09026232839952203;52,21789194652625;112,0;161,0
29,0;133,0;64,22278162366268;0,009490185791583942;62,960586913382016;119,0;168,0
30,0;133,0;64,22278162366268;0,9899498445753959;-67,44054770486497;119,0;168,0
31,0;133,0;64,22278162366268;0,009490185791583942;62,960586913382016;122,0;171,0
32,0;133,0;64,22278162366268;0,9899498445753959;-67,44054770486497;122,0;171,0
33,0;133,0;64,22278162366268;0,009490185791583942;62,960586913382016;128,0;177,0
34,0;133,0;64,22278162366268;0,009490185791583942;62,960586913382016;133,0;182,0
35,0;169,0;64,5644283121597;-0,07887169279646772;77,89374439476275;136,0;185,0
36,0;169,0;64,5644283121597;0,13832535657805092;41,1874430504691;136,0;185,0
37,0;169,0;64,5644283121597;-0,04366793623203234;71,94430953537316;140,0;189,0
38,0;169,0;64,5644283121597;0,13832535657805092;41,1874430504691;140,0;189,0
39,0;169,0;64,5644283121597;-0,04366793623203234;71,94430953537316;141,0;190,0
40,0;169,0;64,5644283121597;0,13832535657805092;41,1874430504691;141,0;190,0
41,0;169,0;64,5644283121597;-0,04366793623203234;71,94430953537316;145,0;194,0
42,0;169,0;64,5644283121597;0,1431367630601709;40,37431535499083;145,0;194,0
43,0;169,0;64,5644283121597;-0,04366793623203234;71,94430953537316;146,0;195,0
44,0;169,0;64,5644283121597;0,1431367630601709;40,37431535499083;146,0;195,0
45,0;190,0;63,647401651287026;-0,3626305571501689;132,54720750981912;151,0;200,0
46,0;190,0;63,647401651287026;-0,04366793623203234;71,94430953537318;151,0;200,0
47,0;190,0;63,647401651287026;-0,3626305571501689;132,54720750981912;155,0;204,0
48,0;190,0;63,647401651287026;-0,04366793623203234;71,94430953537318;155,0;204,0
49,0;190,0;63,647401651287026;-0,3626305571501689;132,54720750981912;162,0;211,0
50,0;190,0;63,647401651287026;-0,04366793623203234;71,94430953537318;162,0;211,0
51,0;190,0;63,647401651287026;-0,3626305571501689;132,54720750981912;165,0;214,0
52,0;190,0;63,647401651287026;-0,04366793623203234;71,94430953537318;165,0;214,0
53,0;190,0;63,647401651287026;-0,3626305571501689;132,54720750981912;169,0;218,0
54,0;190,0;63,647401651287026;-0,04366793623203234;71,94430953537318;169,0;218,0
55,0;195,0;61,83424886553618;-0,48240508396945003;155,90324023957893;173,0;222,0
56,0;195,0;61,83424886553618;-0,3626305571501689;132,54720750981912;173,0;222,0
57,0;195,0;61,83424886553618;-0,48240508396945003;155,90324023957893;178,0;227,0
58,0;195,0;61,83424886553618;-0,3626305571501689;132,54720750981912;178,0;227,0
59,0;195,0;61,83424886553618;-0,48240508396945003;155,90324023957893;184,0;233,0
60,0;195,0;61,83424886553618;-0,3626305571501689;132,54720750981912;184,0;233,0
61,0;195,0;61,83424886553618;-0,48240508396945003;155,90324023957893;186,0;235,0
62,0;195,0;61,83424886553618;-0,3626305571501689;132,54720750981912;186,0;235,0
63,0;195,0;61,83424886553618;-0,48240508396945003;155,90324023957893;190,0;239,0
64,0;195,0;61,83424886553618;-0,3626305571501689;132,54720750981912;190,0;239,0
65,0;243,0;48,70565675934804;-0,27351233554558635;115,16915429692551;193,0;242,0
66,0;195,0;61,83424886553618;-0,27351233554558635;115,16915429692551;195,0;244,0
67,0;249,0;53,861192570869996;0,0492660407271416;41,59394842981174;199,0;248,0
68,0;249,0;53,861192570869996;0,0492660407271416;41,59394842981174;215,0;264,0
69,0;249,0;53,861192570869996;-0,05543091375122068;67,66349009492394;217,0;266,0
70,0;249,0;53,861192570869996;0,24427646632497557;-6,963647544048925;217,0;266,0
71,0;249,0;53,861192570869996;-0,05543091375122068;67,66349009492394;223,0;272,0
72,0;249,0;53,861192570869996;0,24427646632497557;-6,963647544048925;223,0;272,0
73,0;249,0;53,861192570869996;0,22262756130562192;-1,5730701942298637;228,0;277,0
74,0;249,0;53,861192570869996;0,8592559685869929;-160,09354360729122;228,0;277,0
75,0;249,0;53,861192570869996;0,22262756130562192;-1,5730701942298637;234,0;283,0
76,0;249,0;53,861192570869996;0,8592559685869929;-160,09354360729122;234,0;283,0
77,0;278,0;60,31739184873303;-0,5110573702341495;202,39134077382658;243,0;292,0
78,0;278,0;60,31739184873303;0,22262756130562192;-1,5730701942298637;243,0;292,0
79,0;249,0;53,861192570869996;0,22262756130562192;-1,5730701942298637;246,0;295,0
80,0;249,0;53,861192570869996;0,22262756130562192;-1,5730701942298637;249,0;298,0
81,0;278,0;60,31739184873303;-0,16933958086443468;107,39379532904587;260,0;309,0
82,0;278,0;60,31739184873303;0,6776323386713643;-128,06439830190624;260,0;309,0
83,0;296,0;57,26927939317321;-0,9083081409024883;326,1284891003097;267,0;316,0
84,0;296,0;57,26927939317321;-0,16933958086443468;107,39379532904587;267,0;316,0
85,0;296,0;57,26927939317321;-0,4246547968494449;182,9670992606089;275,0;324,0
86,0;296,0;57,26927939317321;-0,16933958086443468;107,39379532904587;275,0;324,0
87,0;296,0;57,26927939317321;-0,4246547968494449;182,9670992606089;278,0;327,0
88,0;296,0;57,26927939317321;-0,16933958086443468;107,39379532904587;278,0;327,0
89,0;296,0;57,26927939317321;-0,36676100462941696;165,8305367634806;280,0;329,0
90,0;296,0;57,26927939317321;0,0015193138204227334;56,819562502328075;280,0;329,0
91,0;296,0;57,26927939317321;-0,36676100462941696;165,8305367634806;284,0;333,0
92,0;296,0;57,26927939317321;0,0015193138204227334;56,819562502328075;284,0;333,0
93,0;296,0;57,26927939317321;-0,2633128130642395;135,2098720601881;292,0;341,0
94,0;296,0;57,26927939317321;-0,2633128130642395;135,2098720601881;296,0;345,0
95,0;349,0;54,1658096478981;0,24648318531691615;-31,856822027705633;299,0;348,0
96,0;349,0;54,1658096478981;-0,48119921037486224;222,10433406872502;309,0;358,0
97,0;349,0;54,1658096478981;0,24648318531691615;-31,856822027705633;309,0;358,0
98,0;349,0;54,1658096478981;-0,48119921037486224;222,10433406872502;310,0;359,0
99,0;349,0;54,1658096478981;0,24648318531691615;-31,856822027705633;310,0;359,0
100,0;349,0;54,1658096478981;-0,48119921037486224;222,10433406872502;325,0;374,0
101,0;349,0;54,1658096478981;0,3838133068066165;-79,78503442761107;325,0;374,0
102,0;349,0;54,1658096478981;-0,26122035493705803;145,33171352093137;326,0;375,0
103,0;349,0;54,1658096478981;0,4929686532697406;-117,88025034324136;326,0;375,0
104,0;349,0;54,1658096478981;-0,26122035493705803;145,33171352093137;330,0;379,0
105,0;349,0;54,1658096478981;0,4929686532697406;-117,88025034324136;330,0;379,0
106,0;349,0;54,1658096478981;-0,1873979257705506;119,56768574182026;332,0;381,0
107,0;349,0;54,1658096478981;1,2869885222399873;-394,99318461385747;332,0;381,0
108,0;349,0;54,1658096478981;-0,1873979257705506;119,56768574182026;337,0;386,0
109,0;349,0;54,1658096478981;1,2869885222399873;-394,99318461385747;337,0;386,0
110,0;349,0;54,1658096478981;-0,1873979257705506;119,56768574182026;342,0;391,0
111,0;349,0;54,1658096478981;1,2869885222399873;-394,99318461385747;342,0;391,0
112,0;382,0;47,98167809746993;-0,7413316456310582;331,17036672853413;349,0;398,0
113,0;382,0;47,98167809746993;-0,1873979257705506;119,56768574182027;349,0;398,0
114,0;402,0;46,30557957157648;-0,08380492629467255;79,99515994203485;352,0;401,0
115,0;402,0;46,30557957157648;-1,2030862640849804;529,9462577337387;357,0;406,0
116,0;402,0;46,30557957157648;-0,08380492629467255;79,99515994203485;357,0;406,0
117,0;402,0;46,30557957157648;-1,2030862640849804;529,9462577337387;359,0;408,0
118,0;402,0;46,30557957157648;-0,08380492629467255;79,99515994203485;359,0;408,0
119,0;402,0;46,30557957157648;-0,5245051225968862;257,1566388555247;365,0;414,0
120,0;402,0;46,30557957157648;-0,08380492629467255;79,99515994203485;365,0;414,0
121,0;402,0;46,30557957157648;-0,5245051225968862;257,1566388555247;376,0;425,0
122,0;402,0;46,30557957157648;-0,08380492629467255;79,99515994203485;376,0;425,0
123,0;402,0;46,30557957157648;-0,48508256633248953;241,30877123723727;382,0;431,0
124,0;402,0;46,30557957157648;-0,08380492629467255;79,99515994203485;382,0;431,0
125,0;402,0;46,30557957157648;-0,48508256633248953;241,30877123723727;387,0;436,0
126,0;402,0;46,30557957157648;0,135370646817456;-8,11342044904083;387,0;436,0
127,0;432,0;31,753102581601794;-0,5705874249586286;278,24687016372934;396,0;445,0
128,0;432,0;31,753102581601794;-0,48508256633248953;241,3087712372373;396,0;445,0
