;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;return_ann;sharpe_ratio;max_drawdown;trades;cenario
0;42;1;lookback duplo [60, 100];2;2;3;6;0,03;0,05;MSFT;18,702532599847707;0,845249243717855;-14,265776455992523;58,5;Media_dos_resultados_por_ativo
