top_bottom_idx;top_bottom_value
23;61,50234958253125
31;51,54639244843517
35;48,0197982094357
38;38,79310211020024
57;62,20930055507635
64;75,77320466149393
70;69,4915322418998
82;57,71144351533263
89;56,28415095264443
96;75,99998886955247
99;71,17903393270869
102;65,19999250986453
108;65,06549032255114
116;50,68494215489281
122;53,804348986410744
136;76,14213332934511
139;77,41934916118622
142;77,20204371232114
146;67,21990123062362
154;55,85937789722089
160;47,402594227769875
166;49,664427760734476
170;51,38249102835625
178;47,46192027375128
184;51,571718028218584
195;48,19818916447932
198;52,14006989075143
210;61,93353301017386
214;59,48553210355968
217;58,96551459442521
223;68,74999431656462
228;61,563517220626146
234;59,448818491702944
239;59,85400901714634
243;50,342467519567414
254;59,4594498943493
257;60,15830346011119
267;69,59248556099683
273;64,84590581050264
280;49,83650582760857
290;37,73029990968483
297;43,01887142078434
305;46,28763719066152
310;50,438896427406014
314;50,71807732445676
317;46,37874404541797
321;55,45192619588238
328;65,56409394326636
335;66,93187513442712
344;67,53926466013476
352;67,6221331473638
360;56,01925836888447
368;46,351574837080555
371;42,41878542940747
378;59,671521400505085
386;64,61539033857234
394;59,209602204928515
401;55,66038828429916
404;58,16149713783095
413;44,942386124046934
416;42,15826948428733
422;25,13663719331261
435;23,845844504682077
440;29,949236510405555
450;58,6206900353074
463;59,67523635691607
470;65,70351573117968
474;63,256674122162714
483;75,39878954757157
487;70,91525235641312
494;69,75308241027018
498;70,24346577302651
502;62,09540188458667
506;55,54383578454672
511;57,08458959936863
516;47,61904568590564
521;52,44141819167054
529;49,820784640309384
535;49,54839292191839
553;80,0793733274442
559;78,1040225256493
567;60,14876726685264
570;58,23468003382903
577;64,87456090817756
583;53,1328521292154
592;42,27909609292502
603;37,3680657865485
606;43,2017557635295
610;50,50070835626222
618;51,245856519772296
627;43,67726363488888
633;44,46721237014852
640;35,91790465183176
646;43,534482589671896
651;45,5344116185352
662;55,39691911769603
669;56,19772486670405
676;48,080128965463416
685;40,02869444670723
688;41,49403990045437
704;61,724659091542236
713;69,92239868989888
722;60,55876238257964
728;74,34872155276017
738;56,51760947041837
745;52,84248960199654
760;54,65394703784465
770;46,93467504082309
778;34,64285857821547
786;43,9024273396994
792;46,19341323402896
796;49,24671280336815
802;60,88778228359579
806;67,03216694607772
810;60,0258785629179
814;60,01195092489421
820;63,756613935608506
825;59,97150700294971
828;71,70211246942914
834;73,43411801618271
837;75,69442499219542
841;74,08791493994333
845;66,26503945092253
855;67,41344967830116
859;61,845105266003365
867;63,86549337876361
877;49,48851734655913
881;56,449385706575065
885;56,046829544480985
893;65,10361187927589
897;63,095269992132486
903;58,733205072771966
910;63,86366468696466
917;53,54450067892853
921;56,328003162798026
934;71,55271770473536
938;64,62131736884044
945;67,72660825846896
948;62,792232052085346
954;54,05603680461355
960;54,888673919123306
971;67,96233164749879
979;61,88071065674803
985;67,17171424910407
997;62,55568830963521
1001;54,655183483293435
1004;58,62068393080511
1010;59,183645064039574
1015;59,66388216188986
1022;43,02516870376637
1028;47,32024794272583
1042;52,40715275967985
1047;56,70263583331021
1052;43,37347813582766
1055;40,57202430106268
1067;47,88974302038284
1074;65,95744244979402
1080;83,31735213203872
1096;61,88455129391993
1100;63,353573288103135
1103;59,81307231735562
1108;61,36820411991032
1113;75,81347910973663
1118;73,40688382449181
1128;57,32142635314509
1135;47,70459962199363
1141;49,09093915207229
1148;41,176498120454085
1166;43,59607785627642
1179;83,25197983107394
1185;80,87433363943185
1193;86,6048295272612
1198;80,60400282691155
1204;74,20816574232191
1211;73,8649016201999
1217;78,79133020960579
1222;79,49309179402152
1229;66,73324631376184
1235;67,35110149852198
1248;89,59474098678658
1259;71,17119109851673
1266;57,88381628249629
1274;52,924526553756074
1280;67,7980179841432
1284;64,01407904796403
1293;56,25490381045994
1299;63,22674505055023
1304;62,25108758847119
1312;61,50555422925836
1324;59,692580479566345
1335;54,28219598552872
1341;36,98091535302659
1351;58,46501342395639
1354;55,99534675001358
1360;80,0807565550332
1365;79,48337198907976
1368;78,55637365107913
1388;63,28500600961539
1397;55,54567131294654
1402;51,20300807399946
