;indice_original_upper_pivot;resist_slope;resist_intercept;valor_rsi;mapeado;x_min;x_max;num_zeros;inicio_janela;fim_janela;indice;resist_slope_rounded
0;64,0;0,007087006501829141;75,31963624537687;75,77320466149393;1;64,0;122,0;2,0;21,0;135,0;0,0;0,00709
1;64,0;0,021948593329230447;74,36849468842318;75,77320466149393;1;64,0;146,0;5,0;49,0;153,0;16,0;0,02195
2;64,0;0,34806963607226055;53,496747952869256;75,77320466149393;1;23,0;108,0;2,0;21,0;112,0;1,0;0,34807
3;64,0;0,7341458246381444;28,787871884652695;75,77320466149393;1;31,0;116,0;2,0;26,0;120,0;5,0;0,73415
4;64,0;0,9570140155882151;14,52430766384817;75,77320466149393;1;35,0;122,0;2,0;32,0;124,0;9,0;0,95701
5;64,0;1,4223116365882191;-15,25474008015209;75,77320466149393;1;38,0;122,0;2,0;38,0;127,0;13,0;1,42231
6;64,0;1,9377005866310841;-48,23963288289545;75,77320466149393;1;57,0;146,0;2,0;46,0;146,0;15,0;1,9377
7;96,0;0,03300837887520351;72,83118449753293;75,99998886955247;1;64,0;154,0;5,0;70,0;159,0;25,0;0,03301
8;96,0;0,2503252549097178;51,96876439821956;75,99998886955247;1;70,0;154,0;2,0;70,0;159,0;26,0;0,25033
9;139,0;-0,0724351496216921;87,48783495860143;77,41934916118622;1;136,0;228,0;3,0;56,0;228,0;20,0;-0,07244
10;139,0;0,021948593329230447;74,36849468842318;77,41934916118622;1;64,0;142,0;5,0;56,0;145,0;21,0;0,02195
11;139,0;0,03300837887520351;72,83118449753293;77,41934916118622;1;64,0;160,0;5,0;76,0;165,0;28,0;0,03301
12;142,0;-0,9221268815701748;208,14406089528595;77,20204371232114;1;142,0;170,0;2,0;82,0;171,0;31,0;-0,92213
13;142,0;-0,8261145399602738;194,51030838668004;77,20204371232114;1;142,0;178,0;2,0;89,0;178,0;35,0;-0,82611
14;142,0;-0,6102458496214895;163,85695435857264;77,20204371232114;1;139,0;184,0;3,0;94,0;191,0;37,0;-0,61025
15;142,0;-0,547242538638525;154,9104841989917;77,20204371232114;1;139,0;184,0;2,0;105,0;194,0;45,0;-0,54724
16;142,0;-0,4475352468137449;140,75204875987293;77,20204371232114;1;139,0;198,0;3,0;108,0;205,0;47,0;-0,44754
