;Size;EntryBar;ExitBar;EntryPrice;ExitPrice;PnL;ReturnPct;EntryTime;ExitTime;Tag;Duration
0;-595079;112;129;16,804464206695556;17,71209144592285;-540109,9098921397;-0,05401107872666722;2000-06-13;2000-07-07;;24 days
1;-500582;149;153;18,897753826141358;19,343469619750977;-223117,30339669017;-0,023585649263409225;2000-08-04;2000-08-10;;6 days
2;-479916;155;158;19,246635429382323;18,178199768066406;512759,3688360895;0,055512853934190476;2000-08-14;2000-08-17;;3 days
3;564193;178;184;17,280475090026854;18,294727325439453;572234,0114541403;0,05869353881352235;2000-09-15;2000-09-25;;10 days
4;-608959;189;193;16,949831382751466;17,71209144592285;-464185,1258087839;-0,044971542545672705;2000-10-02;2000-10-06;;4 days
5;586291;195;201;16,813436462402343;16,255504608154297;-327110,4247589414;-0,033183689455494436;2000-10-10;2000-10-18;;8 days
6;565854;208;209;16,842625659942627;18,119935989379883;722771,1591533892;0,07583795752672495;2000-10-27;2000-10-30;;3 days
7;544587;220;226;18,827546516418458;19,285205841064453;249235,31863098848;0,024307964091173417;2000-11-14;2000-11-22;;8 days
8;-550669;231;235;19,072193675994875;19,80957794189453;-406054,65631869796;-0,03866279246250315;2000-11-30;2000-12-06;;6 days
9;-519869;238;243;19,42107527923584;18,760833740234375;343239,10863915255;0,03399613716071459;2000-12-11;2000-12-18;;7 days
10;551921;253;254;18,915116020202635;20,741792678833008;1008181,2081079338;0,09657232113614089;2001-01-03;2001-01-04;;1 days
11;549277;261;267;20,84165465927124;22,14011573791504;713214,8058942307;0,06230124718366303;2001-01-16;2001-01-24;;8 days
12;-575709;275;286;21,12361887359619;19,926103591918945;689420,3252991246;0,056690820301349865;2001-02-05;2001-02-21;;16 days
13;-666787;298;300;19,272218925476075;18,224809646606445;698398,8908296437;0,05434814138008015;2001-03-09;2001-03-13;;4 days
14;686629;305;308;19,732436485290528;18,634984970092773;-753542,0364287187;-0,05561662473946616;2001-03-20;2001-03-23;;3 days
15;705190;320;325;18,144498653411866;19,250246047973633;779762,0051710127;0,06094119301300416;2001-04-10;2001-04-18;;8 days
16;633527;334;340;21,42779125213623;20,811708450317383;-390305,0891878895;-0,028751577545699125;2001-05-01;2001-05-09;;8 days
17;623466;344;347;21,147566928863526;22,3731689453125;764121,1867873761;0,05795475293075891;2001-05-15;2001-05-18;;3 days
18;-633023;356;364;22,03536213684082;20,928234100341797;700837,5110487215;0,05024324218606879;2001-06-01;2001-06-13;;12 days
19;-692914;366;367;21,142224014282228;21,534175872802734;-271588,9300948785;-0,01853881872861307;2001-06-15;2001-06-18;;3 days
20;-628489;389;410;22,877329460144043;21,515531539916992;855875,0130855792;0,0595260877192646;2001-07-19;2001-08-17;;29 days
21;-727755;419;424;20,932896194458007;19,385419845581055;1126183,6502769461;0,07392557315058235;2001-08-30;2001-09-07;;8 days
22;-1004857;426;427;16,28114085006714;14,915446281433105;1372327,7471538892;0,08388199458568046;2001-09-17;2001-09-18;;1 days
23;1199619;434;439;14,781812507629395;15,619268417358398;1004628,0209731975;0,056654480585297984;2001-09-27;2001-10-04;;7 days
24;1225007;444;445;15,295557100296021;15,498080253601074;248092,28046076346;0,013240652300342326;2001-10-11;2001-10-12;;1 days
25;1204450;447;450;15,762596683502197;14,915446281433105;-1020350,3017721177;-0,05374434295814701;2001-10-16;2001-10-19;;3 days
26;-1179946;456;458;15,225192518234254;14,3095064163208;1080460,153208371;0,060142825834011204;2001-10-29;2001-10-31;;2 days
27;-1255900;461;463;15,164720100402832;15,265027046203613;-125975,49323120146;-0,0066144937154570815;2001-11-05;2001-11-07;;2 days
28;1108928;469;473;17,060968425750733;16,826486587524414;-260023,47590063568;-0,01374375899274316;2001-11-15;2001-11-21;;6 days
29;1094587;478;483;17,0469557762146;18,737529754638672;1850480,2993212708;0,09917160580558959;2001-11-29;2001-12-06;;7 days
30;-1155716;488;494;17,74644320297241;18,78413963317871;-1199282,3675323036;-0,05847348780472772;2001-12-13;2001-12-21;;8 days
31;-1021970;500;504;18,89542770767212;19,063804626464844;-172076,15969860012;-0,008910987430274409;2002-01-02;2002-01-08;;6 days
32;-1053586;510;519;18,16510264968872;18,644306182861328;-504882,1337011957;-0,026380447301288523;2002-01-16;2002-01-30;;14 days
33;-993974;524;528;18,746571353912355;17,474376678466797;1264528,430331323;0,06786279215692714;2002-02-06;2002-02-12;;6 days
34;1001994;542;553;19,85853695297241;20,835012435913086;978422,5750536585;0,04917157216833723;2002-03-05;2002-03-20;;15 days
35;-1022531;562;568;20,416551193237304;20,97484588623047;-570873,6307209942;-0,02734520084754033;2002-04-03;2002-04-11;;8 days
36;-979835;572;577;20,723566471099854;21,347732543945312;-611579,7639865297;-0,03011866098028504;2002-04-17;2002-04-24;;7 days
37;-938735;580;585;20,9794147567749;20,02398681640625;896893,6476019653;0,04554121034573255;2002-04-29;2002-05-06;;7 days
38;-1078582;588;593;19,090800720214844;20,000680923461914;-981380,4093786314;-0,0476606621472726;2002-05-09;2002-05-16;;7 days
39;-1258368;639;641;15,583377643585205;15,847661018371582;-332565,7417631835;-0,016959312726093634;2002-07-23;2002-07-25;;2 days
40;1250757;643;644;15,412316757202149;16,08071517944336;836004,00540715;0,04336780983487576;2002-07-29;2002-07-30;;1 days
41;1367142;651;659;14,711756904602051;15,334942817687988;851983,635588134;0,042359720672858314;2002-08-08;2002-08-20;;12 days
42;-1345347;674;676;15,583377643585205;14,565864562988281;1368908,1704418298;0,06529477138197803;2002-09-11;2002-09-13;;2 days
43;-1704968;682;686;13,099341047286988;14,379422187805176;-2182497,3819870143;-0,09772103313420533;2002-09-23;2002-09-27;;4 days
44;1468590;688;690;13,721632873535157;13,51246166229248;-307186,7491188819;-0,01524390086591687;2002-10-01;2002-10-03;;2 days
45;1577774;695;696;12,57738498687744;13,70356559753418;1776858,486798326;0,08954012394720645;2002-10-10;2002-10-11;;1 days
46;1522828;701;703;14,19801326751709;14,962057113647461;1163507,3621150195;0,053813433734309024;2002-10-18;2002-10-22;;4 days
47;1548736;704;706;14,711756904602051;14,360777854919434;-543573,8894892586;-0,02385704521618537;2002-10-23;2002-10-25;;2 days
48;1485845;713;716;14,968628723144532;15,15316104888916;274186,4335460276;0,012327937926558619;2002-11-05;2002-11-08;;3 days
49;-1531697;719;724;14,699544946670532;15,358247756958008;-1008933,1184088963;-0,04481110215841566;2002-11-13;2002-11-20;;7 days
50;1348803;726;728;15,944742015838623;16,733266830444336;1063564,63551463;0,04945359503605862;2002-11-22;2002-11-26;;4 days
51;-1359077;732;735;16,60676317214966;15,665879249572754;1278733,6988440524;0,05665667131056662;2002-12-03;2002-12-06;;3 days
52;1563004;741;749;15,258193857192992;15,334942817687988;119958,93224952041;0,005030016082723687;2002-12-16;2002-12-27;;11 days
53;1508086;753;762;15,893367078781129;15,432825088500977;-694536,9279536336;-0,028976993232290638;2003-01-03;2003-01-16;;13 days
54;1626937;785;790;14,305432113647461;13,750177383422852;-903364,4650274353;-0,03881425781573511;2003-02-20;2003-02-27;;7 days
55;1632544;796;799;13,702950296401978;13,479833602905273;-364247,81926788413;-0,016282383623276275;2003-03-07;2003-03-12;;5 days
56;1409480;806;807;15,613143711090087;15,665879249572754;74329,686780549;0,003377637422578017;2003-03-21;2003-03-24;;3 days
57;1461455;814;818;15,108740884780884;15,54469108581543;637121,6010529418;0,02885417152621117;2003-04-02;2003-04-08;;6 days
58;-1382707;827;828;16,429997203826904;16,761232376098633;-458001,19134632533;-0,020160391274721468;2003-04-22;2003-04-23;;1 days
