;Date;RSI
0;2008-01-02;
1;2008-01-03;
2;2008-01-04;
3;2008-01-07;
4;2008-01-08;
5;2008-01-09;
6;2008-01-10;
7;2008-01-11;
8;2008-01-14;
9;2008-01-15;
10;2008-01-16;
11;2008-01-17;
12;2008-01-18;
13;2008-01-22;
14;2008-01-23;
15;2008-01-24;
16;2008-01-25;
17;2008-01-28;
18;2008-01-29;
19;2008-01-30;
20;2008-01-31;59,037629573531504
21;2008-02-01;62,20830403141934
22;2008-02-04;56,5803174393169
23;2008-02-05;61,41125082732642
24;2008-02-06;57,427344119420006
25;2008-02-07;58,915991612235906
26;2008-02-08;53,495092991965834
27;2008-02-11;53,14318979019041
28;2008-02-12;58,77300899968631
29;2008-02-13;54,90430910371353
30;2008-02-14;60,45016563713356
31;2008-02-15;58,91784309402776
32;2008-02-19;60,00000556745522
33;2008-02-20;60,270276323200186
34;2008-02-21;58,50341215459155
35;2008-02-22;50,65839375569555
36;2008-02-25;50,696603448494294
37;2008-02-26;60,080316480326466
38;2008-02-27;56,351233588951594
39;2008-02-28;50,4587164573856
40;2008-02-29;48,42259800499876
41;2008-03-03;42,89195663725477
42;2008-03-04;42,282432751147155
43;2008-03-05;46,94619869516075
44;2008-03-06;40,64303303568221
45;2008-03-07;43,666957836019705
46;2008-03-10;39,6147414879467
47;2008-03-11;48,27321700589614
48;2008-03-12;42,662638767288215
49;2008-03-13;40,201392954463834
50;2008-03-14;41,92245315720435
51;2008-03-17;37,42470640582554
52;2008-03-18;40,642859449869945
53;2008-03-19;42,68465572636556
54;2008-03-20;45,251017987511396
55;2008-03-24;51,810925969839715
56;2008-03-25;52,0987680828115
57;2008-03-26;50,87500134271306
58;2008-03-27;45,4889566856916
59;2008-03-28;44,31469153737346
60;2008-03-31;48,03463133832143
61;2008-04-01;57,544292279675986
62;2008-04-02;57,44029246440326
63;2008-04-03;51,74602997269611
64;2008-04-04;53,700072060184326
65;2008-04-07;56,74739852399308
66;2008-04-08;55,82028688536007
67;2008-04-09;54,95978206686784
68;2008-04-10;49,925484306270704
69;2008-04-11;50,187269878286074
70;2008-04-14;49,048315681645626
71;2008-04-15;46,302696413906375
72;2008-04-16;52,53390199819376
73;2008-04-17;51,985549807118524
74;2008-04-18;50,84995971439563
75;2008-04-21;43,4033019725239
76;2008-04-22;34,1836798605911
77;2008-04-23;37,3653780923436
78;2008-04-24;43,86756825744418
79;2008-04-25;49,58490904009154
80;2008-04-28;51,48902162835103
81;2008-04-29;52,009470139137
82;2008-04-30;39,72850095599037
83;2008-05-01;47,05882926972075
84;2008-05-02;53,08352819411967
85;2008-05-05;50,52394508041114
86;2008-05-06;53,781513130438455
87;2008-05-07;50,538403238409714
88;2008-05-08;55,61496724385568
89;2008-05-09;56,44676819555093
90;2008-05-12;62,666663029266374
91;2008-05-13;62,02346553528569
92;2008-05-14;66,35293555045713
93;2008-05-15;64,03939546142513
94;2008-05-16;60,442465441893276
95;2008-05-19;60,22928612411185
96;2008-05-20;62,374411647648174
97;2008-05-21;57,34675895536324
98;2008-05-22;54,00340053420036
99;2008-05-23;47,269302149320986
100;2008-05-27;43,605251451232945
101;2008-05-28;46,61509626461857
102;2008-05-29;43,50590414585476
103;2008-05-30;43,664548324627255
104;2008-06-02;31,61545928476282
105;2008-06-03;24,972997842260497
106;2008-06-04;23,888337589738924
107;2008-06-05;22,033912632046892
108;2008-06-06;21,78012104399751
109;2008-06-09;18,98866613330327
110;2008-06-10;18,143917315325353
111;2008-06-11;8,051689517145135
112;2008-06-12;15,840612610556164
113;2008-06-13;19,82921983811059
114;2008-06-16;21,206410792902687
115;2008-06-17;20,143244710109983
116;2008-06-18;18,971329241716816
117;2008-06-19;23,206745955144598
118;2008-06-20;22,596542950512756
119;2008-06-23;22,671061462653384
120;2008-06-24;23,012546928347362
121;2008-06-25;28,79256774733001
122;2008-06-26;23,27089082289676
123;2008-06-27;24,451170609899236
124;2008-06-30;24,60014594970859
125;2008-07-01;25,27386180689237
126;2008-07-02;24,231054724553744
127;2008-07-03;27,82194778339833
128;2008-07-07;29,612402486016748
129;2008-07-08;38,13291838458116
130;2008-07-09;36,377359912377045
131;2008-07-10;30,91884816969464
132;2008-07-11;33,28520341979434
133;2008-07-14;26,48498249572313
134;2008-07-15;27,146827160670497
135;2008-07-16;33,62776487834334
136;2008-07-17;41,666669689772505
137;2008-07-18;43,545400938776325
138;2008-07-21;42,587944929707284
139;2008-07-22;51,14649786117387
140;2008-07-23;54,26979889326598
141;2008-07-24;47,07461117874493
142;2008-07-25;44,19920555382833
143;2008-07-28;46,350153707839624
144;2008-07-29;49,38202183260398
145;2008-07-30;51,08571555509309
146;2008-07-31;50,112107751892644
147;2008-08-01;54,06301978017702
148;2008-08-04;52,68697500138292
149;2008-08-05;53,51116003880009
150;2008-08-06;52,66075092539549
151;2008-08-07;53,76343587993058
152;2008-08-08;62,49999543295078
153;2008-08-11;64,92053389660585
154;2008-08-12;68,46678617762427
155;2008-08-13;66,03415058814211
156;2008-08-14;64,62450148041228
157;2008-08-15;60,310414076984266
158;2008-08-18;56,74547328291087
159;2008-08-19;52,86666297470469
160;2008-08-20;47,14184907861133
161;2008-08-21;44,097991722885894
162;2008-08-22;57,14285962832727
163;2008-08-25;53,83993722613346
164;2008-08-26;57,02198902997863
165;2008-08-27;54,72370457685299
166;2008-08-28;56,876060796169426
167;2008-08-29;60,3603533857967
168;2008-09-02;60,50268620553425
169;2008-09-03;61,384340687394385
170;2008-09-04;55,41284176351249
171;2008-09-05;54,280339207368975
172;2008-09-08;61,10091533021848
173;2008-09-09;51,54828149474906
174;2008-09-10;50,04694364860215
175;2008-09-11;53,672314533782206
176;2008-09-12;53,320863141914046
177;2008-09-15;42,273528277688676
178;2008-09-16;44,821730539695956
179;2008-09-17;42,61501046716916
180;2008-09-18;50,0
181;2008-09-19;54,5525328134536
182;2008-09-22;48,64677441431597
183;2008-09-23;43,81153134201869
184;2008-09-24;44,723620969005815
185;2008-09-25;43,897217868973776
186;2008-09-26;44,09672613373994
187;2008-09-29;37,09459392204701
188;2008-09-30;43,5523126467635
189;2008-10-01;37,8998127200928
190;2008-10-02;35,201785467501054
191;2008-10-03;35,26108313491385
192;2008-10-06;31,078216350948992
193;2008-10-07;24,557080866070635
194;2008-10-08;25,368573050661666
195;2008-10-09;23,14009633185762
196;2008-10-10;25,654201827782032
197;2008-10-13;32,42068688210922
198;2008-10-14;31,989709443205484
199;2008-10-15;28,817115044357152
200;2008-10-16;31,943834578089152
201;2008-10-17;31,67401107384576
202;2008-10-20;29,78723049529512
203;2008-10-21;30,71895050248304
204;2008-10-22;31,12582762228108
205;2008-10-23;32,31503761293011
206;2008-10-24;33,30161746082888
207;2008-10-27;29,674796297169095
208;2008-10-28;36,16636586571476
209;2008-10-29;35,49566284727038
210;2008-10-30;38,82408069812397
211;2008-10-31;43,05757514266342
212;2008-11-03;43,141056328927554
213;2008-11-04;48,97653154575873
214;2008-11-05;51,12037923464093
215;2008-11-06;49,05000394885395
216;2008-11-07;53,06442737828644
217;2008-11-10;46,918699168901576
218;2008-11-11;41,926343540186856
219;2008-11-12;42,45553505082405
220;2008-11-13;49,08675671105355
221;2008-11-14;43,26466061563067
222;2008-11-17;39,847161358683586
223;2008-11-18;38,536060386553764
224;2008-11-19;36,71795019228044
225;2008-11-20;36,106907428564824
226;2008-11-21;36,87094822273196
227;2008-11-24;41,88073189994871
228;2008-11-25;45,11352460429827
229;2008-11-26;45,83536164085739
230;2008-11-28;42,35355031492186
231;2008-12-01;37,11641197571443
232;2008-12-02;38,34765869770132
233;2008-12-03;40,57692392817813
234;2008-12-04;37,16683007541713
235;2008-12-05;39,67333880488805
236;2008-12-08;46,988572883653795
237;2008-12-09;44,861254445678846
238;2008-12-10;50,052910121644025
239;2008-12-11;46,70750492409579
240;2008-12-12;50,916156046958235
241;2008-12-15;46,12268605540715
242;2008-12-16;57,9685708047872
243;2008-12-17;57,93606226842569
244;2008-12-18;57,70949635102159
245;2008-12-19;64,84326741408901
246;2008-12-22;66,47763049394233
247;2008-12-23;66,62484310548862
248;2008-12-24;62,189053387938955
249;2008-12-26;62,242726816035216
250;2008-12-29;56,111115486458274
251;2008-12-30;56,35359232007151
252;2008-12-31;68,65047265986867
253;2009-01-02;67,6190493905105
254;2009-01-05;68,54500460143709
255;2009-01-06;72,69044808842472
256;2009-01-07;64,67195553766686
257;2009-01-08;61,926968016771475
258;2009-01-09;60,51633355096125
259;2009-01-12;54,60030104238433
260;2009-01-13;56,87353011257635
261;2009-01-14;52,12996319494036
262;2009-01-15;54,43786830018837
263;2009-01-16;47,16981661811274
264;2009-01-20;44,17671197532264
265;2009-01-21;48,97637663346768
266;2009-01-22;46,985121277856045
267;2009-01-23;47,88507696485435
268;2009-01-26;45,98841864220536
269;2009-01-27;46,16652798695933
270;2009-01-28;49,37984407598829
271;2009-01-29;45,53251735056003
272;2009-01-30;42,687194633393986
273;2009-02-02;36,14888686791123
274;2009-02-03;36,33119794222009
275;2009-02-04;31,200572302419204
276;2009-02-05;28,79464747856227
277;2009-02-06;35,54463832375667
278;2009-02-09;32,15488063268745
279;2009-02-10;31,260226529265083
280;2009-02-11;34,08695752735353
281;2009-02-12;38,75968828312521
282;2009-02-13;39,96447960384619
283;2009-02-17;38,893846816671186
284;2009-02-18;35,25114148425466
285;2009-02-19;38,716146469300185
286;2009-02-20;33,262715377270354
287;2009-02-23;32,3711362169189
288;2009-02-24;37,58325051515986
289;2009-02-25;35,753673843348636
290;2009-02-26;34,590621405726594
291;2009-02-27;30,29410912189509
292;2009-03-02;31,530605566083267
293;2009-03-03;35,63940598380648
294;2009-03-04;40,08859372751878
295;2009-03-05;32,45901129804852
296;2009-03-06;33,408320244475206
297;2009-03-09;33,25816195543233
298;2009-03-10;39,89847075706255
299;2009-03-11;42,35412838276984
300;2009-03-12;53,128204805358735
301;2009-03-13;51,67853251339136
302;2009-03-16;45,50050375176106
303;2009-03-17;51,32274805788666
304;2009-03-18;54,627768597933276
305;2009-03-19;56,51731069661578
306;2009-03-20;55,83500817592145
307;2009-03-23;62,46648788663665
308;2009-03-24;66,29731854605794
309;2009-03-25;61,6650557164305
310;2009-03-26;67,28452358491015
311;2009-03-27;63,130430063956496
312;2009-03-30;58,4905641375965
313;2009-03-31;63,57267861538743
314;2009-04-01;64,38355864427177
315;2009-04-02;67,901230962152
316;2009-04-03;74,18126903941686
317;2009-04-06;74,80798746982211
318;2009-04-07;69,19117700156703
319;2009-04-08;66,20967685382004
