;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;return_ann;sharpe_ratio;max_drawdown;trades;cenario
0;49;1;50;2;2;3;6;0,01;0,05;SO;24,004311619950602;1,471900179902455;-11,192291483678474;55,5;Media_dos_resultados_por_ativo
