;indice_original_lower_pivot;support_slope;support_intercept;valor_rsi;mapeado;x_min;x_max;num_zeros;inicio_janela;fim_janela;indice;support_slope_rounded
0;53,0;0,018294774037971234;39,668379749912624;40,6380027739251;1;53,0;98,0;3,0;53,0;102,0;9,0;0,01829
1;97,0;-0,5984618842350339;99,51207037643209;41,46126760563381;1;71,0;120,0;3,0;56,0;120,0;11,0;-0,59846
2;97,0;-0,22210022380399627;63,00498931462145;41,46126760563381;1;97,0;120,0;3,0;70,0;120,0;12,0;-0,2221
3;106,0;-0,22210022380399627;63,00498931462145;39,46236559139784;1;97,0;142,0;3,0;86,0;146,0;17,0;-0,2221
4;106,0;0,20159461634116055;18,093336259234825;39,46236559139784;1;106,0;136,0;3,0;91,0;141,0;20,0;0,20159
5;106,0;0,254545652623896;12,480526413264865;39,46236559139784;1;106,0;136,0;3,0;87,0;136,0;18,0;0,25455
6;154,0;-0,5620525363703541;121,94934902800082;35,393258426966284;1;136,0;181,0;3,0;131,0;185,0;33,0;-0,56205
7;181,0;0,7579432403077012;-104,68255051225705;32,50517598343686;1;181,0;197,0;3,0;154,0;203,0;42,0;0,75794
8;238,0;-0,000619906482266952;45,92191709211894;45,774379349339405;1;238,0;264,0;3,0;216,0;277,0;66,0;-0,00062
9;325,0;-0,3180712816610395;138,6357551814944;35,26258864165656;1;315,0;355,0;3,0;315,0;364,0;99,0;-0,31807
10;350,0;-0,48286531814957984;229,07035882870684;60,06749747635389;1;350,0;391,0;5,0;350,0;399,0;109,0;-0,48287
11;355,0;-0,5984216144694727;271,80066803792215;59,360994901259346;1;355,0;391,0;3,0;353,0;404,0;110,0;-0,59842
12;384,0;-0,479250111923024;227,80503664941227;43,772993670971076;1;350,0;384,0;4,0;341,0;390,0;108,0;-0,47925
13;418,0;0,3734622026791952;-112,24591266812669;43,86128805177691;1;418,0;439,0;3,0;405,0;454,0;125,0;0,37346
14;430,0;0,014240062004456685;42,90983221791449;49,03305887983087;1;430,0;465,0;3,0;429,0;479,0;128,0;0,01424
15;479,0;-0,16116350131372315;122,45477138476447;45,25745425549108;1;439,0;479,0;3,0;433,0;482,0;130,0;-0,16116
16;483,0;-0,3093797238468477;191,8681267733711;42,437720155343676;1;455,0;483,0;4,0;440,0;489,0;132,0;-0,30938
17;483,0;-0,21059713983400757;144,15613869516935;42,437720155343676;1;439,0;483,0;3,0;439,0;488,0;131,0;-0,2106
18;490,0;-0,724796402225191;392,4349309213576;37,28469383101398;1;479,0;515,0;3,0;469,0;518,0;140,0;-0,7248
19;490,0;-0,4898706887589148;277,3213313228822;37,28469383101398;1;465,0;507,0;3,0;457,0;514,0;136,0;-0,48987
20;490,0;-0,11834444305594179;95,27347092842547;37,28469383101398;1;490,0;515,0;3,0;465,0;518,0;137,0;-0,11834
21;503,0;-0,11834444305594179;95,27347092842547;35,74621607128674;1;490,0;526,0;3,0;476,0;528,0;142,0;-0,11834
22;503,0;-0,07698623254914239;74,47029104350536;35,74621607128674;1;490,0;526,0;4,0;476,0;528,0;141,0;-0,07699
23;507,0;-0,07698623254914239;74,47029104350536;35,43827114109017;1;490,0;539,0;4,0;483,0;539,0;146,0;-0,07699
24;507,0;0,01738850969908568;26,62229672365373;35,43827114109017;1;503,0;539,0;3,0;483,0;539,0;145,0;0,01739
25;526,0;-0,867372159751548;492,00640885468704;35,7686528253728;1;515,0;549,0;3,0;514,0;563,0;157,0;-0,86737
26;526,0;0,01738850969908568;26,62229672365373;35,7686528253728;1;503,0;549,0;3,0;489,0;552,0;147,0;0,01739
27;549,0;0,23320333780465566;-86,89630285987607;41,13232959487988;1;526,0;575,0;3,0;526,0;575,0;166,0;0,2332
28;549,0;0,5630387733399638;-267,9759569687602;41,13232959487988;1;549,0;568,0;3,0;525,0;575,0;163,0;0,56304
29;683,0;0,05291047570637974;9,237870822351752;45,37572572980911;1;683,0;714,0;3,0;671,0;724,0;201,0;0,05291
30;683,0;0,142504792810658;-51,955047759870304;45,37572572980911;1;683,0;705,0;3,0;664,0;713,0;199,0;0,1425
31;730,0;-0,9885263290144386;752,8237493930161;31,199529212475866;1;714,0;761,0;3,0;711,0;763,0;215,0;-0,98853
32;730,0;-0,6924520783667089;536,6895464201733;31,199529212475866;1;705,0;749,0;3,0;705,0;754,0;213,0;-0,69245
33;730,0;-0,6141637755948213;479,5390853966954;31,199529212475866;1;700,0;749,0;3,0;694,0;749,0;207,0;-0,61416
34;730,0;0,7644012968689319;-526,8134175018444;31,199529212475866;1;730,0;749,0;3,0;700,0;760,0;210,0;0,7644
35;744,0;-0,07684670308242178;99,07509446196272;41,90114736864091;1;744,0;791,0;5,0;741,0;793,0;225,0;-0,07685
36;749,0;-0,2655055812019004;245,2032473993668;46,33956707914342;1;749,0;797,0;4,0;747,0;798,0;227,0;-0,26551
37;771,0;-0,05195196577552963;80,55340990563496;40,49844429270161;1;744,0;771,0;3,0;732,0;781,0;224,0;-0,05195
38;791,0;0,040479249004511705;7,326199929980731;39,34528589254949;1;771,0;810,0;4,0;760,0;810,0;230,0;0,04048
39;797,0;0,35173759356587386;-239,05244300578266;41,282419066218765;1;797,0;842,0;3,0;797,0;846,0;245,0;0,35174
40;834,0;0,06663437786847509;-1,1613055680275792;54,41176557428065;1;834,0;859,0;3,0;816,0;874,0;252,0;0,06663
41;834,0;0,13920873204323836;-61,688316949780145;54,41176557428065;1;834,0;859,0;4,0;809,0;859,0;248,0;0,13921
42;834,0;0,3548472029205915;-241,53080166149266;54,41176557428065;1;791,0;834,0;3,0;791,0;840,0;243,0;0,35485
43;842,0;-0,4395236801450267;427,18954945879557;57,11061077668309;1;842,0;887,0;3,0;842,0;891,0;257,0;-0,43952
44;851,0;-0,8162334120512603;751,3929476746383;56,7783140190157;1;851,0;899,0;3,0;851,0;900,0;260,0;-0,81623
45;851,0;-0,5401741346905227;516,4665026406504;56,7783140190157;1;851,0;887,0;3,0;845,0;894,0;258,0;-0,54017
46;899,0;-1,0875641837097483;994,233988308985;16,513787153921257;1;875,0;913,0;3,0;863,0;924,0;263,0;-1,08756
47;899,0;-0,9890959466767818;905,7110432163481;16,513787153921257;1;859,0;899,0;3,0;859,0;908,0;261,0;-0,9891
48;933,0;-0,32862960661404034;351,10561059988464;44,49418762898498;1;933,0;977,0;4,0;927,0;982,0;278,0;-0,32863
49;958,0;-0,31390620333977487;337,0005902631383;36,278447463633974;1;958,0;977,0;3,0;940,0;989,0;280,0;-0,31391
50;977,0;-0,31390620333977487;337,0005902631383;30,31422960017825;1;958,0;1004,0;3,0;949,0;1007,0;282,0;-0,31391
51;977,0;0,2281055889886093;-192,54493084169303;30,31422960017825;1;977,0;1021,0;4,0;977,0;1026,0;292,0;0,22811
52;977,0;0,24366361221345947;-207,74511953237163;30,31422960017825;1;977,0;1013,0;3,0;968,0;1020,0;289,0;0,24366
53;1021,0;0,21254756576375913;-176,66018912912102;40,35087551567706;1;999,0;1042,0;3,0;985,0;1048,0;293,0;0,21255
