indice;indice_original_lower_pivot;valor_rsi;support_slope;support_intercept;inicio_janela;fim_janela;mapeado;x_min;x_max;num_zeros
9,0;53,0;40,6380027739251;0,018294774037971234;39,668379749912624;53,0;102,0;1,0;53,0;98,0;3,0
11,0;97,0;41,46126760563381;-0,5984618842350339;99,51207037643209;56,0;105,0;1,0;71,0;98,0;3,0
12,0;97,0;41,46126760563381;-0,22210022380399627;63,00498931462145;70,0;119,0;1,0;97,0;106,0;3,0
13,0;97,0;41,46126760563381;-0,5984618842350339;99,51207037643209;70,0;119,0;1,0;71,0;106,0;3,0
14,0;97,0;41,46126760563381;-0,22210022380399627;63,00498931462145;71,0;120,0;1,0;97,0;120,0;3,0
15,0;97,0;41,46126760563381;-0,5984618842350339;99,51207037643209;71,0;120,0;1,0;71,0;120,0;3,0
17,0;106,0;39,46236559139784;-0,22210022380399627;63,00498931462145;86,0;135,0;1,0;97,0;120,0;3,0
18,0;106,0;39,46236559139784;0,254545652623896;12,480526413264865;87,0;136,0;1,0;106,0;136,0;3,0
19,0;106,0;39,46236559139784;-0,22210022380399627;63,00498931462145;87,0;136,0;1,0;97,0;136,0;3,0
20,0;106,0;39,46236559139784;0,20159461634116055;18,093336259234825;91,0;140,0;1,0;106,0;136,0;3,0
21,0;106,0;39,46236559139784;-0,22210022380399627;63,00498931462145;91,0;140,0;1,0;97,0;136,0;3,0
22,0;106,0;39,46236559139784;0,20159461634116055;18,093336259234825;92,0;141,0;1,0;106,0;136,0;3,0
23,0;106,0;39,46236559139784;-0,22210022380399627;63,00498931462145;92,0;141,0;1,0;97,0;136,0;3,0
25,0;106,0;39,46236559139784;-0,22210022380399627;63,00498931462145;97,0;146,0;1,0;97,0;142,0;3,0
33,0;154,0;35,393258426966284;-0,5620525363703541;121,94934902800082;131,0;180,0;1,0;136,0;167,0;3,0
35,0;154,0;35,393258426966284;-0,5620525363703541;121,94934902800082;136,0;185,0;1,0;136,0;181,0;3,0
42,0;181,0;32,50517598343686;0,7579432403077012;-104,68255051225705;154,0;203,0;1,0;181,0;197,0;3,0
66,0;238,0;45,774379349339405;-0,000619906482266952;45,92191709211894;216,0;265,0;1,0;238,0;264,0;3,0
68,0;238,0;45,774379349339405;-0,000619906482266952;45,92191709211894;222,0;271,0;1,0;238,0;264,0;3,0
70,0;238,0;45,774379349339405;-0,000619906482266952;45,92191709211894;227,0;276,0;1,0;238,0;264,0;3,0
72,0;238,0;45,774379349339405;-0,000619906482266952;45,92191709211894;228,0;277,0;1,0;238,0;264,0;3,0
99,0;325,0;35,26258864165656;-0,3180712816610395;138,6357551814944;315,0;364,0;1,0;315,0;355,0;3,0
108,0;384,0;43,772993670971076;-0,479250111923024;227,80503664941227;341,0;390,0;1,0;350,0;384,0;4,0
109,0;350,0;60,06749747635389;-0,48286531814957984;229,07035882870684;350,0;399,0;1,0;350,0;391,0;5,0
110,0;355,0;59,360994901259346;-0,5984216144694727;271,80066803792215;353,0;402,0;1,0;355,0;391,0;3,0
111,0;355,0;59,360994901259346;-0,5984216144694727;271,80066803792215;355,0;404,0;1,0;355,0;391,0;3,0
125,0;418,0;43,86128805177691;0,3734622026791952;-112,24591266812669;405,0;454,0;1,0;418,0;439,0;3,0
128,0;430,0;49,03305887983087;0,014240062004456685;42,90983221791449;429,0;478,0;1,0;430,0;465,0;3,0
129,0;430,0;49,03305887983087;0,014240062004456685;42,90983221791449;430,0;479,0;1,0;430,0;465,0;3,0
130,0;479,0;45,25745425549108;-0,16116350131372315;122,45477138476447;433,0;482,0;1,0;439,0;479,0;3,0
131,0;483,0;42,437720155343676;-0,21059713983400757;144,15613869516935;439,0;488,0;1,0;439,0;483,0;3,0
132,0;483,0;42,437720155343676;-0,3093797238468477;191,8681267733711;440,0;489,0;1,0;455,0;483,0;4,0
136,0;490,0;37,28469383101398;-0,4898706887589148;277,3213313228822;457,0;506,0;1,0;465,0;503,0;3,0
137,0;490,0;37,28469383101398;-0,11834444305594179;95,27347092842547;465,0;514,0;1,0;490,0;507,0;3,0
138,0;490,0;37,28469383101398;-0,4898706887589148;277,3213313228822;465,0;514,0;1,0;465,0;507,0;3,0
139,0;490,0;37,28469383101398;-0,11834444305594179;95,27347092842547;469,0;518,0;1,0;490,0;515,0;3,0
140,0;490,0;37,28469383101398;-0,724796402225191;392,4349309213576;469,0;518,0;1,0;479,0;515,0;3,0
141,0;503,0;35,74621607128674;-0,07698623254914239;74,47029104350536;476,0;525,0;1,0;490,0;519,0;3,0
142,0;503,0;35,74621607128674;-0,11834444305594179;95,27347092842547;476,0;525,0;1,0;490,0;519,0;3,0
143,0;503,0;35,74621607128674;-0,07698623254914239;74,47029104350536;479,0;528,0;1,0;490,0;526,0;4,0
144,0;503,0;35,74621607128674;-0,11834444305594179;95,27347092842547;479,0;528,0;1,0;490,0;526,0;3,0
145,0;507,0;35,43827114109017;0,01738850969908568;26,62229672365373;483,0;532,0;1,0;503,0;526,0;3,0
146,0;507,0;35,43827114109017;-0,07698623254914239;74,47029104350536;483,0;532,0;1,0;490,0;526,0;4,0
147,0;526,0;35,7686528253728;0,01738850969908568;26,62229672365373;489,0;538,0;1,0;503,0;526,0;3,0
148,0;507,0;35,43827114109017;0,01738850969908568;26,62229672365373;490,0;539,0;1,0;503,0;539,0;3,0
149,0;507,0;35,43827114109017;-0,07698623254914239;74,47029104350536;490,0;539,0;1,0;490,0;539,0;4,0
151,0;526,0;35,7686528253728;0,01738850969908568;26,62229672365373;499,0;548,0;1,0;503,0;539,0;3,0
