;Size;EntryBar;ExitBar;EntryPrice;ExitPrice;PnL;ReturnPct;EntryTime;ExitTime;Tag;Duration
0;-362716;150;153;27,56975;26,65625;331341,06599999964;0,03313414158634009;2000-08-07;2000-08-10;;3 days
1;410785;205;206;25,150200382232665;27,375;913914,3109845547;0,08846051259850163;2000-10-24;2000-10-25;;1 days
2;-387209;227;247;29,041800380706785;29,940000534057617;-347791,1831788222;-0,030927839926464307;2000-11-24;2000-12-22;;28 days
3;362041;273;277;30,100080917358397;29,0;-398274,39540135156;-0,03654744053275927;2001-02-01;2001-02-07;;6 days
4;351029;287;293;29,909700382232668;28,700000762939453;-424639,6476608778;-0,04044505975766366;2001-02-22;2001-03-02;;8 days
5;375866;328;335;26,8035;28,125;496706,9190000001;0,0493032626336114;2001-04-23;2001-05-02;;9 days
6;369209;348;350;28,632150764465333;28,100000381469727;-196474,71075542487;-0,01858576351365282;2001-05-21;2001-05-23;;2 days
7;-382541;398;410;27,120649238586427;27,725000381469727;-231189,0905497202;-0,022283800714602675;2001-08-01;2001-08-17;;16 days
8;363495;413;420;27,905700382232666;26,825000762939453;-392828,90811498655;-0,03872684091388312;2001-08-22;2001-08-31;;9 days
9;-332606;461;507;29,31625;27,700000762939453;537574,1937417603;0,055131513650639064;2001-11-05;2002-01-11;;67 days
10;360906;512;516;28,506900764465332;27,975000381469727;-191966,0396254119;-0,018658653474482034;2002-01-18;2002-01-25;;7 days
11;360831;535;545;27,980849235534667;27,25;-263713,0605072093;-0,026119623081579446;2002-02-22;2002-03-08;;14 days
12;-359247;580;601;27,370149238586425;26,075000762939453;465278,20443074766;0,047319744746626036;2002-04-29;2002-05-29;;30 days
13;-417333;620;623;24,675550380706788;25,649999618530273;-406669,8237685886;-0,03949047631315983;2002-06-25;2002-06-28;;3 days
14;376847;746;761;26,24738969421387;26,299999237060547;19825,748393142134;0,0020043723760567733;2002-12-23;2003-01-15;;23 days
15;-375106;765;772;26,422050380706786;24,774999618530273;617818,6231969828;0,06233622063559374;2003-01-22;2003-01-31;;9 days
16;428893;796;802;24,549;25,950000762939453;600879,4202193911;0,05706956547881603;2003-03-07;2003-03-17;;10 days
17;-377397;859;865;29,490899238586426;29,959999084472656;-177036,87453792567;-0,015906596882351076;2003-06-06;2003-06-16;;10 days
18;-370141;872;885;29,59069961929321;28,475000381469727;412966,0315872224;0,0377043886145918;2003-06-25;2003-07-15;;20 days
19;-404636;892;902;28,088710456848144;27,424999237060547;268561,4531299742;0,023629109666933212;2003-07-24;2003-08-07;;14 days
20;437905;984;996;26,568029388427735;24,899999618530273;-730438,5763869481;-0,06278334555832765;2003-12-03;2003-12-19;;16 days
21;-399112;1058;1065;27,32025;27,924999237060547;-241362,6775017084;-0,02213556746591072;2004-03-22;2004-03-31;;9 days
22;367635;1087;1096;29,002889694213867;27,975000381469727;-377888,0874906919;-0,0354409275620976;2004-05-03;2004-05-14;;11 days
23;-372701;1141;1144;27,594699619293213;26,385000228881836;450856,1725057105;0,04383810685025902;2004-07-21;2004-07-26;;5 days
24;394260;1180;1184;27,229349235534666;24,149999618530273;-1214064,380000152;-0,11308935775026896;2004-09-15;2004-09-21;;6 days
25;365827;1273;1274;26,026950382232666;26,155000686645508;46844,258712436604;0,004919911957885548;2005-01-27;2005-01-28;;1 days
26;384657;1364;1400;24,874650764465333;26,700000762939453;702133,6543630597;0,07338193471571164;2005-06-08;2005-07-29;;51 days
