;indice_original_lower_pivot;support_slope;support_intercept;valor_rsi;mapeado;x_min;x_max;num_zeros;inicio_janela;fim_janela;indice;support_slope_rounded
0;77,0;0,40952532809210307;-11,012277624655454;20,521172638436482;1;77,0;131,0;3,0;24,0;141,0;0,0;0,40953
1;88,0;-0,03704469189734054;33,53835516074787;30,2784222737819;1;88,0;173,0;5,0;88,0;177,0;26,0;-0,03704
2;97,0;-0,14661421097436983;46,067732310667715;31,84615384615384;1;97,0;184,0;3,0;94,0;186,0;29,0;-0,14661
3;103,0;-0,14927687661283748;46,54434945995342;31,16883116883116;1;97,0;184,0;3,0;103,0;192,0;31,0;-0,14928
4;103,0;-0,06781233601456119;38,15350177833096;31,16883116883116;1;88,0;173,0;5,0;89,0;178,0;27,0;-0,06781
5;142,0;-0,5532180146485893;109,6680691912108;31,111111111111114;1;111,0;194,0;4,0;104,0;200,0;33,0;-0,55322
6;142,0;-0,39118246687054103;86,65902140672794;31,111111111111114;1;142,0;201,0;3,0;104,0;205,0;32,0;-0,39118
7;146,0;0,1414790110497823;9,627288787603245;30,28322440087146;1;77,0;146,0;3,0;58,0;149,0;15,0;0,14148
8;150,0;-0,39118246687054103;86,65902140672794;27,981651376146786;1;142,0;206,0;3,0;120,0;209,0;39,0;-0,39118
9;150,0;-0,281305614823837;70,17749359972234;27,981651376146786;1;142,0;206,0;4,0;120,0;209,0;38,0;-0,28131
10;150,0;-0,03704469189734054;33,53835516074787;27,981651376146786;1;88,0;157,0;4,0;83,0;172,0;25,0;-0,03704
11;179,0;-0,281305614823837;70,17749359972234;19,823788546255514;1;142,0;206,0;4,0;123,0;212,0;41,0;-0,28131
12;194,0;0,253322518947519;-30,65498534248536;18,48958333333333;1;194,0;236,0;3,0;150,0;244,0;54,0;0,25332
13;194,0;0,3103800579762121;-41,72414791405182;18,48958333333333;1;194,0;233,0;3,0;146,0;235,0;52,0;0,31038
14;245,0;-0,5316177600821782;154,59092050852317;24,344569288389522;1;233,0;324,0;3,0;234,0;325,0;104,0;-0,53162
15;245,0;-0,5208196921680065;151,9453938695511;24,344569288389522;1;233,0;316,0;3,0;204,0;322,0;84,0;-0,52082
16;245,0;0,15447564160282898;-13,501962904303575;24,344569288389522;1;245,0;331,0;3,0;213,0;334,0;89,0;0,15448
17;245,0;0,3272044697663924;-55,820525804376615;24,344569288389522;1;245,0;294,0;5,0;206,0;298,0;85,0;0,3272
18;245,0;0,33078046608987266;-56,69664490362928;24,344569288389522;1;245,0;291,0;4,0;204,0;293,0;83,0;0,33078
19;299,0;0,11673223860338026;-2,216685407468411;32,686253934942286;1;179,0;236,0;3,0;249,0;338,0;111,0;0,11673
20;299,0;0,12981488833456437;-6,128397677092458;32,686253934942286;1;194,0;372,0;5,0;291,0;381,0;135,0;0,12981
21;299,0;0,15447564160282898;-13,501962904303575;32,686253934942286;1;245,0;324,0;3,0;241,0;330,0;108,0;0,15448
22;299,0;0,34305444568795584;-69,88702532575651;32,686253934942286;1;299,0;348,0;3,0;260,0;354,0;118,0;0,34305
23;316,0;-0,12888718230141658;80,27538793477376;39,54703832752613;1;306,0;396,0;3,0;313,0;405,0;144,0;-0,12889
24;372,0;0,12981488833456437;-6,128397677092458;42,162740783365486;1;194,0;372,0;5,0;288,0;377,0;134,0;0,12981
25;382,0;-0,5428069846476319;238,39275243102801;31,040484295632638;1;348,0;436,0;3,0;331,0;437,0;152,0;-0,54281
26;382,0;-0,4939408512772435;219,72588948353967;31,040484295632638;1;324,0;410,0;3,0;320,0;413,0;148,0;-0,49394
27;382,0;-0,12318411163885684;78,09681494167594;31,040484295632638;1;306,0;391,0;3,0;301,0;395,0;141,0;-0,12318
28;410,0;0,09532616830773577;-13,171145889545969;25,912583116625697;1;410,0;443,0;4,0;359,0;456,0;167,0;0,09533
29;430,0;0,007390783575014363;24,641069545524235;27,819106482780413;1;249,0;503,0;5,0;421,0;510,0;203,0;0,00739
30;430,0;0,09532616830773577;-13,171145889545969;27,819106482780413;1;410,0;480,0;4,0;370,0;487,0;172,0;0,09533
31;430,0;0,11058582826932115;-19,732799673027678;27,819106482780413;1;410,0;518,0;5,0;430,0;519,0;209,0;0,11059
32;430,0;0,13357766276598476;-29,619288506593037;27,819106482780413;1;410,0;513,0;4,0;426,0;517,0;206,0;0,13358
33;430,0;0,3137835700630442;-107,10782864432859;27,819106482780413;1;430,0;503,0;3,0;421,0;512,0;202,0;0,31378
34;430,0;0,5519397556065556;-209,51498842803852;27,819106482780413;1;430,0;480,0;4,0;390,0;487,0;183,0;0,55194
35;436,0;0,05867991250005614;7,1544646954515905;32,73890654547607;1;436,0;518,0;3,0;435,0;525,0;210,0;0,05868
36;443,0;-0,22980270638178935;148,32582409371494;46,52322516658226;1;443,0;532,0;3,0;443,0;532,0;214,0;-0,2298
37;488,0;0,3137835700630442;-107,10782864432858;46,018553546436976;1;430,0;503,0;3,0;414,0;503,0;201,0;0,31378
38;488,0;1,2529140367306502;-565,4034963781203;46,018553546436976;1;488,0;496,0;3,0;409,0;499,0;194,0;1,25291
39;566,0;0,3060747460022114;-145,234435354408;28,003870882843685;1;566,0;624,0;3,0;518,0;638,0;247,0;0,30607
40;639,0;-0,5763321784942335;401,24207964459606;32,96581758678087;1;612,0;694,0;3,0;610,0;699,0;289,0;-0,57633
41;639,0;-0,36934101057053453;268,97472334135244;32,96581758678087;1;599,0;694,0;4,0;597,0;697,0;279,0;-0,36934
42;639,0;-0,019015457188394355;45,116694730164866;32,96581758678087;1;576,0;694,0;6,0;596,0;699,0;276,0;-0,01902
43;639,0;0,06797187265667379;-10,468209040833678;32,96581758678087;1;532,0;639,0;3,0;551,0;647,0;260,0;0,06797
44;648,0;-0,019015457188394355;45,116694730164866;32,79467847208532;1;576,0;700,0;6,0;582,0;701,0;269,0;-0,01902
45;648,0;-0,014794986098502844;42,38182946391517;32,79467847208532;1;581,0;665,0;4,0;575,0;670,0;264,0;-0,01479
46;648,0;0,00541292370953486;29,287103908306733;32,79467847208532;1;581,0;700,0;7,0;612,0;701,0;290,0;0,00541
47;648,0;0,05842448279562973;-5,064386379482741;32,79467847208532;1;532,0;648,0;4,0;566,0;655,0;263,0;0,05842
48;682,0;0,00541292370953486;29,287103908306733;32,97871787820951;1;581,0;705,0;7,0;615,0;707,0;293,0;0,00541
49;682,0;0,12886274882071191;-54,90567681751601;32,97871787820951;1;682,0;740,0;4,0;615,0;750,0;292,0;0,12886
50;687,0;-0,08693566452429868;94,5247934579851;34,7999919297919;1;687,0;768,0;3,0;687,0;776,0;321,0;-0,08694
51;694,0;-0,10136924741364665;104,87532856912883;34,52507086405805;1;687,0;781,0;4,0;694,0;783,0;323,0;-0,10137
52;694,0;-0,0927887976108994;98,92049640602224;34,52507086405805;1;493,0;503,0;3,0;691,0;780,0;322,0;-0,09279
53;694,0;0,12886274882071191;-54,905676817516024;34,52507086405805;1;682,0;736,0;3,0;624,0;739,0;297,0;0,12886
54;694,0;0,20551578303644308;-108,10288256323344;34,52507086405805;1;682,0;736,0;4,0;648,0;739,0;306,0;0,20552
55;751,0;-0,8623505591621838;676,8613793310369;29,236109400236785;1;719,0;797,0;3,0;707,0;803,0;335,0;-0,86235
56;751,0;-0,11767210203886644;117,60785803142548;29,236109400236785;1;687,0;797,0;4,0;697,0;803,0;324,0;-0,11767
57;781,0;-1,0118195761791564;815,937035334992;25,705946339070792;1;763,0;853,0;3,0;768,0;857,0;366,0;-1,01182
58;781,0;-0,9137626317848242;739,3545617630185;25,705946339070792;1;763,0;848,0;3,0;758,0;848,0;361,0;-0,91376
59;781,0;-0,11767210203886644;117,60785803142548;25,705946339070792;1;687,0;839,0;4,0;717,0;840,0;339,0;-0,11767
60;781,0;0,1654918871347392;-103,54321751316051;25,705946339070792;1;781,0;853,0;3,0;768,0;858,0;365,0;0,16549
61;781,0;0,8762076086688284;-658,6121960312842;25,705946339070792;1;781,0;817,0;3,0;733,0;822,0;348,0;0,87621
62;859,0;-0,4523377748479198;420,3763358481343;31,8181872537712;1;804,0;817,0;3,0;824,0;919,0;401,0;-0,45234
