;ponto;evento;reta;x_rompimento;y_rompimento;inicio_janela;fim_janela
0;139,0;2,0;0,0;139,0;36,6;24,0;114,0
7;172,0;2,0;7,0;172,0;31,213872832369944;58,0;148,0
13;178,0;2,0;10,0;178,0;24,884792626728114;83,0;173,0
15;186,0;2,0;1,0;184,0;21,785714285714278;88,0;178,0
30;243,0;2,0;13,0;242,0;27,060439560439562;146,0;236,0
51;298,0;2,0;18,0;298,0;35,437997724687136;204,0;294,0
89;355,0;2,0;22,0;355,0;47,29656810966648;260,0;350,0
95;379,0;2,0;16,0;379,0;40,25726955510323;213,0;303,0
98;380,0;2,0;19,0;380,0;36,422405430024966;249,0;339,0
118;395,0;2,0;20,0;395,0;40,922191891391414;291,0;381,0
173;485,0;2,0;34,0;485,0;56,17398934668798;390,0;480,0
189;502,0;2,0;38,0;499,0;53,82114560762194;409,0;499,0
204;512,0;2,0;37,0;512,0;42,54118613483303;414,0;504,0
211;522,0;2,0;32,0;518,0;37,55065937048067;426,0;516,0
209;522,0;2,0;28,0;522,0;31,200727922899603;359,0;449,0
229;532,0;2,0;29,0;532,0;24,640374112883862;421,0;511,0
236;562,0;2,0;35,0;562,0;31,801563927088452;435,0;525,0
271;632,0;2,0;39,0;632,0;42,223159504998605;518,0;608,0
314;682,0;2,0;43,0;682,0;32,97871787820951;551,0;641,0
348;745,0;2,0;54,0;740,0;41,94819744836305;648,0;738,0
346;745,0;2,0;49,0;745,0;38,569610308939325;615,0;705,0
353;747,0;2,0;47,0;747,0;35,52630786420076;566,0;656,0
365;750,0;2,0;46,0;750,0;30,618175159801126;612,0;702,0
371;751,0;2,0;45,0;751,0;29,236109400236785;575,0;665,0
408;779,0;2,0;44,0;779,0;27,471489042447743;582,0;672,0
479;882,0;2,0;69,0;878,0;60,38215975514018;787,0;877,0
494;887,0;2,0;68,0;884,0;65,4289335700627;794,0;884,0
515;900,0;2,0;60,0;900,0;37,74372826173292;768,0;858,0
558;952,0;2,0;74,0;949,0;51,76211250161747;859,0;949,0
569;961,0;2,0;67,0;961,0;33,28691588462297;814,0;904,0
593;972,0;2,0;72,0;972,0;25,428198502970076;878,0;968,0
612;1009,0;2,0;81,0;1009,0;68,28575398977115;914,0;1004,0
661;1037,0;2,0;80,0;1036,0;35,25178548089032;944,0;1034,0
707;1088,0;2,0;79,0;1088,0;54,210516101010356;950,0;1040,0
782;1187,0;2,0;82,0;1187,0;46,153867857876456;1075,0;1165,0
787;1208,0;2,0;89,0;1208,0;53,39998115540269;1114,0;1204,0
797;1215,0;2,0;88,0;1212,0;53,11283555770616;1122,0;1212,0
803;1223,0;2,0;87,0;1223,0;46,09374864182164;1125,0;1215,0
849;1238,0;2,0;90,0;1238,0;30,755995782854356;1143,0;1233,0
879;1260,0;2,0;86,0;1260,0;31,74603014416114;1153,0;1243,0
931;1359,0;2,0;99,0;1358,0;58,80279278057088;1255,0;1345,0
933;1362,0;2,0;98,0;1362,0;52,39727928837701;1260,0;1350,0
946;1371,0;2,0;97,0;1368,0;51,07145046695868;1278,0;1368,0
975;1381,0;2,0;100,0;1378,0;28,991572394382445;1287,0;1377,0
976;1408,0;2,0;108,0;1408,0;60,5678242928821;1314,0;1404,0
