;ativo;cenario;variavel;melhor_valor;media_de_pontos
0;ED;cenario_in_sample_1x;janela_rsi;21;5,327269388498594
1;ED;cenario_in_sample_1x;ordem;1;4,28585994962177
2;ED;cenario_in_sample_1x;lookback;50;5,4199692061059475
3;ED;cenario_in_sample_1x;break_min;3;4,475785478241749
