;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;media_pontos_ponderados
0;49;3;80;2;3;4;6;0,01;0,05;MU;4,84409761932572
1;49;3;80;2;3;4;6;0,01;0,06;MU;4,469309448298693
2;49;3;80;2;3;4;6;0,01;0,07;MU;4,137791792237933
3;49;3;80;2;3;4;6;0,02;0,05;MU;5,397930375037502
4;49;3;80;2;3;4;6;0,02;0,06;MU;5,099521635716431
5;49;3;80;2;3;4;6;0,02;0,07;MU;4,5092221417766325
6;49;3;80;2;3;4;6;0,03;0,05;MU;5,268214275550793
7;49;3;80;2;3;4;6;0,03;0,06;MU;5,041461806955917
8;49;3;80;2;3;4;6;0,03;0,07;MU;4,579616169100967
9;49;3;90;2;3;4;6;0,01;0,05;MU;6,767567983744323
10;49;3;90;2;3;4;6;0,01;0,06;MU;5,188381003520576
11;49;3;90;2;3;4;6;0,01;0,07;MU;4,3907185330764875
12;49;3;90;2;3;4;6;0,02;0,05;MU;6,875120379635385
13;49;3;90;2;3;4;6;0,02;0,06;MU;5,593230306295007
14;49;3;90;2;3;4;6;0,02;0,07;MU;4,195310677498765
15;49;3;90;2;3;4;6;0,03;0,05;MU;6,149168979541157
16;49;3;90;2;3;4;6;0,03;0,06;MU;5,480741073016337
17;49;3;90;2;3;4;6;0,03;0,07;MU;4,072715060242183
18;49;3;100;2;3;4;6;0,01;0,05;MU;6,572636389183716
19;49;3;100;2;3;4;6;0,01;0,06;MU;4,614028344996282
20;49;3;100;2;3;4;6;0,01;0,07;MU;4,21288969160052
21;49;3;100;2;3;4;6;0,02;0,05;MU;6,311735520455879
22;49;3;100;2;3;4;6;0,02;0,06;MU;4,3540765708503475
23;49;3;100;2;3;4;6;0,02;0,07;MU;3,995387660551639
24;49;3;100;2;3;4;6;0,03;0,05;MU;5,092048691022514
25;49;3;100;2;3;4;6;0,03;0,06;MU;3,8935940265613014
26;49;3;100;2;3;4;6;0,03;0,07;MU;3,472790222172853
