;ativo;cenario;variavel;melhor_valor;media_de_pontos
0;MSFT;cenario_in_sample_1x;janela_rsi;28;4,283957594004823
1;MSFT;cenario_in_sample_1x;ordem;2;4,283957594004823
2;MSFT;cenario_in_sample_1x;lookback;100;6,884981696520567
3;MSFT;cenario_in_sample_1x;break_min;3;5,422799461243782
