top_bottom_idx;top_bottom_value
34;30,265833595155257
38;25,60171803471087
47;54,52262125323363
52;55,494504112536056
56;57,55692821421689
61;60,849046758084995
65;58,4845234072524
74;58,801012743469705
78;68,40908721458861
86;52,45454961603338
91;58,06754805498746
103;48,68420590324224
107;41,00256388757728
113;45,73412311710783
117;50,949721218052176
121;49,512458520847964
132;39,240511607928504
136;42,84117820248595
140;42,174809493081895
154;61,985477671550555
158;60,409557054576
162;65,07537983447753
176;47,907655731663375
182;41,34241290257702
186;49,25650669645627
191;49,88780599774628
197;44,55851981140749
200;49,08654052918468
208;45,93097558902297
217;49,54337728537801
220;45,8553801577459
228;46,598055944725516
236;50,3768146068596
246;55,78135874611663
255;60,024297253395275
260;52,43100339512872
265;50,454544961945146
270;45,26499468477792
277;50,636130751267316
282;50,0
287;50,621880692091956
293;42,05729320270153
300;38,14570971890752
310;60,44692894585028
318;67,67874429616987
324;65,1804671342842
330;63,51472546678583
333;63,5651407496911
337;56,26506921151543
347;62,177646358315506
364;79,73420695358206
369;81,21826936079312
373;81,6609110723555
392;65,33148745536238
395;50,65501628743174
401;58,18414372154828
415;66,38114967015517
419;64,30377717547451
426;70,02142193450892
430;73,49399805312451
446;59,44797071998924
451;64,2721830937672
458;73,60483079835329
463;71,40763213777214
468;74,08966095913007
471;73,94369072775345
475;77,02314922897001
485;71,45522959011195
498;61,673137673057525
502;73,23340514820752
509;60,58253045648244
515;58,038593491457405
521;40,72523976874517
525;36,7800940593046
532;37,38681442488267
539;44,943828136600416
544;52,62171134172329
554;68,09046972082245
561;71,69815394839597
571;67,25442161444357
574;68,34531715974165
578;68,71035096802915
584;64,9321036560632
587;68,8888813536908
594;42,95677026901567
609;33,60082109675339
612;34,18369233631749
625;47,247709432100145
637;49,60526669124469
650;75,03949537520683
655;60,912054444557654
660;46,511633461513526
669;28,571439692987155
674;37,946443586611615
680;56,33803249320531
684;60,33401251840151
689;58,5046617686485
692;60,15935846269351
699;57,61316242556536
704;56,57894681805538
715;81,07143295054652
727;55,16569954532223
740;53,88888987003538
751;83,6864286063543
760;75,19380303431308
764;65,62500573122131
767;57,88236445128199
774;58,9958317605006
777;50,67114061742441
783;47,74774743813832
789;37,977105280112525
796;31,468550123199464
801;28,95929671573984
805;26,854259747342525
813;41,33333672417103
817;43,52942654829447
824;58,168305379377806
828;58,9743366808803
832;55,8375695951536
837;63,92692333987841
841;54,7842423656849
847;46,81274991223151
851;46,40884307814655
859;38,59648703480268
875;55,17240954069065
876;55,17240954069065
886;76,04895886060542
891;78,14816855600225
898;78,81098318887202
908;44,17314656986398
913;44,4642880558962
930;58,97435327431519
937;69,98636492559257
941;55,23466242566561
948;52,39898573316999
951;57,53769410149971
961;68,39378869874702
966;63,85349984768547
977;48,24561525812373
988;45,35948403362517
991;46,01889432521591
994;45,90164344498086
1005;66,17099317397188
1012;71,15714289479094
1018;73,21735346030614
1021;81,95714186138956
1029;78,93961542912811
1035;78,55752313730389
1041;74,11401595648542
1044;70,5050463793726
1049;75,65054556167664
1054;64,66427832704795
1059;73,89703407420706
1067;61,818185321118584
1084;53,566419165024755
1090;49,28978404167987
1093;48,672564628992696
1098;53,19148404819878
1110;29,28082857285628
1118;41,6541278767273
1125;59,470196868614806
1128;59,949931536018546
1135;62,95427219962699
1145;53,509782342924794
1153;48,306146253581964
1162;63,220094494045526
1169;66,45019777385207
1177;67,91207418452483
1180;61,190960347536745
1186;59,47465266942833
1190;56,53924413807502
1200;46,51164423994272
1210;33,68423166035569
1218;50,26087544951217
1224;46,192889305428615
1233;47,80702439285558
1236;46,54256567094864
1250;58,87370786136511
1256;48,92085565863396
1259;58,305647208966185
1264;51,88680433555636
1269;51,86992944054549
1278;63,59832552504909
1282;58,920190000568624
1286;65,62503193109015
1304;59,26966713528897
1317;67,36115066366611
1320;65,6826781229941
1326;80,8184436409615
1330;58,59518255025654
1337;72,28774611383231
1340;73,6564840849846
1344;74,44338788269334
1353;81,08386256780065
1359;70,1120894625454
1363;67,33239806968548
1368;69,4329496295835
1378;47,32918660105693
1381;48,38306994186852
1386;46,0471583411726
1393;63,689585549961045
1398;42,87119008734413
1406;39,07217131371478
1410;41,48635070103603
1417;49,9199979980426
1421;70,68968109190658
1426;58,89005089864084
1439;59,249077547170636
1445;51,5527951782222
1449;72,61905688702393
1458;64,36974757590289
1461;73,20675088506579
