;top_bottom_idx;top_bottom_value
0;27;23,157868319256877
1;36;19,977772273769375
2;41;20,442553485697587
3;50;43,88753079038846
4;59;48,262163886806974
5;70;46,825390303493215
6;73;48,72773061444771
7;76;56,87022632164536
8;82;45,020327606506235
9;85;49,61464388162751
10;89;51,284397890367714
11;99;31,4172450778497
12;105;37,25231565118667
13;108;39,38272078795629
14;111;33,09776411056424
15;119;47,276688543691584
16;130;36,550985966307394
17;133;29,85660834547288
18;138;33,566445025731085
19;157;51,40367381568513
20;161;54,523523898005365
21;173;33,278438174602414
22;179;34,016395765296934
23;183;37,57764888812103
24;187;38,52780217351041
25;196;31,47208324559047
26;199;41,95263451486004
27;207;37,00918929465776
28;211;41,13923914197238
29;215;45,28552223610494
30;218;38,05555767483181
31;223;34,693885494994646
32;231;38,5011517741665
33;234;37,72222591329386
34;241;43,290835092062274
35;244;49,007439250890044
36;250;42,59438190733018
37;259;43,23039922691254
38;266;40,77134991050875
39;272;40,58823595409989
40;275;42,28570779071851
41;279;46,85314114014779
42;286;42,752107048713306
43;291;38,4332901047874
44;297;22,094694754574704
45;302;30,82803426811185
46;312;57,007373135738256
47;320;63,973793534547475
48;328;52,36096967775611
49;336;55,33175336707051
50;341;47,82608386602873
51;351;44,90161288671578
52;367;77,89853808009548
53;385;48,275867223405264
54;388;54,0612566357207
55;394;46,320343818248624
56;398;47,08519738291074
57;411;41,47398397826725
58;421;51,029749382403516
59;437;62,50000000000001
60;445;53,349288737294806
61;450;58,37001684682829
62;455;57,77350017920274
63;460;66,37806895959503
64;464;71,09491055087318
65;467;70,98676287875574
66;472;72,05440386218326
67;482;60,87752754412447
68;489;57,82608533401224
69;495;45,575227774019815
70;504;54,90604812811014
71;511;51,83822588420914
72;518;38,76078862054067
73;523;30,592500680372524
74;527;30,788172364286893
75;534;32,48323645968571
76;542;41,554051441724035
77;547;49,60785289032484
78;557;59,56792612664693
79;567;59,63858017332755
80;576;62,7451035390651
81;582;62,168129176275485
82;591;36,61972125271215
83;604;18,86995142567119
84;613;27,90203749004432
85;630;28,242423317649155
86;639;39,7122291496629
87;653;58,69920055725597
88;659;40,91652619092215
89;668;28,13141820494704
90;671;19,04763084321273
91;676;31,73915134708392
92;683;54,03225031157817
93;686;53,0841090175451
94;694;49,70759581632801
95;700;46,354159681751106
96;705;46,74556391101902
97;709;54,80093446672414
98;725;49,90990780456506
99;734;34,64051228350121
100;748;69,5825103226303
101;758;66,87697654381009
102;766;55,583121970658965
103;770;49,43820995268911
104;775;48,12287111552326
105;781;44,61806325909021
106;788;34,35116726701979
107;795;27,05412430242336
108;799;27,43767281270422
109;803;17,460349040033947
110;807;23,12779642645583
111;814;37,25056998377275
112;819;41,7431136472406
113;826;49,403328251627734
114;831;47,32142755774547
115;834;47,340443610262135
116;839;52,65226374921026
117;846;44,17293785695591
118;849;42,342335221323005
119;850;42,342335221323005
120;856;27,678550141177993
121;862;25,733629840760017
122;865;28,074240600438998
123;877;51,115605869683556
124;887;72,28714673052093
125;890;70,1975014741727
126;895;69,37085925411311
127;907;35,12195280802334
128;917;33,36456832696568
129;940;50,968522275573605
130;945;38,27159653998016
131;950;50,19355286470299
132;956;49,03845272120723
133;963;57,95847722319111
134;970;49,19209967790826
135;973;43,939401820997126
136;982;35,074627396789055
137;985;34,821437911804125
138;993;36,98225461452535
139;998;39,93175216740899
140;1008;54,203521244736336
141;1015;67,35391191012798
142;1020;69,55717550925608
143;1026;74,72865397467515
144;1033;71,62162609990165
145;1039;66,72897342865568
146;1043;64,69466051753196
147;1046;68,83910102146058
148;1052;62,22220730881144
149;1056;61,958561364841316
150;1063;54,98937998983556
151;1070;49,65031918100439
152;1079;32,8070168980971
153;1088;47,18019527880331
154;1092;46,54441886966655
155;1095;43,64962926435099
156;1108;21,80180768437694
157;1113;24,96263705685496
158;1120;37,27891618978616
159;1127;52,351478867271496
160;1132;53,31010105619653
161;1141;45,925919123317506
162;1144;47,772275007376805
163;1149;40,30037266090293
164;1156;39,54727531134727
165;1167;51,98617880715291
166;1173;61,04513666767546
167;1179;55,21325236294212
168;1182;52,09124661817557
169;1188;53,004298081641856
170;1198;38,88890106862575
171;1201;32,87673141774198
172;1205;29,97812601601754
173;1212;21,466910925486843
174;1223;42,41000990388042
175;1229;29,685376330675126
176;1242;27,153284508937247
177;1254;44,557814854280906
178;1257;42,88223577516477
179;1266;45,99018606151021
180;1271;47,237082648677074
181;1281;52,016990382672375
182;1289;60,61384492605724
183;1296;43,60904016811447
184;1309;50,15384994597792
185;1322;54,8262687587175
186;1329;55,25813951368058
187;1332;55,59633900848613
188;1338;70,30879806854816
189;1341;70,24795945068317
190;1347;62,37007164461417
191;1361;63,766061466194465
192;1365;57,12309396929246
193;1376;41,5841602856119
194;1380;45,76483790896513
195;1384;39,35482886529737
196;1388;39,78328264784906
197;1396;35,07952246021736
198;1402;34,188924611960374
199;1408;35,810098873128595
200;1413;30,53359423060685
201;1424;56,33803544531266
202;1431;44,257698591552305
203;1442;37,16518151744927
204;1453;56,2043785458216
205;1460;61,87050606509687
