;num_pontos;janela_rsi;ordem;lookback;break_min;d_max;ppt;sl;pt;ativo;cenario;return_ann;sharpe_ratio;max_drawdown;trades
0;2;14;1;50;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;94,32870531028732;1,500178514224355;-22,982357262828668;162,0
1;2;14;1;100;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;41,27640926406588;1,0062904038842482;-35,05084431476606;117,0
2;2;21;1;50;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;84,646778084427;1,3354329950820691;-26,58061403716504;175,0
3;2;21;1;100;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;31,908919342871037;0,9331743857989396;-39,1435551760042;127,0
4;2;28;1;50;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;77,94703817120352;1,3810833729832526;-21,881678915317025;155,0
5;2;28;1;100;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;63,603109601416;1,3669653925915957;-15,648967433569826;124,0
6;2;35;1;50;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;70,36075928509821;1,3520082107894216;-26,03838344972745;168,0
7;2;35;1;100;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;42,32210483937821;1,043918189809134;-20,54931974110653;137,0
8;2;42;1;50;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;103,3485689816154;1,559618522796892;-16,319399575208525;159,0
9;2;42;1;100;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;52,11169539584306;1,1117537579681902;-24,931769468057308;110,0
10;2;49;1;50;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;34,73393197609682;0,8628513670114312;-37,53045408587716;137,0
11;2;49;1;100;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;26,304313957085547;0,7475512022428331;-23,02373469957412;100,0
12;2;56;1;50;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;54,05817734065575;1,0412719312584515;-25,531045978233347;154,0
13;2;56;1;100;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;47,14497569589122;1,159660178450887;-33,827197750450964;119,0
14;2;63;1;50;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;37,39605636884071;1,0056231806019087;-20,91007954816109;121,0
15;2;63;1;100;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;35,977028790179254;1,1127170219071625;-18,846332788766063;86,0
16;2;14;1;50;4;2;6;0,02;0,05;CSCO;in_sample_1_1x;77,14390865237499;1,372779842138359;-27,927080694812933;150,0
17;2;14;1;100;4;2;6;0,02;0,05;CSCO;in_sample_1_1x;33,10698684526487;0,8950498608696446;-36,8683849684658;111,0
18;2;21;1;50;4;2;6;0,02;0,05;CSCO;in_sample_1_1x;81,34349736611053;1,3539222642702098;-25,35785406132337;176,0
19;2;21;1;100;4;2;6;0,02;0,05;CSCO;in_sample_1_1x;29,21144350531797;0,8596146584901906;-36,14838078526809;125,0
20;2;28;1;50;4;2;6;0,02;0,05;CSCO;in_sample_1_1x;81,0956215964903;1,423808494375911;-21,029918075854493;155,0
21;2;28;1;100;4;2;6;0,02;0,05;CSCO;in_sample_1_1x;56,07238081668833;1,2893354687281406;-18,975290667730093;120,0
22;2;35;1;50;4;2;6;0,02;0,05;CSCO;in_sample_1_1x;68,12499418694549;1,2336365824582651;-20,092710851148475;154,0
23;2;35;1;100;4;2;6;0,02;0,05;CSCO;in_sample_1_1x;40,72202057792565;0,9522533939691272;-24,53740236177442;123,0
24;2;42;1;50;4;2;6;0,02;0,05;CSCO;in_sample_1_1x;96,09762737076451;1,5730023317345718;-23,000923780487128;154,0
25;2;42;1;100;4;2;6;0,02;0,05;CSCO;in_sample_1_1x;72,46172179862846;1,5288670314205044;-17,714077968569907;110,0
26;2;49;1;50;4;2;6;0,02;0,05;CSCO;in_sample_1_1x;24,58329709008378;0,686705373476052;-26,24826054284307;135,0
27;2;49;1;100;4;2;6;0,02;0,05;CSCO;in_sample_1_1x;14,361546022067673;0,453451219577833;-26,992615721178105;98,0
28;2;56;1;50;4;2;6;0,02;0,05;CSCO;in_sample_1_1x;67,69563011958502;1,2873246774510192;-22,623161111616376;144,0
29;2;56;1;100;4;2;6;0,02;0,05;CSCO;in_sample_1_1x;34,753724776940984;1,09433596099345;-20,86214590137612;104,0
30;2;63;1;50;4;2;6;0,02;0,05;CSCO;in_sample_1_1x;29,105590959034664;0,9274111326165292;-23,53936443288688;105,0
31;2;63;1;100;4;2;6;0,02;0,05;CSCO;in_sample_1_1x;27,906543671460398;0,9706851575170384;-15,43230374054615;78,0
32;3;14;1;50;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;29,43695278388225;1,0059879318517635;-22,2954129950268;85,0
33;3;14;1;100;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;13,609384532704327;0,6001591214752776;-34,87762371096096;67,0
34;3;21;1;50;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;38,143835893848376;0,9451196488833792;-30,57944876509444;107,0
35;3;21;1;100;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;18,315728810993612;0,7308032416435389;-37,73304993959814;79,0
36;3;28;1;50;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;60,010132792766;1,4131603295379969;-20,07346111462287;119,0
37;3;28;1;100;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;36,88368828350359;1,0666217680652776;-15,3531510552547;94,0
38;3;35;1;50;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;75,91952377349442;1,499610293291871;-19,62016343977905;134,0
39;3;35;1;100;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;44,64189571720218;1,1625686621680966;-17,870630015850296;109,0
40;3;42;1;50;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;68,70402463032784;1,5004208060182511;-14,003106560555734;126,0
41;3;42;1;100;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;46,72780391785978;1,1845855726300012;-26,49874991228228;97,0
42;3;49;1;50;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;36,42226680472858;0,9380555771230294;-25,6934876494171;120,0
43;3;49;1;100;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;21,348824389126907;0,6690843518322489;-20,811763980778952;93,0
44;3;56;1;50;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;68,0553235383132;1,2652130698844744;-22,173484008184698;134,0
45;3;56;1;100;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;48,271290070161335;1,276733553627356;-21,35053016921353;103,0
46;3;63;1;50;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;42,86598646737576;1,1549581520159988;-24,537366207162048;111,0
47;3;63;1;100;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;30,76400545103504;1,0234372188289624;-18,846332072213723;81,0
48;3;14;1;50;4;2;6;0,02;0,05;CSCO;in_sample_1_1x;25,018156154134164;0,7879142618292841;-35,39714966669067;82,0
49;3;14;1;100;4;2;6;0,02;0,05;CSCO;in_sample_1_1x;17,804685333473145;0,7664176209379944;-29,316533829299217;64,0
50;3;21;1;50;4;2;6;0,02;0,05;CSCO;in_sample_1_1x;39,97101775214045;0,9642020557247278;-25,535277302152704;105,0
51;3;21;1;100;4;2;6;0,02;0,05;CSCO;in_sample_1_1x;20,276294854246867;0,7570374046788411;-32,84362641324906;74,0
