top_bottom_idx;top_bottom_value
27;50,33899050270552
38;70,91722070056397
47;72,94115271123877
48;72,94115271123877
56;61,51418808623142
84;83,07693549162106
94;64,28572099700838
103;62,6804216149637
113;60,74450499622081
150;74,1482869415847
157;78,66925408922502
185;56,55913259572988
213;59,05350331244995
220;55,62130831974488
245;64,18918124335589
255;61,90476645744798
278;63,73134676771251
311;76,98542423752028
337;73,68421282349644
364;77,08894462983822
395;95,23812118842385
412;48,672556662408894
434;82,94121375963002
456;72,8096748114116
466;48,97959095407143
478;61,813827489371896
486;57,67918310911712
509;79,59999084472656
537;82,69896970220955
548;88,44760545322214
556;87,0849137011822
580;81,1715761659379
594;46,2532322028314
605;42,876720238768655
621;54,77529143373935
645;70,15985814478366
656;71,18641562971064
673;40,454538755176934
689;81,22451839424525
704;84,2856442199225
719;72,1875091269645
761;88,58691539570702
783;73,260053042392
799;41,07138599664171
822;70,18869092432354
835;54,65840385687301
845;77,06422339424016
863;34,35893423060371
885;64,21404287581083
891;62,99213780985064
898;63,670435529584466
913;52,833639746744744
923;68,77470765455507
934;70,5426230510065
953;73,5294021399694
960;77,17121247510212
972;66,66666666666666
987;59,77228358471486
997;56,834525463778235
1022;82,77155805487453
1031;79,09602571576664
1041;67,29859190833167
1067;80,0
1090;61,77607286513205
1126;70,34480876221771
1146;53,33334604899088
1170;86,40167814800391
1197;50,0
1208;56,27908709761555
1218;37,421396850835755
1237;90,67164285327937
1250;86,04646830254964
1261;63,30936337708118
1271;86,85450045310782
1291;65,45449028337097
1309;77,97361973293718
1327;66,93227697131303
1338;51,308903660556325
1355;84,7036208237115
1361;81,72042790224535
1371;66,27908524080664
1392;85,28303978154017
1414;69,81980704842863
1438;79,73569318361325
