;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;media_pontos_ponderados
0;49;3;80;2;3;4;6;0,01;0,05;CINF;6,846722893301393
1;49;3;80;2;3;4;6;0,01;0,06;CINF;5,598893529041805
2;49;3;80;2;3;4;6;0,01;0,07;CINF;5,580057423554296
3;49;3;80;2;3;4;6;0,02;0,05;CINF;4,027348355881507
4;49;3;80;2;3;4;6;0,02;0,06;CINF;3,5631729677747166
5;49;3;80;2;3;4;6;0,02;0,07;CINF;3,403298074479115
6;49;3;80;2;3;4;6;0,03;0,05;CINF;4,256276831137775
7;49;3;80;2;3;4;6;0,03;0,06;CINF;4,048309927309761
8;49;3;80;2;3;4;6;0,03;0,07;CINF;4,074476439636431
9;49;3;90;2;3;4;6;0,01;0,05;CINF;5,97615903202998
10;49;3;90;2;3;4;6;0,01;0,06;CINF;5,310574008212472
11;49;3;90;2;3;4;6;0,01;0,07;CINF;5,411103011814291
12;49;3;90;2;3;4;6;0,02;0,05;CINF;5,72572100842974
13;49;3;90;2;3;4;6;0,02;0,06;CINF;4,491436680841188
14;49;3;90;2;3;4;6;0,02;0,07;CINF;4,18683098074254
15;49;3;90;2;3;4;6;0,03;0,05;CINF;5,722064908684176
16;49;3;90;2;3;4;6;0,03;0,06;CINF;4,612686746652955
17;49;3;90;2;3;4;6;0,03;0,07;CINF;4,098846576463552
18;49;3;100;2;3;4;6;0,01;0,05;CINF;6,817020088168519
19;49;3;100;2;3;4;6;0,01;0,06;CINF;5,462187754969096
20;49;3;100;2;3;4;6;0,01;0,07;CINF;5,157242686485384
21;49;3;100;2;3;4;6;0,02;0,05;CINF;6,0975790786997575
22;49;3;100;2;3;4;6;0,02;0,06;CINF;5,017427139731002
23;49;3;100;2;3;4;6;0,02;0,07;CINF;5,058179970227527
24;49;3;100;2;3;4;6;0,03;0,05;CINF;6,171317996222108
25;49;3;100;2;3;4;6;0,03;0,06;CINF;4,782116522335153
26;49;3;100;2;3;4;6;0,03;0,07;CINF;5,04877149395166
