;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;media_pontos_ponderados
0;49;3;50;2;3;4;6;0,01;0,05;CVS;7,57938342179556
1;49;3;50;2;3;4;6;0,01;0,06;CVS;6,186448451607758
2;49;3;50;2;3;4;6;0,01;0,07;CVS;5,934491746037713
3;49;3;50;2;3;4;6;0,02;0,05;CVS;6,113101266345952
4;49;3;50;2;3;4;6;0,02;0,06;CVS;4,624841647805065
5;49;3;50;2;3;4;6;0,02;0,07;CVS;4,197968368406333
6;49;3;50;2;3;4;6;0,03;0,05;CVS;5,417682417135086
7;49;3;50;2;3;4;6;0,03;0,06;CVS;4,544559996845657
8;49;3;50;2;3;4;6;0,03;0,07;CVS;4,364820711704349
9;49;3;60;2;3;4;6;0,01;0,05;CVS;6,265574668770102
10;49;3;60;2;3;4;6;0,01;0,06;CVS;3,857174693468502
11;49;3;60;2;3;4;6;0,01;0,07;CVS;3,9880191194002395
12;49;3;60;2;3;4;6;0,02;0,05;CVS;5,732112264955946
13;49;3;60;2;3;4;6;0,02;0,06;CVS;2,899539974365662
14;49;3;60;2;3;4;6;0,02;0,07;CVS;3,0723669235615154
15;49;3;60;2;3;4;6;0,03;0,05;CVS;5,54586879424568
16;49;3;60;2;3;4;6;0,03;0,06;CVS;2,745473332393861
17;49;3;60;2;3;4;6;0,03;0,07;CVS;3,615426769830522
18;49;3;70;2;3;4;6;0,01;0,05;CVS;6,447419812405963
19;49;3;70;2;3;4;6;0,01;0,06;CVS;4,2122626396582445
20;49;3;70;2;3;4;6;0,01;0,07;CVS;3,7064989244614326
21;49;3;70;2;3;4;6;0,02;0,05;CVS;5,683919392147741
22;49;3;70;2;3;4;6;0,02;0,06;CVS;3,296485417670246
23;49;3;70;2;3;4;6;0,02;0,07;CVS;2,7135357121530608
24;49;3;70;2;3;4;6;0,03;0,05;CVS;4,741331486701841
25;49;3;70;2;3;4;6;0,03;0,06;CVS;2,345014368585853
26;49;3;70;2;3;4;6;0,03;0,07;CVS;2,5548756855240313
