;ativo;cenario;variavel;melhor_valor;media_de_pontos
0;CSCO;cenario_in_sample_1x;janela_rsi;56;5,919424659729101
1;CSCO;cenario_in_sample_1x;ordem;3;5,09945315798636
2;CSCO;cenario_in_sample_1x;lookback;50;4,553825843084115
3;CSCO;cenario_in_sample_1x;break_min;3;5,055593434648634
