;num_pontos;janela_rsi;ordem;lookback;break_min;d_max;ppt;sl;pt;ativo;cenario;return_ann;sharpe_ratio;max_drawdown;trades
0;2;14;1;50;3;2;6;0,02;0,05;CSCO;in_sample_1_1x;94,32870531;1,500178514;-22,98235726;162
1;2;14;1;50;3;2;6;0,02;0,05;CSCO;in_sample_2_1x;20,49276493;0,774187491;-19,69472871;148
2;2;14;1;50;3;2;6;0,02;0,05;CSCO;in_sample_3_1x;10,23660646;0,623773611;-16,78210624;68
3;2;14;1;50;3;2;6;0,02;0,05;MSFT;in_sample_1_1x;29,01376999;1,018891422;-15,62859667;146
4;2;14;1;50;3;2;6;0,02;0,05;MSFT;in_sample_2_1x;15,41046691;0,656715934;-25,95142723;133
5;2;14;1;50;3;2;6;0,02;0,05;MSFT;in_sample_3_1x;17,58292639;1,01596107;-16,84974129;64
6;2;14;1;50;3;2;6;0,02;0,05;PHM;in_sample_1_1x;18,67092637;0,549794742;-32,97904509;161
7;2;14;1;50;3;2;6;0,02;0,05;PHM;in_sample_2_1x;144,975249;1,678908239;-23,06113961;172
8;2;14;1;50;3;2;6;0,02;0,05;PHM;in_sample_3_1x;18,43279267;0,845474111;-14,63011431;75
9;2;14;1;50;3;2;6;0,02;0,05;MAR;in_sample_1_1x;23,88909458;0,922863992;-19,91971883;130
10;2;14;1;50;3;2;6;0,02;0,05;MAR;in_sample_2_1x;59,80075978;1,355578445;-25,13837785;160
11;2;14;1;50;3;2;6;0,02;0,05;MAR;in_sample_3_1x;32,25192988;1,508979998;-14,57966151;71
12;2;14;1;50;3;2;6;0,02;0,05;YUM;in_sample_1_1x;38,84985472;1,205312476;-18,23190069;142
13;2;14;1;50;3;2;6;0,02;0,05;YUM;in_sample_2_1x;15,64351771;0,676795444;-27,68888705;145
14;2;14;1;50;3;2;6;0,02;0,05;YUM;in_sample_3_1x;9,739299919;0,765032243;-9,064802179;60
15;2;14;1;50;3;2;6;0,02;0,05;COST;in_sample_1_1x;23,59095822;0,786080026;-22,66607904;144
16;2;14;1;50;3;2;6;0,02;0,05;COST;in_sample_2_1x;33,08608046;1,415573043;-10,34972994;123
17;2;14;1;50;3;2;6;0,02;0,05;COST;in_sample_3_1x;31,10417429;1,59935678;-11,46368368;61
18;2;14;1;50;3;2;6;0,02;0,05;HSY;in_sample_1_1x;31,85232578;1,283257105;-10,01458398;112
19;2;14;1;50;3;2;6;0,02;0,05;HSY;in_sample_2_1x;16,31304343;0,805374219;-19,57071811;119
20;2;14;1;50;3;2;6;0,02;0,05;HSY;in_sample_3_1x;12,13539105;0,761133509;-28,43043975;61
21;2;14;1;50;3;2;6;0,02;0,05;K;in_sample_1_1x;22,10211799;0,996615826;-23,51210922;111
22;2;14;1;50;3;2;6;0,02;0,05;K;in_sample_2_1x;18,78148218;1,108861603;-9,483618694;99
23;2;14;1;50;3;2;6;0,02;0,05;K;in_sample_3_1x;15,62014401;0,872705737;-11,35340998;64
24;2;14;1;50;3;2;6;0,02;0,05;HES;in_sample_1_1x;41,84673486;1,484072485;-14,09082394;138
25;2;14;1;50;3;2;6;0,02;0,05;HES;in_sample_2_1x;49,27114476;1,141749809;-38,36803444;161
26;2;14;1;50;3;2;6;0,02;0,05;HES;in_sample_3_1x;50,17690371;1,486862619;-13,51557981;94
27;2;14;1;50;3;2;6;0,02;0,05;BSX;in_sample_1_1x;25,65206609;0,739252095;-29,71580626;147
28;2;14;1;50;3;2;6;0,02;0,05;BSX;in_sample_2_1x;46,77963083;1,118204506;-20,10735003;147
29;2;14;1;50;3;2;6;0,02;0,05;BSX;in_sample_3_1x;14,26627802;0,679414211;-21,74497127;81
30;2;14;1;50;3;2;6;0,02;0,05;CI;in_sample_1_1x;27,4254008;0,727238092;-43,92239097;131
31;2;14;1;50;3;2;6;0,02;0,05;CI;in_sample_2_1x;38,14878082;0,950593745;-29,0980798;150
32;2;14;1;50;3;2;6;0,02;0,05;CI;in_sample_3_1x;12,72344448;0,657056589;-20,36728052;69
33;2;14;1;50;3;2;6;0,02;0,05;CVS;in_sample_1_1x;28,55591942;0,875312503;-31,32245328;139
34;2;14;1;50;3;2;6;0,02;0,05;CVS;in_sample_2_1x;28,72180496;1,06023084;-22,82405545;124
35;2;14;1;50;3;2;6;0,02;0,05;CVS;in_sample_3_1x;19,24010784;0,83077389;-19,33775981;69
36;2;14;1;50;3;2;6;0,02;0,05;BA;in_sample_1_1x;39,761014;1,34179406;-20,81408393;134
37;2;14;1;50;3;2;6;0,02;0,05;BA;in_sample_2_1x;38,8961386;1,236049235;-18,14471173;143
38;2;14;1;50;3;2;6;0,02;0,05;BA;in_sample_3_1x;28,10163785;1,19884741;-15,4084467;70
39;2;14;1;50;3;2;6;0,02;0,05;GE;in_sample_1_1x;40,7245213;1,40752737;-14,86800059;120
40;2;14;1;50;3;2;6;0,02;0,05;GE;in_sample_2_1x;47,83855614;1,262316201;-29,47624965;139
41;2;14;1;50;3;2;6;0,02;0,05;GE;in_sample_3_1x;35,76014466;1,202896551;-22,21285454;78
42;2;14;1;50;3;2;6;0,02;0,05;WM;in_sample_1_1x;46,73500824;1,511176121;-23,68649301;123
43;2;14;1;50;3;2;6;0,02;0,05;WM;in_sample_2_1x;30,9626869;1,385094207;-11,33761299;115
44;2;14;1;50;3;2;6;0,02;0,05;WM;in_sample_3_1x;8,852569744;0,74607179;-10,44883768;59
45;2;14;1;50;3;2;6;0,02;0,05;ADBE;in_sample_1_1x;55,12581474;1,024444703;-31,5799443;158
46;2;14;1;50;3;2;6;0,02;0,05;ADBE;in_sample_2_1x;61,77109972;1,4965645;-26,49907378;151
47;2;14;1;50;3;2;6;0,02;0,05;ADBE;in_sample_3_1x;26,63523865;1,102265049;-28,34376147;77
48;2;14;1;50;3;2;6;0,02;0,05;AAPL;in_sample_1_1x;73,44783629;1,258781425;-40,4950853;167
49;2;14;1;50;3;2;6;0,02;0,05;AAPL;in_sample_2_1x;29,48635247;0,968431647;-21,63194934;157
50;2;14;1;50;3;2;6;0,02;0,05;AAPL;in_sample_3_1x;14,96988452;0,738247937;-20,56959738;70
51;2;14;1;50;3;2;6;0,02;0,05;HPQ;in_sample_1_1x;28,2073947;0,749906141;-42,11588372;151
52;2;14;1;50;3;2;6;0,02;0,05;HPQ;in_sample_2_1x;45,76237115;1,255538271;-24,73222205;155
53;2;14;1;50;3;2;6;0,02;0,05;HPQ;in_sample_3_1x;47,5113886;1,619818275;-11,63649099;65
54;2;14;1;50;3;2;6;0,02;0,05;VMC;in_sample_1_1x;32,58841453;1,310894578;-15,04773377;126
55;2;14;1;50;3;2;6;0,02;0,05;VMC;in_sample_2_1x;72,21792808;1,530107787;-18,70778859;150
