;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;cenario;return_ann;sharpe_ratio;max_drawdown;trades;min_return_ann;min_sharpe_ratio;min_max_drawdown;min_trades;max_return_ann;max_sharpe_ratio;max_max_drawdown;max_trades;Pontos_return_ann;Pontos_sharpe_ratio;Pontos_max_drawdown;Pontos_trades;Pontos_ponderados
0;35;2;50;2;3;4;6;0,01;0,05;VMC;in_sample_1_2x;13,470762801848934;0,9148755633219495;-15,216453559478616;69,0;12,483260123369778;0,7307431640456913;-23,138990750281497;47,0;31,341488300687615;1,6396611143242708;-11,377321423890752;69,0;0,5236455244861751;2,0258418179531215;6,735895195613392;10,0;3,1940736292825944
27;35;2;50;2;3;4;6;0,01;0,05;VMC;in_sample_2_2x;37,97271614952371;1,3574818475899888;-18,35563591499595;83,0;13,963391957545014;0,5756843368648206;-21,63786065794421;57,0;46,59462556111069;1,4291213850499618;-15,657901558217302;83,0;7,357773991527907;9,160576194667005;5,488707678783541;10,0;7,983311720385896
54;35;2;50;2;3;4;6;0,01;0,05;VMC;in_sample_3_2x;10,177184628170167;0,6371305940043065;-12,034877986255587;46,0;-1,690449921567272;-0,12376232099764688;-19,74219555973169;27,0;16,545636334193013;1,057824344872491;-9,946645477026605;46,0;6,507774959656585;6,4395861681599165;7,868182499606691;10,0;7,181525673556611
81;35;2;50;2;3;4;6;0,01;0,05;VMC;out_of_sample_val_1;13,220673755716405;0,7854420071416803;-10,56221538994846;15,0;-8,883768656533054;-0,808544169068297;-24,49683349475259;10,0;24,86610519170558;1,2611802047403273;-7,370748666376392;15,0;6,549488899320155;7,701441778340695;8,136487845555846;10,0;7,598262585742529
108;35;2;50;2;3;4;6;0,01;0,05;VMC;out_of_sample_val_2;9,189258564758319;0,5377847311765416;-18,109946894365613;32,0;4,166537042298679;0,22152556161154469;-24,236667581113615;24,0;24,183255281169803;1,133646735480688;-9,694599418981309;32,0;2,509263238119549;3,467293366554044;4,213101340497113;10,0;4,096496826851978
1;35;2;50;2;3;4;6;0,01;0,06;VMC;in_sample_1_2x;14,432180312806642;0,9359581461232551;-15,216462157411403;66,0;12,483260123369778;0,7307431640456913;-23,138990750281497;47,0;31,341488300687615;1,6396611143242708;-11,377321423890752;69,0;1,0334588017027877;2,2577943588270686;6,7358878854837245;8,636363636363637;3,28403094922998
28;35;2;50;2;3;4;6;0,01;0,06;VMC;in_sample_2_2x;38,69639691246356;1,3341987733715686;-16,20515745143112;79,0;13,963391957545014;0,5756843368648206;-21,63786065794421;57,0;46,59462556111069;1,4291213850499618;-15,657901558217302;83,0;7,579549475633654;8,887760826879394;9,084850106685831;8,461538461538462;8,29436552126915
55;35;2;50;2;3;4;6;0,01;0,06;VMC;in_sample_3_2x;5,323296524276233;0,3090912744844014;-16,98182967612961;42,0;-1,690449921567272;-0,12376232099764688;-19,74219555973169;27,0;16,545636334193013;1,057824344872491;-9,946645477026605;46,0;3,8460809778348435;3,663324984826978;2,8179794501543634;7,894736842105263;4,225372742202588
82;35;2;50;2;3;4;6;0,01;0,06;VMC;out_of_sample_val_1;1,5454464844704807;0,09907125754725205;-16,28200260972984;13,0;-8,883768656533054;-0,808544169068297;-24,49683349475259;10,0;24,86610519170558;1,2611802047403273;-7,370748666376392;15,0;3,090149370009519;4,385199488883591;4,796677680476978;6,0;4,119646395467531
109;35;2;50;2;3;4;6;0,01;0,06;VMC;out_of_sample_val_2;9,35273330541142;0,5912584300346114;-18,109930442962764;32,0;4,166537042298679;0,22152556161154469;-24,236667581113615;24,0;24,183255281169803;1,133646735480688;-9,694599418981309;32,0;2,590932340268194;4,053549890248575;4,2131126534703895;10,0;4,299001350681732
