Date;Open;High;Low;Close;Adj Close;Volume
2001-01-02;12,78125;13,21875;12,78125;13,1875;10,358064651489258;422800
2001-01-03;12,9375;14,28125;12,9375;14,28125;11,217148780822754;2872400
2001-01-04;14,21875;14,46875;13,9375;14,0;10,996243476867676;1057200
2001-01-05;14,0;14,03125;13,53125;13,75;10,799881935119629;942200
2001-01-08;13,625;13,65625;13,4375;13,5625;10,652610778808594;614000
2001-01-09;13,59375;13,8125;13,53125;13,5625;10,652610778808594;994200
2001-01-10;13,5625;13,8125;13,53125;13,71875;10,775335311889648;1332000
2001-01-11;13,84375;14,0;13,78125;13,84375;10,873519897460938;603000
2001-01-12;13,9375;13,9375;13,75;13,875;10,898062705993652;261600
2001-01-16;13,8125;14,0;13,8125;14,0;10,996243476867676;363800
2001-01-17;13,875;14,125;13,875;14,09375;11,069875717163086;457200
2001-01-18;14,0;14,03125;13,6875;13,75;10,799881935119629;1140200
2001-01-19;13,375;13,5625;12,9375;13,125;10,308980941772461;916600
2001-01-22;13,125;13,875;13,125;13,75;10,799881935119629;1008800
2001-01-23;13,75;14,125;13,75;13,8125;10,848970413208008;523200
2001-01-24;13,8125;13,90625;13,78125;13,78125;10,824427604675293;377800
2001-01-25;13,78125;13,9375;13,75;13,84375;10,873519897460938;314000
2001-01-26;13,90625;13,96875;13,75;13,9375;10,94715404510498;343400
2001-01-29;14,0;14,119999885559082;14,0;14,024999618530273;11,015877723693848;645000
2001-01-30;14,074999809265137;14,600000381469727;14,055000305175781;14,234999656677246;11,180822372436523;621600
2001-01-31;14,125;14,3100004196167;13,984999656677246;14,0;10,996243476867676;649200
2001-02-01;14,050000190734863;14,164999961853027;13,899999618530273;13,989999771118164;10,98838996887207;309800
2001-02-02;13,899999618530273;13,949999809265137;13,609999656677246;13,625;10,701704025268555;296000
2001-02-05;13,675000190734863;13,710000038146973;13,595000267028809;13,675000190734863;10,740970611572266;820000
2001-02-06;13,670000076293945;14,074999809265137;13,670000076293945;13,920000076293945;10,933406829833984;481000
2001-02-07;13,75;13,899999618530273;13,75;13,774999618530273;10,819517135620117;794000
2001-02-08;13,824999809265137;13,949999809265137;13,755000114440918;13,789999961853027;10,831298828125;480400
2001-02-09;13,800000190734863;14,125;13,779999732971191;14,020000457763672;11,011958122253418;2133800
2001-02-12;14,039999961853027;14,074999809265137;13,914999961853027;13,970000267028809;10,97268009185791;306800
2001-02-13;13,96500015258789;14,350000381469727;13,96500015258789;14,175000190734863;11,133692741394043;591800
2001-02-14;14,149999618530273;14,199999809265137;14,0;14,0;10,996243476867676;227400
2001-02-15;14,0;14,100000381469727;13,949999809265137;14,0;10,996243476867676;642600
2001-02-16;14,0;14,050000190734863;13,925000190734863;14,0;10,996243476867676;893200
2001-02-20;14,0;14,074999809265137;13,949999809265137;14,03499984741211;11,023736953735352;1743200
2001-02-21;14,03499984741211;14,03499984741211;13,824999809265137;13,90999984741211;10,925552368164062;435200
2001-02-22;13,835000038146973;14,100000381469727;13,824999809265137;14,0600004196167;11,061264038085938;801800
2001-02-23;14,0;14,024999618530273;13,425000190734863;13,53499984741211;10,648235321044922;678000
2001-02-26;13,53499984741211;13,625;13,425000190734863;13,579999923706055;10,683637619018555;432200
2001-02-27;13,604999542236328;13,805000305175781;13,524999618530273;13,75;10,817378997802734;511800
2001-02-28;13,75;13,75;13,399999618530273;13,479999542236328;10,604965209960938;616800
2001-03-01;13,604999542236328;13,649999618530273;13,300000190734863;13,635000228881836;10,726902961730957;1442200
2001-03-02;13,635000228881836;13,649999618530273;13,449999809265137;13,489999771118164;10,612831115722656;1489200
2001-03-05;13,489999771118164;13,494999885559082;13,289999961853027;13,375;10,522360801696777;848200
2001-03-06;13,350000381469727;13,430000305175781;13,25;13,375;10,522360801696777;2166600
2001-03-07;13,399999618530273;13,399999618530273;13,25;13,395000457763672;10,538100242614746;7399600
2001-03-08;13,475000381469727;13,640000343322754;13,475000381469727;13,579999923706055;10,683637619018555;221400
2001-03-09;13,579999923706055;13,579999923706055;13,430000305175781;13,5;10,620697975158691;284600
2001-03-12;13,524999618530273;13,625;13,350000381469727;13,399999618530273;10,54202938079834;402000
2001-03-13;13,524999618530273;13,920000076293945;13,5;13,555000305175781;10,663966178894043;561800
2001-03-14;13,5;13,550000190734863;13,375;13,494999885559082;10,616767883300781;923200
2001-03-15;13,449999809265137;13,875;13,399999618530273;13,539999961853027;10,652168273925781;376800
2001-03-16;13,5;13,649999618530273;13,494999885559082;13,5;10,620697975158691;928800
2001-03-19;13,375;13,5;13,350000381469727;13,475000381469727;10,601040840148926;617200
2001-03-20;13,5;13,779999732971191;13,449999809265137;13,529999732971191;10,644307136535645;459600
2001-03-21;13,449999809265137;13,524999618530273;13,3100004196167;13,335000038146973;10,490888595581055;448800
2001-03-22;13,28499984741211;13,350000381469727;13,0600004196167;13,21500015258789;10,396484375;595400
2001-03-23;13,149999618530273;13,354999542236328;13,055000305175781;13,324999809265137;10,483025550842285;780800
2001-03-26;13,449999809265137;13,550000190734863;13,425000190734863;13,545000076293945;10,656105041503906;641800
2001-03-27;13,550000190734863;13,625;13,449999809265137;13,550000190734863;10,6600341796875;628600
2001-03-28;13,550000190734863;13,614999771118164;13,510000228881836;13,53499984741211;10,648235321044922;286800
2001-03-29;13,40999984741211;13,59000015258789;13,350000381469727;13,5;10,620697975158691;874200
2001-03-30;13,5;13,819999694824219;13,475000381469727;13,779999732971191;10,840977668762207;703400
2001-04-02;13,975000381469727;14,095000267028809;13,489999771118164;13,609999656677246;10,707237243652344;504800
2001-04-03;13,5;13,600000381469727;13,25;13,305000305175781;10,467286109924316;1840400
2001-04-04;13,180000305175781;13,324999809265137;13,175000190734863;13,25;10,424019813537598;580000
2001-04-05;13,199999809265137;13,479999542236328;13,104999542236328;13,479999542236328;10,604965209960938;1000800
2001-04-06;13,604999542236328;13,604999542236328;13,350000381469727;13,470000267028809;10,597099304199219;646400
2001-04-09;13,699999809265137;14,100000381469727;13,6899995803833;14,09000015258789;11,084860801696777;550800
2001-04-10;14,015000343322754;14,550000190734863;13,989999771118164;14,524999618530273;11,427081108093262;761000
2001-04-11;15,0;15,050000190734863;14,199999809265137;14,425000190734863;11,348416328430176;1146000
2001-04-12;14,149999618530273;14,449999809265137;14,149999618530273;14,270000457763672;11,226472854614258;577800
2001-04-16;14,449999809265137;14,574999809265137;14,380000114440918;14,524999618530273;11,427081108093262;842800
2001-04-17;14,5;14,90999984741211;14,449999809265137;14,90999984741211;11,729974746704102;663000
2001-04-18;15,0;15,5;14,975000381469727;15,305000305175781;12,040727615356445;1329800
2001-04-19;15,324999809265137;16,299999237060547;15,300000190734863;15,654999732971191;12,316080093383789;1179800
2001-04-20;15,404999732971191;15,574999809265137;15,399999618530273;15,475000381469727;12,174466133117676;1236200
2001-04-23;15,425000190734863;15,475000381469727;15,100000381469727;15,170000076293945;11,934521675109863;660400
