;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;media_pontos_ponderados
0;42;3;50;2;3;4;6;0,01;0,05;K;6,826529081829145
1;42;3;50;2;3;4;6;0,01;0,06;K;5,776312817703429
2;42;3;50;2;3;4;6;0,01;0,07;K;5,105629693852338
3;42;3;50;2;3;4;6;0,02;0,05;K;6,6354534185993925
4;42;3;50;2;3;4;6;0,02;0,06;K;6,607759449410724
5;42;3;50;2;3;4;6;0,02;0,07;K;5,307682390402208
6;42;3;50;2;3;4;6;0,03;0,05;K;5,299726834893922
7;42;3;50;2;3;4;6;0,03;0,06;K;5,332446061030875
8;42;3;50;2;3;4;6;0,03;0,07;K;4,875047655985885
9;42;3;60;2;3;4;6;0,01;0,05;K;5,332765789848532
10;42;3;60;2;3;4;6;0,01;0,06;K;4,290476871762133
11;42;3;60;2;3;4;6;0,01;0,07;K;2,874223286890622
12;42;3;60;2;3;4;6;0,02;0,05;K;6,007484422103193
13;42;3;60;2;3;4;6;0,02;0,06;K;5,914075583229267
14;42;3;60;2;3;4;6;0,02;0,07;K;4,012562466218685
15;42;3;60;2;3;4;6;0,03;0,05;K;3,505437377359411
16;42;3;60;2;3;4;6;0,03;0,06;K;4,567393454030286
17;42;3;60;2;3;4;6;0,03;0,07;K;3,1527195384007087
18;42;3;70;2;3;4;6;0,01;0,05;K;5,302417944045398
19;42;3;70;2;3;4;6;0,01;0,06;K;4,37030590769667
20;42;3;70;2;3;4;6;0,01;0,07;K;3,490714233216903
21;42;3;70;2;3;4;6;0,02;0,05;K;5,576749901295498
22;42;3;70;2;3;4;6;0,02;0,06;K;5,466983343820647
23;42;3;70;2;3;4;6;0,02;0,07;K;4,0506717392404665
24;42;3;70;2;3;4;6;0,03;0,05;K;3,7948605031158786
25;42;3;70;2;3;4;6;0,03;0,06;K;4,54973163077374
26;42;3;70;2;3;4;6;0,03;0,07;K;4,2540746624657135
