;num_pontos;janela_rsi;ordem;lookback;break_min;d_max;ppt;sl;pt;ativo;cenario;return_ann;sharpe_ratio;max_drawdown;trades;min_return_ann;min_sharpe_ratio;min_max_drawdown;min_trades;max_return_ann;max_sharpe_ratio;max_max_drawdown;max_trades;Pontos_return_ann;Pontos_sharpe_ratio;Pontos_max_drawdown;Pontos_trades;Pontos_ponderados
0;2;28;2;50;3;2;6;0,02;0,05;AAPL;in_sample_1_1x;45,24038099;1,019497974;-23,14291575;128,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;7,689360383896496;7,038697710736512;4,78909225815195;10,0;7,419224118759209
1;2;28;2;50;3;2;6;0,02;0,05;AAPL;in_sample_2_1x;43,1660297;1,426382156;-16,5382411;101,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;9,086980793160382;8,68950570595414;6,95875123057574;8,658536585365853;8,608177372475861
2;2;28;2;50;3;2;6;0,02;0,05;AAPL;in_sample_3_1x;12,0597715;0,694991622;-14,63188266;51,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;5,452042390259724;5,317144044204811;6,608442240606711;9,318181818181818;6,131005616853904
3;2;28;2;50;4;2;6;0,02;0,05;AAPL;in_sample_1_1x;52,55447836;1,140818352;-25,72047685;122,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;8,963426943049809;7,927461472743908;3,719382729807578;9,381443298969073;7,978004257630556
4;2;28;2;50;4;2;6;0,02;0,05;AAPL;in_sample_2_1x;36,2706647;1,279091003;-21,72356046;102,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;7,636560553969239;7,7943122314256765;5,103013027515165;8,78048780487805;7,483115279593184
5;2;28;2;50;4;2;6;0,02;0,05;AAPL;in_sample_3_1x;14,67565058;0,846599471;-12,83361951;50,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;6,262221392786874;6,017609194315235;7,316500236094655;9,090909090909092;6,7470416991421205
6;2;28;2;100;3;2;6;0,02;0,05;AAPL;in_sample_1_1x;40,05886409;1,074219162;-22,3048642;103,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;6,786774996524527;7,439571906070736;5,136890697645303;7,422680412371134;6,828434273104498
7;2;28;2;100;3;2;6;0,02;0,05;AAPL;in_sample_2_1x;38,69114953;1,343926544;-15,46943242;87,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;8,145702591567993;8,188364094273966;7,341259801704279;6,951219512195122;7,872330753878758
8;2;28;2;100;3;2;6;0,02;0,05;AAPL;in_sample_3_1x;26,74406612;1,400271876;-9,089666324;43,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;10,0;8,575710419538247;8,79066489774602;7,5;9,063155105260359
9;2;28;2;100;4;2;6;0,02;0,05;AAPL;in_sample_1_1x;45,22796896;1,25690463;-25,42761943;91,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;7,6871982917675235;8,777881483409525;3,840921021419889;6,185567010309279;7,2348351248358265
10;2;28;2;100;4;2;6;0,02;0,05;AAPL;in_sample_2_1x;26,95275326;1,054872876;-17,5376189;87,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;5,676564623432324;6,431578624734482;6,601090798499551;6,951219512195122;6,206451632922944
11;2;28;2;100;4;2;6;0,02;0,05;AAPL;in_sample_3_1x;24,13046347;1,320680609;-10,75636479;39,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;9,190526043742315;8,207979400634114;8,134409902519769;6,590909090909091;8,387550846560577
12;2;28;3;50;3;2;6;0,02;0,05;AAPL;in_sample_1_1x;39,89781323;1,041768761;-31,36663382;99,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;6,758721020118565;7,201848112699365;1,376180115003611;7,010309278350515;6,1523355255869365
13;2;28;3;50;3;2;6;0,02;0,05;AAPL;in_sample_2_1x;23,31887731;1,08385035;-14,43278299;85,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;4,912189245973708;6,6076954186135985;7,712259120525785;6,7073170731707314;6,053076395549263
14;2;28;3;50;3;2;6;0,02;0,05;AAPL;in_sample_3_1x;13,03607624;0,845214054;-13,19107272;46,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;5,754419364204455;6,0112082306892;7,17575464869087;8,181818181818182;6,3776067692144025
15;2;28;3;50;4;2;6;0,02;0,05;AAPL;in_sample_1_1x;40,44136093;1,103674774;-31,68828865;95,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;6,853403372956138;7,655356599169452;1,2426906561159092;6,597938144329897;6,244507445379019
16;2;28;3;50;4;2;6;0,02;0,05;AAPL;in_sample_2_1x;24,44778261;1,152625113;-20,16196209;85,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;5,149651236056922;7,025688745407921;5,66188270397153;6,7073170731707314;5,98136156801841
17;2;28;3;50;4;2;6;0,02;0,05;AAPL;in_sample_3_1x;13,59801318;0,860774089;-12,83361951;43,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;5,9284600960613565;6,083099378303849;7,316500236094655;7,5;6,3954398972694895
18;2;28;3;100;3;2;6;0,02;0,05;AAPL;in_sample_1_1x;37,10874452;1,170479594;-18,55574873;84,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;6,272884013194515;8,144752561514927;6,692805139837298;5,463917525773196;6,752125689746271
19;2;28;3;100;3;2;6;0,02;0,05;AAPL;in_sample_2_1x;23,33901868;1,087627172;-21,76668177;79,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;4,916425925350801;6,6306498618370515;5,087580639116813;5,975609756097561;5,5819668421344115
20;2;28;3;100;3;2;6;0,02;0,05;AAPL;in_sample_3_1x;25,01243542;1,500916459;-6,08823984;38,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;9,463686665030636;9,040712880848124;9,972463023268121;6,363636363636363;8,97265502052752
21;2;28;3;100;4;2;6;0,02;0,05;AAPL;in_sample_1_1x;41,9216351;1,304080205;-18,51090215;77,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;7,1112571754104295;9,123478341934495;6,71141684760231;4,742268041237113;7,2906304427056705
22;2;28;3;100;4;2;6;0,02;0,05;AAPL;in_sample_2_1x;17,14658905;0,915145209;-19,32594371;74,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;3,613866123930729;5,582353853512234;5,961079559269333;5,365853658536586;4,761891328088939
23;2;28;3;100;4;2;6;0,02;0,05;AAPL;in_sample_3_1x;21,74160756;1,34299696;-7,918850521;35,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;8,450659697036071;8,31108637204911;9,251668333510016;5,681818181818182;8,129662621504947
24;2;28;4;50;3;2;6;0,02;0,05;AAPL;in_sample_1_1x;21,15113398;0,726736564;-23,07772698;76,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;3,4931756056475067;4,893998391367511;4,8161461458018096;4,639175257731959;4,246120714744473
25;2;28;4;50;3;2;6;0,02;0,05;AAPL;in_sample_2_1x;22,73300226;1,215923178;-18,35285168;65,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;4,7889521105708495;7,410396269140039;6,309332758309471;4,2682926829268295;5,680753473032703
26;2;28;4;50;3;2;6;0,02;0,05;AAPL;in_sample_3_1x;15,28955781;1,003951117;-12,83361951;34,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;6,452358143009137;6,7446120840898445;7,316500236094655;5,454545454545454;6,516763469692458
27;2;28;4;50;4;2;6;0,02;0,05;AAPL;in_sample_1_1x;21,99735162;0,74545265;-23,43822858;74,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;3,6405810259406244;5,031107913095295;4,666534950744826;4,43298969072165;4,2976405064969905
28;2;28;4;50;4;2;6;0,02;0,05;AAPL;in_sample_2_1x;26,01663305;1,459586075;-15,52670715;61,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;5,479654423769237;8,891309622972644;7,3207621433824235;3,7804878048780486;6,47469035221621
29;2;28;4;50;4;2;6;0,02;0,05;AAPL;in_sample_3_1x;5,757433786;0,420470579;-13,70415858;34,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;3,5001090146857434;4,04879003178514;6,973729408088675;5,454545454545454;4,432311710037377
30;2;28;4;100;3;2;6;0,02;0,05;AAPL;in_sample_1_1x;27,14208787;0,936772624;-21,92327748;72,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;4,536759471509885;6,432671794139232;5,295252394783608;4,22680412371134;5,142525503043295
31;2;28;4;100;3;2;6;0,02;0,05;AAPL;in_sample_2_1x;18,24186422;0,938590874;-19,2915952;72,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;3,8442541126813636;5,724849895443418;5,9733723107470755;5,121951219512195;4,868255094170029
32;2;28;4;100;3;2;6;0,02;0,05;AAPL;in_sample_3_1x;15,23624687;1,185741584;-8,743413649;27,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;6,435846904197218;7,58452827309797;8,927000325068121;3,8636363636363638;6,752461992498868
33;2;28;4;100;4;2;6;0,02;0,05;AAPL;in_sample_1_1x;34,9047853;1,173112951;-17,79747409;65,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;5,888969143335512;8,16404389832587;7,007495490925347;3,5051546391752577;6,358235050965555
34;2;28;4;100;4;2;6;0,02;0,05;AAPL;in_sample_2_1x;14,74653256;0,847757452;-19,32594881;65,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;3,109021129025013;5,172790352237248;5,961077734065488;4,2682926829268295;4,271716358363122
35;2;28;4;100;4;2;6;0,02;0,05;AAPL;in_sample_3_1x;17,05785197;1,222956138;-9,469479981;27,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;7,000026729709783;7,756468567257162;8,641114985301689;3,8636363636363638;7,0025383817973905
36;2;35;2;50;3;2;6;0,02;0,05;AAPL;in_sample_1_1x;50,50788232;1,127841653;-20,50826102;124,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;8,606923680548178;7,832397312775023;5,882496122983154;9,587628865979381;8,136527236593874
37;2;35;2;50;3;2;6;0,02;0,05;AAPL;in_sample_2_1x;47,5065653;1,577740868;-19,20715819;98,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;10,0;9,60942063998574;6,003590890227049;8,292682926829269;9,073587871003971
38;2;35;2;50;3;2;6;0,02;0,05;AAPL;in_sample_3_1x;18,79779873;1,014413863;-17,72791004;53,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;7,538915679602355;6,792952516302277;5,389395439442711;9,772727272727273;7,337824969083086
39;2;35;2;50;4;2;6;0,02;0,05;AAPL;in_sample_1_1x;57,78366589;1,301313452;-22,82169395;122,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;9,874316233482446;9,103209778273861;4,922402005948784;9,381443298969073;8,87617336598756
40;2;35;2;50;4;2;6;0,02;0,05;AAPL;in_sample_2_1x;36,96950868;1,339728343;-18,63439107;91,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;7,783560379595423;8,1628486300834;6,208574566688779;7,439024390243903;7,617711050840822
41;2;35;2;50;4;2;6;0,02;0,05;AAPL;in_sample_3_1x;16,81853797;0,898897316;-17,62359806;53,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;6,925907410016007;6,259237962812418;5,430467810560464;9,772727272727273;6,9284847484229415
42;2;35;2;100;3;2;6;0,02;0,05;AAPL;in_sample_1_1x;28,65711518;0,864886448;-22,78137395;93,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;4,800667037164157;5,906051046072605;4,939135144954817;6,391752577319588;5,363570132273155
43;2;35;2;100;3;2;6;0,02;0,05;AAPL;in_sample_2_1x;25,29839277;1,026483055;-24,82512093;89,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;5,3285746421022315;6,259033417608355;3,9930169301327445;7,195121951219512;5,670275663267952
44;2;35;2;100;3;2;6;0,02;0,05;AAPL;in_sample_3_1x;14,25122569;0,854147089;-10,76873145;42,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;6,1307703113294325;6,0524810258874;8,12954058598482;7,2727272727272725;6,557077263496455
45;2;35;2;100;4;2;6;0,02;0,05;AAPL;in_sample_1_1x;33,69012559;0,982721252;-27,60791156;94,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;5,677383592996871;6,769280335536608;2,9360814558184183;6,494845360824742;5,714519752386712
46;2;35;2;100;4;2;6;0,02;0,05;AAPL;in_sample_2_1x;20,74699869;0,910726868;-24,05192388;84,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;4,3712019591236295;5,555500441403759;4,269731092667709;6,585365853658536;5,0113862437863785
47;2;35;2;100;4;2;6;0,02;0,05;AAPL;in_sample_3_1x;11,40795781;0,620104303;-16,76978177;43,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;5,250165411604525;4,971146409579031;5,766654119450992;7,5;5,565634739060376
48;2;35;3;50;3;2;6;0,02;0,05;AAPL;in_sample_1_1x;34,13341738;0,916366856;-27,68604199;101,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;5,754602040744472;6,283184070532482;2,903656670456535;7,216494845360825;5,707189397016535
49;2;35;3;50;3;2;6;0,02;0,05;AAPL;in_sample_2_1x;24,68435255;1,106422652;-24,36860778;84,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;5,199413044019261;6,744883410179431;4,156395274616145;6,585365853658536;5,689966725813046
50;2;35;3;50;3;2;6;0,02;0,05;AAPL;in_sample_3_1x;21,64341071;1,322481166;-7,890571837;42,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;8,420246584062857;8,21629841206793;9,26280293764628;7,2727272727272725;8,318409540956853
51;2;35;3;50;4;2;6;0,02;0,05;AAPL;in_sample_1_1x;35,8875208;0,968607461;-34,6217924;98,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;6,060155056470657;6,665886114449148;0,025261935295695797;6,907216494845361;5,492102261207331
52;2;35;3;50;4;2;6;0,02;0,05;AAPL;in_sample_2_1x;24,71109827;1,099335195;-21,71351488;77,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;5,205038929465461;6,70180787489999;5,106608170896633;5,7317073170731705;5,693864003738024
53;2;35;3;50;4;2;6;0,02;0,05;AAPL;in_sample_3_1x;15,31051665;0,906885814;-11,69996631;42,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;6,458849426270337;6,296146767255166;7,762871064730327;7,2727272727272725;6,714920021539849
54;2;35;3;100;3;2;6;0,02;0,05;AAPL;in_sample_1_1x;23,88407565;0,781019181;-20,50826061;84,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;3,969235659776047;5,291659721573114;5,8824962931366;5,463917525773196;4,8339200344834525
55;2;35;3;100;3;2;6;0,02;0,05;AAPL;in_sample_2_1x;18,78856708;0,877132395;-25,20396877;79,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;3,9592514903354368;5,351322848946303;3,8574336880940177;5,975609756097561;4,630491944727214
56;2;35;3;100;3;2;6;0,02;0,05;AAPL;in_sample_3_1x;6,15413416;0,445021419;-16,85180643;32,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;3,622973376332561;4,162220886054017;5,73435727994773;5,0;4,275388454436206
57;2;35;3;100;4;2;6;0,02;0,05;AAPL;in_sample_1_1x;21,92026858;0,749996789;-27,6079117;79,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;3,627153678918325;5,064397176937883;2,9360813977172424;4,948453608247423;4,1278271995136295
58;2;35;3;100;4;2;6;0,02;0,05;AAPL;in_sample_2_1x;17,72739203;0,848704451;-24,43466826;76,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;3,73603636396509;5,178545941136637;4,132753344787445;5,609756097560975;4,472530059502423
59;2;35;3;100;4;2;6;0,02;0,05;AAPL;in_sample_3_1x;8,673745374;0,651400615;-10,28865635;30,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;4,403336702650666;5,115742985729799;8,31856798889283;4,545454545454546;5,186502659108425
60;2;35;4;50;3;2;6;0,02;0,05;AAPL;in_sample_1_1x;29,13608235;0,879629835;-27,68604193;85,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;4,884099896115733;6,014057535261511;2,9036566953570397;5,56701030927835;5,02158310907223
61;2;35;4;50;3;2;6;0,02;0,05;AAPL;in_sample_2_1x;15,50507115;0,859312048;-21,97708839;67,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;3,268577544551024;5,2430158799036155;5,0122796642293475;4,512195121951219;4,259462739948696
62;2;35;4;50;3;2;6;0,02;0,05;AAPL;in_sample_3_1x;7,837195644;0,539473165;-17,39362377;33,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;4,144244059188049;4,598610933643716;5,521019148828817;5,2272727272727275;4,6254637029933034
63;2;35;4;50;4;2;6;0,02;0,05;AAPL;in_sample_1_1x;28,45370164;0,863584275;-29,6635492;82,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;4,76523376688039;5,896511641453667;2,082974551647909;5,257731958762887;4,775633013422757
64;2;35;4;50;4;2;6;0,02;0,05;AAPL;in_sample_2_1x;15,56243013;0,842204594;-20,33883661;64,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;3,280642841383223;5,139041670491351;5,598582301214465;4,146341463414634;4,26641937568021
65;2;35;4;50;4;2;6;0,02;0,05;AAPL;in_sample_3_1x;7,536092304;0,519565973;-12,16397891;34,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;4,050987606501104;4,5066348629815876;7,5801681986691785;5,454545454545454;4,885849456954445
66;2;35;4;100;3;2;6;0,02;0,05;AAPL;in_sample_1_1x;21,53644215;0,750048366;-23,93290842;73,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;3,5602936968530057;5,064775017571986;4,461238657932264;4,329896907216495;4,22879524155025
67;2;35;4;100;3;2;6;0,02;0,05;AAPL;in_sample_2_1x;13,73886712;0,733807335;-24,24866819;70,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;2,897061595554421;4,480234152611633;4,199319627731094;4,878048780487805;3,8184316428722043
68;2;35;4;100;3;2;6;0,02;0,05;AAPL;in_sample_3_1x;11,17857292;0,745620637;-11,84783348;30,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;5,179121293856162;5,551062412058693;7,704649034217899;4,545454545454546;5,5556560407654745
69;2;35;4;100;4;2;6;0,02;0,05;AAPL;in_sample_1_1x;14,33994219;0,536535305;-34,6826633;69,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;2,3067118154315724;3,500629945982489;0,0;3,917525773195876;2,5484173016365106
70;2;35;4;100;4;2;6;0,02;0,05;AAPL;in_sample_2_1x;14,45418674;0,755334469;-24,51610261;67,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;3,047527024772239;4,611069912191163;4,103609366597372;4,512195121951219;3,8543607696068043
71;2;35;4;100;4;2;6;0,02;0,05;AAPL;in_sample_3_1x;9,091291078;0,657746979;-10,28866201;28,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;4,532657191721672;5,145064731544658;8,318565760293387;4,090909090909091;5,185367984208116
72;2;42;2;50;3;2;6;0,02;0,05;AAPL;in_sample_1_1x;58,50518495;1,357250125;-28,32994999;128,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;9,999999999999998;9,512988322894433;2,6364294365503564;10,0;8,808915154619887
73;2;42;2;50;3;2;6;0,02;0,05;AAPL;in_sample_2_1x;35,53369032;1,183946636;-19,87601312;112,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;7,481540108131006;7,216051998263258;5,7642190097829475;10,0;7,520134761528927
74;2;42;2;50;3;2;6;0,02;0,05;AAPL;in_sample_3_1x;14,10462462;0,775567934;-14,83453696;54,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;6,085365648105468;5,689426210680403;6,528648025040979;10,0;6,594799627245456
75;2;42;2;50;4;2;6;0,02;0,05;AAPL;in_sample_1_1x;53,20726801;1,397598794;-22,79367451;114,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;9,077138508695318;9,808572918356468;4,93403030913309;8,556701030927835;8,619898957551403
76;2;42;2;50;4;2;6;0,02;0,05;AAPL;in_sample_2_1x;28,20306496;1,018686874;-22,23417078;106,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;5,9395641013392195;6,211650460687359;4,920274219755217;9,268292682926829;6,347222875439202
77;2;42;2;50;4;2;6;0,02;0,05;AAPL;in_sample_3_1x;20,88842297;1,194490864;-9,999290486;48,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;8,18641497510583;7,6249520754867115;8,432504491248716;8,636363636363637;8,125431029129038
78;2;42;2;100;3;2;6;0,02;0,05;AAPL;in_sample_1_1x;29,61143376;0,878214749;-28,34436291;102,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;4,966902913998904;6,003690957299447;2,630447953568142;7,319587628865979;5,265446605575676
79;2;42;2;100;3;2;6;0,02;0,05;AAPL;in_sample_2_1x;17,0946896;0,70356495;-19,09468615;96,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;3,6029492235660796;4,296429591680688;6,043842733346729;8,048780487804878;4,7849042964587465
80;2;42;2;100;3;2;6;0,02;0,05;AAPL;in_sample_3_1x;12,91904787;0,793602569;-18,66267747;38,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;5,718173832521096;5,772750612390381;5,021334984701582;6,363636363636363;5,726427724383143
81;2;42;2;100;4;2;6;0,02;0,05;AAPL;in_sample_1_1x;23,48973038;0,829557283;-18,69854584;96,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;3,9005433665440683;5,647238123531429;6,633543138565227;6,701030927835052;5,190097201870763
82;2;42;2;100;4;2;6;0,02;0,05;AAPL;in_sample_2_1x;12,94508707;0,548434726;-20,57454913;92,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;2,7300922400545806;3,3535924870859617;5,5142247722109525;7,560975609756097;3,9960945823289586
83;2;42;2;100;4;2;6;0,02;0,05;AAPL;in_sample_3_1x;6,69603634;0,482629294;-24,67960998;34,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;3,7908090270766657;4,335978418932208;2,652194977569226;5,454545454545454;4,021589193029871
84;2;42;3;50;3;2;6;0,02;0,05;AAPL;in_sample_1_1x;56,29760702;1,423729479;-16,31563492;106,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;9,61545477520244;10,0;7,6224712056127375;7,731958762886598;9,171542042015236
85;2;42;3;50;3;2;6;0,02;0,05;AAPL;in_sample_2_1x;32,18777769;1,203355161;-19,56851929;96,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;6,777736988627216;7,334011458667662;5,874265857029866;8,048780487804878;6,989182889721674
86;2;42;3;50;3;2;6;0,02;0,05;AAPL;in_sample_3_1x;9,810743136;0,628619414;-18,68676544;39,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;4,755482839578662;5,010488294212075;5,011850455280193;6,590909090909091;5,127169236192775
87;2;42;3;50;4;2;6;0,02;0,05;AAPL;in_sample_1_1x;48,31370955;1,35352706;-17,04837492;99,0;1,097686751;0,058683072;-34,6826633;31,0;58,50518495;1,423729479;-10,58676594;128,0;8,224713544444699;9,48571404869461;7,318377944817075;7,010309278350515;8,282036564841558
88;2;42;3;50;4;2;6;0,02;0,05;AAPL;in_sample_2_1x;22,07254004;0,900670417;-22,04394813;88,0;-0,033897896;-0,003350467;-35,98244256;30,0;47,5065653;1,6420050588273578;-8,040358103;112,0;4,6500257780113525;5,494380210291743;4,988351692748591;7,073170731707317;5,285765739867636
89;2;42;3;50;4;2;6;0,02;0,05;AAPL;in_sample_3_1x;8,924168246;0,653560562;-10,81548818;31,0;-5,54360206;-0,455844749;-31,4154205;10,0;26,74406612;1,708543429;-6,018303859;54,0;4,480896615185669;5,125722466406855;8,111130334671286;4,7727272727272725;5,225427483681325
