;ativo;cenario;variavel;melhor_valor;media_de_pontos
0;COST;cenario_in_sample_1x;janela_rsi;63;5,498965146745357
1;COST;cenario_in_sample_1x;ordem;2;4,420212593914442
2;COST;cenario_in_sample_1x;lookback;50;6,193603024574699
3;COST;cenario_in_sample_1x;break_min;3;5,010561016792047
