;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ind;start_date;end_date;final_balance;return_%;return_ann_%;sharpe_ratio;sortino_ratio;volatility;max_drawdown_%;trades;win_rate_%;profit_factor;avg_trade_return
0;21;3;50;2;3;3;6;0,02;0,05;4;2000-01-01;2002-03-04;17309762,38252272;73,0976238252272;29,121025398563848;1,398058975686734;4,437185664578365;20,82961155788113;-5,931012793261303;15;73,33333333333333;7,771638538625319;3,725628255411384
1;21;3;50;2;3;3;6;0,02;0,1;4;2000-01-01;2002-03-04;21697794,881942436;116,97794881942436;43,451057520938384;1,3802103691228085;4,391275187327141;31,481474486062343;-9,432147797704872;13;69,23076923076923;8,344805503702851;6,139765423106014
2;21;3;50;2;3;3;6;0,05;0,05;4;2000-01-01;2002-03-04;16891025,273171723;68,91025273171722;27,656547905313843;1,1994640185583252;3,1838860790424475;23,05742187961182;-15,520243232267205;14;78,57142857142857;5,343108224379448;3,815247561405588
3;21;3;50;2;3;3;6;0,05;0,1;4;2000-01-01;2002-03-04;24098787,84786639;140,9878784786639;50,63813036395375;1,3702571043746792;4,2469216750575;36,95520366381359;-15,520243127623544;12;83,33333333333334;9,13495936276498;7,605119413573513
4;21;3;100;2;3;3;6;0,02;0,05;4;2000-01-01;2002-03-04;12359040,596827693;23,590405968276933;10,368940805723192;0,657432448683483;1,2130928895451585;15,771872572592255;-18,975681614418015;14;50,0;1,8880043933347175;1,5243786319445896
5;21;3;100;2;3;3;6;0,02;0,1;4;2000-01-01;2002-03-04;11438122,297406122;14,38122297406122;6,458875182244794;0,3192120467271892;0,5209007144367364;20,233807741487887;-29,817083203548687;13;46,15384615384615;1,4418472184859883;1,0389503682827428
6;21;3;100;2;3;3;6;0,05;0,05;4;2000-01-01;2002-03-04;11068010,683881909;10,680106838819087;4,8401864835838415;0,28849432553567067;0,47870732294437973;16,77740619194737;-27,543165312328433;14;50,0;1,3583414883310156;0,7274469839754216
7;21;3;100;2;3;3;6;0,05;0,1;4;2000-01-01;2002-03-04;12650348,78865008;26,503487886500803;11,573166725404892;0,5021658058664176;0,886625064191226;23,046504939612518;-30,106661972989237;13;53,84615384615385;1,7202901505363895;1,8249108740955755
8;21;4;50;2;3;3;6;0,02;0,05;4;2000-01-01;2002-03-04;13477628,782710593;34,77628782710593;14,914409802494898;1,062017697407105;2,677638573528191;14,043466355511903;-5,941634584722355;8;75,0;8,837774553350181;3,801035640963435
9;21;4;50;2;3;3;6;0,02;0,1;4;2000-01-01;2002-03-04;14661838,826646619;46,61838826646619;19,5119277446965;1,103638765190053;2,776793382580085;17,679632466821182;-9,432147865500628;8;62,5;6,132155021539057;4,899533223866714
10;21;4;50;2;3;3;6;0,05;0,05;4;2000-01-01;2002-03-04;13689213,07902374;36,892130790237395;15,75124001940036;0,9101126034018564;1,985415347071235;17,306913408873502;-12,314092123270104;8;87,5;5,052948511212773;4,003345784445145
11;21;4;50;2;3;3;6;0,05;0,1;4;2000-01-01;2002-03-04;17713029,76450636;77,13029764506358;30,51361539289694;1,2165562802175605;3,128151178331999;25,08195953535343;-12,314091984831144;8;87,5;8,420092127194028;7,407994410446173
12;21;4;100;2;3;3;6;0,02;0,05;4;2000-01-01;2002-03-04;15479771,419394456;54,79771419394456;22,572514652131503;1,4441627908458456;3,9890537662833436;15,63017327077842;-5,94163445282716;8;75,0;13,077815371726;5,613775543510058
13;21;4;100;2;3;3;6;0,02;0,1;4;2000-01-01;2002-03-04;15020329,018281007;50,203290182810065;20,864289778029278;1,1999744038375284;2,9397452370744794;17,387279021373374;-12,674016972420477;8;62,5;6,602383386540514;5,2167617274767375
14;21;4;100;2;3;3;6;0,05;0,05;4;2000-01-01;2002-03-04;13935332,394540865;39,35332394540865;16,716011846849344;0,9988608343279338;2,204897385700991;16,735075870800785;-12,766030614028633;8;75,0;3,5903995660917287;4,235263098935449
15;21;4;100;2;3;3;6;0,05;0,1;4;2000-01-01;2002-03-04;15420087,86742087;54,20087867420871;22,352153828300914;1,046368940565226;2,3843726166686503;21,361637336279077;-12,766030596267274;8;75,0;4,3885464641965894;5,562789183289429
16;21;5;50;2;3;3;6;0,02;0,05;4;2000-01-01;2002-03-04;13133784,405007321;31,337844050073215;13,539372300309482;1,095725644310485;2,7893515926993158;12,356535023718914;-5,941634584722355;6;83,33333333333334;42,10327028009789;4,648172263549033
17;21;5;50;2;3;3;6;0,02;0,1;4;2000-01-01;2002-03-04;13546531,028833989;35,46531028833989;15,187688494682416;1,0573483252549634;2,474239989265372;14,363940559531446;-9,432147865500628;6;66,66666666666666;7,907256896378664;5,189247909802264
18;21;5;50;2;3;3;6;0,05;0,05;4;2000-01-01;2002-03-04;12140984,070926592;21,409840709265918;9,457570467470088;0,6843339283756231;1,372091809201439;13,820110439240029;-12,314092123270104;6;83,33333333333334;3,5438914630848957;3,2862037204467454
19;21;5;50;2;3;3;6;0,05;0,1;4;2000-01-01;2002-03-04;14280608,601036802;42,80608601036802;18,05425632379336;0,9645972640942597;2,1033037753229644;18,71688526998467;-12,314091984831144;6;83,33333333333334;5,645258488645892;6,118504249461854
20;21;5;100;2;3;3;6;0,02;0,05;4;2000-01-01;2002-03-04;13884985,477855412;38,849854778554125;16,51940034163506;1,310207706836264;3,4026530716942625;12,608230172545824;-5,94163445282716;7;71,42857142857143;10,055294172067809;4,800567290262281
21;21;5;100;2;3;3;6;0,02;0,1;4;2000-01-01;2002-03-04;13472876,687258223;34,72876687258223;14,895534655718068;1,0211214379122215;2,3005795277338796;14,587427217445736;-12,674016852781733;7;57,14285714285714;5,121770679942799;4,350451881919515
22;21;5;100;2;3;3;6;0,05;0,05;4;2000-01-01;2002-03-04;12499660,631405614;24,996606314056145;10,952115140029273;0,781170931418535;1,564172726885103;14,020126325158097;-13,241965367226193;7;71,42857142857143;2,7605928670907796;3,238718106148264
