;num_pontos;janela_rsi;ordem;lookback;break_min;d_max;ppt;sl;pt;ativo;cenario;return_ann;sharpe_ratio;max_drawdown;trades;;
2785;2;28;2;50;4;2;6;0,02;0,05;DHR;in_sample_2_1x;17,22428416;0,888490904;-21,24083738;94;;28-2-50-2-4-in_sample_2_1x
2786;2;28;2;100;3;2;6;0,02;0,05;DHR;in_sample_2_1x;11,00147836;0,605298128;-26,45976434;85;;28-2-100-2-3-in_sample_2_1x
2787;2;28;2;100;4;2;6;0,02;0,05;DHR;in_sample_2_1x;15,03871944;0,809866338;-19,86216065;80;;28-2-100-2-4-in_sample_2_1x
2788;2;28;3;50;3;2;6;0,02;0,05;DHR;in_sample_2_1x;12,02911364;0,660225297;-19,90283731;85;;28-2-50-3-3-in_sample_2_1x
2789;2;28;3;50;4;2;6;0,02;0,05;DHR;in_sample_2_1x;10,79399493;0,60828097;-20,08657707;80;;28-2-50-3-4-in_sample_2_1x
2790;2;28;3;100;3;2;6;0,02;0,05;DHR;in_sample_2_1x;4,350238663;0,268244244;-22,62042381;71;;28-2-100-3-3-in_sample_2_1x
2791;2;28;3;100;4;2;6;0,02;0,05;DHR;in_sample_2_1x;9,332470435;0,551343158;-19,01789925;71;;28-2-100-3-4-in_sample_2_1x
2792;2;28;4;50;3;2;6;0,02;0,05;DHR;in_sample_2_1x;11,87470481;0,675170998;-20,06738782;71;;28-2-50-4-3-in_sample_2_1x
2793;2;28;4;50;4;2;6;0,02;0,05;DHR;in_sample_2_1x;8,038837944;0,483712907;-19,35046449;67;;28-2-50-4-4-in_sample_2_1x
2794;2;28;4;100;3;2;6;0,02;0,05;DHR;in_sample_2_1x;3,800851075;0,267524179;-30,60039261;58;;28-2-100-4-3-in_sample_2_1x
2795;2;28;4;100;4;2;6;0,02;0,05;DHR;in_sample_2_1x;7,986756147;0,526444032;-27,34447788;57;;28-2-100-4-4-in_sample_2_1x
2796;2;35;2;50;3;2;6;0,02;0,05;DHR;in_sample_2_1x;13,16635297;0,649540741;-27,30614528;99;;35-2-50-2-3-in_sample_2_1x
2797;2;35;2;50;4;2;6;0,02;0,05;DHR;in_sample_2_1x;10,49246969;0,556989066;-20,56360637;92;;35-2-50-2-4-in_sample_2_1x
2798;2;35;2;100;3;2;6;0,02;0,05;DHR;in_sample_2_1x;6,312310528;0,37676201;-31,29386761;77;;35-2-100-2-3-in_sample_2_1x
2799;2;35;2;100;4;2;6;0,02;0,05;DHR;in_sample_2_1x;6,548448904;0,387680107;-22,96201114;74;;35-2-100-2-4-in_sample_2_1x
2800;2;35;3;50;3;2;6;0,02;0,05;DHR;in_sample_2_1x;10,81515244;0,575020424;-23,25269553;87;;35-2-50-3-3-in_sample_2_1x
2801;2;35;3;50;4;2;6;0,02;0,05;DHR;in_sample_2_1x;8,785022731;0,477926906;-21,28280584;88;;35-2-50-3-4-in_sample_2_1x
2802;2;35;3;100;3;2;6;0,02;0,05;DHR;in_sample_2_1x;5,261062248;0,32493872;-22,80983838;67;;35-2-100-3-3-in_sample_2_1x
2803;2;35;3;100;4;2;6;0,02;0,05;DHR;in_sample_2_1x;4,995122802;0,326067894;-21,22218319;67;;35-2-100-3-4-in_sample_2_1x
2804;2;35;4;50;3;2;6;0,02;0,05;DHR;in_sample_2_1x;7,761285992;0,467008347;-20,31548458;80;;35-2-50-4-3-in_sample_2_1x
2805;2;35;4;50;4;2;6;0,02;0,05;DHR;in_sample_2_1x;7,690905726;0,506025871;-21,75574693;76;;35-2-50-4-4-in_sample_2_1x
2806;2;35;4;100;3;2;6;0,02;0,05;DHR;in_sample_2_1x;1,524981766;0,106199818;-21,63589134;57;;35-2-100-4-3-in_sample_2_1x
2807;2;35;4;100;4;2;6;0,02;0,05;DHR;in_sample_2_1x;2,825247621;0,200551699;-26,41739681;60;;35-2-100-4-4-in_sample_2_1x
2808;2;42;2;50;3;2;6;0,02;0,05;DHR;in_sample_2_1x;23,82499877;1,067701115;-22,04221221;101;;42-2-50-2-3-in_sample_2_1x
2809;2;42;2;50;4;2;6;0,02;0,05;DHR;in_sample_2_1x;25,09764062;1,105064877;-14,94091552;93;;42-2-50-2-4-in_sample_2_1x
2810;2;42;2;100;3;2;6;0,02;0,05;DHR;in_sample_2_1x;25,67284022;1,260234996;-13,84468523;75;;42-2-100-2-3-in_sample_2_1x
2811;2;42;2;100;4;2;6;0,02;0,05;DHR;in_sample_2_1x;17,82831809;0,928949484;-21,57427055;73;;42-2-100-2-4-in_sample_2_1x
2812;2;42;3;50;3;2;6;0,02;0,05;DHR;in_sample_2_1x;24,08634171;1,124974742;-23,40333853;86;;42-2-50-3-3-in_sample_2_1x
2813;2;42;3;50;4;2;6;0,02;0,05;DHR;in_sample_2_1x;23,47557379;1,082593287;-15,88516546;78;;42-2-50-3-4-in_sample_2_1x
2814;2;42;3;100;3;2;6;0,02;0,05;DHR;in_sample_2_1x;18,2613538;0,998578743;-15,77832959;69;;42-2-100-3-3-in_sample_2_1x
2815;2;42;3;100;4;2;6;0,02;0,05;DHR;in_sample_2_1x;17,22783822;0,9234423;-27,69747578;65;;42-2-100-3-4-in_sample_2_1x
2816;2;42;4;50;3;2;6;0,02;0,05;DHR;in_sample_2_1x;15,24586106;0,869242191;-20,06093951;73;;42-2-50-4-3-in_sample_2_1x
2817;2;42;4;50;4;2;6;0,02;0,05;DHR;in_sample_2_1x;13,8459371;0,78538296;-16,77939172;69;;42-2-50-4-4-in_sample_2_1x
2818;2;42;4;100;3;2;6;0,02;0,05;DHR;in_sample_2_1x;15,76131532;0,911609849;-18,1538751;61;;42-2-100-4-3-in_sample_2_1x
2819;2;42;4;100;4;2;6;0,02;0,05;DHR;in_sample_2_1x;10,92795598;0,606542991;-30,39709385;60;;42-2-100-4-4-in_sample_2_1x
2820;2;49;2;50;3;2;6;0,02;0,05;DHR;in_sample_2_1x;18,44799134;0,924823939;-24,56625854;89;;49-2-50-2-3-in_sample_2_1x
2821;2;49;2;50;4;2;6;0,02;0,05;DHR;in_sample_2_1x;15,75119577;0,809764781;-25,0111775;88;;49-2-50-2-4-in_sample_2_1x
2822;2;49;2;100;3;2;6;0,02;0,05;DHR;in_sample_2_1x;21,59188813;1,019724385;-21,84741247;79;;49-2-100-2-3-in_sample_2_1x
2823;2;49;2;100;4;2;6;0,02;0,05;DHR;in_sample_2_1x;10,05932453;0,552098359;-28,18541207;78;;49-2-100-2-4-in_sample_2_1x
2824;2;49;3;50;3;2;6;0,02;0,05;DHR;in_sample_2_1x;11,56147883;0,639363736;-16,81865666;74;;49-2-50-3-3-in_sample_2_1x
2825;2;49;3;50;4;2;6;0,02;0,05;DHR;in_sample_2_1x;2,099920675;0,128105513;-27,83729932;74;;49-2-50-3-4-in_sample_2_1x
2826;2;49;3;100;3;2;6;0,02;0,05;DHR;in_sample_2_1x;9,55467182;0,563322982;-18,54687021;69;;49-2-100-3-3-in_sample_2_1x
2827;2;49;3;100;4;2;6;0,02;0,05;DHR;in_sample_2_1x;1,688169221;0,115858531;-27,53456398;66;;49-2-100-3-4-in_sample_2_1x
2828;2;49;4;50;3;2;6;0,02;0,05;DHR;in_sample_2_1x;15,5241598;0,856267826;-13,93803103;68;;49-2-50-4-3-in_sample_2_1x
2829;2;49;4;50;4;2;6;0,02;0,05;DHR;in_sample_2_1x;2,936493277;0,191435019;-28,79820182;66;;49-2-50-4-4-in_sample_2_1x
2830;2;49;4;100;3;2;6;0,02;0,05;DHR;in_sample_2_1x;8,075043597;0,501036979;-30,00727425;64;;49-2-100-4-3-in_sample_2_1x
2831;2;49;4;100;4;2;6;0,02;0,05;DHR;in_sample_2_1x;-2,555337742;-0,185093486;-34,47650949;61;;49-2-100-4-4-in_sample_2_1x
2832;2;28;2;50;3;2;6;0,02;0,05;DHR;in_sample_3_1x;21,56441309;1,317223174;-10,66744309;41;;28-2-50-2-3-in_sample_3_1x
2833;2;28;2;50;4;2;6;0,02;0,05;DHR;in_sample_3_1x;19,16531277;1,187699127;-11,87522029;40;;28-2-50-2-4-in_sample_3_1x
2834;2;28;2;100;3;2;6;0,02;0,05;DHR;in_sample_3_1x;7,932706006;0,606548831;-15,78373103;28;;28-2-100-2-3-in_sample_3_1x
2835;2;28;2;100;4;2;6;0,02;0,05;DHR;in_sample_3_1x;5,899923691;0,479149467;-11,67950323;27;;28-2-100-2-4-in_sample_3_1x
2836;2;28;3;50;3;2;6;0,02;0,05;DHR;in_sample_3_1x;25,36493621;1,56749998;-11,70031625;38;;28-2-50-3-3-in_sample_3_1x
2837;2;28;3;50;4;2;6;0,02;0,05;DHR;in_sample_3_1x;17,82780589;1,229593119;-19,78584806;37;;28-2-50-3-4-in_sample_3_1x
2838;2;28;3;100;3;2;6;0,02;0,05;DHR;in_sample_3_1x;1,011832812;0,08047466;-26,20335752;27;;28-2-100-3-3-in_sample_3_1x
2839;2;28;3;100;4;2;6;0,02;0,05;DHR;in_sample_3_1x;1,148789479;0,095661546;-21,26053076;27;;28-2-100-3-4-in_sample_3_1x
2840;2;28;4;50;3;2;6;0,02;0,05;DHR;in_sample_3_1x;9,328701444;0,718191222;-17,03534099;30;;28-2-50-4-3-in_sample_3_1x
2841;2;28;4;50;4;2;6;0,02;0,05;DHR;in_sample_3_1x;3,801984738;0,329890053;-22,68055146;30;;28-2-50-4-4-in_sample_3_1x
2842;2;28;4;100;3;2;6;0,02;0,05;DHR;in_sample_3_1x;-1,29853891;-0,116046561;-31,82010403;26;;28-2-100-4-3-in_sample_3_1x
2843;2;28;4;100;4;2;6;0,02;0,05;DHR;in_sample_3_1x;-0,325713406;-0,029406945;-25,61524465;26;;28-2-100-4-4-in_sample_3_1x
2844;2;35;2;50;3;2;6;0,02;0,05;DHR;in_sample_3_1x;13,79869954;0,884055206;-17,35944504;41;;35-2-50-2-3-in_sample_3_1x
2845;2;35;2;50;4;2;6;0,02;0,05;DHR;in_sample_3_1x;16,66713457;1,048189388;-12,6119731;39;;35-2-50-2-4-in_sample_3_1x
2846;2;35;2;100;3;2;6;0,02;0,05;DHR;in_sample_3_1x;2,943761161;0,212253245;-25,94128973;32;;35-2-100-2-3-in_sample_3_1x
2847;2;35;2;100;4;2;6;0,02;0,05;DHR;in_sample_3_1x;1,12711332;0,080546642;-28,93271005;29;;35-2-100-2-4-in_sample_3_1x
2848;2;35;3;50;3;2;6;0,02;0,05;DHR;in_sample_3_1x;8,406020178;0,57493126;-21,13167473;36;;35-2-50-3-3-in_sample_3_1x
2849;2;35;3;50;4;2;6;0,02;0,05;DHR;in_sample_3_1x;10,53548103;0,718101736;-14,11902149;32;;35-2-50-3-4-in_sample_3_1x
2850;2;35;3;100;3;2;6;0,02;0,05;DHR;in_sample_3_1x;1,48023659;0,105995311;-37,37311922;32;;35-2-100-3-3-in_sample_3_1x
2851;2;35;3;100;4;2;6;0,02;0,05;DHR;in_sample_3_1x;5,784186446;0,423914707;-31,01747553;29;;35-2-100-3-4-in_sample_3_1x
2852;2;35;4;50;3;2;6;0,02;0,05;DHR;in_sample_3_1x;4,609362261;0,326540932;-22,21087663;31;;35-2-50-4-3-in_sample_3_1x
2853;2;35;4;50;4;2;6;0,02;0,05;DHR;in_sample_3_1x;7,744441603;0,555233781;-19,44141811;26;;35-2-50-4-4-in_sample_3_1x
2854;2;35;4;100;3;2;6;0,02;0,05;DHR;in_sample_3_1x;0,776680224;0,06247316;-33,96842147;27;;35-2-100-4-3-in_sample_3_1x
2855;2;35;4;100;4;2;6;0,02;0,05;DHR;in_sample_3_1x;1,963022677;0,159877107;-33,32562934;26;;35-2-100-4-4-in_sample_3_1x
2856;2;42;2;50;3;2;6;0,02;0,05;DHR;in_sample_3_1x;6,342640279;0,455867256;-22,02568332;40;;42-2-50-2-3-in_sample_3_1x
2857;2;42;2;50;4;2;6;0,02;0,05;DHR;in_sample_3_1x;6,085510389;0,455951095;-24,27775796;43;;42-2-50-2-4-in_sample_3_1x
2858;2;42;2;100;3;2;6;0,02;0,05;DHR;in_sample_3_1x;-1,055469236;-0,084522756;-26,98105087;31;;42-2-100-2-3-in_sample_3_1x
2859;2;42;2;100;4;2;6;0,02;0,05;DHR;in_sample_3_1x;3,212334219;0,263904909;-18,2300488;30;;42-2-100-2-4-in_sample_3_1x
2860;2;42;3;50;3;2;6;0,02;0,05;DHR;in_sample_3_1x;4,527487573;0,33009149;-21,35053194;39;;42-2-50-3-3-in_sample_3_1x
2861;2;42;3;50;4;2;6;0,02;0,05;DHR;in_sample_3_1x;8,749053384;0,637128748;-19,63046319;40;;42-2-50-3-4-in_sample_3_1x
2862;2;42;3;100;3;2;6;0,02;0,05;DHR;in_sample_3_1x;2,007361563;0,156782533;-23,21554452;26;;42-2-100-3-3-in_sample_3_1x
2863;2;42;3;100;4;2;6;0,02;0,05;DHR;in_sample_3_1x;3,294114985;0,277698694;-18,23002143;25;;42-2-100-3-4-in_sample_3_1x
2864;2;42;4;50;3;2;6;0,02;0,05;DHR;in_sample_3_1x;6,406174512;0,483519842;-18,17001172;30;;42-2-50-4-3-in_sample_3_1x
2865;2;42;4;50;4;2;6;0,02;0,05;DHR;in_sample_3_1x;7,580991581;0,581815929;-20,5353027;30;;42-2-50-4-4-in_sample_3_1x
2866;2;42;4;100;3;2;6;0,02;0,05;DHR;in_sample_3_1x;4,055134638;0,321513644;-18,16879245;24;;42-2-100-4-3-in_sample_3_1x
2867;2;42;4;100;4;2;6;0,02;0,05;DHR;in_sample_3_1x;3,64454963;0,329611857;-16,164947;21;;42-2-100-4-4-in_sample_3_1x
2868;2;49;2;50;3;2;6;0,02;0,05;DHR;in_sample_3_1x;4,315416186;0,346881548;-9,466909237;41;;49-2-50-2-3-in_sample_3_1x
2869;2;49;2;50;4;2;6;0,02;0,05;DHR;in_sample_3_1x;12,29772112;0,841406113;-11,04068486;39;;49-2-50-2-4-in_sample_3_1x
2870;2;49;2;100;3;2;6;0,02;0,05;DHR;in_sample_3_1x;8,790272576;0,626036445;-15,99901424;32;;49-2-100-2-3-in_sample_3_1x
2871;2;49;2;100;4;2;6;0,02;0,05;DHR;in_sample_3_1x;1,828144274;0,14226393;-18,83429247;29;;49-2-100-2-4-in_sample_3_1x
2872;2;49;3;50;3;2;6;0,02;0,05;DHR;in_sample_3_1x;2,847686104;0,231780855;-12,74199902;31;;49-2-50-3-3-in_sample_3_1x
2873;2;49;3;50;4;2;6;0,02;0,05;DHR;in_sample_3_1x;5,272502828;0,408823586;-9,723083141;28;;49-2-50-3-4-in_sample_3_1x
2874;2;49;3;100;3;2;6;0,02;0,05;DHR;in_sample_3_1x;8,869813959;0,694586423;-13,68438349;27;;49-2-100-3-3-in_sample_3_1x
2875;2;49;3;100;4;2;6;0,02;0,05;DHR;in_sample_3_1x;-0,577034762;-0,050968257;-17,96475148;25;;49-2-100-3-4-in_sample_3_1x
2876;2;49;4;50;3;2;6;0,02;0,05;DHR;in_sample_3_1x;2,155479624;0,189722427;-11,30315556;29;;49-2-50-4-3-in_sample_3_1x
2877;2;49;4;50;4;2;6;0,02;0,05;DHR;in_sample_3_1x;3,1893424;0,267762782;-11,00716268;25;;49-2-50-4-4-in_sample_3_1x
2878;2;49;4;100;3;2;6;0,02;0,05;DHR;in_sample_3_1x;8,992160697;0,671139644;-15,46559484;28;;49-2-100-4-3-in_sample_3_1x
2879;2;49;4;100;4;2;6;0,02;0,05;DHR;in_sample_3_1x;1,416710999;0,120354373;-16,88869456;25;;49-2-100-4-4-in_sample_3_1x
2880;2;28;2;50;3;2;6;0,02;0,05;ED;in_sample_1_1x;11,94731923;0,749213206;-27,56161521;80;;28-2-50-2-3-in_sample_1_1x
2881;2;28;2;50;4;2;6;0,02;0,05;ED;in_sample_1_1x;13,61568154;0,863874411;-19,00477613;77;;28-2-50-2-4-in_sample_1_1x
2882;2;28;2;100;3;2;6;0,02;0,05;ED;in_sample_1_1x;11,66051038;0,85706069;-20,73015009;58;;28-2-100-2-3-in_sample_1_1x
2883;2;28;2;100;4;2;6;0,02;0,05;ED;in_sample_1_1x;8,656890857;0,675916974;-16,54260449;52;;28-2-100-2-4-in_sample_1_1x
2884;2;28;3;50;3;2;6;0,02;0,05;ED;in_sample_1_1x;6,787455723;0,472116845;-18,29919543;63;;28-2-50-3-3-in_sample_1_1x
2885;2;28;3;50;4;2;6;0,02;0,05;ED;in_sample_1_1x;11,63585176;0,775621182;-12,87536995;65;;28-2-50-3-4-in_sample_1_1x
2886;2;28;3;100;3;2;6;0,02;0,05;ED;in_sample_1_1x;5,863729966;0,497695239;-20,75324749;52;;28-2-100-3-3-in_sample_1_1x
2887;2;28;3;100;4;2;6;0,02;0,05;ED;in_sample_1_1x;3,921104803;0,341765836;-16,54260449;47;;28-2-100-3-4-in_sample_1_1x
2888;2;28;4;50;3;2;6;0,02;0,05;ED;in_sample_1_1x;11,46725455;0,821774009;-15,34603681;59;;28-2-50-4-3-in_sample_1_1x
2889;2;28;4;50;4;2;6;0,02;0,05;ED;in_sample_1_1x;10,90454893;0,79484941;-14,87435103;54;;28-2-50-4-4-in_sample_1_1x
2890;2;28;4;100;3;2;6;0,02;0,05;ED;in_sample_1_1x;6,455019066;0,561532702;-24,24993312;46;;28-2-100-4-3-in_sample_1_1x
2891;2;28;4;100;4;2;6;0,02;0,05;ED;in_sample_1_1x;2,851473149;0,283806479;-16,54260302;41;;28-2-100-4-4-in_sample_1_1x
2892;2;35;2;50;3;2;6;0,02;0,05;ED;in_sample_1_1x;15,00762734;0,95742956;-13,18533037;80;;35-2-50-2-3-in_sample_1_1x
2893;2;35;2;50;4;2;6;0,02;0,05;ED;in_sample_1_1x;10,31349184;0,680311754;-17,56531218;77;;35-2-50-2-4-in_sample_1_1x
2894;2;35;2;100;3;2;6;0,02;0,05;ED;in_sample_1_1x;13,71539894;0,889359016;-14,2356784;67;;35-2-100-2-3-in_sample_1_1x
2895;2;35;2;100;4;2;6;0,02;0,05;ED;in_sample_1_1x;13,6978111;0,883228751;-20,96303569;64;;35-2-100-2-4-in_sample_1_1x
2896;2;35;3;50;3;2;6;0,02;0,05;ED;in_sample_1_1x;11,05945616;0,742162894;-17,08230228;71;;35-2-50-3-3-in_sample_1_1x
2897;2;35;3;50;4;2;6;0,02;0,05;ED;in_sample_1_1x;11,00383385;0,736650666;-11,9054656;64;;35-2-50-3-4-in_sample_1_1x
2898;2;35;3;100;3;2;6;0,02;0,05;ED;in_sample_1_1x;6,788948568;0,541422697;-16,80549113;56;;35-2-100-3-3-in_sample_1_1x
2899;2;35;3;100;4;2;6;0,02;0,05;ED;in_sample_1_1x;8,066153592;0,638906211;-20,96303569;50;;35-2-100-3-4-in_sample_1_1x
2900;2;35;4;50;3;2;6;0,02;0,05;ED;in_sample_1_1x;12,67687855;0,883853798;-20,26646345;61;;35-2-50-4-3-in_sample_1_1x
2901;2;35;4;50;4;2;6;0,02;0,05;ED;in_sample_1_1x;13,02750728;0,89067875;-18,89630033;56;;35-2-50-4-4-in_sample_1_1x
2902;2;35;4;100;3;2;6;0,02;0,05;ED;in_sample_1_1x;6,088256382;0,504710788;-20,76629339;52;;35-2-100-4-3-in_sample_1_1x
2903;2;35;4;100;4;2;6;0,02;0,05;ED;in_sample_1_1x;6,571749984;0,551455928;-20,61542268;47;;35-2-100-4-4-in_sample_1_1x
2904;2;42;2;50;3;2;6;0,02;0,05;ED;in_sample_1_1x;17,94848754;1,134990592;-9,77150826;84;;42-2-50-2-3-in_sample_1_1x
2905;2;42;2;50;4;2;6;0,02;0,05;ED;in_sample_1_1x;22,82323516;1,349633298;-9,84584782;80;;42-2-50-2-4-in_sample_1_1x
2906;2;42;2;100;3;2;6;0,02;0,05;ED;in_sample_1_1x;11,796113;0,846690898;-16,72846318;66;;42-2-100-2-3-in_sample_1_1x
2907;2;42;2;100;4;2;6;0,02;0,05;ED;in_sample_1_1x;15,86584756;1,107656413;-12,07375123;60;;42-2-100-2-4-in_sample_1_1x
2908;2;42;3;50;3;2;6;0,02;0,05;ED;in_sample_1_1x;11,25206804;0,83024862;-13,40505513;64;;42-2-50-3-3-in_sample_1_1x
2909;2;42;3;50;4;2;6;0,02;0,05;ED;in_sample_1_1x;15,82519476;1,167083164;-14,55673592;61;;42-2-50-3-4-in_sample_1_1x
2910;2;42;3;100;3;2;6;0,02;0,05;ED;in_sample_1_1x;14,1984113;1,063688631;-14,68443975;50;;42-2-100-3-3-in_sample_1_1x
2911;2;42;3;100;4;2;6;0,02;0,05;ED;in_sample_1_1x;16,28390467;1,213129941;-9,562559944;47;;42-2-100-3-4-in_sample_1_1x
2912;2;42;4;50;3;2;6;0,02;0,05;ED;in_sample_1_1x;14,95734559;1,150932889;-13,40506644;51;;42-2-50-4-3-in_sample_1_1x
2913;2;42;4;50;4;2;6;0,02;0,05;ED;in_sample_1_1x;12,60969009;0,955545602;-14,10757614;48;;42-2-50-4-4-in_sample_1_1x
2914;2;42;4;100;3;2;6;0,02;0,05;ED;in_sample_1_1x;15,70283858;1,159035999;-14,68443975;45;;42-2-100-4-3-in_sample_1_1x
2915;2;42;4;100;4;2;6;0,02;0,05;ED;in_sample_1_1x;16,3013686;1,20008153;-10,50868792;45;;42-2-100-4-4-in_sample_1_1x
2916;2;49;2;50;3;2;6;0,02;0,05;ED;in_sample_1_1x;23,12758143;1,399753039;-15,78693081;77;;49-2-50-2-3-in_sample_1_1x
2917;2;49;2;50;4;2;6;0,02;0,05;ED;in_sample_1_1x;14,40919256;0,951792986;-22,54501587;76;;49-2-50-2-4-in_sample_1_1x
2918;2;49;2;100;3;2;6;0,02;0,05;ED;in_sample_1_1x;13,98495101;1,000742622;-12,20710747;67;;49-2-100-2-3-in_sample_1_1x
2919;2;49;2;100;4;2;6;0,02;0,05;ED;in_sample_1_1x;16,01781089;1,12284795;-13,48942085;59;;49-2-100-2-4-in_sample_1_1x
2920;2;49;3;50;3;2;6;0,02;0,05;ED;in_sample_1_1x;20,57242726;1,332869625;-10,95041838;61;;49-2-50-3-3-in_sample_1_1x
2921;2;49;3;50;4;2;6;0,02;0,05;ED;in_sample_1_1x;13,19551569;0,942783086;-15,58735367;61;;49-2-50-3-4-in_sample_1_1x
2922;2;49;3;100;3;2;6;0,02;0,05;ED;in_sample_1_1x;15,88367549;1,153063765;-13,44177627;53;;49-2-100-3-3-in_sample_1_1x
2923;2;49;3;100;4;2;6;0,02;0,05;ED;in_sample_1_1x;13,65932179;0,989449896;-14,80730941;51;;49-2-100-3-4-in_sample_1_1x
2924;2;49;4;50;3;2;6;0,02;0,05;ED;in_sample_1_1x;17,482632;1,215017376;-13,76772934;55;;49-2-50-4-3-in_sample_1_1x
2925;2;49;4;50;4;2;6;0,02;0,05;ED;in_sample_1_1x;11,5751191;0,857134617;-17,61592347;57;;49-2-50-4-4-in_sample_1_1x
2926;2;49;4;100;3;2;6;0,02;0,05;ED;in_sample_1_1x;10,8496106;0,802434885;-13,91774244;49;;49-2-100-4-3-in_sample_1_1x
2927;2;49;4;100;4;2;6;0,02;0,05;ED;in_sample_1_1x;14,41811799;1,1007718;-12,29522568;45;;49-2-100-4-4-in_sample_1_1x
2928;2;28;2;50;3;2;6;0,02;0,05;ED;in_sample_2_1x;7,524679695;0,538138683;-21,563361;85;;28-2-50-2-3-in_sample_2_1x
2929;2;28;2;50;4;2;6;0,02;0,05;ED;in_sample_2_1x;12,11273395;0,895423907;-10,09095498;81;;28-2-50-2-4-in_sample_2_1x
2930;2;28;2;100;3;2;6;0,02;0,05;ED;in_sample_2_1x;11,99227676;0,888413288;-11,7908741;63;;28-2-100-2-3-in_sample_2_1x
2931;2;28;2;100;4;2;6;0,02;0,05;ED;in_sample_2_1x;18,56025626;1,299536355;-13,87073564;61;;28-2-100-2-4-in_sample_2_1x
2932;2;28;3;50;3;2;6;0,02;0,05;ED;in_sample_2_1x;1,319272271;0,104021559;-23,75914662;66;;28-2-50-3-3-in_sample_2_1x
2933;2;28;3;50;4;2;6;0,02;0,05;ED;in_sample_2_1x;10,39258805;0,809406548;-13,5051752;62;;28-2-50-3-4-in_sample_2_1x
2934;2;28;3;100;3;2;6;0,02;0,05;ED;in_sample_2_1x;11,53449411;0,920730964;-14,09025814;56;;28-2-100-3-3-in_sample_2_1x
2935;2;28;3;100;4;2;6;0,02;0,05;ED;in_sample_2_1x;15,65839642;1,2061615;-10,44319588;56;;28-2-100-3-4-in_sample_2_1x
2936;2;28;4;50;3;2;6;0,02;0,05;ED;in_sample_2_1x;5,335462622;0,45282618;-22,99237628;56;;28-2-50-4-3-in_sample_2_1x
2937;2;28;4;50;4;2;6;0,02;0,05;ED;in_sample_2_1x;11,26489456;0,900275796;-11,64109238;52;;28-2-50-4-4-in_sample_2_1x
2938;2;28;4;100;3;2;6;0,02;0,05;ED;in_sample_2_1x;7,617796797;0,65283851;-19,02051291;46;;28-2-100-4-3-in_sample_2_1x
2939;2;28;4;100;4;2;6;0,02;0,05;ED;in_sample_2_1x;12,40615437;1,058952767;-10,7998329;42;;28-2-100-4-4-in_sample_2_1x
2940;2;35;2;50;3;2;6;0,02;0,05;ED;in_sample_2_1x;16,92705069;1,120298029;-13,72834422;90;;35-2-50-2-3-in_sample_2_1x
2941;2;35;2;50;4;2;6;0,02;0,05;ED;in_sample_2_1x;19,60960872;1,273166373;-13,58374782;86;;35-2-50-2-4-in_sample_2_1x
2942;2;35;2;100;3;2;6;0,02;0,05;ED;in_sample_2_1x;13,42086608;0,970523767;-9,987353557;67;;35-2-100-2-3-in_sample_2_1x
2943;2;35;2;100;4;2;6;0,02;0,05;ED;in_sample_2_1x;12,91412491;0,920568184;-15,23072052;64;;35-2-100-2-4-in_sample_2_1x
2944;2;35;3;50;3;2;6;0,02;0,05;ED;in_sample_2_1x;14,3933059;1,069675955;-17,33938907;69;;35-2-50-3-3-in_sample_2_1x
2945;2;35;3;50;4;2;6;0,02;0,05;ED;in_sample_2_1x;16,5372931;1,206294153;-17,17583283;68;;35-2-50-3-4-in_sample_2_1x
2946;2;35;3;100;3;2;6;0,02;0,05;ED;in_sample_2_1x;11,85026791;0,949260791;-13,22306427;56;;35-2-100-3-3-in_sample_2_1x
2947;2;35;3;100;4;2;6;0,02;0,05;ED;in_sample_2_1x;7,93883614;0,669301084;-18,77710067;57;;35-2-100-3-4-in_sample_2_1x
2948;2;35;4;50;3;2;6;0,02;0,05;ED;in_sample_2_1x;13,16330233;1,079392474;-17,97510385;55;;35-2-50-4-3-in_sample_2_1x
2949;2;35;4;50;4;2;6;0,02;0,05;ED;in_sample_2_1x;15,86333892;1,257492447;-18,04449261;55;;35-2-50-4-4-in_sample_2_1x
2950;2;35;4;100;3;2;6;0,02;0,05;ED;in_sample_2_1x;6,193083989;0,593067601;-15,89560209;47;;35-2-100-4-3-in_sample_2_1x
2951;2;35;4;100;4;2;6;0,02;0,05;ED;in_sample_2_1x;3,998800192;0,400883929;-23,43010096;45;;35-2-100-4-4-in_sample_2_1x
2952;2;42;2;50;3;2;6;0,02;0,05;ED;in_sample_2_1x;20,87699276;1,454996213;-7,943504375;73;;42-2-50-2-3-in_sample_2_1x
2953;2;42;2;50;4;2;6;0,02;0,05;ED;in_sample_2_1x;17,07642016;1,200230784;-11,07926246;70;;42-2-50-2-4-in_sample_2_1x
2954;2;42;2;100;3;2;6;0,02;0,05;ED;in_sample_2_1x;13,51862865;1,054417885;-9,614898386;58;;42-2-100-2-3-in_sample_2_1x
2955;2;42;2;100;4;2;6;0,02;0,05;ED;in_sample_2_1x;8,357243037;0,663455338;-13,32202826;52;;42-2-100-2-4-in_sample_2_1x
2956;2;42;3;50;3;2;6;0,02;0,05;ED;in_sample_2_1x;14,94523605;1,144021468;-12,62329665;57;;42-2-50-3-3-in_sample_2_1x
