date,RSI
2018-01-02,
2018-01-03,
2018-01-04,
2018-01-05,
2018-01-06,
2018-01-07,
2018-01-08,
2018-01-09,
2018-01-10,
2018-01-11,
2018-01-12,
2018-01-13,
2018-01-14,
2018-01-15,
2018-01-16,
2018-01-17,
2018-01-18,
2018-01-19,
2018-01-20,
2018-01-21,
2018-01-22,
2018-01-23,
2018-01-24,
2018-01-25,
2018-01-26,
2018-01-27,
2018-01-28,
2018-01-29,
2018-01-30,
2018-01-31,
2018-02-01,
2018-02-02,
2018-02-03,
2018-02-04,
2018-02-05,
2018-02-06,
2018-02-07,
2018-02-08,
2018-02-09,
2018-02-10,
2018-02-11,
2018-02-12,39.29935305725535
2018-02-13,38.610883707897585
2018-02-14,40.72438185223933
2018-02-15,41.8404749746494
2018-02-16,39.35034729692995
2018-02-17,41.22176584102981
2018-02-18,41.124279082098695
2018-02-19,44.155413981832794
2018-02-20,44.87169405029162
2018-02-21,42.82963523545962
2018-02-22,43.83098115864934
2018-02-23,43.71357117759515
2018-02-24,42.14473601341626
2018-02-25,42.88962341311166
2018-02-26,44.48976579351759
2018-02-27,49.320001403260555
2018-02-28,48.63870284897703
2018-03-01,49.91788203201496
2018-03-02,49.158233492258276
2018-03-03,47.52870692213117
2018-03-04,49.96943047331984
2018-03-05,51.51296192302236
2018-03-06,49.81940511068454
2018-03-07,46.85486575976286
2018-03-08,45.77109168669617
2018-03-09,45.83177420886849
2018-03-10,43.914836719331404
2018-03-11,45.154190981108506
2018-03-12,45.379822478237784
2018-03-13,47.40839206562765
2018-03-14,44.94082230610151
2018-03-15,47.40833442354399
2018-03-16,48.326215567889214
2018-03-17,46.24631946199367
2018-03-18,50.015170291715556
2018-03-19,55.445604926123224
2018-03-20,53.990518986646975
2018-03-21,54.10859527725317
2018-03-22,53.00147461693485
2018-03-23,50.67376242310541
2018-03-24,50.041197101879284
2018-03-25,51.37859904325293
2018-03-26,47.38119007575891
2018-03-27,47.35663135988226
2018-03-28,44.73855825602713
2018-03-29,39.892558375338
2018-03-30,38.50692249727028
2018-03-31,35.866269189253444
2018-04-01,36.87456820519517
2018-04-02,35.407717617888636
2018-04-03,37.170433736701
2018-04-04,36.82230589183383
2018-04-05,38.18677487140863
2018-04-06,36.29860968714224
2018-04-07,39.10036888466135
2018-04-08,40.05204992690115
2018-04-09,36.269057072348545
2018-04-10,35.66011198340304
2018-04-11,36.88813429418871
2018-04-12,39.86406934708219
2018-04-13,39.30508343669887
2018-04-14,38.42687000302294
2018-04-15,39.93879632984361
2018-04-16,39.20049939183115
2018-04-17,40.291936632876684
2018-04-18,43.73451098709279
2018-04-19,46.180724705255855
2018-04-20,48.67701932731107
2018-04-21,50.5459888661443
2018-04-22,47.15607118905924
2018-04-23,49.22369785681748
2018-04-24,51.69327940595957
2018-04-25,52.84062630286729
2018-04-26,53.955278372360254
2018-04-27,52.514409589457536
2018-04-28,55.88366451344999
2018-04-29,54.74448411513584
2018-04-30,52.50944073999764
2018-05-01,50.629502720157745
2018-05-02,51.38665386541072
2018-05-03,53.76649589251757
2018-05-04,53.00155590861934
2018-05-05,54.98848126565577
2018-05-06,54.53353036349596
2018-05-07,54.89564204165921
2018-05-08,55.80322734524957
2018-05-09,55.605742707141125
2018-05-10,58.985836330266416
2018-05-11,57.54125725197035
2018-05-12,57.4055235320082
2018-05-13,58.861278099673655
2018-05-14,57.69656907317489
2018-05-15,55.09784238804158
2018-05-16,58.2174906596097
2018-05-17,56.77251733916246
2018-05-18,58.736129123758744
2018-05-19,57.23080626859327
2018-05-20,57.8313386837739
2018-05-21,58.62629067461262
2018-05-22,56.04638265825999
2018-05-23,52.890498439072346
2018-05-24,48.11552588378574
2018-05-25,47.717887084944444
2018-05-26,46.392166694907395
2018-05-27,44.41178939143163
2018-05-28,44.491908098652786
2018-05-29,47.66981601302036
2018-05-30,45.580465614903176
2018-05-31,45.66989979729734
2018-06-01,42.567754638909
2018-06-02,43.040885028162045
2018-06-03,44.10455185964075
2018-06-04,42.09477594112132
2018-06-05,39.056668371396526
